DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,CLASE,ESC,MES,DPTO,fex_c_2011
5354746,1,5,1,10,2,1,12,2019,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,23,3796.0535498
5354747,1,1,1,10,1,1,2,1977,43,1,1,999_01,3,2,,2,,1,2,,,1,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,23,2550.3086997
5354747,1,2,1,10,2,2,12,1977,43,2,1,999_01,3,3,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,23,2550.3086997
5354747,1,3,1,10,2,2,10,2008,12,3,1,999_01,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,01,23,2550.3086997
5354791,1,1,1,10,1,2,9,1968,52,1,5,,4,3,,3,,,,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,27,1188.1712436
5354791,1,2,1,10,2,1,12,2002,18,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,01,27,1188.1712436
5354791,1,3,1,10,3,2,6,2004,16,3,5,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,01,27,1188.1712436
5354791,1,4,1,10,3,1,1,2019,2,4,5,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,27,1188.1712436
5354797,1,1,1,10,1,2,4,1996,24,1,6,,6,3,,3,,,,,,,,,,,1,,,,,1,1,,,3,,,2,1,1,1,4,9,,,2,9,01,27,2257.0350878
5354797,1,2,1,10,2,2,10,2014,6,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,01,27,2257.0350878
5354797,1,3,1,10,1,2,5,2018,2,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,27,2257.0350878
5354798,1,1,1,10,1,1,7,1949,71,1,6,,4,3,,3,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,1,,,2,1,01,27,1264.0210897
5354799,1,1,1,10,1,1,11,1981,39,1,6,,2,3,,2,,2,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,2664.7468291
5354799,1,2,1,10,2,1,3,2003,17,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,2,6,01,27,2664.7468291
5354799,1,3,1,10,3,2,2,2005,15,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,01,27,2664.7468291
5354799,1,4,1,10,4,2,3,2008,12,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,01,27,2664.7468291
5354800,1,1,1,10,1,2,4,1961,59,1,6,,6,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1218.5421709
5354800,1,2,1,10,2,2,6,1999,21,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,01,27,1218.5421709
5354800,1,3,1,10,2,2,10,2019,1,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,27,1218.5421709
5354803,1,1,1,10,1,1,12,1950,70,1,5,,5,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,1264.0210897
5354804,1,1,1,10,1,2,5,1989,31,1,5,,4,2,,2,,,,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,4,7,,,2,7,01,27,965.30294516
5354804,1,2,1,10,2,2,3,2007,13,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,2,2,,,,,2,1,1,1,4,6,,,2,6,01,27,965.30294516
5354804,1,3,1,10,3,2,7,2009,11,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,2,2,,,,,2,1,1,1,3,3,,,2,3,01,27,965.30294516
5354804,1,4,1,10,1,2,12,2011,9,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,1,1,1,3,2,,,2,2,01,27,965.30294516
5354804,1,5,1,10,1,2,7,2016,4,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,2,1,1,2,0,,,2,0,01,27,965.30294516
5354805,1,1,1,10,1,2,8,1987,33,1,5,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,1747.1660885
5354805,1,2,1,10,2,1,4,1983,37,2,5,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,1747.1660885
5354805,1,3,1,10,1,1,11,2012,8,3,5,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,01,27,1747.1660885
5354805,1,4,1,10,1,2,8,2017,3,3,5,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,2,0,,,2,0,01,27,1747.1660885
5354806,1,1,1,10,1,2,2,1946,74,1,5,,5,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,701.92324884
5354807,1,1,1,10,1,1,1,1960,61,1,5,,4,3,,3,,,,1,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,1264.0210897
5354808,1,1,1,10,1,1,1,1959,62,1,5,,2,3,,3,,1,2,,,,,,,,,1,,,,1,2,2,,,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354808,1,2,1,10,2,2,3,1946,74,2,5,,2,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354809,1,1,1,10,1,1,12,1964,56,1,5,,2,3,,3,,1,2,,1,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354809,1,2,1,10,2,2,1,1967,54,2,5,,2,3,,3,,1,1,,,,,,,,,1,,,,,2,1,24,,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354809,1,3,1,10,2,2,4,1996,24,3,5,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,666.18670727
5354809,1,4,1,10,2,1,1,2017,4,4,5,,,2,,2,,,,,,,,,,,,,,,,,2,2,,,,,2,2,1,1,2,0,,,2,0,01,27,666.18670727
5354810,1,1,1,10,1,1,5,1994,26,1,5,,2,2,,2,,1,2,,1,,1,,,,,,,,,1,2,2,,,,,2,1,2,,3,5,,,2,5,01,27,2597.4860494
5354810,1,2,1,10,2,2,11,2002,18,2,5,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,2,6,01,27,2597.4860494
5354810,1,3,1,10,2,2,3,2020,0,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,2,,01,27,2597.4860494
5354811,1,1,1,10,1,1,1,1959,62,1,5,,4,3,,3,,,,,,,,,,,,,,1,,1,2,2,,,,,2,2,2,,1,0,,,2,0,01,27,1264.0210897
5354813,1,1,1,10,1,2,3,1990,30,1,5,,4,2,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,998.67237576
5354813,1,2,1,10,1,2,12,2012,8,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,27,998.67237576
5354813,1,3,1,10,1,1,4,2017,3,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,01,27,998.67237576
5354814,1,1,1,10,1,2,12,1974,46,1,5,,4,2,,2,,,,,1,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,01,27,666.18670727
5354814,1,2,1,10,2,2,5,2004,16,3,5,,6,2,,1,1,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,4,7,,,2,7,01,27,666.18670727
5354814,1,3,1,10,2,2,7,2019,1,4,5,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,27,666.18670727
5354815,1,1,1,10,1,2,10,1971,49,1,5,,4,3,,2,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,666.18670727
5354815,1,2,1,10,2,1,6,2005,15,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,2,8,01,27,666.18670727
5354815,1,3,1,10,3,2,9,1982,38,5,5,,4,3,,2,,,,,,,,,,,,1,,,,,2,1,60,,,,2,1,2,,5,11,2,,2,11,01,27,666.18670727
5354815,1,4,1,10,3,2,7,2016,4,5,5,,,2,,1,3,,,,,,,,,,,,,,,,2,2,,,,,2,2,1,1,2,0,,,2,0,01,27,666.18670727
5354816,1,1,1,10,1,2,7,1978,42,1,5,,2,2,,2,,2,,1,,,1,,,,,1,,,,1,2,1,120,,,,2,2,2,,3,1,,,2,1,01,27,1018.572168
5354816,1,2,1,10,2,2,3,2000,20,3,5,,6,2,,1,1,,,,,,,,,,,,,1,,,2,1,60,,,,2,1,2,,6,2,3,,2,13,01,27,1018.572168
5354816,1,3,1,10,1,1,3,2001,19,3,5,,6,2,,1,1,,,,,,1,,,,1,,,,,,2,1,60,,,,2,1,1,1,5,10,1,,2,10,01,27,1018.572168
5354816,1,4,1,10,4,1,9,2003,17,3,5,,6,2,,1,1,,,1,,,,,,,1,,,,,,2,1,60,,,,2,1,1,1,4,9,,,2,9,01,27,1018.572168
5354817,1,1,1,10,1,1,5,1986,34,1,5,,2,3,,3,,1,2,,,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,01,27,1904.6870672
5354817,1,2,1,10,2,2,4,1987,33,2,5,,2,2,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1904.6870672
5354817,1,3,1,10,2,2,8,2011,9,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,27,1904.6870672
5354817,1,4,1,10,2,2,2,2014,6,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,01,27,1904.6870672
5354817,1,5,1,10,2,2,2,2018,2,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,27,1904.6870672
5354818,1,1,1,10,1,2,10,1992,28,1,5,,2,2,,2,,2,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,666.18670727
5354818,1,2,1,10,1,2,12,2012,8,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,27,666.18670727
5354828,1,1,1,10,1,1,2,1994,26,1,5,,2,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1088.6015649
5354828,1,2,1,10,2,2,4,1994,26,2,5,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,6,4,,2,17,01,27,1088.6015649
5354828,1,3,1,10,2,2,12,2019,1,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,27,1088.6015649
5354830,1,1,1,10,1,1,9,1945,75,1,5,,3,3,,3,,1,2,,,,,,,,,1,,,,1,2,2,,,,,2,1,2,,3,2,,,2,2,01,27,666.18670727
5354830,1,2,1,10,2,2,11,1948,72,2,5,,3,3,,3,,1,1,,,,,,,,,1,,,,,2,2,,,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354831,1,1,1,10,1,2,2,1989,31,1,5,,2,3,,2,,2,,,,,1,,,,,,,,,1,2,1,12,,,,2,1,2,,6,2,3,,2,13,01,27,666.18670727
5354832,1,1,1,10,1,2,12,1943,77,1,5,,2,3,,3,,2,,,,,,,,,,1,,,,1,2,2,,,,,2,2,2,,1,0,,,2,0,01,27,701.92324884
5354833,1,1,1,10,1,2,7,1959,61,1,5,,4,3,,3,,,,,1,,,,,,,1,,,,1,2,1,2,,,,2,1,2,,5,11,2,,2,11,01,27,701.92324884
5354834,1,1,1,10,1,1,10,1973,47,1,5,,4,3,,2,,,,1,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,01,27,2080.8671273
5354836,1,1,1,10,1,2,12,1938,82,1,5,,5,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,701.92324884
5354837,1,1,1,10,1,2,6,1956,64,1,5,,4,2,,2,,,,,1,,,,,,,1,,,,1,2,1,36,,,,2,1,2,,3,4,,,2,4,01,27,701.92324884
5354838,1,1,1,10,1,2,4,1995,25,1,5,,4,2,,2,,,,,1,,,,,,,1,,,,1,2,1,36,,,,2,1,2,,3,5,,,2,5,01,27,998.67237576
5354838,1,2,1,10,1,2,6,2017,3,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,2,1,1,2,0,,,2,0,01,27,998.67237576
5354838,1,3,1,10,1,1,8,2019,1,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,2,,01,27,998.67237576
5354839,1,1,1,10,1,2,10,1988,32,1,5,,2,2,,2,,1,2,1,,,,,,,,,,,,1,1,,,3,,,2,1,2,,5,10,1,,2,10,01,27,1577.5670129
5354839,1,2,1,10,2,1,6,1990,30,2,5,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1577.5670129
5354839,1,3,1,10,3,1,8,2008,12,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,27,1577.5670129
5354839,1,4,1,10,1,2,2,2014,6,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,01,27,1577.5670129
5354840,1,1,1,10,1,1,11,1986,34,1,5,,2,2,,2,,2,,,,,1,,,,,,,,,1,2,1,2,,,,2,1,2,,4,9,,,2,9,01,27,2080.8671273
5354841,1,1,1,10,1,1,12,1940,80,1,5,,2,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,01,27,666.18670727
5354841,1,2,1,10,2,2,12,1949,71,2,5,,2,3,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354842,1,1,1,10,1,1,6,1969,51,1,5,,2,2,,2,,2,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,2664.7468291
5354842,1,2,1,10,1,1,1,2012,9,3,5,,,1,1,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,01,27,2664.7468291
5354842,1,3,1,10,1,1,8,2013,7,3,5,,,1,1,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,01,27,2664.7468291
5354843,1,1,1,10,1,1,1,1982,39,1,5,,2,3,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,5,10,1,,2,10,01,27,1447.6995084
5354843,1,2,1,10,2,2,3,1994,26,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1447.6995084
5354843,1,3,1,10,3,2,10,2010,10,3,5,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,27,1447.6995084
5354843,1,4,1,10,2,1,8,2017,3,3,5,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,1447.6995084
5354844,1,1,1,10,1,1,2,1965,55,1,5,,2,3,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354844,1,2,1,10,2,2,1,1964,57,2,5,,2,2,,3,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354845,1,1,1,10,1,1,3,1985,35,1,5,,2,2,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,27,680.55881379
5354845,1,2,1,10,2,2,2,1987,33,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,1,,,2,1,01,27,680.55881379
5354846,1,1,1,10,1,1,11,1985,35,1,5,,6,2,,3,,,,,1,,,,,,,,,,,1,2,1,98,,,,2,1,2,,3,5,,,2,5,01,27,2080.8671273
5354847,1,1,1,10,1,1,5,1963,57,1,5,,2,3,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,4,7,,,2,7,01,27,742.14709492
5354847,1,2,1,10,2,2,10,1965,55,2,5,,2,2,,3,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,01,27,742.14709492
5354847,1,3,1,10,3,2,3,2007,13,5,5,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,01,27,742.14709492
5354848,1,1,1,10,1,1,7,1972,48,1,5,,4,3,,2,,,,,1,,,,,,,,,,,1,2,1,120,,,,2,1,2,,3,5,,,2,5,01,27,2080.8671273
5354849,1,1,1,10,1,2,3,1980,40,1,5,,4,3,,2,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1318.0387482
5354849,1,2,1,10,2,1,3,2002,18,3,5,,6,2,,1,1,,,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1318.0387482
5354849,1,3,1,10,3,1,9,2004,16,3,5,,6,2,,1,1,,,,1,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,01,27,1318.0387482
5354849,1,4,1,10,1,2,7,2017,3,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,1318.0387482
5354850,1,1,1,10,1,2,12,1984,36,1,5,,2,2,,2,,2,,,1,1,,,,,,,,,,1,2,2,,,,,2,1,2,,5,11,2,,2,11,01,27,829.07330017
5354850,1,2,1,10,2,1,9,2005,15,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,01,27,829.07330017
5354850,1,3,1,10,1,2,7,2015,5,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,01,27,829.07330017
5354851,1,1,1,10,1,2,6,1972,48,1,5,,2,2,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354851,1,2,1,10,2,1,6,1964,56,2,5,,2,3,,2,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,01,27,666.18670727
5354852,1,1,1,10,1,2,11,1987,33,1,5,,2,2,,2,,2,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,6,2,3,,2,13,01,27,998.67237576
5354852,1,2,1,10,1,2,11,2012,8,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,27,998.67237576
5354852,1,3,1,10,1,1,7,2018,2,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,27,998.67237576
5354853,1,1,1,10,1,1,9,1978,42,1,5,,3,2,,2,,1,2,,1,,,,,,,,,,,1,2,1,36,,,,2,2,2,,1,0,,,2,0,01,27,1169.5242618
5354853,1,2,1,10,2,2,7,1980,40,2,5,,3,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1169.5242618
5354853,1,3,1,10,3,1,7,2004,16,3,5,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1169.5242618
5354854,1,1,1,10,1,2,12,1939,81,1,5,,5,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,701.92324884
5354855,1,1,1,10,1,1,4,1956,64,1,5,,4,2,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,1264.0210897
5354856,1,1,1,10,1,1,7,1973,47,1,5,,2,2,,2,,1,2,,1,,,,,,,,,,,1,2,1,24,,,,2,2,2,,1,0,,,2,0,01,27,680.55881379
5354856,1,2,1,10,2,2,7,1983,37,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,01,27,680.55881379
5354857,1,1,1,10,1,1,2,1985,35,1,5,,2,2,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1088.6015649
5354857,1,2,1,10,2,2,5,1993,27,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,2,1,24,,,,2,1,2,,4,8,,,2,8,01,27,1088.6015649
5354857,1,3,1,10,2,2,3,2014,6,3,5,,,2,,1,2,,,,,,,,,,,,,,,,2,1,24,,,,2,2,1,1,3,0,,,2,0,01,27,1088.6015649
5354858,1,1,1,10,1,1,6,1959,61,1,5,,2,3,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,27,666.18670727
5354858,1,2,1,10,2,2,2,1961,59,2,5,,2,3,,2,,1,1,,1,,,,,,,,,,,,1,,,1,1,80000,2,1,2,,5,11,2,,2,11,01,27,666.18670727
5354859,1,1,1,10,1,1,4,1977,43,1,5,,2,2,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,1664.8518502
5354859,1,2,1,10,2,2,10,1981,39,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,1664.8518502
5354859,1,3,1,10,3,2,3,2001,19,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,01,27,1664.8518502
5354859,1,4,1,10,4,2,8,2005,15,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,01,27,1664.8518502
5354859,1,5,1,10,5,2,12,2006,14,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,01,27,1664.8518502
5354859,1,6,1,10,1,1,7,2012,8,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,1664.8518502
5354860,1,1,1,10,1,2,1,1979,42,1,5,,2,2,,2,,2,,,1,1,,,,,,,,,,1,2,1,72,,,,2,1,2,,4,8,,,2,8,01,27,666.18670727
5354860,1,2,1,10,2,1,5,2005,15,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,01,27,666.18670727
5354861,1,1,1,10,1,2,8,2001,19,1,5,,4,2,,2,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,01,27,2664.7468291
5354861,1,2,1,10,1,1,3,2016,4,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,1,0,,,2,0,01,27,2664.7468291
5354861,1,3,1,10,1,1,7,2018,2,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,2,,01,27,2664.7468291
5354862,1,1,1,10,1,2,6,1955,65,1,5,,4,3,,2,,,,,1,,,,,,,1,,,,1,2,1,12,,,,2,1,2,,3,3,,,2,3,01,27,701.92324884
5354863,1,1,1,10,1,1,10,1971,49,1,5,,2,3,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,1,,,2,1,01,27,1278.1004328
5354863,1,2,1,10,2,2,4,1979,41,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,1278.1004328
5354863,1,3,1,10,3,2,1,1997,24,3,5,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,01,27,1278.1004328
5354863,1,4,1,10,4,1,4,1998,22,3,5,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1278.1004328
5354864,1,1,1,10,1,2,2,1995,25,1,5,,4,2,,2,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,998.67237576
5354864,1,2,1,10,1,1,6,2015,5,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,01,27,998.67237576
5354864,1,3,1,10,1,2,7,2020,0,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,2,,01,27,998.67237576
5354865,1,1,1,10,1,1,4,1953,67,1,5,,5,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,1264.0210897
5354866,1,1,1,10,1,2,2,1971,50,1,5,,4,3,,3,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,5,10,1,,2,10,01,27,666.18670727
5354867,1,1,1,10,1,2,11,1942,78,1,5,,5,3,,3,,,,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,01,27,701.92324884
5354868,1,1,1,10,1,2,12,1951,69,1,5,,5,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354868,1,2,1,10,2,1,12,1983,37,3,5,,6,3,,1,1,,,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,4,7,,,2,7,01,27,666.18670727
5354868,1,3,1,10,1,2,11,1993,27,3,5,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,27,666.18670727
5354869,1,1,1,10,1,2,10,1960,60,1,5,,4,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,27,701.92324884
5354870,1,1,1,10,1,1,12,1944,76,1,5,,2,3,,2,,1,2,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1041.6136751
5354870,1,2,1,10,2,2,4,1955,65,2,5,,2,3,,3,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,4,6,,,2,6,01,27,1041.6136751
5354870,1,3,1,10,2,2,9,2015,5,4,5,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,01,27,1041.6136751
5354871,1,1,1,10,1,2,8,1995,25,1,5,,4,2,,2,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,27,1249.1941482
5354871,1,2,1,10,1,1,11,2012,8,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,27,1249.1941482
