DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,DPTO,fex_c_2011
5353818,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,65.868802279
5353819,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,88.569150001
5353819,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,88.569150001
5353820,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,87.234671285
5353820,1,2,1,50,18,1,,,1,3,,2,2,2,2,1,8,,2,,2,,,01,18,87.234671285
5353820,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,87.234671285
5353820,1,4,1,50,18,1,,,4,1,,,,,,,,,,,,,,01,18,87.234671285
5353821,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,100.47742292
5353823,1,1,1,50,18,1,,,1,4,,1,,,,,,,,,,,,01,18,71.01974815
5353823,1,2,1,50,18,1,,,2,3,,1,,,,,,,,,,,,01,18,71.01974815
5353824,1,1,1,50,18,1,,,1,4,,1,,,,,,,,,,,,01,18,113.55735777
5353824,1,2,1,50,18,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,18,113.55735777
5353825,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,115.18186287
5353827,1,1,1,50,18,1,,,1,4,,1,,,,,,,,,,,,01,18,65.759816064
5353827,1,2,1,50,18,1,,,2,3,,2,2,2,2,1,12,,,,,,,01,18,65.759816064
5353827,1,3,1,50,18,1,,,3,4,,2,2,2,2,1,10,,,,,,,01,18,65.759816064
5353827,1,4,1,50,18,1,,,4,4,,2,2,2,2,2,,,,,,,,01,18,65.759816064
5353827,1,5,1,50,18,1,,,5,1,,,,,,,,,,,,,,01,18,65.759816064
5353828,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,86.520083724
5353828,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,86.520083724
5353828,1,3,1,50,18,1,1,,3,4,,2,2,2,1,,,,,,,,1,01,18,86.520083724
5353829,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,115.18186287
5353830,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,47.545744021
5353830,1,2,1,50,18,1,,,2,3,,2,2,2,2,2,,,,,,,,01,18,47.545744021
5353831,1,1,1,50,18,1,,,1,4,,2,2,2,2,1,7,,2,,2,,,01,18,96.916337035
5353832,1,1,1,50,18,1,,,1,4,,1,,,,,,,,,,,,01,18,88.714931407
5353832,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,88.714931407
5353834,1,1,1,50,18,1,,,1,4,,2,1,,,,,,,,,,,01,18,68.624556577
5353835,1,1,1,50,18,1,,,1,4,,1,,,,,,,,,,,,01,18,55.472548968
5353835,1,2,1,50,18,1,1,,2,3,,2,2,2,1,,,,,,,,1,01,18,55.472548968
5353835,1,3,1,50,18,1,,,3,4,,2,2,2,2,1,9,,,,,,,01,18,55.472548968
5353836,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,74.702554831
5353836,1,3,1,50,18,1,,,1,4,,2,2,2,2,1,8,,1,2,,,,01,18,74.702554831
5353836,1,4,1,50,18,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,18,74.702554831
5353837,1,1,1,50,18,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,18,91.108586555
5353837,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,91.108586555
5353837,1,3,1,50,18,1,,,1,4,,2,2,2,2,1,9,,,,,,,01,18,91.108586555
5353837,1,4,1,50,18,1,,,4,3,,2,2,2,2,2,,,,,,,,01,18,91.108586555
5353838,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,84.69523473
5353838,1,2,1,50,18,1,,,2,3,,2,2,2,2,2,,,,,,,,01,18,84.69523473
5353839,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,47.545744021
5353839,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,01,18,47.545744021
5353840,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,104.63982815
5353840,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,104.63982815
5353840,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,104.63982815
5353841,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,120.56626133
5353841,1,2,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,120.56626133
5353841,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,120.56626133
5353842,1,1,1,50,18,1,,,1,4,,2,2,2,2,1,11,,,,,,,01,18,70.449405571
5353842,1,2,1,50,18,1,,,2,3,,2,2,2,2,2,,,,,,,,01,18,70.449405571
5353843,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,136.4926945
5353843,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,136.4926945
5353843,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,136.4926945
5353844,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,149.57262934
5353844,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,01,18,149.57262934
5353844,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,149.57262934
5353844,1,4,1,50,18,1,,,4,3,,2,2,2,2,2,,,,,,,,01,18,149.57262934
5353845,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,84.550989749
5353846,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,85.813395703
5353846,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,85.813395703
5353847,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,81.560246442
5353848,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,70.468076836
5353848,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,70.468076836
5353848,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,70.468076836
5353848,1,6,1,50,18,1,,,6,4,,2,2,2,2,2,,,,,,,,01,18,70.468076836
5353849,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,150.56385495
5353849,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,150.56385495
5353850,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,68.624556577
5353851,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,87.638244696
5353851,1,2,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,87.638244696
5353851,1,3,1,50,18,1,,,3,1,,,,,,,,,,,,,,01,18,87.638244696
5353852,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,119.85167377
5353852,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,119.85167377
5353853,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,77.24352781
5353853,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,01,18,77.24352781
5353853,1,3,1,50,18,1,,,3,1,,,,,,,,,,,,,,01,18,77.24352781
5353853,1,4,1,50,18,1,2,,4,2,,2,2,2,1,,,,,,,,1,01,18,77.24352781
5353854,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,47.545744021
5353854,1,2,1,50,18,1,,,2,3,,2,2,2,2,2,,,,,,,,01,18,47.545744021
5353855,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,59.346464239
5353855,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,59.346464239
5353855,1,3,1,50,18,1,,,3,4,,2,2,2,2,2,,,,,,,,01,18,59.346464239
5353856,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,100.05132532
5353856,1,2,1,50,18,1,,,2,3,,2,2,2,2,2,,,,,,,,01,18,100.05132532
5353857,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,105.75008959
5353857,1,2,1,50,18,1,,,2,4,,2,2,2,2,2,,,,,,,,01,18,105.75008959
5353857,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,105.75008959
5353858,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,115.03608146
5353859,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,83.980647169
5353860,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,124.01561542
5353860,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,124.01561542
5353860,1,3,1,50,18,1,,,3,4,,2,2,2,2,1,2,,2,,2,,,01,18,124.01561542
5353861,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,71.01974815
5353861,1,2,1,50,18,1,,,2,3,,2,2,2,2,2,,,,,,,,01,18,71.01974815
5353862,1,1,1,50,18,1,,,1,4,,2,2,2,2,1,10,,,,,,,01,18,106.04955194
5353862,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,106.04955194
5353862,1,3,1,50,18,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,18,106.04955194
5353863,1,1,1,50,18,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,18,103.92524059
5353863,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,103.92524059
5353864,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,115.03608146
5353865,1,1,1,50,18,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,18,115.03608146
5353866,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,84.69523473
5353866,1,2,1,50,18,1,,,2,3,,2,2,2,2,2,,,,,,,,01,18,84.69523473
5353868,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,47.545744021
5353868,1,2,1,50,18,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,18,47.545744021
5353869,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,111.16216619
5353870,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,81.560246442
5353873,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,65.868802279
5353874,1,1,1,50,18,1,,,1,1,,,,,,,,,,,,,,01,18,65.868802279
5353875,1,1,1,50,18,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,18,84.69523473
5353875,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,84.69523473
5353876,1,1,1,50,18,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,18,106.46467715
5353876,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,106.46467715
5353876,1,3,1,50,18,1,,,3,3,,2,2,2,2,2,,,,,,,,01,18,106.46467715
5353876,1,4,1,50,18,1,,,4,3,,2,2,2,2,2,,,,,,,,01,18,106.46467715
5353877,1,1,1,50,18,1,,,1,4,,1,,,,,,,,,,,,01,18,135.24455955
5353877,1,2,1,50,18,1,,,2,1,,,,,,,,,,,,,,01,18,135.24455955
5353877,1,6,1,50,18,1,,,6,1,,,,,,,,,,,,,,01,18,135.24455955
5353877,1,7,1,50,18,1,,,7,1,,,,,,,,,,,,,,01,18,135.24455955
5353877,1,8,1,50,18,1,,,8,1,,,,,,,,,,,,,,01,18,135.24455955
5353877,1,9,1,50,18,1,,,9,5,,,,,,,,,,,,,,01,18,135.24455955
5353878,1,1,1,50,18,1,,,1,4,,2,2,2,2,2,,,,,,,,01,18,65.868802279
5353887,1,1,1,50,18,1,,,1,6,ENFERMO,2,2,2,2,2,,,,,,,,01,18,115.18186287
5353889,1,1,1,50,41,1,,,2,1,,,,,,,,,,,,,,01,41,128.68725056
5353889,1,2,1,50,41,1,,,2,1,,,,,,,,,,,,,,01,41,128.68725056
5353889,1,3,1,50,41,1,,,2,3,,2,2,2,2,2,,,,,,,,01,41,128.68725056
5353889,1,4,1,50,41,1,,,2,3,,2,2,2,2,2,,,,,,,,01,41,128.68725056
5353890,1,1,1,50,41,1,,,1,1,,,,,,,,,,,,,,01,41,206.19174421
5353891,1,1,1,50,41,1,,,1,4,,2,2,2,2,2,,,,,,,,01,41,110.59999454
5353891,1,2,1,50,41,1,,,1,6,HOSPITALIZADO POR COVID,2,2,2,2,2,,,,,,,,01,41,110.59999454
5353892,1,1,1,50,41,1,,,1,1,,,,,,,,,,,,,,01,41,205.69526609
5353892,1,2,1,50,41,1,,,1,1,,,,,,,,,,,,,,01,41,205.69526609
5353895,1,1,1,50,41,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,41,200.41870034
5353895,1,2,1,50,41,1,,,2,1,,,,,,,,,,,,,,01,41,200.41870034
5353896,1,1,1,50,41,1,,,1,4,,2,2,2,2,2,,,,,,,,01,41,174.74340535
5353896,1,2,1,50,41,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,41,174.74340535
5353896,1,3,1,50,41,1,,,2,1,,,,,,,,,,,,,,01,41,174.74340535
5353897,1,1,1,50,41,1,,,1,4,,2,2,2,2,2,,,,,,,,01,41,185.29653685
5353897,1,2,1,50,41,1,,,1,1,,,,,,,,,,,,,,01,41,185.29653685
5353897,1,5,1,50,41,1,,,5,6,DISFRUTAR DE LA PENSION,2,2,2,2,2,,,,,,,,01,41,185.29653685
5353899,1,1,1,50,41,1,,,1,4,,2,2,2,2,2,,,,,,,,01,41,110.59999454
5353899,1,2,1,50,41,1,,,1,5,,,,,,,,,,,,,,01,41,110.59999454
5353901,1,1,1,50,41,1,,,1,4,,2,2,2,2,2,,,,,,,,01,41,139.93253139
5353902,1,1,1,50,41,1,,,1,1,,,,,,,,,,,,,,01,41,105.18394965
5353902,1,2,1,50,41,1,1,,2,2,,2,2,2,1,,,,,,,,1,01,41,105.18394965
5353902,1,3,1,50,41,1,,,1,3,,2,2,2,2,2,,,,,,,,01,41,105.18394965
5353902,1,4,1,50,41,1,,,1,5,,,,,,,,,,,,,,01,41,105.18394965
5353902,1,5,1,50,41,1,,,1,5,,,,,,,,,,,,,,01,41,105.18394965
5353903,1,1,1,50,41,1,,,1,1,,,,,,,,,,,,,,01,41,227.37146618
5353903,1,2,1,50,41,1,,,2,4,,2,2,2,2,2,,,,,,,,01,41,227.37146618
5353903,1,3,1,50,41,1,,,3,3,,2,2,2,2,2,,,,,,,,01,41,227.37146618
5353903,1,4,1,50,41,1,,,4,3,,2,2,2,2,2,,,,,,,,01,41,227.37146618
5353904,1,1,1,50,41,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,41,128.33025159
5353904,1,2,1,50,41,1,,,1,3,,2,2,2,2,2,,,,,,,,01,41,128.33025159
5353905,1,1,1,50,44,1,,,1,4,,1,,,,,,,,,,,,01,44,137.83139302
5353905,1,2,1,50,44,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,44,137.83139302
5353906,1,1,1,50,44,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,44,108.28558563
5353906,1,2,1,50,44,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,44,108.28558563
5353906,1,3,1,50,44,1,,,3,4,,2,2,2,2,1,12,,,,,,,01,44,108.28558563
5353906,1,4,1,50,44,1,,,4,4,,2,2,2,2,2,,,,,,,,01,44,108.28558563
5353906,1,5,1,50,44,1,,,5,4,,2,2,2,2,2,,,,,,,,01,44,108.28558563
5353907,1,1,1,50,44,1,,,1,4,,1,,,,,,,,,,,,01,44,88.282258563
5353907,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,88.282258563
5353907,1,3,1,50,44,1,,,2,4,,2,2,2,2,1,13,POR QUE ES DISCAPACITADA,,,,,,01,44,88.282258563
5353908,1,1,1,50,44,1,,,1,4,,1,,,,,,,,,,,,01,44,103.33780904
5353908,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,103.33780904
5353908,1,3,1,50,44,1,,,3,4,,2,2,2,2,1,2,,1,2,,,,01,44,103.33780904
5353908,1,4,1,50,44,1,,,4,6,VACACIONES ESCOLARES,2,2,2,2,1,13,COVID 19,,,,,,01,44,103.33780904
5353909,1,1,1,50,44,1,,,1,4,,2,2,1,,,,,,,,,,01,44,160.22876803
5353909,1,2,1,50,44,1,,,2,4,,1,,,,,,,,,,,,01,44,160.22876803
5353910,1,1,1,50,44,1,,,1,4,,2,2,2,2,1,13,COVID 19,,,,,,01,44,100.68480018
5353910,1,2,1,50,44,1,,,2,4,,2,2,2,2,1,13,COVID 19,,,,,,01,44,100.68480018
5353910,1,3,1,50,44,1,,,3,4,,1,,,,,,,,,,,,01,44,100.68480018
5353911,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,109.49708149
5353911,1,2,1,50,44,1,,,2,4,,1,,,,,,,,,,,,01,44,109.49708149
5353911,1,3,1,50,44,1,,,3,4,,2,2,2,2,2,,,,,,,,01,44,109.49708149
5353911,1,4,1,50,44,1,,,4,4,,2,2,2,2,2,,,,,,,,01,44,109.49708149
5353912,1,1,1,50,44,1,,,1,4,,1,,,,,,,,,,,,01,44,103.92533721
5353912,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,103.92533721
5353912,1,4,1,50,44,1,,,1,5,,,,,,,,,,,,,,01,44,103.92533721
5353913,1,1,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,127.45015809
5353913,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,127.45015809
5353913,1,3,1,50,44,1,,,3,4,,2,2,2,2,1,12,,,,,,,01,44,127.45015809
5353913,1,4,1,50,44,1,,,4,1,,,,,,,,,,,,,,01,44,127.45015809
5353914,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,84.417753851
5353914,1,2,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,84.417753851
5353914,1,3,1,50,44,1,,,3,3,,2,2,2,2,2,,,,,,,,01,44,84.417753851
5353915,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,93.230035156
5353915,1,2,1,50,44,1,,,2,4,,1,,,,,,,,,,,,01,44,93.230035156
5353915,1,3,1,50,44,1,,,3,4,,2,2,2,2,1,4,,2,,2,,,01,44,93.230035156
5353915,1,4,1,50,44,1,,,4,6,VACACIONES ESCOLARES,2,2,2,2,1,12,,,,,,,01,44,93.230035156
5353916,1,1,1,50,44,1,,,1,3,,2,2,2,2,1,12,,,,,,,01,44,137.51732588
5353917,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,77.175209522
5353917,1,2,1,50,44,1,,,2,4,,2,2,2,2,1,13,NO HAY TRABAJO POR LA PANDEMIA,,,,,,01,44,77.175209522
5353918,1,1,1,50,44,1,,,1,4,,2,2,2,2,1,10,,,,,,,01,44,138.62954152
5353918,1,2,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,138.62954152
5353919,1,1,1,50,44,1,,,1,4,,1,,,,,,,,,,,,01,44,82.122986114
5353919,1,2,1,50,44,1,1,,2,2,,2,2,2,1,,,,,,,,1,01,44,82.122986114
5353919,1,3,1,50,44,1,,,3,6,VACACIONES ESCOLARES,2,2,2,2,2,,,,,,,,01,44,82.122986114
5353920,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,140.81967829
5353920,1,2,1,50,44,1,,,2,4,,2,2,2,2,2,,,,,,,,01,44,140.81967829
5353920,1,3,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,140.81967829
5353920,1,4,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,140.81967829
5353920,1,5,1,50,44,1,,,1,4,,2,2,2,2,2,,,,,,,,01,44,140.81967829
5353921,1,1,1,50,44,1,,,1,4,,2,2,1,,,,,,,,,,01,44,179.14882322
5353921,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,179.14882322
5353921,1,3,1,50,44,1,,,1,3,,2,2,2,2,2,,,,,,,,01,44,179.14882322
5353922,1,1,1,50,44,1,,,1,4,,1,,,,,,,,,,,,01,44,87.070762707
5353922,1,2,1,50,44,1,,,2,4,,1,,,,,,,,,,,,01,44,87.070762707
5353922,1,3,1,50,44,1,,,3,4,,2,2,2,2,1,12,,,,,,,01,44,87.070762707
5353922,1,4,1,50,44,1,,,4,6,VACACIONES ESCOLARES,2,2,2,2,2,,,,,,,,01,44,87.070762707
5353923,1,1,1,50,44,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,44,110.88007893
5353923,1,2,1,50,44,1,,,2,4,,2,2,2,2,1,12,,,,,,,01,44,110.88007893
5353923,1,3,1,50,44,1,,,3,4,,2,2,2,2,2,,,,,,,,01,44,110.88007893
5353923,1,4,1,50,44,1,,,4,4,,2,2,2,2,2,,,,,,,,01,44,110.88007893
5353923,1,5,1,50,44,1,,,5,6,JUGAR,2,2,2,2,2,,,,,,,,01,44,110.88007893
5353923,1,7,1,50,44,1,,,7,4,,2,2,2,2,2,,,,,,,,01,44,110.88007893
5353924,1,1,1,50,44,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,44,117.55460491
5353924,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,117.55460491
5353925,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,106.4205503
5353925,1,2,1,50,44,1,,,2,3,,2,2,2,2,2,,,,,,,,01,44,106.4205503
5353925,1,3,1,50,44,1,,,3,3,,2,2,2,2,2,,,,,,,,01,44,106.4205503
5353925,1,4,1,50,44,1,2,,4,3,,2,2,2,1,,,,,,,,1,01,44,106.4205503
5353925,1,5,1,50,44,1,,,5,1,,,,,,,,,,,,,,01,44,106.4205503
5353925,1,7,1,50,44,1,,,7,4,,2,2,2,2,2,,,,,,,,01,44,106.4205503
5353926,1,1,1,50,44,1,,,1,4,,2,2,2,2,1,10,,,,,,,01,44,165.71914155
5353926,1,2,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,165.71914155
5353927,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,124.23856483
5353927,1,2,1,50,44,1,5,,1,2,,2,2,2,1,,,,,,,,1,01,44,124.23856483
5353927,1,3,1,50,44,1,1,,3,4,,2,2,2,1,,,,,,,,1,01,44,124.23856483
5353927,1,4,1,50,44,1,,,1,6,VACACIONES ESCOLARES,2,2,2,2,2,,,,,,,,01,44,124.23856483
5353928,1,1,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,170.04295046
5353928,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,170.04295046
5353928,1,5,1,50,44,1,,,5,1,,,,,,,,,,,,,,01,44,170.04295046
5353929,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,81.808918979
5353929,1,2,1,50,44,1,,,2,3,,2,2,2,2,2,,,,,,,,01,44,81.808918979
5353930,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,122.81644864
5353930,1,2,1,50,44,1,,,2,4,,2,2,1,,,,,,,,,,01,44,122.81644864
5353930,1,3,1,50,44,1,,,1,4,,2,2,1,,,,,,,,,,01,44,122.81644864
5353930,1,4,1,50,44,1,2,,4,4,,2,2,2,1,,,,,,,,1,01,44,122.81644864
5353931,1,1,1,50,44,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,44,117.72878573
5353931,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,117.72878573
5353932,1,1,1,50,44,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,44,98.080131899
5353932,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,98.080131899
5353932,1,4,1,50,44,1,,,4,1,,,,,,,,,,,,,,01,44,98.080131899
5353932,1,5,1,50,44,1,,,5,1,,,,,,,,,,,,,,01,44,98.080131899
5353933,1,1,1,50,44,1,,,1,4,,2,2,2,2,2,,,,,,,,01,44,199.42561133
5353933,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,199.42561133
5353933,1,3,1,50,44,1,,,3,4,,2,2,2,2,2,,,,,,,,01,44,199.42561133
5353934,1,1,1,50,44,1,,,1,5,,,,,,,,,,,,,,01,44,117.24053777
5353935,1,1,1,50,44,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,44,179.14882322
5353935,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,179.14882322
5353935,1,3,1,50,44,1,,,3,1,,,,,,,,,,,,,,01,44,179.14882322
5353936,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,122.18831437
5353936,1,3,1,50,44,1,3,,3,4,,2,2,2,1,,,,,,,,1,01,44,122.18831437
5353937,1,1,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,164.93202735
5353937,1,2,1,50,44,1,,,2,4,,2,2,2,2,1,3,,1,2,,,,01,44,164.93202735
5353937,1,3,1,50,44,1,,,2,6,VACACIONES ESCOLARES,2,2,2,2,2,,,,,,,,01,44,164.93202735
5353937,1,4,1,50,44,1,,,2,6,VACACIONES ESCOLARES,2,2,2,2,2,,,,,,,,01,44,164.93202735
5353937,1,6,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,164.93202735
5353938,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,165.09517387
5353938,1,2,1,50,44,1,,,2,4,,2,2,2,2,1,2,,2,,1,3,1,01,44,165.09517387
5353939,1,1,1,50,44,1,,,3,1,,,,,,,,,,,,,,01,44,108.28558563
5353939,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,108.28558563
5353939,1,3,1,50,44,1,,,3,4,,2,2,2,2,1,11,,,,,,,01,44,108.28558563
5353939,1,4,1,50,44,1,,,4,1,,,,,,,,,,,,,,01,44,108.28558563
5353939,1,5,1,50,44,1,1,,5,4,,2,2,2,1,,,,,,,,1,01,44,108.28558563
5353940,1,1,1,50,44,1,,,1,4,,2,2,2,2,1,10,,,,,,,01,44,119.39263467
5353940,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,119.39263467
5353940,1,3,1,50,44,1,2,,3,4,,2,2,2,1,,,,,,,,1,01,44,119.39263467
5353940,1,4,1,50,44,1,1,,4,4,,2,2,2,1,,,,,,,,1,01,44,119.39263467
5353940,1,5,1,50,44,1,,,5,4,,2,2,2,2,1,13,QUIERE SEGUIR ESTUDIANDO,,,,,,01,44,119.39263467
5353940,1,6,1,50,44,1,,,6,6,VACACIONES ESCOLARES,2,2,2,2,2,,,,,,,,01,44,119.39263467
5353941,1,1,1,50,44,1,,,1,4,,2,2,2,2,2,,,,,,,,01,44,79.784044394
5353941,1,2,1,50,44,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,44,79.784044394
5353941,1,3,1,50,44,1,,,3,1,,,,,,,,,,,,,,01,44,79.784044394
5353942,1,1,1,50,44,1,,,1,4,,1,,,,,,,,,,,,01,44,117.4147186
5353943,1,1,1,50,44,1,,,1,1,,,,,,,,,,,,,,01,44,74.82192623
5353943,1,2,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,74.82192623
5353944,1,1,1,50,44,1,,,2,1,,,,,,,,,,,,,,01,44,143.71720443
5353944,1,2,1,50,44,1,,,2,4,,2,2,2,2,2,,,,,,,,01,44,143.71720443
5353944,1,3,1,50,44,1,,,3,4,,2,2,2,2,2,,,,,,,,01,44,143.71720443
5353944,1,4,1,50,44,1,,,4,4,,2,2,2,2,2,,,,,,,,01,44,143.71720443
5353945,1,1,1,50,44,1,,,1,4,,2,2,2,2,2,,,,,,,,01,44,121.91065741
