DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,DPTO,fex_c_2011
5332912,1,2,1,50,05,1,,,2,4,,2,2,2,2,2,,,,,,,,01,05,1271.4405335
5332912,1,3,1,50,05,1,3,,3,3,,2,2,2,1,,,,,,,,1,01,05,1271.4405335
5332913,1,1,1,50,05,1,,,1,4,,1,,,,,,,,,,,,01,05,831.02372423
5332913,1,2,1,50,05,1,2,,2,2,,2,2,2,1,,,,,,,,1,01,05,831.02372423
5332913,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,01,05,831.02372423
5332913,1,4,1,50,05,1,,,4,6,ENFERMA A CAUSA DE COVID 19,2,2,2,2,2,,,,,,,,01,05,831.02372423
5332914,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,01,05,1495.0500539
5332914,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,01,05,1495.0500539
5332914,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,01,05,1495.0500539
5332914,1,4,1,50,05,1,,,4,3,,2,2,2,2,2,,,,,,,,01,05,1495.0500539
5332914,1,6,1,50,05,1,,,2,6,DORMIR,2,2,2,2,2,,,,,,,,01,05,1495.0500539
5332914,1,7,1,50,05,1,7,ENVIAR HOJAS DE VIDA POR COMPUTRABAJO,7,4,,2,2,2,1,,,,,,,,1,01,05,1495.0500539
5332914,1,8,1,50,05,1,,,8,3,,2,2,2,2,2,,,,,,,,01,05,1495.0500539
5332922,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,01,15,80.928239006
5332922,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,01,15,80.928239006
5332923,1,1,1,50,15,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,01,15,96.183198486
5332923,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,01,15,96.183198486
5332924,1,1,1,50,15,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,01,15,120.13409204
5332925,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,01,15,97.780425074
5332925,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,01,15,97.780425074
5332926,1,1,1,50,15,1,,,1,4,,2,2,2,2,2,,,,,,,,01,15,110.1131736
5332926,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,01,15,110.1131736
5332927,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,01,15,118.14252013
5332928,1,1,1,50,15,1,,,1,6,VACACIONES LABORALES,2,1,,,,,,,,,,,01,15,80.928239006
5332928,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,01,15,80.928239006
5332929,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,01,15,157.99698545
5332929,1,2,1,50,15,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,15,157.99698545
5332929,1,3,1,50,15,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,15,157.99698545
5332930,1,1,1,50,15,1,,,1,4,,2,2,2,2,1,2,,1,2,,,,01,15,86.828867601
5332930,1,2,1,50,15,1,,,2,6,PENSIONADA,2,2,2,2,2,,,,,,,,01,15,86.828867601
5332930,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,01,15,86.828867601
5332931,1,1,1,50,15,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,15,104.87913256
5332932,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,01,15,118.14252013
5332933,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,01,15,151.62802962
5332933,1,2,1,50,15,1,,,2,4,,2,2,2,2,2,,,,,,,,01,15,151.62802962
5332934,1,1,1,50,15,1,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,01,15,118.14252013
5332935,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,01,15,145.96787132
5332935,1,2,1,50,15,1,,,2,1,,,,,,,,,,,,,,01,15,145.96787132
5332935,1,3,1,50,15,1,,,3,3,,2,2,2,2,2,,,,,,,,01,15,145.96787132
5332936,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,01,15,134.109256
5332936,1,2,1,50,15,1,,,2,3,,2,2,2,2,2,,,,,,,,01,15,134.109256
5332937,1,1,1,50,15,1,,,1,1,,,,,,,,,,,,,,01,15,118.07935602
5332937,1,2,1,50,15,1,,,2,6,PENSIONADA,2,2,2,2,2,,,,,,,,01,15,118.07935602
5332937,1,3,1,50,15,1,2,,3,4,,2,2,2,1,,,,,,,,1,01,15,118.07935602
5332938,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,136.87120102
5332938,1,2,1,50,63,1,,,2,6,INCAPACITADA TEMPORALMENTE,2,2,2,2,2,,,,,,,,01,63,136.87120102
5332939,1,1,1,50,63,1,,,1,5,,,,,,,,,,,,,,01,63,136.87120102
5332939,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,01,63,136.87120102
5332940,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,136.87120102
5332940,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,136.87120102
5332941,1,1,1,50,63,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,63,122.24946104
5332942,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,156.59550227
5332942,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,156.59550227
5332942,1,3,1,50,63,1,,,3,3,,2,2,2,2,2,,,,,,,,01,63,156.59550227
5332943,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,99.312318544
5332949,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,01,52,255.37971843
5332949,1,2,1,50,52,1,,,2,4,,1,,,,,,,,,,,,01,52,255.37971843
5332949,1,3,1,50,52,1,,,2,3,,2,2,2,2,2,,,,,,,,01,52,255.37971843
5332950,1,1,1,50,52,1,,,1,4,,2,1,,,,,,,,,,,01,52,157.22724461
5332951,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,01,52,101.7673978
5332951,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,01,52,101.7673978
5332951,1,3,1,50,52,1,,,3,6,HACER EJERCICIO,1,,,,,,,,,,,,01,52,101.7673978
5332952,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,01,52,368.07305873
5332952,1,2,1,50,52,1,,,2,4,,1,,,,,,,,,,,,01,52,368.07305873
5332952,1,3,1,50,52,1,,,3,1,,,,,,,,,,,,,,01,52,368.07305873
5332952,1,4,1,50,52,1,,,4,4,,2,1,,,,,,,,,,,01,52,368.07305873
5332953,1,1,1,50,52,1,,,1,4,,2,2,2,2,2,,,,,,,,01,52,181.19062744
5332959,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,17,216.22327025
5332960,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,01,17,200.6805839
5332960,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,01,17,200.6805839
5332960,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,01,17,200.6805839
5332960,1,4,1,50,17,1,,,4,1,,,,,,,,,,,,,,01,17,200.6805839
5332961,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,17,228.75025564
5332961,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,01,17,228.75025564
5332961,1,3,1,50,17,1,,,3,6,DESCANSAR,2,1,,,,,,,,,,,01,17,228.75025564
5332961,1,4,1,50,17,1,,,4,3,,2,2,2,2,2,,,,,,,,01,17,228.75025564
5332962,1,1,1,50,17,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,17,186.81106599
5332962,1,2,1,50,17,1,,,2,4,,2,2,2,2,2,,,,,,,,01,17,186.81106599
5332963,1,1,1,50,17,1,,,1,4,,2,2,2,2,2,,,,,,,,01,17,201.3415591
5332963,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,01,17,201.3415591
5332963,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,01,17,201.3415591
5332964,1,1,1,50,17,1,,,1,1,,,,,,,,,,,,,,01,17,201.64228455
5332964,1,2,1,50,17,1,,,2,1,,,,,,,,,,,,,,01,17,201.64228455
5332964,1,3,1,50,17,1,,,3,1,,,,,,,,,,,,,,01,17,201.64228455
5332965,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,90.061196737
5332965,1,2,1,50,63,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,63,90.061196737
5332965,1,3,1,50,63,1,,,3,3,,2,2,2,2,1,12,,,,,,,01,63,90.061196737
5332965,1,4,1,50,63,1,,,4,3,,2,2,2,2,2,,,,,,,,01,63,90.061196737
5332965,1,5,1,50,63,1,,,5,1,,,,,,,,,,,,,,01,63,90.061196737
5332965,1,6,1,50,63,1,,,6,4,,2,2,2,2,2,,,,,,,,01,63,90.061196737
5332966,1,1,1,50,63,1,,,1,6,DILIGENCIA DEL HOGAR,2,2,2,2,1,13,POR LA PANDEMIA,,,,,,01,63,205.09621853
5332966,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,01,63,205.09621853
5332966,1,3,1,50,63,1,,,3,6,DILIGENCIAS DEL HOGAR,2,1,,,,,,,,,,,01,63,205.09621853
5332966,1,4,1,50,63,1,,,4,4,,2,2,2,2,1,10,,,,,,,01,63,205.09621853
5332966,1,5,1,50,63,1,,,5,1,,,,,,,,,,,,,,01,63,205.09621853
5332967,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,74.445258756
5332967,1,2,1,50,63,1,2,,2,3,,2,2,2,1,,,,,,,,1,01,63,74.445258756
5332967,1,3,1,50,63,1,,,3,3,,2,2,2,2,1,12,,,,,,,01,63,74.445258756
5332968,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,99.312318544
5332969,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,185.22987135
5332969,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,63,185.22987135
5332969,1,4,1,50,63,1,2,,4,2,,2,2,2,1,,,,,,,,1,01,63,185.22987135
5332970,1,1,1,50,63,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,63,194.39757727
5332971,1,1,1,50,63,1,,,1,6,DILIGENCIAS PERSONALES,2,2,2,2,2,,,,,,,,01,63,166.36386807
5332972,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,01,50,190.17712813
5332972,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,01,50,190.17712813
5332973,1,1,1,50,50,1,,,1,4,,1,,,,,,,,,,,,01,50,208.0722409
5332974,1,1,1,50,50,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,50,284.04915019
5332975,1,1,1,50,50,1,,,1,6,ENFERMA,2,2,2,2,2,,,,,,,,01,50,190.17712813
5332975,1,2,1,50,50,1,,,2,6,ACOMPAÑANDO A SU ESPOSA A CITAS MEDICAS POR QUE SE ENCONTRABA ENFERMA,2,1,,,,,,,,,,,01,50,190.17712813
5332976,1,1,1,50,50,1,,,1,6,ENFERMA DE LOS RIÑONES,2,2,2,2,2,,,,,,,,01,50,403.7800583
5332976,1,2,1,50,50,1,,,3,4,,2,2,2,2,2,,,,,,,,01,50,403.7800583
5332976,1,3,1,50,50,1,3,,3,4,,2,2,2,1,,,,,,,,1,01,50,403.7800583
5332976,1,5,1,50,50,1,,,5,1,,,,,,,,,,,,,,01,50,403.7800583
5332977,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,01,50,236.21001586
5332977,1,2,1,50,50,1,,,2,6,DESCANSANDO EN EL HOGAR,2,1,,,,,,,,,,,01,50,236.21001586
5332977,1,3,1,50,50,1,,,3,4,,2,2,2,2,2,,,,,,,,01,50,236.21001586
5332978,1,1,1,50,50,1,,,1,6,ENFERMA EN EL HOGAR,2,2,2,2,1,11,,,,,,,01,50,291.39479219
5332978,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,01,50,291.39479219
5332979,1,1,1,50,50,1,,,1,4,,2,2,2,2,1,9,,,,,,,01,50,242.85221516
5332979,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,01,50,242.85221516
5332980,1,1,1,50,50,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,50,284.9707742
5332980,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,01,50,284.9707742
5332981,1,1,1,50,50,1,,,1,3,,2,2,2,2,1,12,,,,,,,01,50,269.52666814
5332982,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,01,50,201.20148721
5332982,1,2,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,01,50,201.20148721
5332982,1,4,1,50,50,1,,,4,6,DESCANSANDO EN EL HOGAR,2,2,2,2,2,,,,,,,,01,50,201.20148721
5332983,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,01,68,612.56144108
5332983,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,01,68,612.56144108
5332984,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,01,68,612.56144108
5332984,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,01,68,612.56144108
5332985,1,1,1,50,68,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,68,533.26363602
5332986,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,01,68,525.25206392
5332986,1,2,1,50,68,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,68,525.25206392
5332987,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,01,47,213.77009739
5332987,1,2,1,50,47,1,,,2,4,,1,,,,,,,,,,,,01,47,213.77009739
5332987,1,3,1,50,47,1,,,2,6,VACACIONES,2,2,2,2,2,,,,,,,,01,47,213.77009739
5332988,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,01,47,256.55102577
5332988,1,2,1,50,47,1,,,2,1,,,,,,,,,,,,,,01,47,256.55102577
5332988,1,3,1,50,47,1,,,2,6,VACACIONES,2,2,2,2,2,,,,,,,,01,47,256.55102577
5332989,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,131.23675871
5332989,1,2,1,50,47,1,,,1,6,VACACIONES,2,2,2,2,2,,,,,,,,01,47,131.23675871
5332990,1,1,1,50,68,1,,,1,6,DESCANSANDO EN EL HOGAR,2,2,2,2,2,,,,,,,,01,68,443.79933625
5332990,1,2,1,50,68,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,68,443.79933625
5332990,1,3,1,50,68,1,,,3,1,,,,,,,,,,,,,,01,68,443.79933625
5332991,1,1,1,50,68,1,1,,1,6,DESCANSANDO EN EL HOGAR,2,2,2,1,,,,,,,,1,01,68,559.91589431
5332991,1,2,1,50,68,1,,,2,4,,2,2,2,2,2,,,,,,,,01,68,559.91589431
5332991,1,3,1,50,68,1,,,3,3,,2,2,2,2,2,,,,,,,,01,68,559.91589431
5332992,1,1,1,50,68,1,,,1,4,,2,1,,,,,,,,,,,01,68,523.66409322
5332992,1,2,1,50,68,1,,,2,3,,2,2,2,2,2,,,,,,,,01,68,523.66409322
5332992,1,3,1,50,68,1,,,3,3,,2,2,2,2,2,,,,,,,,01,68,523.66409322
5332992,1,4,1,50,68,1,,,4,3,,2,2,2,2,2,,,,,,,,01,68,523.66409322
5332993,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,01,68,297.55517434
5332993,1,2,1,50,68,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,68,297.55517434
5332994,1,1,1,50,68,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,68,310.95345085
5332995,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,01,68,468.29742446
5332995,1,2,1,50,68,1,,,2,4,,2,2,2,2,2,,,,,,,,01,68,468.29742446
5332996,1,1,1,50,68,1,,,1,4,,2,1,,,,,,,,,,,01,68,454.14193317
5332996,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,01,68,454.14193317
5332996,1,3,1,50,68,1,,,3,6,DESCANSANDO EN EL HOGAR,2,2,2,2,2,,,,,,,,01,68,454.14193317
5332996,1,4,1,50,68,1,,,2,3,,2,2,2,2,2,,,,,,,,01,68,454.14193317
5332996,1,6,1,50,68,1,,,6,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,68,454.14193317
5332996,1,7,1,50,68,1,,,7,4,,2,2,2,2,2,,,,,,,,01,68,454.14193317
5332997,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,01,68,629.04795719
5332997,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,01,68,629.04795719
5332998,1,1,1,50,68,1,,,1,6,DESCANSANDO EN EL HOGAR,2,2,2,2,2,,,,,,,,01,68,476.77236848
5332998,1,2,1,50,68,1,,,2,6,DESCANSANDO EN EL HOGAR,2,2,2,2,1,2,,2,,2,,,01,68,476.77236848
5332998,1,3,1,50,68,1,,,3,1,,,,,,,,,,,,,,01,68,476.77236848
5332999,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,01,68,541.73858004
5332999,1,2,1,50,68,1,,,2,6,LEER LIBROS,2,2,2,2,2,,,,,,,,01,68,541.73858004
5333000,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,01,68,637.52290121
5333000,1,2,1,50,68,1,,,2,6,ESCRIBIR Y LEER LIBROS,2,2,2,2,2,,,,,,,,01,68,637.52290121
5333000,1,3,1,50,68,1,2,,3,4,,2,2,2,1,,,,,,,,1,01,68,637.52290121
5333001,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,01,68,300.63555006
5333001,1,2,1,50,68,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,68,300.63555006
5333001,1,3,1,50,68,1,,,3,1,,,,,,,,,,,,,,01,68,300.63555006
5333001,1,4,1,50,68,1,,,4,3,,2,2,2,2,2,,,,,,,,01,68,300.63555006
5333002,1,1,1,50,68,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,68,533.26363602
5333003,1,1,1,50,68,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,68,531.10871341
5333003,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,01,68,531.10871341
5333003,1,3,1,50,68,1,,,3,1,,,,,,,,,,,,,,01,68,531.10871341
5333004,1,1,1,50,68,1,,,1,6,DESCANSANDO EN EL HOGAR,2,2,2,2,2,,,,,,,,01,68,533.26363602
5333015,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,206.81252051
5333015,1,2,1,50,47,1,,,2,4,,2,2,1,,,,,,,,,,01,47,206.81252051
5333015,1,3,1,50,47,1,,,2,1,,,,,,,,,,,,,,01,47,206.81252051
5333015,1,4,1,50,47,1,,,4,3,,2,2,2,2,2,,,,,,,,01,47,206.81252051
5333016,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,145.15196548
5333016,1,2,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,145.15196548
5333016,1,3,1,50,47,1,,,1,3,,2,2,2,2,2,,,,,,,,01,47,145.15196548
5333016,1,5,1,50,47,1,,,5,4,,2,2,2,2,2,,,,,,,,01,47,145.15196548
5333019,1,1,1,50,41,1,,,1,1,,,,,,,,,,,,,,01,41,206.19174421
5333020,1,1,1,50,41,1,,,1,6,DISFRUTAR DE SU PENSION,2,2,2,2,2,,,,,,,,01,41,82.803913187
5333020,1,2,1,50,41,1,,,2,6,DISFRUTAR DE SU PENSION,2,2,2,2,2,,,,,,,,01,41,82.803913187
5333020,1,3,1,50,41,1,,,3,1,,,,,,,,,,,,,,01,41,82.803913187
5333021,1,1,1,50,41,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,41,106.94275269
5333021,1,2,1,50,41,1,,,2,1,,,,,,,,,,,,,,01,41,106.94275269
5333022,1,1,1,50,41,1,,,1,5,,,,,,,,,,,,,,01,41,154.84115423
5333022,1,2,1,50,41,1,,,2,4,,2,2,2,2,2,,,,,,,,01,41,154.84115423
5333022,1,3,1,50,41,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,41,154.84115423
5333023,1,1,1,50,41,1,,,1,5,,,,,,,,,,,,,,01,41,110.59999454
5333023,1,2,1,50,41,1,,,2,6,DISFRUTAR DE SU PENSION,2,2,2,2,2,,,,,,,,01,41,110.59999454
5333027,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,119.39785046
5333028,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,01,63,119.39785046
5333029,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,91.959740609
5333029,1,2,1,50,63,1,,,2,3,,2,2,2,2,2,,,,,,,,01,63,91.959740609
5333030,1,1,1,50,63,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,63,182.37826078
5333030,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,01,63,182.37826078
5333030,1,3,1,50,63,1,,,3,6,DILIGENCIAS PERSONALES,2,2,2,2,1,2,,1,1,,1,1,01,63,182.37826078
5333031,1,1,1,50,63,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,63,137.46680037
5333031,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,137.46680037
5333031,1,3,1,50,63,1,,,3,3,,2,2,2,2,1,12,,,,,,,01,63,137.46680037
5333032,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,175.47951878
5333032,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,01,63,175.47951878
5333032,1,3,1,50,63,1,,,3,2,,1,,,,,,,,,,,,01,63,175.47951878
5333032,1,4,1,50,63,1,,,4,4,,2,2,2,2,1,10,,,,,,,01,63,175.47951878
5333033,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,166.36386807
5333034,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,122.86456649
5333034,1,2,1,50,63,1,2,,2,3,,2,2,2,1,,,,,,,,1,01,63,122.86456649
5333034,1,3,1,50,63,1,,,3,3,,2,2,2,2,1,12,,,,,,,01,63,122.86456649
5333035,1,1,1,50,63,1,,,1,6,DILIGENCIAS MEDICAS,2,1,,,,,,,,,,,01,63,167.7565208
5333035,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,63,167.7565208
5333036,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,119.39785046
5333037,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,175.02568284
5333037,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,01,63,175.02568284
5333037,1,3,1,50,63,1,1,,3,6,DILIGENCIAS PERSONALES,2,2,2,1,,,,,,,,1,01,63,175.02568284
5333037,1,4,1,50,63,1,,,4,3,,2,2,2,2,2,,,,,,,,01,63,175.02568284
5333038,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,74.445258756
5333038,1,2,1,50,63,1,,,2,3,,2,2,2,2,2,,,,,,,,01,63,74.445258756
5333038,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,01,63,74.445258756
5333039,1,1,1,50,63,1,,,1,6,DILIGENCIAS PERSONALES,2,2,2,2,2,,,,,,,,01,63,116.7856691
5333039,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,116.7856691
5333040,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,99.312318544
5333041,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,279.4447012
5333041,1,2,1,50,63,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,63,279.4447012
5333042,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,194.39757727
5333043,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,01,47,116.17532151
5333043,1,2,1,50,47,1,,,2,1,,,,,,,,,,,,,,01,47,116.17532151
5333043,1,3,1,50,47,1,2,,2,2,,2,2,2,1,,,,,,,,1,01,47,116.17532151
5333043,1,4,1,50,47,1,,,2,3,,2,2,2,2,2,,,,,,,,01,47,116.17532151
5333044,1,1,1,50,47,1,,,2,1,,,,,,,,,,,,,,01,47,111.46920866
5333044,1,2,1,50,47,1,,,2,4,,2,2,2,2,2,,,,,,,,01,47,111.46920866
5333045,1,1,1,50,19,1,,,3,2,,1,,,,,,,,,,,,01,19,138.84716343
5333045,1,2,1,50,19,1,,,3,4,,2,2,2,2,2,,,,,,,,01,19,138.84716343
5333045,1,3,1,50,19,1,,,3,1,,,,,,,,,,,,,,01,19,138.84716343
5333045,1,6,1,50,19,1,1,,3,2,,2,2,2,1,,,,,,,,1,01,19,138.84716343
5333046,1,1,1,50,19,1,,,1,4,,2,2,2,2,2,,,,,,,,01,19,115.8762564
5333046,1,2,1,50,19,1,,,1,5,,,,,,,,,,,,,,01,19,115.8762564
5333046,1,3,1,50,19,1,,,1,6,RECUPERANDOSE DE SALUD,2,1,,,,,,,,,,,01,19,115.8762564
5333047,1,1,1,50,19,1,,,1,1,,,,,,,,,,,,,,01,19,125.70097743
5333047,1,2,1,50,19,1,,,2,4,,2,2,1,,,,,,,,,,01,19,125.70097743
5333047,1,3,1,50,19,1,1,,2,6,OCIO,2,2,2,1,,,,,,,,1,01,19,125.70097743
5333047,1,4,1,50,19,1,,,2,3,,2,2,2,2,2,,,,,,,,01,19,125.70097743
5333048,1,1,1,50,19,1,,,1,6,OCIO,2,2,2,2,2,,,,,,,,01,19,136.14726986
5333048,1,2,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,01,19,136.14726986
5333048,1,3,1,50,19,1,2,,2,2,,2,2,2,1,,,,,,,,1,01,19,136.14726986
5333049,1,1,1,50,19,1,,,1,1,,,,,,,,,,,,,,01,19,126.05918614
5333049,1,2,1,50,19,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,19,126.05918614
5333050,1,1,1,50,19,1,,,2,1,,,,,,,,,,,,,,01,19,131.17663743
5333050,1,2,1,50,19,1,,,2,1,,,,,,,,,,,,,,01,19,131.17663743
5333050,1,4,1,50,19,1,2,,4,4,,2,2,2,1,,,,,,,,1,01,19,131.17663743
5333051,1,1,1,50,19,1,,,1,1,,,,,,,,,,,,,,01,19,104.26107839
5333052,1,1,1,50,19,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,19,95.700088955
5333053,1,1,1,50,19,1,,,1,4,,2,2,2,2,2,,,,,,,,01,19,95.700088955
5333054,1,1,1,50,19,1,,,1,4,,1,,,,,,,,,,,,01,19,97.374002115
5333054,1,2,1,50,19,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,19,97.374002115
5333054,1,4,1,50,19,1,,,1,3,,2,2,2,2,2,,,,,,,,01,19,97.374002115
5333055,1,1,1,50,19,1,,,2,1,,,,,,,,,,,,,,01,19,109.06287657
5333055,1,2,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,01,19,109.06287657
5333055,1,3,1,50,19,1,,,2,1,,,,,,,,,,,,,,01,19,109.06287657
5333055,1,6,1,50,19,1,2,,6,2,,2,2,2,1,,,,,,,,1,01,19,109.06287657
5333055,1,7,1,50,19,1,,,7,5,,,,,,,,,,,,,,01,19,109.06287657
5333056,1,1,1,50,19,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,19,105.78817268
5333056,1,2,1,50,19,1,,,2,4,,2,2,2,2,2,,,,,,,,01,19,105.78817268
