DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,P7481,CLASE,MES,DPTO,fex_c_2011
5359006,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1023.169205
5359006,1,3,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1023.169205
5359006,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1023.169205
5359007,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,827.49731882
5359007,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,827.49731882
5359008,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,729.27989924
5359009,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,564.88554806
5359009,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,564.88554806
5359010,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,721.92986823
5359010,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,721.92986823
5359011,1,1,1,90,2,,1,40,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,66,1088.0204898
5359011,1,2,1,90,2,,2,,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,66,1088.0204898
5359012,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,703.33255602
5359013,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1443.8717176
5359013,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1443.8717176
5359014,1,1,1,90,2,,1,40,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,66,979.65249551
5359014,1,2,1,90,2,,1,14,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,66,979.65249551
5359015,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,916.13245189
5359015,1,2,1,90,2,,1,56,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,916.13245189
5359015,1,3,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,916.13245189
5359016,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,791.47312289
5359016,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,791.47312289
5359016,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,791.47312289
5359017,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1809.5885611
5359017,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1809.5885611
5359017,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1809.5885611
5359018,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1793.0102339
5359019,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1793.0102339
5359020,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1114.2992912
5359020,1,2,1,90,2,,1,40,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,66,1114.2992912
5359020,1,3,1,90,2,,1,14,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,66,1114.2992912
5359020,1,4,1,90,2,,1,14,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,66,1114.2992912
5359021,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1575.3616357
5359021,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1575.3616357
5359021,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1575.3616357
5359021,1,4,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1575.3616357
5359022,1,1,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1348.7193204
5359023,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1587.0896696
5359023,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1587.0896696
5359023,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1587.0896696
5359024,1,1,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1399.9735755
5359024,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1399.9735755
5359025,1,1,1,90,2,,1,40,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,66,2433.2832241
5359025,1,2,1,90,2,,1,10,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,66,2433.2832241
5359025,1,3,1,90,2,,1,5,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,66,2433.2832241
5359025,1,4,1,90,2,,1,3,2,,1,3,2,,2,,2,,2,,2,,2,,,2,01,66,2433.2832241
5359027,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1836.5461573
5359027,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1836.5461573
5359028,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1614.4094845
5359029,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1582.753142
5359029,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1582.753142
5359030,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1189.9095874
5359031,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1638.1603786
5359031,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1638.1603786
5359032,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1853.3175883
5359032,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1853.3175883
5359033,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1809.5885611
5359033,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1809.5885611
5359033,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1809.5885611
5359034,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1189.9095874
5359035,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1840.7309615
5359035,1,2,1,90,1,10,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1840.7309615
5359036,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1365.1045438
5359036,1,2,1,90,1,20,1,40,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,66,1365.1045438
5359036,1,3,1,90,2,,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,66,1365.1045438
5359036,1,4,1,90,1,4,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1365.1045438
5359036,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1365.1045438
5359037,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1189.9095874
5359038,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1888.9656312
5359038,1,2,1,90,1,7,1,40,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,66,1888.9656312
5359038,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1888.9656312
5359039,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1793.0102339
5359040,1,1,1,90,1,7,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1189.9095874
5359041,1,1,1,90,2,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,66,1959.8273567
5359041,1,2,1,90,2,,1,40,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,66,1959.8273567
5359042,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1265.2709682
5359042,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,66,1265.2709682
5359069,1,1,1,90,2,,1,80,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,76,7101.2327884
5359069,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,76,7101.2327884
5359069,1,3,1,90,2,,1,14,1,4,2,,2,,2,,2,,2,,2,,2,,,2,01,76,7101.2327884
5359069,1,4,1,90,2,,1,2,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,76,7101.2327884
5359127,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359127,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359127,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359128,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359128,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359128,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359129,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359129,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359129,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359130,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359130,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359130,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359130,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359131,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359131,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359131,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5204.1451961
5359132,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3478.7836692
5359132,1,2,1,90,1,2,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3478.7836692
5359132,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3478.7836692
5359133,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4642.8351416
5359134,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4642.8351416
5359135,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5964.7418084
5359135,1,2,1,90,1,15,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5964.7418084
5359135,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5964.7418084
5359135,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5964.7418084
5359135,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5964.7418084
5359136,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4564.2668492
5359136,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4564.2668492
5359136,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4564.2668492
5359137,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359137,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359137,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359138,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359138,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359138,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359138,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359139,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3422.027745
5359140,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4380.6686402
5359140,1,2,1,90,2,,1,15,2,,1,27,2,,2,,2,,2,,2,,2,,,2,01,05,4380.6686402
5359141,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4482.8613758
5359141,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4482.8613758
5359142,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359142,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359144,1,1,1,90,1,8,1,21,2,,2,,2,,2,,2,,1,4,2,,2,,,2,01,05,4758.8168229
5359144,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4758.8168229
5359144,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4758.8168229
5359144,1,4,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,,2,01,05,4758.8168229
5359145,1,1,1,90,1,6,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3478.7836692
5359145,1,2,1,90,1,2,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3478.7836692
5359145,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3478.7836692
5359146,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4152.3903413
5359146,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4152.3903413
5359147,1,1,1,90,2,,1,3,1,15,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359147,1,2,1,90,1,4,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359148,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3421.4724032
5359148,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3421.4724032
5359148,1,3,1,90,2,,1,35,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,05,3421.4724032
5359150,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4642.8351416
5359152,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359152,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359152,1,3,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359152,1,4,1,90,2,,1,28,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359153,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,,2,01,05,5077.8997555
5359153,1,2,1,90,1,7,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5077.8997555
5359153,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5077.8997555
5359154,1,1,1,90,1,18,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4642.8351416
5359155,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5604.1057471
5359156,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5077.8997555
5359156,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5077.8997555
5359156,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5077.8997555
5359157,1,1,1,90,1,6,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,,2,01,05,4882.2665849
5359157,1,2,1,90,2,,2,,2,,1,7,2,,2,,2,,2,,2,,2,,,2,01,05,4882.2665849
5359158,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359158,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359159,1,1,1,90,1,10,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5156.468048
5359160,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5281.671794
5359160,1,2,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,,2,01,05,5281.671794
5359161,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5603.5504052
5359161,1,2,1,90,2,,1,35,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,05,5603.5504052
5359161,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5603.5504052
5359162,1,1,1,90,2,,1,18,2,,1,35,2,,2,,2,,2,,2,,2,,,2,01,05,5636.2127517
5359162,1,2,1,90,2,,2,,2,,1,8,2,,2,,2,,2,,2,,2,,,2,01,05,5636.2127517
5359163,1,1,1,90,1,10,1,2,2,,2,,2,,2,,2,,1,40,2,,2,,,2,01,05,4256.337061
5359163,1,2,1,90,2,,1,8,2,,1,19,2,,2,,2,,2,,2,,2,,,2,01,05,4256.337061
5359163,1,3,1,90,1,6,1,7,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,05,4256.337061
5359163,1,4,1,90,1,4,1,15,2,,1,25,2,,2,,2,,2,,2,,2,,,2,01,05,4256.337061
5359163,1,6,1,90,1,2,1,3,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,05,4256.337061
5359164,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,1,4,2,,2,,,2,01,05,4690.5122898
5359164,1,2,1,90,1,7,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4690.5122898
5359164,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4690.5122898
5359165,1,1,1,90,1,2,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5156.468048
5359166,1,1,1,90,2,,1,5,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,05,6414.3214854
5359166,1,2,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,,2,01,05,6414.3214854
5359167,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3422.027745
5359168,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,5604.1057471
5359169,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4152.3903413
5359169,1,2,1,90,1,3,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4152.3903413
5359170,1,1,1,90,2,,1,7,2,,1,6,2,,2,,2,,2,,2,,2,,,2,01,05,6023.5829992
5359170,1,2,1,90,2,,1,35,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,05,6023.5829992
5359172,1,1,1,90,2,,1,4,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,05,5672.4102802
5359172,1,2,1,90,2,,1,8,2,,1,45,2,,2,,2,,2,,2,,2,,,2,01,05,5672.4102802
5359173,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4564.2668492
5359173,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4564.2668492
5359173,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4564.2668492
5359174,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,6655.30526
5359174,1,2,1,90,2,,1,35,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,05,6655.30526
5359174,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,6655.30526
5359174,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,6655.30526
5359175,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4152.3903413
5359175,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4152.3903413
5359176,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359176,1,2,1,90,2,,1,28,2,,2,,1,14,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359177,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359177,1,2,1,90,2,,1,29,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359177,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4116.6291501
5359178,1,1,1,90,2,,1,10,2,,2,,1,4,2,,2,,2,,2,,2,,,2,01,05,4026.1449007
5359178,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4026.1449007
5359179,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359179,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359179,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359179,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2276.1754461
5359180,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3422.027745
5359197,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359197,1,2,1,90,2,,1,28,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359197,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359197,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,2805.1769971
5359198,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359198,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3512.5119944
5359200,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,3947.6783947
5359202,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359202,1,2,1,90,1,2,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359202,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359202,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,05,4530.538524
5359220,1,1,1,90,1,15,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359220,1,2,1,90,1,20,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359221,1,1,1,90,1,7,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359221,1,2,1,90,1,7,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359221,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359222,1,1,1,90,1,20,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359222,1,2,1,90,1,20,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359222,1,3,1,90,1,15,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359223,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359223,1,2,1,90,1,3,1,24,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359223,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359223,1,4,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359224,1,1,1,90,1,6,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5359224,1,2,1,90,1,5,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5359224,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5359225,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5359225,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5359225,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5359226,1,1,1,90,1,10,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5359226,1,2,1,90,1,10,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5359226,1,3,1,90,1,15,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5359226,1,4,1,90,1,20,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5359227,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359227,1,2,1,90,1,3,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359227,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359228,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359228,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5359229,1,1,1,90,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
