DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5333106,1,3,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,296.26910799
5333108,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,52,134.88307644
5333108,1,2,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,134.88307644
5333111,1,2,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,159.48703794
5333111,1,4,1,80,52,1,1,1,,2,,,1,,2,,2,,1,24,300000,2,1,01,1.4,52,159.48703794
5333113,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,52,134.88307644
5333113,1,2,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,134.88307644
5333114,1,2,1,80,50,1,1,3,,2,,,11,,2,,2,,,,,2,1,01,4,50,160.23310657
5333115,1,2,1,80,52,1,2,,,,1,2,2,,2,,2,,,,,2,1,01,,52,188.46365179
5333115,1,3,1,80,52,1,1,2,,2,,,2,,2,,2,,1,48,877803,2,1,01,2,52,188.46365179
5333116,1,3,1,80,50,1,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,50,145.34567475
5333118,1,1,1,80,52,1,1,1,,2,,,8,,2,,2,,,,,2,1,01,1.2,52,154.15560805
5333118,1,3,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,154.15560805
5333118,1,4,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,154.15560805
5333119,1,1,1,80,50,1,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,50,272.79623672
5333120,1,3,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,297.66444309
5333121,1,2,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,330.57715172
5333122,1,2,1,80,52,1,2,,,,2,,,.,2,,2,,2,,850000,2,1,01,,52,185.85284036
5333123,1,3,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,318.60057006
5333124,1,1,1,80,50,1,1,7,,2,,,8,,3,,2,,,,,3,1,01,1.4,50,272.79623672
5333125,1,1,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,201.4300416
5333126,1,1,1,80,50,1,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,50,190.17712813
5333126,1,2,1,80,50,1,1,6,,2,,,11,,2,,2,,,,,2,1,01,3,50,190.17712813
5333127,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,190.31842535
5333128,1,1,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333129,1,2,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,27,34.603350063
5333130,1,1,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,40.220032649
5333132,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,87.446918242
5333133,1,1,1,80,27,1,1,8,,2,,,11,,2,,2,,,,,2,1,01,1.2,27,34.603350063
5333133,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333134,1,3,1,80,68,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,68,547.59522952
5333136,1,1,1,80,41,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,41,180.51644922
5333137,1,3,1,80,41,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,41,82.803913187
5333138,1,2,1,80,41,1,1,7,,2,,,8,,2,,2,,1,48,877800,2,1,01,2,41,199.92222222
5333142,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,05,1112.0240504
5333142,1,2,1,80,05,1,1,1,,2,,,12,POR LA PANDEMIA,2,,2,,1,48,877000,2,1,01,1.4,05,1112.0240504
5333144,1,2,1,80,05,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,05,960.23510965
5333144,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,960.23510965
5333147,1,3,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,241.36444136
5333151,1,3,1,80,41,1,2,,,,2,,,.,,,2,,,,,,1,01,,41,230.10823615
5333152,1,1,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,50,190.17712813
5333154,1,2,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,180.26536024
5333154,1,3,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,50,180.26536024
5333155,1,2,1,80,73,1,1,8,,2,,,9,,2,,2,,1,20,800000,2,1,01,1.3,73,459.91361639
5333157,1,2,1,80,73,1,1,8,,2,,,9,,1,,1,3400000,1,40,3000000,2,1,01,1.1,73,445.50364957
5333157,1,3,1,80,73,1,2,,,,2,,,.,,,2,,,,,,1,01,,73,445.50364957
5333158,1,1,1,80,73,1,1,9,COVID,2,,,12,COVID,2,,2,,2,,900000,2,1,01,1.4,73,237.39588131
5333160,1,2,1,80,73,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,228.63851307
5333161,1,1,1,80,73,1,1,7,,2,,,4,,1,,1,2000000,2,,2000000,2,1,01,1.1,73,180.85948652
5333162,1,1,1,80,73,1,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,73,244.83952763
5333162,1,2,1,80,73,1,1,3,,2,,,4,,2,,2,,,,,2,1,01,4,73,244.83952763
5333166,1,3,1,80,50,1,1,1,,2,,,9,,2,,2,,,,,2,1,01,1.4,50,356.38765966
5333166,1,5,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,356.38765966
5333168,1,1,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,50,242.85221516
5333169,1,3,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,314.05829695
5333169,1,4,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,314.05829695
5333170,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,187.20964373
5333171,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,194.01320396
5333172,1,1,1,80,52,1,1,8,,2,,,12,ESTA ESPERANDO QUE LA LLAMEN DEL TRABAJO ANTERIOR,1,1,1,2200000,2,,2000000,1,1,01,1.1,52,231.67763846
5333172,1,2,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,231.67763846
5333172,1,4,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,52,231.67763846
5333173,1,2,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,01,,52,238.44480264
5333174,1,2,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,186.81106599
5333176,1,1,1,80,17,1,1,6,,2,,,11,,2,,2,,,,,2,1,01,4,17,187.20964373
5333178,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,255.04659185
5333180,1,2,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,52,169.82871516
5333181,1,2,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,01,,52,173.85333311
5333184,1,3,1,80,52,1,1,8,,2,,,8,,2,,2,,1,30,500000,2,1,01,3,52,140.14033098
5333184,1,4,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,140.14033098
5333185,1,2,1,80,52,1,1,7,,2,,,9,,2,,2,,,,,2,1,01,1.4,52,190.12148183
5333185,1,3,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,01,,52,190.12148183
5333186,1,1,1,80,52,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,52,175.51116314
5333189,1,3,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,174.77333933
5333189,1,4,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,174.77333933
5333190,1,2,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,50,348.1170778
5333190,1,4,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,348.1170778
5333191,1,1,1,80,50,1,1,4,,2,,,9,,2,,2,,,,,2,1,01,4,50,160.23310657
5333191,1,3,1,80,50,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,50,160.23310657
5333193,1,1,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,50,361.87968057
5333193,1,3,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,361.87968057
5333194,1,3,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,257.39244793
5333195,1,4,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,371.81254386
5333195,1,5,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,371.81254386
5333196,1,2,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,50,339.76525142
5333197,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,201.11748965
5333197,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,201.11748965
5333198,1,2,1,80,73,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,1.4,73,322.71008857
5333200,1,1,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,1.4,73,231.65291494
5333200,1,2,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,231.65291494
5333200,1,3,1,80,73,1,2,,,,2,,,.,,,2,,,,,,1,01,,73,231.65291494
5333201,1,2,1,80,73,1,1,4,,2,,,1,,2,,2,,,,,2,1,01,1.4,73,385.91709539
5333202,1,1,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,1.3,73,247.21676101
5333203,1,1,1,80,73,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,1.2,73,228.63851307
5333203,1,2,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,228.63851307
5333204,1,1,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,282.79767447
5333206,1,1,1,80,73,1,1,4,,2,,,4,,3,,2,,,,,3,1,01,1.4,73,246.4289698
5333206,1,2,1,80,73,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,1.4,73,246.4289698
5333207,1,1,1,80,73,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,282.79767447
5333235,1,1,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,436.9581477
5333236,1,1,1,80,54,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,54,419.96569042
5333236,1,2,1,80,54,1,1,6,,2,,,8,,2,,2,,,,,2,1,01,4,54,419.96569042
5333237,1,1,1,80,54,1,1,1,,1,,1,9,,2,,2,,1,48,980657,2,1,01,1.3,54,419.4757464
5333237,1,2,1,80,54,1,1,8,,2,,,12,ESTA EN ESPERA QUE LO VUELVAN A LLAMAR,2,,2,,,,980657,2,1,01,1.1,54,419.4757464
5333238,1,4,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,178.77124307
5333238,1,5,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,178.77124307
5333239,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,186.81106599
5333239,1,2,1,80,17,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,17,186.81106599
5333241,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,194.08859805
5333241,1,3,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,01,,17,194.08859805
5333242,1,1,1,80,17,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,17,245.28692777
5333242,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,245.28692777
5333242,1,4,1,80,17,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,17,245.28692777
5333243,1,1,1,80,73,1,1,6,,2,,,9,,3,,2,,,,,3,1,01,4,73,282.79767447
5333245,1,1,1,80,73,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,246.4289698
5333245,1,2,1,80,73,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,246.4289698
5333249,1,1,1,80,73,1,1,9,PANDEMIA COVID 19,2,,,9,,2,,2,,,,,2,1,01,1.4,73,246.4289698
5333249,1,2,1,80,73,1,1,3,,2,,,4,,2,,2,,,,,2,1,01,4,73,246.4289698
5333250,1,3,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,316.9671222
5333252,1,1,1,80,73,1,1,3,,2,,,4,,2,,2,,,,,2,1,01,4,73,329.3807006
5333252,1,2,1,80,73,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,329.3807006
5333253,1,1,1,80,73,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,73,282.79767447
5333255,1,1,1,80,73,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,73,240.68600343
5333255,1,2,1,80,73,1,1,3,,2,,,4,,2,,2,,,,,2,1,01,4,73,240.68600343
5333256,1,1,1,80,73,1,1,4,,2,,,9,,2,,2,,,,,2,1,01,4,73,284.38711664
5333257,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,05,1188.3785632
5333258,1,3,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,01,,05,1139.6169944
5333261,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,47,119.61957622
5333261,1,3,1,80,47,1,1,9,COVID 19,2,,,12,COVID 19,2,,2,,,,,2,1,01,1.4,47,119.61957622
5333261,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,119.61957622
5333261,1,5,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,119.61957622
5333262,1,1,1,80,47,1,1,9,COVID 19,2,,,12,COVID 19,2,,2,,,,,2,1,01,1.4,47,200.78013442
5333262,1,2,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,200.78013442
5333262,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,200.78013442
5333263,1,2,1,80,47,1,1,9,COVID 19,2,,,12,COVID 19,2,,2,,,,,2,1,01,1.4,47,295.10185482
5333264,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,368.78470887
5333266,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,172.77517195
5333269,1,2,1,80,23,1,1,1,,2,,,1,,2,,2,,,,,2,1,01,1.3,23,181.69370566
5333270,1,4,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,189.03752056
5333270,1,5,1,80,23,1,2,,,,2,,,.,,,2,,,,,,1,01,,23,189.03752056
5333271,1,2,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,172.81320054
5333271,1,3,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,172.81320054
5333271,1,4,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,172.81320054
5333272,1,2,1,80,23,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,23,191.05417927
5333272,1,3,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,191.05417927
5333272,1,4,1,80,23,1,2,,,,2,,,.,,,2,,,,,,1,01,,23,191.05417927
5333273,1,1,1,80,23,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,23,135.40587369
5333273,1,2,1,80,23,1,1,1,,2,,,8,,2,,2,,,,,2,1,01,1.2,23,135.40587369
5333274,1,1,1,80,23,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,23,157.99451879
5333275,1,2,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,246.4289698
5333276,1,1,1,80,73,1,1,7,,2,,,1,,2,,2,,1,48,800000,2,1,01,1.3,73,255.18633804
5333277,1,1,1,80,18,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,18,52.33756068
5333277,1,2,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,18,52.33756068
5333278,1,2,1,80,18,1,1,3,,2,,,9,,2,,2,,1,50,1500000,2,1,01,2,18,121.67652276
5333278,1,3,1,80,18,1,2,,,,2,,,.,,,2,,,,,,1,01,,18,121.67652276
5333279,1,1,1,80,73,1,1,7,,2,,,1,,2,,2,,1,45,1000000,2,1,01,1.4,73,282.79767447
5333280,1,1,1,80,73,1,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,73,246.4289698
5333280,1,2,1,80,73,1,1,7,,1,,2,1,,2,,2,,,,,2,1,01,4,73,246.4289698
5333281,1,2,1,80,23,1,2,,,,2,,,.,2,,2,,2,,877802,2,1,01,,23,155.97786008
5333282,1,2,1,80,23,1,2,,,,2,,,.,2,,2,,1,40,200000,2,1,01,,23,155.97786008
5333284,1,1,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,135.40587369
5333286,1,1,1,80,44,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,44,198.48757651
5333289,1,5,1,80,44,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,44,74.354229915
5333289,1,7,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,01,,44,74.354229915
5333291,1,2,1,80,44,1,1,8,,2,,,1,,2,,1,850900,1,48,1300000,2,1,01,1.1,44,100.99886732
5333291,1,4,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,01,,44,100.99886732
5333294,1,2,1,80,44,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,44,144.03127156
5333294,1,3,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,01,,44,144.03127156
5333294,1,6,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,01,,44,144.03127156
5333295,1,1,1,80,68,1,1,7,,2,,,8,,2,,2,,,,,2,1,01,4,68,451.81090835
5333297,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,541.73858004
5333297,1,2,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,541.73858004
5333314,1,1,1,80,68,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,68,541.73858004
5333314,1,2,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,541.73858004
5333324,1,1,1,80,68,1,1,9,POR PANDEMIA,2,,,8,,2,,2,,,,,2,1,01,1.4,68,533.26363602
5333325,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,533.26363602
5333326,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,637.52290121
5333326,1,2,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,68,637.52290121
5333327,1,2,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,505.48677895
5333327,1,3,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,505.48677895
5333329,1,4,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,544.47573063
5333329,1,6,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,68,544.47573063
5333334,1,4,1,80,76,1,1,1,,2,,,8,,2,,2,,,,,2,1,01,1.4,76,1004.6539363
5333340,1,2,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,01,,76,1040.8112303
5333341,1,1,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,943.65814299
5333361,1,1,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,593.65501605
5333365,1,1,1,80,17,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,17,187.20964373
5333366,1,2,1,80,17,1,1,1,,2,,,9,,2,,2,,1,30,600000,2,1,01,4,17,251.35889967
5333367,1,1,1,80,17,1,1,6,,2,,,11,,2,,2,,,,,2,1,01,4,17,196.52290877
5333367,1,3,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,01,,17,196.52290877
5333370,1,1,1,80,17,1,1,7,,2,,,4,,1,,2,,,,,2,1,01,1.4,17,187.20964373
5333373,1,4,1,80,68,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,68,317.95442563
5333373,1,5,1,80,68,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,68,317.95442563
5333375,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,637.21879926
5333376,1,1,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,405.02201107
5333376,1,4,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,405.02201107
5333377,1,2,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,68,671.88188351
5333377,1,4,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,68,671.88188351
5333378,1,1,1,80,68,1,1,5,,2,,,8,,2,,2,,,,,2,1,01,3,68,451.81090835
5333378,1,2,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,451.81090835
5333379,1,2,1,80,15,1,1,8,,2,,,1,,2,,1,2000000,1,40,2000000,2,1,01,1.2,15,128.10027445
5333381,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,110.1131736
5333381,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,110.1131736
5333382,1,2,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,292.1342022
5333383,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,315.36937768
5333385,1,1,1,80,68,1,1,9,AISLAMIENTO PREVENTIVO OBLIGATORIO,2,,,9,,2,,2,,1,48,877803,2,1,01,1.4,68,321.20711414
5333385,1,2,1,80,68,1,2,,,,1,2,2,,2,,2,,,,,2,1,01,,68,321.20711414
5333385,1,3,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,321.20711414
5333386,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,110.82495
5333388,1,1,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,68,724.83227837
5333389,1,1,1,80,15,1,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,,,,2,1,01,1.4,15,128.10027445
5333390,1,1,1,80,68,1,1,9,AISLAMIENTO PREVENTIVO OBLIGATORIO,2,,,8,,2,,2,,,,,2,1,01,1.4,68,541.73858004
5333390,1,2,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,541.73858004
5333391,1,1,1,80,68,1,1,4,,2,,,9,,2,,2,,,,,2,1,01,4,68,468.29742446
5333391,1,2,1,80,68,1,1,3,,2,,,4,,2,,2,,,,,2,1,01,4,68,468.29742446
5333392,1,1,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,118.07935602
5333392,1,2,1,80,15,1,1,5,,2,,,8,,2,,2,,,,,2,1,01,4,15,118.07935602
5333392,1,3,1,80,15,1,1,8,,2,,,1,,1,1,1,2600000,1,48,2000000,1,1,01,1.2,15,118.07935602
5333393,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,105.74660749
5333394,1,2,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,01,,15,97.780425074
5333395,1,3,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,01,,15,88.894421425
5333397,1,1,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,120.13409204
5333398,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,134.109256
5333399,1,1,1,80,15,1,1,4,,2,,,4,,1,2,2,,,,,1,1,01,4,15,86.828867601
5333399,1,2,1,80,15,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,15,86.828867601
5333399,1,3,1,80,15,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,15,86.828867601
5333400,1,3,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,01,,15,64.081719279
5333400,1,4,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,01,,15,64.081719279
5333400,1,5,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,01,,15,64.081719279
5333400,1,6,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,64.081719279
5333400,1,7,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,64.081719279
5333402,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,88.227833878
5333402,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,88.227833878
5333402,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,88.227833878
5333403,1,1,1,80,15,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,15,110.1131736
5333403,1,2,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,110.1131736
5333406,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,15,94.128462473
5333406,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,94.128462473
5333407,1,3,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,359.76342651
5333408,1,1,1,80,68,1,1,9,POR LA PANDEMIA,2,,,12,POR LA PANDEMIA,2,,2,,1,48,900000,2,1,01,1.4,68,377.94074078
5333408,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,377.94074078
5333408,1,5,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,377.94074078
5333409,1,3,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,340.02636279
5333410,1,2,1,80,68,1,1,3,,2,,,9,,2,,1,160000,2,,900000,2,1,01,1.2,68,340.4543989
5333410,1,3,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,340.4543989
5333410,1,4,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,340.4543989
5333410,1,7,1,80,68,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,68,340.4543989
5333411,1,1,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,68,307.96099305
5333419,1,1,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,164.90491022
5333421,1,1,1,80,63,1,1,9,PANDEMIA,2,,,9,,2,,2,,,,,2,1,01,1.4,63,115.69393648
5333422,1,1,1,80,63,1,1,9,PANDEMIA,2,,,9,,2,,2,,,,,2,1,01,1.4,63,107.97413332
5333422,1,4,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,01,,63,107.97413332
5333423,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,112.17872743
5333424,1,1,1,80,15,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,15,120.13409204
5333425,1,4,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,129.30575483
5333427,1,1,1,80,15,1,1,1,,2,,,8,,3,,2,,,,,3,1,01,4,15,96.183198486
5333428,1,1,1,80,15,1,1,3,,2,,,8,,3,,2,,,,,3,1,01,4,15,120.13409204
5333430,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,120.13409204
5333431,1,1,1,80,15,1,1,8,,2,,,1,,1,2,1,1400000,1,40,1500000,1,1,01,1.1,15,187.89369644
