DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5335492,1,5,1,80,44,1,1,9,EDAD,2,,,8,,2,,2,,,,,2,1,01,4,44,145.39554286
5335492,1,6,1,80,44,1,1,6,,2,,,1,,2,,1,98,1,48,98,2,1,01,1.1,44,145.39554286
5335495,1,1,1,80,23,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,23,166.19915599
5335496,1,2,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,178.47739736
5335538,1,2,1,80,05,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,05,1358.9033999
5335540,1,2,1,80,41,1,1,1,,2,,,9,,2,,2,,,,,2,1,01,1.2,41,250.29342475
5335540,1,3,1,80,41,1,1,1,,2,,,2,,2,,2,,,,,2,1,01,1.4,41,250.29342475
5335540,1,4,1,80,41,1,2,,,,2,,,.,,,2,,,,,,1,01,,41,250.29342475
5335540,1,6,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,250.29342475
5335541,1,1,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,180.0199711
5335543,1,5,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,157.52330929
5335544,1,3,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,157.45501151
5335544,1,4,1,80,41,1,1,1,,2,,,9,,2,,2,,,,,2,1,01,1.4,41,157.45501151
5335546,1,3,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,184.3920289
5335546,1,4,1,80,41,1,2,,,,2,,,.,,,2,,,,,,1,01,,41,184.3920289
5335547,1,2,1,80,41,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,41,110.59999454
5335550,1,1,1,80,41,1,1,3,,2,,,9,,1,1,2,,,,,1,1,01,3,41,134.15948752
5335550,1,2,1,80,41,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,41,134.15948752
5335561,1,1,1,80,41,1,1,9,COVID19,2,,,9,,2,,2,,,,,2,1,01,1.4,41,134.15948752
5335563,1,2,1,80,11,1,1,9,COVID 19,1,,1,1,,1,,2,,,,,2,1,01,1.4,11,2048.498931
5335563,1,5,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,2048.498931
5335563,1,6,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2048.498931
5335564,1,1,1,80,11,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,11,3644.7358401
5335564,1,2,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,3644.7358401
5335566,1,3,1,80,11,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,3,11,3169.2922687
5335566,1,4,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,3169.2922687
5335569,1,1,1,80,50,1,1,7,,2,,,1,,2,,2,,1,48,1200000,2,1,01,1.4,50,312.18692515
5335573,1,2,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,11,4793.2342314
5335573,1,3,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,4793.2342314
5335574,1,2,1,80,11,1,1,6,,2,,,9,,2,,2,,1,48,877803,2,1,01,2,11,2554.6083213
5335574,1,3,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2554.6083213
5335574,1,4,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2554.6083213
5335575,1,5,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2297.0060377
5335579,1,2,1,80,73,1,1,7,,2,,,1,,2,,2,,,,,2,1,01,1.3,73,211.48522482
5335579,1,3,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,211.48522482
5335580,1,2,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,249.44337167
5335585,1,2,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,374.35944641
5335585,1,3,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,374.35944641
5335591,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,476.88194431
5335591,1,4,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,476.88194431
5335591,1,5,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,476.88194431
5335591,1,6,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,476.88194431
5335592,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,698.52920593
5335592,1,4,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,698.52920593
5335592,1,5,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,698.52920593
5335593,1,1,1,80,08,1,1,8,,2,,,12,ESPERANDO QUE LO LLAMEN,2,,2,,1,48,983000,2,1,01,1.2,08,684.63467981
5335594,1,4,1,80,08,1,1,7,,2,,,9,,2,,2,,,,,2,1,01,2,08,555.65053583
5335594,1,5,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,555.65053583
5335597,1,1,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,504.43470559
5335597,1,2,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,504.43470559
5335598,1,2,1,80,08,1,1,8,,2,,,9,,1,,2,,2,,878116,2,1,01,4,08,652.6326037
5335606,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,587.65261194
5335607,1,1,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,513.61263171
5335607,1,2,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,513.61263171
5335608,1,1,1,80,08,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,08,373.64306857
5335608,1,2,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,373.64306857
5335608,1,3,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,08,373.64306857
5335610,1,1,1,80,08,1,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,01,3,08,664.51947427
5335611,1,3,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,482.17875733
5335611,1,6,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,482.17875733
5335612,1,4,1,80,08,1,1,8,,2,,,2,,2,,2,,1,24,450000,2,1,01,1.4,08,396.27135824
5335612,1,5,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,396.27135824
5335613,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,602.3573166
5335613,1,4,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,602.3573166
5335613,1,5,1,80,08,1,1,8,,2,,,9,,2,,2,,2,,878116,2,1,01,1.4,08,602.3573166
5335613,1,8,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,602.3573166
5335619,1,2,1,80,08,1,1,8,,2,,,1,,2,,2,,1,48,878116,2,1,01,1.1,08,637.85340691
5335620,1,1,1,80,08,1,1,9,POR QUEDAR EMBARAZADA DEJO EL TRABAJO,2,,,12,ESTA EMBARAZADA ACTUALMENTE,2,,2,,2,,878116,2,1,01,1.4,08,657.04272279
5335620,1,3,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,657.04272279
5335621,1,2,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,489.10044272
5335621,1,4,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,489.10044272
5335621,1,5,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,489.10044272
5335622,1,1,1,80,11,1,1,3,,2,,,9,,3,,2,,,,,3,1,01,4,11,3552.9877221
5335622,1,2,1,80,11,1,1,7,,2,,,9,,2,,2,,2,,900000,2,1,01,4,11,3552.9877221
5335623,1,2,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,11,5372.6712987
5335624,1,3,1,80,11,1,1,6,,2,,,2,,2,,2,,,,,2,1,01,2,11,3503.8952733
5335624,1,6,1,80,11,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,11,3503.8952733
5335626,1,1,1,80,11,1,1,7,,2,,,4,,2,,2,,1,40,900000,2,1,01,1.4,11,2474.9874553
5335627,1,3,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,3554.6144017
5335628,1,3,1,80,11,1,1,4,,2,,,4,,2,,2,,2,,877000,2,1,01,4,11,3763.1242364
5335631,1,1,1,80,11,1,1,7,,2,,,8,,2,,2,,,,,2,1,01,4,11,2606.2100021
5335631,1,2,1,80,11,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,11,2606.2100021
5335631,1,3,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,11,2606.2100021
5335631,1,5,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2606.2100021
5335632,1,2,1,80,11,1,1,7,,2,,,9,,2,,2,,,,,2,1,01,4,11,3059.8616477
5335633,1,1,1,80,11,1,1,7,,1,,1,9,,2,,2,,1,48,900000,2,1,01,1.4,11,7165.4995021
5335637,1,1,1,80,08,1,1,5,,2,,,9,,3,,2,,,,,3,1,01,4,08,386.78897447
5335637,1,2,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,386.78897447
5335638,1,1,1,80,08,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,2,08,511.02974967
5335639,1,3,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,509.8385981
5335640,1,2,1,80,08,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,08,546.87374315
5335644,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1192.3996474
5335644,1,4,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1192.3996474
5335654,1,2,1,80,08,1,1,1,,2,,,9,,2,,2,,,,,2,1,01,2,08,578.47468582
5335654,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,578.47468582
5335655,1,1,1,80,08,1,1,1,,2,,,12,POR LA PANDEMIA,2,,2,,,,,2,1,01,2,08,675.63717218
5335655,1,5,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,675.63717218
5335657,1,2,1,80,08,1,1,4,,2,,,9,,2,,2,,,,,2,1,01,4,08,513.61263171
5335658,1,2,1,80,08,1,2,,,,2,,,.,2,,2,,2,,800000,2,1,01,,08,814.21500486
5335659,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,719.26736131
5335660,1,2,1,80,08,1,1,4,,2,,,12,ACCIDENTE,2,,2,,,,,2,1,01,2,08,506.41907603
5335660,1,3,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,506.41907603
5335661,1,1,1,80,08,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.2,08,655.34154815
5335661,1,2,1,80,08,1,1,1,,2,,,8,,2,,2,,,,,2,1,01,1.1,08,655.34154815
5335661,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,655.34154815
5335661,1,4,1,80,08,1,1,4,,2,,,12,ACCIDENTE,2,,2,,,,,2,1,01,2,08,655.34154815
5335662,1,3,1,80,08,1,1,2,,2,,,12,POR PANDEMIA,2,,2,,,,,2,1,01,2,08,627.48432922
5335663,1,1,1,80,08,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,08,557.81102257
5335666,1,1,1,80,08,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,08,513.61263171
5335667,1,1,1,80,08,1,1,3,,2,,,9,,2,,2,,2,,920000,2,1,01,4,08,713.38289485
5335670,1,4,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,577.28353425
5335671,1,1,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,533.72783725
5335676,1,2,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,819.84936974
5335677,1,3,1,80,08,1,1,7,,2,,,9,,2,,2,,,,,2,1,01,4,08,642.26352601
5335678,1,1,1,80,08,1,1,7,,2,,,9,,2,,1,650000,2,,650000,2,1,01,1.1,08,552.47501382
5335678,1,2,1,80,08,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,08,552.47501382
5335680,1,2,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,416.63056384
5335680,1,4,1,80,08,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,1.2,08,416.63056384
5335681,1,1,1,80,08,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,08,599.25628672
5335681,1,2,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,599.25628672
5335682,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,498.04451824
5335682,1,4,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,498.04451824
5335682,1,6,1,80,08,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,498.04451824
5335683,1,5,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,520.75613351
5335685,1,4,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,567.43462909
5335685,1,5,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,567.43462909
5335686,1,2,1,80,08,1,1,3,,2,,,9,,2,,2,,1,48,877000,2,1,01,1.3,08,588.64320896
5335686,1,5,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,588.64320896
5335687,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,669.06656634
5335687,1,4,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,669.06656634
5335688,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,84.924699555
5335688,1,2,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,84.924699555
5335688,1,3,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,84.924699555
5335689,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,139.93253139
5335690,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,602.43180873
5335692,1,2,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,189.52431832
5335693,1,3,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,606.84192782
5335693,1,6,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,606.84192782
5335694,1,3,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,642.26352601
5335695,1,2,1,80,08,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.4,08,769.46815628
5335700,1,1,1,80,08,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,08,534.98687258
5335701,1,2,1,80,08,1,2,,,,2,,,.,,,2,,,,,,1,01,,08,436.74576938
5335701,1,3,1,80,08,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,08,436.74576938
5335702,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,180.51644922
5335703,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,110.59999454
5335703,1,2,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,110.59999454
5335704,1,2,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,131.91919566
5335708,1,1,1,80,11,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,11,3683.5693001
5335711,1,2,1,80,11,1,1,1,,1,,1,3,,2,,2,,,,1000000,2,1,01,1.4,11,3047.0934268
5335713,1,1,1,80,11,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,11,3559.7437787
5335716,1,1,1,80,11,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,11,3574.1386792
5335718,1,2,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,304.3066424
5335722,1,3,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,50,153.59090727
5335722,1,4,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,50,153.59090727
5335723,1,3,1,80,50,1,2,,,,2,,,.,2,,2,,1,40,800000,2,1,01,,50,260.66201651
5335724,1,3,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,367.14314709
5335726,1,2,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,50,145.34567475
5335727,1,1,1,80,08,1,1,9,POR EL VIRUS PERDIO EL TRABAJO PORQUE LE SUSPENDIERON EL CONTRATO DE TRABAJO DEFINITIVAMENTE,2,,,8,,2,,2,,1,48,878116,2,1,01,1.4,08,491.35668344
5335729,1,2,1,80,50,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,50,190.17712813
5335732,1,2,1,80,08,1,1,9,PERDIO EL TRABAJO POR LA PANDEMIA,2,,,2,,2,,2,,1,48,878116,2,1,01,1.4,08,547.44194488
5335732,1,4,1,80,08,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,547.44194488
5335733,1,1,1,80,08,1,1,9,POR EL VIRUS PERDIO EL TRABAJO,2,,,1,,2,,2,,2,,800000,2,1,01,1.4,08,516.50495792
5335737,1,5,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,1870.5175135
5335737,1,7,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,1870.5175135
5335739,1,3,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,4683.8036104
5335740,1,1,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,3574.1386792
5335747,1,1,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,47,209.12846918
5335747,1,4,1,80,47,1,1,8,,2,,,2,,2,,2,,1,48,300000,2,1,01,1.2,47,209.12846918
5335747,1,5,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,209.12846918
5335749,1,1,1,80,47,1,1,8,,2,,,6,,2,,1,877800,1,48,877800,2,1,01,1.2,47,126.75714289
5335749,1,2,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,47,126.75714289
5335751,1,2,1,80,47,1,1,9,POR PANDEMIA,2,,,12,POR PANDEMIA,2,,2,,1,24,500000,2,1,01,1.4,47,159.96519877
5335752,1,5,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,169.39540187
5335752,1,6,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,169.39540187
5335754,1,1,1,80,47,1,1,6,,1,,1,1,,2,,2,,,,,2,1,01,4,47,92.196177217
5335760,1,2,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,163.5086722
5335760,1,3,1,80,52,1,1,2,,2,,,2,,1,2,2,,,,,1,1,01,3,52,163.5086722
5335763,1,3,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,241.36444136
5335764,1,2,1,80,52,1,1,8,,2,,,9,,1,,1,500000,1,20,500000,2,1,01,1.2,52,255.37971843
5335764,1,3,1,80,52,1,1,8,,2,,,2,,2,,1,600000,,,,2,1,01,1.1,52,255.37971843
5335765,1,1,1,80,52,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,3,52,173.85333311
5335765,1,2,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,173.85333311
5335766,1,1,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,247.35074556
5335766,1,2,1,80,52,1,1,1,,1,,1,1,,1,,2,,1,40,908526,2,1,01,1.4,52,247.35074556
5335768,1,2,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,2511.1742816
5335768,1,3,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,11,2511.1742816
5335769,1,2,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,4816.6528369
5335770,1,3,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,2678.4338427
5335770,1,4,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,2678.4338427
5335771,1,3,1,80,52,1,1,8,,2,,,2,,2,,1,200000,,,,2,1,01,1.1,52,223.37365883
5335772,1,4,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2964.0818
5335773,1,2,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,52,290.55102833
5335773,1,3,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,01,,52,290.55102833
5335773,1,5,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,52,290.55102833
5335773,1,6,1,80,52,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,52,290.55102833
5335774,1,1,1,80,11,1,1,7,,2,,,9,,2,,2,,,,,2,1,01,2,11,3683.5693001
5335774,1,2,1,80,11,1,1,3,,2,,,9,,3,,2,,,,,3,1,01,4,11,3683.5693001
5335777,1,2,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2950.4310267
5335778,1,2,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2950.4310267
5335781,1,3,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,01,,52,255.37971843
5335782,1,2,1,80,52,1,1,8,,2,,,9,,2,,2,,1,30,800000,2,1,01,2,52,275.67248509
5335786,1,2,1,80,11,1,1,7,,1,,3,8,,1,,2,,,,,2,1,01,3,11,1809.5996992
5335786,1,3,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,1809.5996992
5335786,1,4,1,80,11,1,1,3,,1,,3,6,,2,,2,,,,,2,1,01,4,11,1809.5996992
5335787,1,2,1,80,11,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,2,11,2878.2071862
5335791,1,2,1,80,11,1,1,1,,1,,1,1,,2,,2,,,,877803,2,1,01,1.3,11,2665.6656218
5335791,1,3,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2665.6656218
5335792,1,2,1,80,11,1,1,1,,2,,,9,,2,,2,,1,20,600000,2,1,01,1.4,11,3917.6155766
5335793,1,1,1,80,11,1,1,7,,2,,,8,,2,,2,,,,,2,1,01,4,11,3097.0684281
5335793,1,5,1,80,11,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,11,3097.0684281
5335794,1,3,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,3536.1877716
5335795,1,4,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2620.6049026
5335796,1,1,1,80,11,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,11,3574.1386792
5335798,1,2,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,4282.0942659
5335798,1,3,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,11,4282.0942659
5335799,1,1,1,80,11,1,1,9,AISLAMIENTO OBLIGATORIO COVID 19,2,,,12,AISLAMIENTO SELECTIVO COVID 19,2,,2,,1,40,877803,2,1,01,1.4,11,1984.1290293
5335801,1,1,1,80,11,1,1,7,,2,,,9,,3,,2,,1,30,878000,3,1,01,4,11,2878.2071862
5335801,1,2,1,80,11,1,1,1,,1,,1,8,,2,,2,,2,,98,2,1,01,4,11,2878.2071862
5335801,1,3,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2878.2071862
5335803,1,1,1,80,11,1,1,7,,2,,,9,,1,,2,,1,42,878000,2,1,01,1.4,11,3917.6155766
5335804,1,2,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,4180.1769636
5335806,1,3,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,3059.8616477
5335807,1,2,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,2950.4310267
5335808,1,2,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,11,4002.2670179
5335808,1,3,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,4002.2670179
5335810,1,2,1,80,11,1,1,6,,2,,,9,,2,,2,,2,,98,2,1,01,4,11,4671.0353896
5335811,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,806.40987747
5335811,1,4,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,01,,05,806.40987747
5335813,1,2,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,01,,05,1598.5591137
5335816,1,4,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,982.81266493
5335824,1,1,1,80,11,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,11,3683.5693001
5335828,1,2,1,80,11,1,1,4,,2,,,12,COVID 19,2,,2,,,,,2,1,01,3,11,3590.4095975
5335829,1,3,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,2241.7313128
5335830,1,1,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,11,3559.7437787
5335830,1,2,1,80,11,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,11,3559.7437787
5335832,1,1,1,80,11,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,11,3574.1386792
5335833,1,2,1,80,11,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,11,3178.3159737
5335835,1,3,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,3072.6298686
5335835,1,4,1,80,11,1,2,,,,2,,,.,,,2,,,,,,1,01,,11,3072.6298686
5335840,1,1,1,80,63,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,63,74.445258756
5335840,1,3,1,80,63,1,1,8,,2,,,1,,2,,2,,2,,1500000,2,1,01,3,63,74.445258756
5335840,1,4,1,80,63,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,63,74.445258756
5335840,1,5,1,80,63,1,1,7,,2,,,8,,2,,2,,,,,2,1,01,4,63,74.445258756
5335840,1,6,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,74.445258756
5335841,1,3,1,80,63,1,1,8,,2,,,1,,2,,2,,2,,1200000,2,1,01,1.3,63,183.34108535
5335842,1,2,1,80,63,1,1,8,,2,,,2,,2,,2,,,,,2,1,01,1.2,63,103.73586458
5335842,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,01,,63,103.73586458
5335843,1,1,1,80,63,1,1,3,,2,,,4,,3,,2,,,,,3,1,01,4,63,74.445258756
5335844,1,2,1,80,63,1,1,9,FUE PRIVADO DE LA LIBERTAD,2,,,1,,2,,2,,,,,2,1,01,4,63,164.90491022
5335845,1,2,1,80,63,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,63,135.41224317
5335845,1,3,1,80,63,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,63,135.41224317
5335846,1,5,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.4,63,218.70548371
5335848,1,1,1,80,63,1,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,63,182.37826078
5335850,1,1,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,63,192.18817742
5335850,1,3,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,192.18817742
