DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,ESC,MES,DPTO,fex_c_2011
5350162,1,3,1,10,2,1,11,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,54,0,01,54,705.68425727
5350162,1,4,1,10,2,1,11,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,54,0,01,54,705.68425727
5350162,1,5,1,10,2,1,5,2019,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,54,,01,54,705.68425727
5350163,1,1,1,10,1,2,3,1964,56,1,6,,6,3,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,4,8,,,54,8,01,54,264.92554497
5350163,1,2,1,10,1,1,2,1990,30,3,6,,4,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,46000,2,1,2,,5,11,2,,54,11,01,54,264.92554497
5350163,1,3,1,10,1,2,1,2018,2,4,6,,,1,2,1,4,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,54,,01,54,264.92554497
5350163,1,4,1,10,4,2,7,1989,31,9,6,,4,2,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,01,54,264.92554497
5350164,1,1,1,10,3,1,9,1980,40,1,6,,2,3,,3,,1,2,,,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,3,5,,,54,5,01,54,331.84448443
5350164,1,2,1,10,2,2,12,1979,41,2,6,,2,3,,2,,1,1,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,54,11,01,54,331.84448443
5350164,1,3,1,10,3,1,3,2000,20,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,01,54,331.84448443
5350164,1,4,1,10,3,1,11,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,54,7,01,54,331.84448443
5350164,1,5,1,10,3,2,12,2012,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,2,3,2,,,54,2,01,54,331.84448443
5350164,1,6,1,10,3,2,4,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,01,54,331.84448443
5350165,1,1,1,10,1,2,9,1977,43,1,6,,2,2,,2,,1,2,,,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,6,1,2,2,54,12,01,54,323.52077719
5350165,1,2,1,10,2,1,7,1995,25,2,6,,2,2,,2,,1,1,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,54,11,01,54,323.52077719
5350165,1,3,1,10,3,1,10,2003,17,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,01,54,323.52077719
5350167,1,1,1,10,1,2,11,1973,47,1,6,,5,3,,2,,,,,,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,3,4,,,54,4,01,54,216.62911906
5350167,1,2,1,10,2,2,2,2002,18,3,6,,6,3,,1,1,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,6,0,2,2,54,11,01,54,216.62911906
5350167,1,3,1,10,1,2,3,2004,16,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,01,54,216.62911906
5350167,1,4,1,10,4,2,1,1995,26,3,6,,4,3,,1,1,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,6,0,2,2,54,11,01,54,216.62911906
5350167,1,5,1,10,4,2,7,2018,2,4,6,,,2,,1,4,,,,,,,,,,,,,,,,1,,,9,,,2,,,,,,,,54,,01,54,216.62911906
5350170,1,1,1,10,4,1,8,1953,67,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,2,2,98,2,1,2,,6,5,4,,54,16,01,54,385.41470217
5350170,1,2,1,10,4,2,12,1955,65,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,2,1,120000,2,1,2,,6,5,4,,54,16,01,54,385.41470217
5350170,1,3,1,10,3,1,1,1985,36,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,01,54,385.41470217
5350170,1,4,1,10,4,2,8,1992,28,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,6,2,2,2,54,13,01,54,385.41470217
5350170,1,5,1,10,4,2,12,1981,39,3,6,,4,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,3,3,,54,14,01,54,385.41470217
5350170,1,6,1,10,4,1,12,2016,4,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,01,54,385.41470217
5350171,1,1,1,10,1,1,11,1976,44,1,6,,3,2,,2,,1,2,,,,,,,,,1,,,,2,1,,,1,1,84000,2,1,2,,6,5,4,,54,16,01,54,336.1802472
5350171,1,2,1,10,2,2,10,1976,44,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,5,4,,54,16,01,54,336.1802472
5350171,1,3,1,10,3,1,2,2002,18,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,2,2,2,54,13,01,54,336.1802472
5350171,1,4,1,10,2,2,7,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,54,10,01,54,336.1802472
5350199,1,1,1,10,1,2,3,1955,65,1,6,,4,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,6,,,50,6,01,50,256.71715784
5350199,1,2,1,10,2,1,2,1989,31,3,6,,2,2,,1,1,1,3,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,4,8,,,50,8,01,50,256.71715784
5350199,1,3,1,10,2,2,10,1992,28,9,6,,2,3,,2,,1,2,,,1,1,,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,50,11,01,50,256.71715784
5350199,1,4,1,10,3,1,4,2015,5,4,6,,,1,2,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,0,,,50,0,01,50,256.71715784
5350199,1,5,1,10,3,2,7,2017,3,4,6,,,1,2,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,50,0,01,50,256.71715784
5350199,1,6,1,10,6,2,5,1986,34,3,6,,4,2,,1,1,,,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,50,5,01,50,256.71715784
5350199,1,7,1,10,7,1,6,2005,15,4,6,,6,2,,1,6,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,50,7,01,50,256.71715784
5350199,1,8,1,10,6,1,8,2007,13,4,6,,6,2,,1,6,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,50,5,01,50,256.71715784
5350211,1,1,1,10,1,2,2,1994,26,1,6,,1,2,,2,,1,2,,,,1,,,,,1,,,,2,1,,,1,9,,2,1,1,2,6,0,2,2,05,11,01,05,3099.5089728
5350211,1,2,1,10,2,1,5,1988,32,2,6,,1,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,140000,2,1,2,,6,7,3,,05,18,01,05,3099.5089728
5350211,1,3,1,10,1,2,3,2016,4,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,05,0,01,05,3099.5089728
5350212,1,1,1,10,1,1,11,1962,58,1,6,,6,3,,3,,,,,,1,1,,,,,1,,,,2,1,,,3,,,2,1,2,,5,11,2,,05,11,01,05,2132.9081182
5350212,1,2,1,10,2,1,10,2002,18,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,05,10,01,05,2132.9081182
5350212,1,3,1,10,1,1,4,2008,12,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,05,0,01,05,2132.9081182
5350213,1,1,1,10,1,2,5,1966,54,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,192000,2,1,1,1,6,7,5,,05,18,01,05,2357.5067196
5350214,1,1,1,10,1,2,7,1979,41,1,6,,6,2,,2,,,,,,,,1,,1,,1,,,,2,1,,,1,3,109800,2,1,2,,6,6,4,,05,17,01,05,2129.6652966
5350214,1,2,1,10,2,2,8,2008,12,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,05,5,01,05,2129.6652966
5350215,1,1,1,10,1,2,5,1977,43,1,6,,5,3,,1,4,,,1,,1,,,,1,,,,,,2,1,,,1,3,120000,2,1,2,,6,1,3,,05,12,01,05,2482.3224324
5350215,1,2,1,10,2,1,10,2001,19,3,6,,6,3,,1,1,,,1,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,2,2,2,05,13,01,05,2482.3224324
5350215,1,3,1,10,1,2,10,2012,8,3,6,,,3,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,2,,,05,2,01,05,2482.3224324
5350215,1,4,1,10,4,2,5,1953,67,5,6,,5,3,,3,,,,1,,,,,,,,,,,,,1,,,1,5,,2,1,2,,6,1,3,,05,12,01,05,2482.3224324
5350216,1,1,1,10,1,1,5,1941,79,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,3,2,,,05,2,01,05,1136.6378971
5350216,1,2,1,10,2,2,3,1943,77,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,9,,,05,9,01,05,1136.6378971
5350216,1,3,1,10,3,2,1,1980,40,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,80000,2,1,2,,6,6,5,,05,17,01,05,1136.6378971
5350217,1,1,1,10,1,1,9,1967,53,1,6,,3,2,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,120000,2,1,2,,6,5,4,,05,16,01,05,1336.9017068
5350217,1,2,1,10,2,2,2,1968,52,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,05,11,01,05,1336.9017068
5350217,1,3,1,10,3,2,8,1991,29,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,35112,2,1,2,,6,3,2,2,05,14,01,05,1336.9017068
5350217,1,4,1,10,4,2,5,1996,24,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,2,6,6,2,2,05,17,01,05,1336.9017068
5350217,1,5,1,10,4,2,10,2017,3,4,6,,,2,,1,4,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,05,0,01,05,1336.9017068
5350218,1,1,1,10,1,1,11,1944,76,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,2,70224,2,1,2,,3,5,,,05,5,01,05,1235.5699652
5350218,1,2,1,10,2,2,6,1947,73,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,2,400000,2,1,2,,5,13,2,1,05,13,01,05,1235.5699652
5350221,1,1,1,10,1,1,11,1974,46,1,6,,3,2,,2,,1,2,,,1,1,,,,,1,,,,2,1,,,1,1,35112,2,1,2,,3,2,,,05,2,01,05,1268.8714383
5350221,1,2,1,10,2,2,12,1972,48,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,2,,,05,2,01,05,1268.8714383
5350221,1,3,1,10,3,1,10,1997,23,3,6,,6,1,1,1,2,,,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,05,11,01,05,1268.8714383
5350221,1,4,1,10,4,1,11,2002,18,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,05,10,01,05,1268.8714383
5350221,1,5,1,10,2,1,3,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,05,5,01,05,1268.8714383
5350222,1,1,1,10,1,2,4,1963,57,1,5,,2,2,,2,,2,,,,1,1,,,1,,1,,,,1,1,,,1,4,,2,2,2,,3,1,,,05,1,01,05,1188.3785632
5350230,1,1,1,10,2,1,1,1946,75,1,1,720_01,2,3,,3,,1,2,,1,1,1,,,1,,,,,,2,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,481.6105556
5350230,1,2,1,10,2,2,3,1958,62,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,481.6105556
5350230,1,3,1,10,3,2,1,1986,35,3,6,,6,1,1,1,2,,,,,,1,,,,,1,,,,,1,,,1,1,48000,2,1,2,,6,5,4,,08,16,01,08,481.6105556
5350230,1,4,1,10,3,2,5,2019,1,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,08,,01,08,481.6105556
5350231,1,1,1,10,1,2,9,1952,68,1,6,,5,3,,3,,,,,,,,,,,,1,,,,2,1,,,2,2,72000,2,1,2,,5,11,2,,08,11,01,08,486.94656435
5350231,1,2,1,10,1,2,12,1975,45,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,3,109854,2,1,2,,6,5,4,,08,16,01,08,486.94656435
5350234,1,1,1,10,1,2,6,1977,43,1,6,,4,2,,2,,,,,,,,,,,,1,,,,2,1,,,1,1,176000,2,1,2,,6,6,4,,08,17,01,08,571.39906778
5350234,1,2,1,10,1,2,3,2011,9,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,4,,,08,4,01,08,571.39906778
5350234,1,3,1,10,1,2,6,1996,24,5,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,1,1,60000,2,1,2,,6,6,4,,08,17,01,08,571.39906778
5350237,1,1,1,10,1,1,12,1961,59,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,3,205000,2,1,2,,6,8,5,,08,19,01,08,416.63056384
5350237,1,2,1,10,2,2,10,1962,58,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,2,3,,08,13,01,08,416.63056384
5350237,1,3,1,10,2,2,8,1992,28,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,8,4,,08,19,01,08,416.63056384
5350237,1,4,1,10,4,1,11,1998,22,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,5,,2,1,1,2,6,4,2,2,08,15,01,08,416.63056384
5350238,1,1,1,10,1,1,5,1985,35,1,6,,2,3,,2,,1,2,,,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,6,2,3,,08,13,01,08,676.71578902
5350238,1,2,1,10,1,2,9,1990,30,2,6,,2,2,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,676.71578902
5350238,1,3,1,10,1,2,7,2012,8,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,08,2,01,08,676.71578902
5350238,1,4,1,10,4,2,1,1982,38,9,6,,2,2,,2,,1,5,,,,1,,,,,1,,,,,2,2,,,,,2,1,2,,6,5,4,,08,16,01,08,676.71578902
5350238,1,5,1,10,5,1,9,1994,26,9,6,,2,2,,2,,1,4,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,5,11,2,,08,11,01,08,676.71578902
5350239,1,1,1,10,1,1,10,1977,43,1,6,,3,2,,2,,1,2,,,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,4,8,,,08,8,01,08,637.85340691
5350239,1,2,1,10,2,2,2,1979,41,2,6,,3,2,,2,,1,1,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,4,8,,,08,8,01,08,637.85340691
5350241,1,1,1,10,1,1,11,1995,25,1,6,,2,2,,2,,1,2,,,,1,,,,,1,,,,1,2,2,,,,,2,1,2,,5,11,2,,08,11,01,08,759.90925713
5350241,1,2,1,10,2,2,12,1997,23,2,6,,2,2,,2,,1,1,,,,,,,,,1,,,,,2,2,,,,,2,1,2,,5,11,2,,08,11,01,08,759.90925713
5350241,1,3,1,10,2,2,9,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,08,,01,08,759.90925713
5350241,1,4,1,10,4,1,10,1992,28,5,6,,6,2,,2,,,,,,,1,,,,,,,,,,2,2,,,,,2,1,2,,4,6,,,08,6,01,08,759.90925713
5350242,1,1,1,10,1,2,4,1993,27,1,6,,4,2,,2,,,,,,,1,,,,,1,,,,1,2,2,,,,,2,1,2,,5,11,2,,08,11,01,08,566.98894869
5350243,1,1,1,10,2,1,3,1984,36,1,6,,2,3,,3,,1,2,,1,,1,,,,,1,,,,2,1,,,1,3,98,2,1,2,,3,5,,,08,5,01,08,587.65261194
5350243,1,2,1,10,2,2,11,1983,37,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,08,5,01,08,587.65261194
5350243,1,3,1,10,2,1,3,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,08,10,01,08,587.65261194
5350244,1,1,1,10,1,1,6,1969,51,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,3,98,2,1,2,,3,5,,,08,5,01,08,698.34878744
5350244,1,2,1,10,2,2,2,1974,46,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,08,5,01,08,698.34878744
5350244,1,3,1,10,2,1,11,1995,25,3,6,,6,1,1,1,2,,,,,,1,,,,,,,,,,1,,,1,5,,2,1,2,,6,5,4,,08,16,01,08,698.34878744
5350244,1,4,1,10,2,2,7,1999,21,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,3,2,2,08,14,01,08,698.34878744
5350245,1,1,1,10,1,1,12,1976,44,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,3,99,2,1,2,,6,7,5,,08,18,01,08,689.42577194
5350245,1,2,1,10,2,2,2,1976,44,2,6,,3,2,,1,4,1,1,,,,,,,,,,,1,,,1,,,1,1,120000,2,1,2,,6,8,5,,08,19,01,08,689.42577194
5350245,1,3,1,10,1,1,4,2012,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,2,,,08,2,01,08,689.42577194
5350245,1,4,1,10,1,2,1,1940,80,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,1,2,99,2,1,2,,5,11,2,,08,11,01,08,689.42577194
5350248,1,1,1,10,3,1,6,1956,64,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,1,5,,2,1,2,,4,9,,,08,9,01,08,522.9378821
5350248,1,2,1,10,3,2,6,1957,63,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,9,,,08,9,01,08,522.9378821
5350248,1,3,1,10,3,1,12,1982,38,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,160000,2,1,2,,6,5,4,,08,16,01,08,522.9378821
5350248,1,4,1,10,4,2,10,1981,39,3,6,,3,1,1,1,2,1,5,,,,,,,,,1,,,,,1,,,1,1,52000,2,1,1,2,6,4,3,,08,15,01,08,522.9378821
5350248,1,5,1,10,5,1,4,1979,41,5,6,,3,2,,3,,1,4,,,,,,,,,,,1,,,1,,,1,1,44000,2,1,2,,5,11,2,,08,11,01,08,522.9378821
5350248,1,6,1,10,4,1,3,2005,15,4,6,,6,1,5,1,4,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,5,10,1,,08,10,01,08,522.9378821
5350248,1,7,1,10,4,1,4,2008,12,4,6,,6,1,5,1,4,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,6,,,08,6,01,08,522.9378821
5350248,1,8,1,10,4,2,11,2009,11,4,6,,6,1,5,1,4,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,0,,,08,5,01,08,522.9378821
5350249,1,1,1,10,1,2,7,1985,35,1,6,,6,2,,2,,,,,,1,1,1,1,1,,,,,,2,1,,,3,,,2,1,2,,6,2,3,,05,13,01,05,1178.7533598
5350250,1,1,1,10,1,2,6,1988,32,1,6,,4,2,,2,,,,,,1,1,,,,1,,,,,2,1,,,3,,,2,1,2,,5,10,1,,05,10,01,05,1064.8326483
5350250,1,2,1,10,2,2,4,2007,13,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,05,7,01,05,1064.8326483
5350252,1,1,1,10,1,1,4,1993,27,1,6,,6,2,,3,,,,,,1,1,,,,,,,,,2,1,,,3,,,2,1,2,,6,3,3,,05,14,01,05,1718.9134511
5350252,1,2,1,10,2,2,2,1987,33,5,6,,4,2,,3,,,,,,1,1,1,,1,,1,,,,,1,,,3,,,2,1,2,,6,3,3,,05,14,01,05,1718.9134511
5350252,1,3,1,10,2,2,1,2010,11,5,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,3,4,,,05,4,01,05,1718.9134511
5350252,1,4,1,10,2,1,2,2020,0,5,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,05,,01,05,1718.9134511
5350252,1,5,1,10,5,2,2,1960,60,6,6,,6,3,,3,,,,,,,1,,,1,,,,,,,2,1,12,,,,2,1,2,,3,5,,,05,5,01,05,1718.9134511
5350254,1,1,1,10,1,2,5,1980,40,1,6,,4,2,,2,,,,,,,1,,1,,,,,,,2,1,,,1,5,,2,1,2,,3,3,,,05,3,01,05,920.33058893
5350254,1,2,1,10,2,1,2,2001,19,3,6,,6,2,,1,1,,,,,,1,,1,1,,,,,,,1,,,1,1,35112,2,1,2,,6,2,3,,05,13,01,05,920.33058893
5350254,1,3,1,10,3,1,8,2003,17,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,05,10,01,05,920.33058893
5350255,1,1,1,10,1,1,5,1976,44,1,6,,2,2,,1,4,1,2,,,,,,,,,1,,,,2,1,,,1,1,105000,2,1,2,,3,5,,,08,5,01,08,460.8289547
5350255,1,2,1,10,2,2,12,1977,43,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,08,11,01,08,460.8289547
5350255,1,3,1,10,3,1,6,2001,19,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,3,2,2,08,14,01,08,460.8289547
5350255,1,4,1,10,4,2,9,1954,66,5,6,,4,3,,3,,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,460.8289547
5350255,1,5,1,10,4,2,1,1987,33,5,6,,6,2,,1,4,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,08,0,01,08,460.8289547
5350257,1,1,1,10,1,1,3,1989,31,1,6,,2,2,,2,,1,2,1,,,,,,,,,,,,2,1,,,1,5,,2,1,2,,6,5,4,,08,16,01,08,652.6326037
5350257,1,2,1,10,1,2,10,1985,35,2,6,,2,2,,2,,1,1,1,,,,,,,,,,,,,1,,,1,3,98,2,1,2,,6,5,4,,08,16,01,08,652.6326037
5350257,1,3,1,10,1,2,3,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,08,,01,08,652.6326037
5350258,1,1,1,10,1,1,,,57,1,6,,2,2,,2,,2,,,,,,,,,,,,1,,2,2,1,24,,,,2,1,2,,6,3,3,,08,14,01,08,593.65501605
5350259,1,1,1,10,1,2,4,1966,54,1,6,,4,2,,3,,,,,,,,,,,,1,,,,2,1,,,1,1,35000,2,1,2,,6,5,4,,08,16,01,08,520.20767579
5350259,1,2,1,10,1,2,12,1991,29,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,2,2,,1,0,,,08,0,01,08,520.20767579
5350260,1,1,1,10,1,2,1,1941,80,1,6,,5,3,,3,,,,,,,,,,,,1,,,,2,1,,,1,5,,2,1,2,,3,5,,,08,5,01,08,533.72783725
5350261,1,1,1,10,1,2,1,1934,87,1,6,,5,3,,3,,,,,1,,,,,,,1,,,,1,1,,,1,5,,2,1,2,,3,4,,,08,4,01,08,574.10801224
5350261,1,2,1,10,1,1,10,1967,53,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,08,0,01,08,574.10801224
5350261,1,3,1,10,3,1,3,1940,80,5,6,,4,3,,3,,,,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,4,,,08,4,01,08,574.10801224
5350261,1,4,1,10,4,2,11,2000,20,6,6,,6,2,,2,,,,,1,,,,,,,1,,,,,2,1,10,,,,2,1,2,,6,1,2,2,08,12,01,08,574.10801224
5350262,1,1,1,10,2,1,8,1964,56,1,6,,3,3,,2,,1,2,,1,,1,,,,,,,,,2,1,,,3,,,2,1,2,,6,2,3,,08,13,01,08,508.91270845
5350262,1,2,1,10,2,2,6,1968,52,2,6,,3,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,508.91270845
5350262,1,3,1,10,3,2,10,1990,30,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,2,3,,08,13,01,08,508.91270845
5350262,1,4,1,10,2,2,3,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,08,7,01,08,508.91270845
5350262,1,5,1,10,5,2,7,1998,22,3,6,,4,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,1,6,4,2,2,08,15,01,08,508.91270845
5350262,1,6,1,10,5,2,7,2018,2,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,08,,01,08,508.91270845
5350262,1,7,1,10,5,2,3,2020,0,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,08,,01,08,508.91270845
5350263,1,1,1,10,1,1,9,1962,58,1,5,,6,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,6,6,4,,08,17,01,08,593.65501605
5350264,1,1,1,10,1,1,3,1951,69,1,6,,4,3,,3,,,,1,,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,6,2,2,2,08,13,01,08,593.65501605
5350265,1,1,1,10,1,1,11,1956,64,1,6,,2,3,,3,,1,2,,,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,4,7,,,08,7,01,08,678.48849252
5350265,1,2,1,10,2,2,11,1970,50,2,6,,2,3,,3,,1,1,1,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,678.48849252
5350265,1,3,1,10,2,1,6,2010,10,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,08,4,01,08,678.48849252
