PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20250731;07;2025;8283165;1;3;1;60;;2;301.38252512;08;1;4111;2;;;;;;;;;;;;288;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;4;4;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;18000000;3;;1;1;12;45;;;45;;;2;9;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;;45;3;;1;1500000;41;4111;9313
20250731;07;2025;8283167;1;1;1;60;;2;295.85069729;08;1;9329;1;1;;;1;;1;;2;2;2;2;62;1;;2;2;2;2;1;2;500000;2;;2;;;1;600000;1;300000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;56;;;56;;;1;1;;2;;2;;;;2;2;1;72;128;1;;11;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;1400000;93;9329;5414
20250731;07;2025;8283169;1;1;1;60;;2;472.71483005;08;1;3110;1;2;1;;1;;1;;1;2;1;1;12;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1361750;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;6;7;;1;;1;2;1;5;1;1;1;2;25;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;;65;2;;1;1423500;31;3110;7534
20250731;07;2025;8283171;1;1;1;60;;2;507.13921189;08;1;4729;2;;;;;;;;;;;;12;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;15;2;;15;;;2;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;8;;1;;47;4729;5223
20250731;07;2025;8283171;1;2;1;60;;2;507.13921189;08;1;4729;2;;;;;;;;;;;;13;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;1;1;1;6;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;4800000;3;;6;2;12;30;2;;30;;;2;1;;2;;2;;;;2;2;1;3;24;1;;1;;1;20;9211;113;7;300000;2;8;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;9;;1;700000;47;4729;1420
20250731;07;2025;8283173;1;1;1;60;;2;316.50404163;08;1;4322;1;2;1;;1;;1;;1;2;1;1;12;1;;1;1;1;1;2;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1361000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;2;1;14;1;1;1;0;84;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;40;3;;1;1423500;43;4322;7127
20250731;07;2025;8283173;1;3;1;60;;2;316.50404163;08;1;4111;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;4;4;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1400000;1;15600000;1;;1;1;12;45;;;45;;;2;9;;2;;2;;;;2;2;1;0;12;1;;2;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;1;2;2;;1;1;2;2;1;2;2;1;12;;10;3;;1;1400000;41;4111;7112
20250731;07;2025;8283173;1;4;1;60;;2;316.50404163;08;1;3212;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;250000;1;3000000;3;;1;2;12;45;;;45;;;1;1;;2;;2;;;;2;2;1;6;12;1;;5;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;250000;32;3212;7363
20250731;07;2025;8283175;1;1;1;60;;2;217.11409468;08;1;4711;2;;;;;;;;;;;;48;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;30;;;2;1;;2;;2;;;;2;2;1;48;120;7;;11;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;8;;1;;47;4711;5223
20250731;07;2025;8283175;1;2;1;60;;2;217.11409468;08;1;4711;2;;;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;0;2;3;1;1;1;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;9600000;3;;6;2;12;10;2;;10;;;2;1;;2;;2;;;;2;2;1;9;12;6;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;8;;1;800000;47;4711;1420
20250731;07;2025;8283175;1;3;1;60;;2;217.11409468;08;1;4711;2;;;;;;;;;;;;56;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;25;2;;25;;;2;1;;2;;2;;;;2;2;1;2;2;3;;3;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;2;2;2;2;2;2;1;14;;;8;;1;;47;4711;5223
20250731;07;2025;8283183;1;2;1;60;;1;619.41578169;63;1;4773;2;;;;;;;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;3;3;3;6;;;70000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;70000;1;;1;;1;1;5;8;1;;8;;;1;7;;2;;2;;;;2;2;1;7;48;4;;2;;2;;;;;;;;1;40;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;1;3;;5;2;;1;70000;47;4773;5221
20250731;07;2025;8283191;1;1;1;60;;1;882.93615186;63;1;8121;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;4;4;4;6;;;200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;180000;1;;3;;1;1;12;8;1;;8;;;1;2;;2;;2;;;;2;2;1;0;8;1;;1;;2;;;;;;;;1;40;1;1;1;1;1;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;1;2;;20;3;;1;180000;81;8121;9111
20250731;07;2025;8283191;1;3;1;60;;1;882.93615186;63;1;4111;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;4;4;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1300000;1;;3;;1;1;12;48;;;24;6;;1;9;;2;;2;;;;2;2;1;0;18;1;;1;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;1;11;;10;3;;1;1300000;41;4111;9313
20250731;07;2025;8283195;1;1;1;60;;1;1091.6881257;63;1;4290;1;1;;;1;;1;;2;2;2;2;24;1;;1;1;1;1;1;2;470000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;15;1;;15;;;8;9;;2;;2;;;;2;2;1;10;240;7;;3;;2;;;;;;;;1;20;2;1;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;20;3;;1;470000;42;4290;5414
20250731;07;2025;8283195;1;3;1;60;;1;1091.6881257;63;1;4111;2;;;;;;;;;;;;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;3;;1;1;12;45;;;45;;;1;9;;2;;2;;;;2;2;1;1;9;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;10;5;;1;1200000;41;4111;9313
