DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5529828;1;4;1;60;23;1;23;1;1; ; ;1; ;1;2;2;2;11; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11; ; ; ; ; ; ; ; ;60; ;.;60; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;54;97;1;08;3;9700;600000;23;168,474142861993; 
5529829;1;1;1;60;23;1;23;1;2;1; ;1; ;1;1;2;1;24; ;2; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;1;38050;2;2; ; ;2; ; ;2; ; ;1;1200000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;8;4; ;1; ;1;2;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;1;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;98;46;1;08;1;4649;1200000;23;217,921450732037; 
5529829;1;2;1;60;23;1;23;1;2;1; ;1; ;1;1;1;1;252; ;5; ;2;2700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1350000;1;2700000;1;1350000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;2;1;21;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;3; ;39;84;1;08;2;8413;2700000;23;217,921450732037; 
5529830;1;3;1;60;23;1;23;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;700000;1; ;3; ;4;2; ; ; ; ;3;4;2;24;2; ;24; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;8;7;4; ;2; ; ; ; ; ; ; ;13;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;53;56;1;08;4;5619;700000;23;190,550370513465; 
5529831;1;1;1;60;23;1;23;1;2;2;12;2;4;1;2;2;1;96; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106455;2;1;38050;2;2; ; ;2; ; ;2; ; ;1;893164;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;62; ;.;48;1; ;9;7; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;7;24;1; ;2; ; ; ; ; ; ; ;1;11;20;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;58;85;1;08;1;8544;908526;23;163,937813770129;8010
5529831;1;2;1;60;23;1;23;2; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;800000;1; ;3; ;12;2; ; ; ; ;3;3;2;30;2; ;30; ; ;1;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;34;96;1;08;4;9609;800000;23;163,937813770129; 
5529832;1;1;1;60;23;1;23;1;1; ; ;1; ;1;2;2;2;3; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;2; ; ; ; ; ; ; ;8;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;40;47;1;08;1;4711;800000;23;137,271114660552; 
5529833;1;1;1;60;23;1;23;1;2;1; ;1; ;1;1;1;1;156; ;5; ;2;2600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;76000;2;2; ; ;2; ; ;2; ; ;1;2550000;1;1277000;1;1277000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;4; ;1; ;1;3;1;13;1;1; ;1; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;58;84;1;08;2;8423;2600000;23;180,413459928698; 
5529837;1;1;1;60;41;1;41;1;2;1; ;1; ;1;2;2;1;48; ;1; ;2;1500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1500000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;9;7; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;1;36;1; ;2; ; ; ; ; ; ; ;1;11;35; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;44;10;1;08;1;1089;1500000;41;116,114098094041; 
5529838;1;1;1;60;41;1;41;2; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;1200000;1; ;1; ;12;2; ; ; ; ;3;1;1;45; ;.;40;6; ;1;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;24;4; ;2; ; ; ; ; ; ; ;3;11;15;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;79;13;1;08;4;1392;1200000;41;194,017098926481; 
5529839;1;2;1;60;41;1;41;1;2;1; ;1; ;1;1;1;1;240; ;5; ;2;3700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1700000;1;3700000;1;3700000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;2;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;0;60;1; ;2; ; ; ; ; ; ; ;5;8;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;58;84;1;08;2;8424;3700000;41;211,258666371187; 
5529839;1;3;1;60;41;1;41;1;2;2;12;1; ;1;2;2;2;6; ;1; ;2;908000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;1;0;24;1; ;2; ; ; ; ; ; ; ;12;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;12;35;1;08;2;3514;908000;41;211,258666371187; 
5529840;1;1;1;60;41;1;41;1;2;1; ;2;1;1;1;2;1;180; ;1; ;2;950000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;2;1;84000;2;2; ; ;2; ; ;2; ; ;1;950000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;32;6; ;9;7; ;1; ;1;1;1;15;1; ; ; ; ; ; ; ; ;1;1;1;1;1;12;4; ;2; ; ; ; ; ; ; ;3;11;15;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;54;88;1;08;1;8891;950000;41;202,762549820716;7810
5529840;1;2;1;60;41;1;41;2; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;800000;1; ;1; ;12;2; ; ; ; ;2;1;2;45; ;.;40;5; ;1;9; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;24;4; ;2; ; ; ; ; ; ; ;3;11;15;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;95;41;1;08;4;4111;800000;41;202,762549820716; 
5529841;1;1;1;60;41;1;41;2; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;600000;1; ;1; ;12;2; ; ; ; ;2;1;2;45; ;.;40;6; ;1;9; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;24;4; ;2; ; ; ; ; ; ; ;3;11;15;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;95;41;1;08;4;4111;600000;41;235,949749091007; 
5529841;1;2;1;60;41;1;41;1;2;1; ;1; ;1;1;2;1;12; ;1; ;2;2000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;32;6; ;9;7; ;1; ;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;1;1;6;4; ;2; ; ; ; ; ; ; ;3;11;15;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;11;86;1;08;1;8610;2000000;41;235,949749091007; 
5529842;1;1;1;60;41;1;41;1;2;1; ;1; ;1;1;2;1;24; ;1; ;2;5000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2500000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;55; ;.;55; ; ;8;7; ;1; ;1;1;1;16;1;1; ; ; ; ; ; ; ; ;1;1;1;6;60;1; ;2; ; ; ; ; ; ; ;5;8;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;21;82;1;08;1;8299;5000000;41;204,633960142603; 
5529842;1;2;1;60;41;1;41;1;2;1; ;1; ;1;1;2;1;60; ;2; ;2;1800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;6;60;1; ;2; ; ; ; ; ; ; ;5;8;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;44;64;1;08;1;6412;1800000;41;204,633960142603; 
5529843;1;3;1;60;41;1;41;1;2;2;12;2;2;2;2;2;2;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;5000000;1; ;3; ;12;2; ; ; ; ;1;1;1;60; ;.;60; ; ;9;7; ;1; ;1;1;2;3;1;1; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;8;20; ;2; ; ; ;1;1;1;1;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2; ;06;86;1;08;4;8610;5000000;41;111,043259976007;7810
5529844;1;1;1;60;41;1;41;1;2;2;6;2;2;2;2;2;2;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;1600000;1; ;3; ;12;2; ; ; ; ;1;1;1;48; ;.;48; ; ;9;7; ;1; ;1;1;2;15;1;1; ; ; ; ; ; ; ; ;2;2;1;1;60;2; ;2; ; ; ; ; ; ; ;5;8;25; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2; ;19;84;1;08;4;8413;1600000;41;219,498879633961;7810
5529844;1;2;1;60;41;1;41;2; ; ; ; ; ; ; ; ; ;150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;5000000;1; ;3; ;12;2; ; ; ; ;2;8;1;60; ;.;60; ; ;1;7; ;1; ;1;1;2;16;1;1; ; ; ; ; ; ; ; ;2;1;2; ; ; ; ;1;41;40;4; ;1400000;4;7; ;8;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;2; ;11;69;1;08;4;6910;6400000;41;219,498879633961; 
5529845;1;2;1;60;41;1;41;1;1; ; ;1; ;1;1;2;1;4; ;1; ;2;600000;2; ; ;1;360000;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;1;1; ;1; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;0;24;3; ;2; ; ; ; ; ; ; ;9;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;55;97;1;08;3;9700;1160000;41;113,01232990762; 
5529847;1;2;1;60;41;1;41;1;2;2;10;1; ;1;1;2;1;36; ;2; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;5;7; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2; ;13;85;1;08;1;8530;1200000;41;235,949749091007; 
5529848;1;1;1;60;41;1;41;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;900000;1; ;3; ;12;2; ; ; ; ;3;3;2;48; ;.;48; ; ;1;2; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;2;2;1;0;240;2; ;2; ; ; ; ; ; ; ;4;11;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;10;LA PENSION;95;41;1;08;4;4111;900000;41;106,795201700771; 
5529848;1;3;1;60;41;1;41;1;2;1; ;1; ;1;1;2;1;24; ;1; ;2;1100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;108000;1;1;37000;2;2; ; ;2; ; ;2; ; ;1;908000;2; ;1;450000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;7; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;8;11;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;44;45;1;08;1;4541;1100000;41;106,795201700771; 
5529849;1;2;1;60;44;1;44;2; ; ; ; ; ; ; ; ; ;168; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;1;0;1; ;1; ;2;1;2;2;0;0;3;1;2;10;2; ;5;6; ;2;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;44;5;4; ;150000;1;2; ;8;10;1;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;1;1;1;2;2;2;2;1;3; ;51;56;1;08;5;5630;150000;44;100,250267179022; 
5529850;1;2;1;60;47;1;47;2; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;360000;1; ;3; ;12;2; ; ; ; ;3;3;2;56; ;.;0;6; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;25;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;95;41;1;08;4;4111;360000;47;112,186830283578; 
5529851;1;1;1;60;47;1;47;2; ; ; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;500000;1; ;3; ;12;2; ; ; ; ;3;1;2;36;2; ;36; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;4;12;4; ;1;47;27;4; ;200000;1;2;2;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;80;95;1;08;4;9523;700000;47;448,747321134312; 
5529851;1;2;1;60;47;1;47;2; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1; ;3; ;12;2; ; ; ; ;3;1;1;48; ;.;48; ; ;2;2; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;50; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;3; ;95;41;1;08;4;4111;200000;47;448,747321134312; 
5529853;1;3;1;60;47;1;47;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;250000;1; ;3; ;12;2; ; ; ; ;3;1;1;48; ;.;48; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;4; ;2; ; ; ; ; ; ; ;2;3;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;95;41;1;08;4;4111;250000;47;155,834589993996; 
5529856;1;1;1;60;50;1;50;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;1500000;1; ;3; ;12;1;5;2;0;3;3;3;2;24;2; ;24; ; ;4;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;360;6; ;2; ; ; ; ; ; ; ;9;8;75; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;61;01;1;08;5;0141;1500000;50;332,937511458479; 
5529856;1;2;1;60;50;1;50;1;2;1; ;1; ;1;1;2;1;36; ;2; ;2;7800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;7800000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;45; ;.;36;2; ;9;1; ;1; ;1;2;1;15;1; ; ; ; ; ; ; ; ;1;1;1;1;0;24;1; ;1;50;18;6; ; ;3;8;2;14; ; ;2; ; ; ;1;1;1;2;1;2;2;2;1;2;2; ;2;1;1;1;2;2;1;2;3; ;08;61;1;08;1;6110;7800000;50;332,937511458479; 
5529856;1;3;1;60;50;1;50;1;2;1; ;1; ;1;1;1;1;50; ;5; ;2;4500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2200000;1;4500000;1;2200000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;32;2; ;9;1; ;1; ;1;2;1;12;1; ; ; ; ; ; ; ; ;1;1;1;1;0;72;2; ;2; ; ; ; ; ; ; ;8;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;08;84;1;08;2;8415;4500000;50;332,937511458479; 
5529857;1;1;1;60;50;1;50;2; ; ; ; ; ; ; ; ; ;220; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;2;900000;1; ;3; ;12;2; ; ; ; ;3;3;2;45; ;.;45; ; ;1;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;6;24;1; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;84;45;1;08;4;4520;900000;50;292,484994251744; 
5529858;1;1;1;60;50;1;50;2; ; ; ; ; ; ; ; ; ;132; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;5500000;1; ;3; ;12;2; ; ; ; ;2;4;1;84; ;.;84; ; ;1;2; ;1; ;1;2;2;17;1;1; ; ; ; ; ; ; ; ;1;2;1;0;24;4; ;2; ; ; ; ; ; ; ;2;8;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;8; ;44;68;1;08;4;6820;5500000;50;242,626168383335; 
5529859;1;1;1;60;50;1;50;2; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;2;2300000;1; ;3; ;12;2; ; ; ; ;3;3;2;70; ;.;70; ; ;1;7; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;3;3;2; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;41;47;1;08;4;4724;2300000;50;363,282251842405; 
5529861;1;2;1;60;50;1;50;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;1;3500000;1; ;3; ;12;2; ; ; ; ;3;6;2;66; ;.;66; ; ;1;7; ;1; ;1;2;2;10;1;1; ; ; ; ; ; ; ; ;2;2;1;3;150;4; ;2; ; ; ; ; ; ; ;2;2;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;41;45;1;08;4;4530;3500000;50;431,631918553846; 
5529861;1;4;1;60;50;1;50;1;2;2;8;1; ;1;1;2;1;3; ;2; ;2;4200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;3; ; ; ; ; ; ; ; ;72; ;.;72; ; ;9;7; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;1;2;1;24;18;1; ;2; ; ; ; ; ; ; ;2;8;90; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;10;PENSION;21;80;1;08;1;8010;4200000;50;431,631918553846; 
