DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5526210;1;1;1;60;18;1;18;1;1; ; ;1; ;2;2;2;2;1; ;1; ;2;850000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;6; ; ; ; ; ; ; ; ;72; ;.;72; ; ;3;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;6;3;1; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;1;1;1;1;1;2;2;2;1;2;2; ;1;1;1;2;2;2;1;1;3; ;45;47;1;08;1;4719;850000;18;93,0888194629554; 
5526215;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;650000;1; ;3; ;12;2; ; ; ; ;3;3;1;60; ;.;60; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;37;1; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;21;93;1;08;4;9329;650000;18;128,291858210764; 
5526216;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1; ;3; ;12;2; ; ; ; ;3;1;1;48; ;.;0;1; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;1;1; ;2; ; ; ; ; ; ; ;1;2;25;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;8; ;57;96;1;08;4;9602;600000;18;100,524260141754; 
5526217;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;100000;1; ;3; ;10;2; ; ; ; ;3;1;1;10;2; ;10; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;8;47;3; ;2; ; ; ; ; ; ; ;1;3;25; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;1;1;1;2;1;2;2;1;8; ;99;38;1;08;4;3830;100000;18;135,727298889562; 
5526219;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;400000;1; ;3; ;12;2; ; ; ; ;3;3;1;40; ;.;40; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;3;2; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;79;14;1;08;4;1410;400000;18;125,593095022698; 
5526219;1;2;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;800000;1; ;3; ;12;2; ; ; ; ;3;3;2;48; ;.;48; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;8; ;84;45;1;08;4;4520;800000;18;125,593095022698; 
5526220;1;1;1;60;18;1;18;1;2;1; ;1; ;1;1;1;1;96; ;5; ;2;1600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;1;1;60000;2;2; ; ;2; ; ;2; ; ;1;600000;1;600000;1;600000;2; ;2; ;1;10; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ;48; ;.;60; ; ;9;7; ;1; ;1;2;1;9;1;1; ; ; ; ; ; ; ; ;1;1;1;0;37;1; ;2; ; ; ; ; ; ; ;1;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;59;86;1;08;1;8610;1600000;18;70,9678138345929; 
5526221;1;1;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;24; ;1; ;2;450000;2; ; ;1;120000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;3; ;2; ; ; ; ; ; ; ;1;3;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;54;97;1;08;3;9700;570000;18;54,392019006506; 
5526223;1;1;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;3; ;1; ;2;930000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;3; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;45;47;1;08;1;4771;930000;18;93,0888194629554; 
5526224;1;2;1;60;18;1;18;1;2;1; ;1; ;1;1;1;1;24; ;2; ;2;930000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;1;2; ; ;2; ; ;2; ; ;2; ; ;1;430000;1;430000;1;430000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;72; ;.;72; ; ;5;7; ;1; ;1;1;1;6;1;1; ; ; ; ; ; ; ; ;1;1;1;0;37;1; ;2; ; ; ; ; ; ; ;1;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;33;64;1;08;1;6499;930000;18;54,392019006506; 
5526226;1;1;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;120; ;2; ;2;980000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;9; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;37;1; ;2; ; ; ; ; ; ; ;1;12;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;95;41;1;08;1;4111;980000;18;137,228646379546; 
5526230;1;1;1;60;18;1;18;1;2;2;3;1; ;2;1;1;1;12; ;2; ;2;890000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;100000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;360000;1;360000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;2;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;3;2;4; ;2; ; ; ; ; ; ; ;1;11;15; ;1;20;2;1;1;1;1;1;2;1;2;2;2;2;2; ;1;2;2;1;1;2;2;1;3; ;77;88;1;08;2;8891;890000;18;89,750865594062; 
5526233;1;1;1;60;18;1;18;1;2;2;10;1; ;1;2;2;2;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;1800000;1; ;3; ;12;2; ; ; ; ;1;1;1;40; ;.;40; ; ;6;9; ;1; ;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;1;1;18;1; ;2; ; ; ; ; ; ; ;1;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;1;5; ;02;71;1;08;4;7112;1800000;18;63,1416391142095; 
5526233;1;2;1;60;18;1;18;1;2;1; ;1; ;1;1;1;1;28; ;2; ;2;1800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;104000;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ;1;1800000;1;900000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;2;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;6;48;1; ;2; ; ; ; ; ; ; ;3;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;5; ;33;84;1;08;2;8412;1800000;18;63,1416391142095; 
5526234;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;300000;1; ;1; ;9;2; ; ; ; ;3;3;2;40; ;.;22;6; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;12;12;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;54;81;1;08;4;8121;300000;18;57,9236003318439; 
5526235;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;150000;1; ;1; ;12;2; ; ; ; ;3;5;2;25;2; ;25; ; ;1;2; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;72;4; ;2; ; ; ; ; ; ; ;3;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;41;47;1;08;4;4773;150000;18;78,836857664266; 
5526237;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;500000;1; ;3; ;12;2; ; ; ; ;3;3;2;48; ;.;48; ; ;1;2; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;180;3; ;2; ; ; ; ; ; ; ;11;12;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;54;81;1;08;4;8121;500000;18;122,976684580856; 
5526238;1;1;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;11; ;1; ;2;870000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11; ; ; ; ; ; ; ; ;45; ;.;45; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;1; ;2; ; ; ; ; ; ; ;3;3;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;21;93;1;08;1;9329;870000;18;93,0888194629554; 
5526239;1;1;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;12; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;4; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;4;48;4; ;2; ; ; ; ; ; ; ;2;11;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;37;01;1;08;1;0141;900000;18;137,228646379546; 
5526240;1;1;1;60;18;1;18;1;2;2;6;1; ;2;2;2;2;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;2000000;1; ;3; ;12;2; ; ; ; ;1;1;1;48; ;.;48; ; ;9;7; ;1; ;1;2;2;9;1;1; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;08;86;1;08;4;8610;2000000;18;87,8114654497448; 
5526240;1;2;1;60;18;1;18;1;2;2;12;1; ;1;1;1;1;72; ;2; ;2;2700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1250000;1;1300000;1;1250000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;6;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;07;86;1;08;1;8610;2700000;18;87,8114654497448; 
5526241;1;1;1;60;18;1;18;1;2;2;12;1; ;2;1;1;1;7; ;2; ;2;1014526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;1;2; ; ;2; ; ;2; ; ;2; ; ;1;450000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;18;1;1; ; ; ; ; ; ; ; ;1;2;1;0;8;1; ;2; ; ; ; ; ; ; ;7;12;10; ;2; ; ; ;1;1;1;1;2;1;2;1;2;2;2; ;2;1;2;2;1;2;2;1;8; ;21;61;1;08;1;6120;1014526;18;107,2814660308; 
5526242;1;1;1;60;18;1;18;1;2;2;10;1; ;1;2;2;2;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;1500000;1; ;3; ;12;2; ; ; ; ;1;1;1;55; ;.;55; ; ;9;4; ;1; ;1;1;2;10;1; ; ;1; ; ; ; ; ; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2;3; ;98;49;1;08;4;4921;1500000;18;109,897876472641; 
5526242;1;3;1;60;18;1;18;1;2;2;10;1; ;2;2;2;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;1500000;1; ;3; ;12;2; ; ; ; ;1;1;1;55; ;.;55; ; ;9;4; ;1; ;1;1;2;2;1;1; ; ; ; ; ; ; ; ;1;2;1;0;18;1; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;1;1;1;1;2;1;2;1;1;2;2; ;2;1;2;2;2;2;2;2;3; ;98;49;1;08;4;4921;1500000;18;109,897876472641; 
5526243;1;1;1;60;18;1;18;1;1; ; ;1; ;2;2;2;2;18; ;1; ;2;300000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;7; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;30; ;2; ; ; ;1;1;2;1;1;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;5; ;59;96;1;08;1;9609;300000;18;100,524260141754; 
5526244;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;2;1500000;1; ;3; ;12;1;2;1;1;0;3;3;2;30;2; ;30; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;8;12; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;41;47;1;08;5;4723;1500000;18;74,0556470440055; 
5526244;1;3;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;60; ;1; ;2;800000;2; ; ;1;250000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;3;8;12; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;45;47;1;08;1;4723;1050000;18;74,0556470440055; 
5526246;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2;400000;1; ;3; ;11;2; ; ; ; ;2;1;2;50; ;.;30;6; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;96;4; ;2; ; ; ; ; ; ; ;3;1;60;1;2; ; ; ;1;1;2;1;2;2;2;1;2;2;2; ;2;1;2;2;1;2;2;1;3; ;44;46;1;08;4;4620;400000;18;122,976684580856; 
5526248;1;2;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;182; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;550000;1; ;3; ;12;2; ; ; ; ;3;5;2;50; ;.;50; ; ;1;4; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;4; ;2; ; ; ; ; ; ; ;6;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;98;49;1;08;4;4921;550000;18;84,4456304882166; 
5526250;1;2;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;650000;1; ;3; ;12;2; ; ; ; ;3;1;1;55; ;.;55; ; ;1;7; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;96;1; ;2; ; ; ; ; ; ; ;3;11;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;84;45;1;08;4;4542;650000;18;152,961684546299; 
5526252;1;1;1;60;18;1;18;1;1; ; ;1; ;2;2;2;2;3; ;1; ;2;500000;2; ; ;1;150000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;3; ; ; ; ; ; ; ; ;42; ;.;42; ; ;2;7; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;8;12;1; ;2; ; ; ; ; ; ; ;2;11;8; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;1;1;2;2;2;2;2;2;3; ;45;33;1;08;1;3312;650000;18;73,6188188819004; 
5526253;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;30000;1; ;1; ;12;2; ; ; ; ;3;1;2;10;1; ;10; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;1;20;2;1;1;1;1;1;2;1;2;1;2;2;2; ;2;1;2;2;2;2;2;1;3; ;77;56;1;08;4;5619;30000;18;126,029923184803; 
5526253;1;2;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;148; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;1200000;1; ;3; ;10;1;3;3;0;0;2;3;2;54; ;.;54; ; ;3;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;96;8; ;2; ; ; ; ; ; ; ;3;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;6; ;95;41;1;08;5;4111;1200000;18;126,029923184803; 
5526254;1;2;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;800000;1; ;3; ;8;2; ; ; ; ;3;1;2;35;2; ;35; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;6;24;1; ;2; ; ; ; ; ; ; ;3;11;15; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;2;2;1;2;2;2;1;5; ;84;33;1;08;4;3312;800000;18;125,593095022698; 
5526255;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;800000;1; ;3; ;12;2; ; ; ; ;2;1;1;45; ;.;45; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;8; ;54;81;1;08;4;8121;800000;18;77,8682486917008; 
5526255;1;4;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;36; ;1; ;2;210000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;14;2; ;14; ; ;2;6; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;4; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;77;56;1;08;1;5619;210000;18;77,8682486917008; 
5526259;1;1;1;60;18;1;18;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;1000000;1; ;3; ;11;2; ; ; ; ;3;2;2;70; ;.;70; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;7;1; ;2; ; ; ; ; ; ; ;5;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;5; ;74;20;1;08;4;2023;1000000;18;124,916084725174; 
5526260;1;1;1;60;18;1;18;1;1; ; ;1; ;1;2;2;2;12; ;1; ;2;650000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;6; ;7; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;5;8; ;2; ; ; ; ; ; ; ;3;3;25; ;2; ; ; ;1;1;1;1;2;2;2;2;2;1;2; ;1;1;2;2;1;2;2;1;3; ;45;46;1;08;1;4631;650000;18;118,195473960596; 
