DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
5532637;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3; ;1; ;1; ;12;2; ; ; ; ;2;1;1;30;1; ;30; ; ;1;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;5;90; ;1;20;1;1;1;1;1;1;2;2;2;2;2;2;2; ;1;1;2;2;2;2;2;1;3; ;97;52;1;4;5224; ;08;11;3788,97751711954; 
5532638;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2019;1;3000000;1; ;3; ;12;1;4;4;0;0;2;6;2;48; ;.;48; ; ;3;7; ;1; ;1;2;2;20;1;1; ; ; ; ; ; ; ; ;2;2;1;0;48;1; ;2; ; ; ; ; ; ; ;1;2;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;1;5; ;40;47;1;5;4741;3000000;08;11;2822,39886384963; 
5532639;1;1;1;60;11;11;1;2;2;12;2;1;1;1;2;1;24; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;1;33000;2;2; ; ;2; ; ;2; ; ;1;890000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;12;36;4; ;2; ; ; ; ; ; ; ;9;2;90; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;55;86;1;1;8610;908526;08;11;2607,54974844191;7820
5532640;1;1;1;60;11;11;1;2;2;12;1; ;2;1;2;1;48; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;1200000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;2;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;2;24;1; ;2; ; ; ; ; ; ; ;1;5;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;3; ;39;70;1;1;7020;1200000;08;11;3479,89628959274; 
5532640;1;2;1;60;11;11;1;2;2;12;1; ;1;1;2;1;12; ;1; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;4; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;1;36;1; ;2; ; ; ; ; ; ; ;3;5;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;37;70;1;1;7020;908526;08;11;3479,89628959274; 
5532640;1;4;1;60;11;11;1;2;2;12;1; ;1;1;2;1;8; ;1; ;2;1100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;2;1;0;1;1; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;5;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;03;70;1;1;7020;1100000;08;11;3479,89628959274; 
5532641;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;2;3000000;1; ;3; ;12;1;1;1;0;0;3;3;2;48; ;.;48; ; ;2;7; ;1; ;1;1;2;15;1;1; ; ; ; ; ; ; ; ;2;2;1;0;72;4; ;2; ; ; ; ; ; ; ;10;8;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;03;33;1;5;3319;3000000;08;11;3845,98595861577; 
5532642;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;252; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;1200000;1; ;3; ;12;2; ; ; ; ;3;3;2;35;2; ;35; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;45;47;1;4;4781;1200000;08;11;3019,27952436862; 
5532642;1;2;1;60;11;11;1;1; ; ;1; ;1;2;2;2;2; ;1; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;79;14;1;1;1410;908526;08;11;3019,27952436862; 
5532647;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1; ;1; ;12;2; ; ; ; ;2;3;2;48; ;.;40;2; ;1;2; ;1; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;2;240;4; ;2; ; ; ; ; ; ; ;13;5;40; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;59;88;1;4;8810;600000;08;11;3334,32687895443; 
5532647;1;2;1;60;11;11;1;2;1; ;1; ;1;1;1;1;372; ;5; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;9999;1;9999;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;1; ;1; ;1;2;1;31;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;8;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;19;84;1;2;8413; ;08;11;3334,32687895443; 
5532647;1;3;1;60;11;11;1;2;1; ;1; ;1;1;1;1;30; ;5; ;1;2500000;1;98;2;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1200000;1;1250000;1;1500000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;9;1;1; ;1; ; ; ; ; ; ;1;1;1;0;12;1; ;2; ; ; ; ; ; ; ;8;8;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;5; ;07;86;1;2;8610;2500000;08;11;3334,32687895443; 
5532647;1;4;1;60;11;11;1;1; ; ;1; ;2;2;2;2;1; ;1; ;2;100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;1; ; ; ; ; ; ; ; ;6;1; ;4;2; ;1;2; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;48;20;1; ;2; ; ; ; ; ; ; ;3;3;15; ;1;40;1;1;1;1;1;1;2;1;2;2;2;2;2; ;1;1;2;2;2;2;2;1;3; ;54;97;1;3;9700;100000;08;11;3334,32687895443; 
5532649;1;1;1;60;11;11;1;2;2;12;1; ;2;1;2;1;120; ;1; ;2;1400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106500;1;2; ; ;2; ; ;2; ; ;2; ; ;1;1400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;6;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;1; ;2; ; ; ; ; ; ; ;8;2;90; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;59;86;1;1;8610;1400000;08;11;3268,23118038765; 
5532649;1;2;1;60;11;11;2; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;1400000;1; ;3; ;12;2; ; ; ; ;3;3;2;50; ;.;50; ; ;1;4; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;50;4; ;2; ; ; ; ; ; ; ;2;3;7; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;98;49;1;4;4921;1400000;08;11;3268,23118038765; 
5532650;1;1;1;60;11;11;1;2;1; ;1; ;1;1;2;1;360; ;1; ;2;8000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;8000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;7; ;1; ;1;2;1;30;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;8;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;10;ARRIENDOS;21;47;1;1;4772;8000000;08;11;3391,33532045065; 
5532650;1;3;1;60;11;11;1;2;1; ;1; ;1;1;2;1;120; ;1; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;7; ;1; ;1;2;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;2;36;1; ;2; ; ; ; ; ; ; ;12;8;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;21;47;1;1;4772; ;08;11;3391,33532045065; 
5532652;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;3;950000;1; ;3; ;12;2; ; ; ; ;1;3;2;60; ;.;70; ; ;4;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;1;1;6;12;4; ;2; ; ; ; ; ; ; ;1;13;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;2;5; ;57;96;1;4;9602;950000;08;11;4488,11493704206; 
5532653;1;1;1;60;11;11;1;2;1; ;1; ;1;1;2;1;36; ;1; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;1;98;2;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;6;48;1; ;2; ; ; ; ; ; ; ;13;11;45; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;97;94;1;1;9491;908526;08;11;3845,98595861577; 
5532655;1;1;1;60;11;11;1;1; ; ;1; ;2;2;2;2;12; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;6; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;16;4; ;2; ; ; ; ; ; ; ;13;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;45;47;1;1;4781;600000;08;11;2547,35730074305; 
5532659;1;2;1;60;11;11;1;1; ; ;1; ;1;2;2;2;12; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;5;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;2; ;45;47;1;1;4759;1000000;08;11;2335,69219153796; 
5532660;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;216; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;1; ;1; ;3; ;12;1;2;0;2;0;2;7;2;40; ;.;40; ; ;2;7; ;1; ;1;2;2;7;1;1; ; ; ; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;21;68;1;4;6810; ;08;11;3845,98595861577; 
5532661;1;1;1;60;11;11;1;1; ; ;1; ;1;2;2;2;12; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;7; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;1;1;72;1; ;2; ; ; ; ; ; ; ;2;13;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;45;46;1;1;4631;1200000;08;11;3276,5012970327; 
5532661;1;2;1;60;11;11;1;2;1; ;1; ;1;2;2;1;18; ;2; ;1;1400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;1400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;8;7; ;1; ;1;2;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;0;48;1; ;2; ; ; ; ; ; ; ;8;2;90; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;33;47;1;1;4759;1400000;08;11;3276,5012970327; 
5532664;1;1;1;60;11;11;1;1; ; ;1; ;2;2;2;2;10; ;1; ;2;150000;2; ; ;1; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;24;2; ;0;1; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;6;12;1; ;2; ; ; ; ; ; ; ;13;5;40;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;45;10;1;1;1081;150000;08;11;2962,33395906349; 
5532664;1;2;1;60;11;11;1;1; ; ;1; ;1;2;2;2;120; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;3;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;2; ; ; ; ; ; ; ;3;2;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;97;47;1;1;4723;900000;08;11;2962,33395906349; 
5532668;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;2; ;2; ;1; ;3; ;12;2; ; ; ; ;3;1;2;48; ;.;48; ; ;1;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;12;1; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;8; ;51;56;1;4;5630; ;08;11;2690,47640215954; 
5532668;1;2;1;60;11;11;2; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3; ;1; ;3; ;12;2; ; ; ; ;2;1;2;48; ;.;48; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;2; ; ; ; ; ; ; ;10;5;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;95;41;1;4;4111; ;08;11;2690,47640215954; 
5532668;1;3;1;60;11;11;1;2;1; ;1; ;1;1;2;1;1; ;1; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;9999;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;1; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;1;12;6;1; ;2; ; ; ; ; ; ; ;1;5;120; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;38;82;1;1;8220; ;08;11;2690,47640215954; 
5532669;1;1;1;60;11;11;1;2;1; ;1; ;1;1;2;1;65; ;1; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;104000;2;1;36000;2;2; ; ;2; ; ;2; ; ;1;908000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;5;1;1; ;1; ; ; ; ; ; ;1;1;1;2;12;1; ;2; ; ; ; ; ; ; ;8;2;40; ;2; ; ; ;1;1;1;1;1;2;2;2;1;1;2; ;2;1;1;1;1;2;1;2;1; ;59;93;1;1;9321;908526;08;11;3125,11207897116; 
5532670;1;1;1;60;11;11;1;1; ; ;1; ;2;2;2;2;3; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;24;1; ;24; ; ;4;4; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;1; ;2; ; ; ; ; ; ; ;1;5;120; ;1;24;1;1;1;1;1;1;2;1;2;2;2;2;2; ;1;1;2;2;1;2;2;1;5; ;98;77;1;1;7710;600000;08;11;4322,15281093175; 
5532670;1;2;1;60;11;11;1;2;1; ;1; ;1;1;2;1;13; ;1; ;2;1150000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;104654;1;1;39000;2;2; ; ;2; ; ;2; ; ;1;1000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;1;5;90; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;03;61;1;1;6120;1150000;08;11;4322,15281093175; 
5532672;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;600000;1; ;3; ;12;2; ; ; ; ;3;1;2;35;2; ;35; ; ;1;6; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;8;4; ;2; ; ; ; ; ; ; ;13;3;15; ;2; ; ; ;1;1;2;1;2;1;2;1;1;1;2; ;1;1;2;2;1;2;2;1;8; ;45;47;1;4;4781;600000;08;11;3975,63871695522; 
5532672;1;2;1;60;11;11;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;120000;1; ;1; ;1;2; ; ; ; ;2;1;2;10;2; ;10; ; ;1;1; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;11;3; ;2; ; ; ; ; ; ; ;13;14; ; ;2; ; ; ;1;1;1;1;2;1;2;1;2;2;2; ;2;2;2;2;1;2;2;1;8; ;54;88;1;4;8891;120000;08;11;3975,63871695522; 
5532673;1;1;1;60;11;11;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;850000;1; ;1; ;9;2; ; ; ; ;2;5;1;48; ;.;48; ; ;4;2; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;11;1; ;2; ; ; ; ; ; ; ;13;5;90; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;1;2;2;1;2;2;1;3; ;95;41;1;4;4111;850000;08;11;4016,25558960759; 
5532673;1;2;1;60;11;11;1;1; ; ;1; ;1;2;2;2;2; ;1; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106500;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;17;2;4; ;2; ; ; ; ; ; ; ;13;3;20; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1;2;2;1;2;2;1;3; ;45;46;1;1;4631; ;08;11;4016,25558960759; 
5532673;1;3;1;60;11;11;1;1; ; ;1; ;2;2;2;2;24; ;1; ;2;908550;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;6;7; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;40; ;2; ; ; ;1;1;1;2;1;1;2;2;2;2;2; ;2;1;2;2;2;2;2;2;3; ;45;46;1;1;4669;908550;08;11;4016,25558960759; 
5532675;1;1;1;60;11;11;1;2;1; ;1; ;1;1;2;1;7; ;3; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;1;39000;2;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;6; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;0;30;1; ;2; ; ; ; ; ; ; ;1;5;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;99;38;1;1;3811;908526;08;11;4594,0103678357; 
