DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,CLASE,MES,DPTO,fex_c_2011
5376321,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1167.334746
5376322,1,1,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,702.64615422
5376322,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,702.64615422
5376322,1,3,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,702.64615422
5376322,1,4,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,702.64615422
5376323,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,887.26702363
5376323,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,887.26702363
5376324,1,1,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,4,1,90,2,,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,8,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,9,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,10,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376324,1,11,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,892.09774026
5376325,1,1,1,90,2,,1,30,2,,2,,1,6,2,,2,,2,,2,,2,,2,02,44,937.17590768
5376325,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,937.17590768
5376326,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,883.29734222
5376326,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,883.29734222
5376326,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,10,2,02,44,883.29734222
5376326,1,4,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,883.29734222
5376326,1,5,1,90,2,,1,3,2,,1,3,2,,2,,2,,2,,2,,2,,2,02,44,883.29734222
5376326,1,6,1,90,2,,1,30,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,44,883.29734222
5376327,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1178.9909295
5376328,1,1,1,90,2,,1,14,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,44,1844.7815937
5376328,1,2,1,90,2,,1,7,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,44,1844.7815937
5376339,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,524.04219623
5376339,1,2,1,90,2,,1,35,2,,2,,1,28,2,,2,,2,,2,,2,,2,02,68,524.04219623
5376340,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1517.3979179
5376340,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1517.3979179
5376340,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1517.3979179
5376340,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1517.3979179
5376340,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1517.3979179
5376340,1,6,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1517.3979179
5376341,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,772.30114198
5376341,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,772.30114198
5376342,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1120.2542111
5376343,1,1,1,90,2,,1,10,2,,1,8,2,,2,,2,,2,,2,,2,,2,02,68,1404.6719307
5376343,1,2,1,90,2,,1,28,2,,1,48,2,,2,,2,,2,,2,,2,,2,02,68,1404.6719307
5377854,1,1,1,90,1,6,1,18,2,,2,,2,,2,,2,,2,,2,,1,10,2,02,44,1254.4570514
5377854,1,2,1,90,1,6,1,36,2,,1,6,2,,2,,2,,2,,2,,1,18,2,02,44,1254.4570514
5377854,1,3,1,90,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1254.4570514
5377855,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,894.94893209
5377856,1,1,1,90,1,8,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1508.5547976
5377856,1,2,1,90,1,3,1,36,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,44,1508.5547976
5377856,1,3,1,90,1,1,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1508.5547976
5377857,1,1,1,90,2,,1,21,1,21,2,,2,,2,,2,,2,,2,,2,,2,02,44,1299.7651196
5377858,1,1,1,90,1,3,1,10,2,,2,,2,,2,,2,,2,,2,,1,10,2,02,44,887.26702363
5377858,1,2,1,90,1,2,1,38,2,,2,,2,,2,,2,,2,,2,,1,16,2,02,44,887.26702363
5377859,1,1,1,90,1,2,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1040.9778455
5377861,1,1,1,90,1,14,1,21,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,44,1173.7215308
5377861,1,2,1,90,1,14,1,28,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,44,1173.7215308
5377861,1,3,1,90,1,14,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1173.7215308
5377861,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1173.7215308
5377861,1,5,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1173.7215308
5377862,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1026.2933997
5377862,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,44,1026.2933997
5377863,1,1,1,90,1,14,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,02,44,1040.9778455
5377865,1,1,1,90,2,,1,25,2,,1,4,2,,2,,2,,2,,2,,2,,2,02,68,994.18866949
5377865,1,2,1,90,2,,1,24,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,68,994.18866949
5377865,1,4,1,90,2,,1,10,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,68,994.18866949
5377866,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,1,30,2,,2,,2,02,68,709.030018
5377866,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,1,10,2,,2,,2,02,68,709.030018
5377867,1,1,1,90,2,,1,3,2,,1,4,2,,2,,2,,2,,2,,2,,2,02,68,1835.9325097
5377867,1,2,1,90,1,4,1,28,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,68,1835.9325097
5377868,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,586.90463656
5377868,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,586.90463656
5377868,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,586.90463656
5377869,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1457.1831273
5377869,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1457.1831273
5377869,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1457.1831273
5377869,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1457.1831273
5377870,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1183.5253351
5377871,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,767.06312987
5377871,1,2,1,90,2,,1,8,2,,2,,2,,2,,2,,1,30,2,,2,,2,02,68,767.06312987
5377871,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,767.06312987
5377871,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,767.06312987
5377871,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,767.06312987
5377872,1,1,1,90,1,10,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,709.030018
5377872,1,2,1,90,1,12,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,709.030018
5377873,1,1,1,90,1,7,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,803.48190946
5377873,1,2,1,90,1,7,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,803.48190946
5377874,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,694.89331121
5377874,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,694.89331121
5377874,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,694.89331121
5377874,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,694.89331121
5377875,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,68,1183.5253351
5378244,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1778.8875702
5378244,1,2,1,90,2,,1,36,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,50,1778.8875702
5378244,1,3,1,90,1,14,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1778.8875702
5378245,1,1,1,90,2,,1,10,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,50,1720.5864477
5378245,1,2,1,90,1,8,1,30,2,,1,38,2,,2,,2,,2,,2,,2,,2,02,50,1720.5864477
5378247,1,1,1,90,2,,1,25,2,,2,,1,42,2,,2,,2,,2,,2,,2,02,50,1100.9906438
5378247,1,2,1,90,2,,1,5,2,,2,,1,35,2,,2,,2,,2,,2,,2,02,50,1100.9906438
5378247,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1100.9906438
5378248,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,965.06000475
5378248,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,965.06000475
5378249,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1543.0374535
5378251,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1460.5468544
5378252,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1260.6718516
5378252,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1260.6718516
5378254,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378254,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378254,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378254,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378254,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378255,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1007.864249
5378255,1,2,1,90,2,,1,30,2,,1,48,2,,2,,2,,2,,2,,2,,2,02,50,1007.864249
5378256,1,1,1,90,1,4,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378256,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378256,1,3,1,90,1,7,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378256,1,4,1,90,1,7,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378256,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378257,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,924.40764976
5378257,1,2,1,90,1,14,1,30,2,,2,,1,40,2,,2,,2,,2,,2,,2,02,50,924.40764976
5378258,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1364.9253196
5378258,1,2,1,90,2,,1,25,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,50,1364.9253196
5378258,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1364.9253196
5378258,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1364.9253196
5378259,1,1,1,90,2,,1,10,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,50,2732.9089189
5378259,1,2,1,90,2,,1,30,2,,1,38,2,,2,,2,,2,,2,,2,,2,02,50,2732.9089189
5378260,1,1,1,90,2,,1,4,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,50,2074.499417
5378260,1,2,1,90,1,7,1,40,2,,1,80,2,,2,,2,,2,,2,,2,,2,02,50,2074.499417
5378260,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,2074.499417
5378261,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1438.2208457
5378261,1,2,1,90,1,20,1,20,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,50,1438.2208457
5378261,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1438.2208457
5378262,1,1,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378262,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378262,1,3,1,90,2,,1,7,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378262,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378262,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378263,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1188.3423256
5378263,1,2,1,90,1,7,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1188.3423256
5378263,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1188.3423256
5378264,1,1,1,90,1,7,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1460.5468544
5378265,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1543.0374535
5378266,1,1,1,90,1,20,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1006.8982489
5378266,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1006.8982489
5378267,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,999.60932152
5378267,1,2,1,90,1,7,1,30,2,,1,48,2,,2,,2,,2,,2,,2,,2,02,50,999.60932152
5378267,1,4,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,999.60932152
5378268,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,830.31525486
5378269,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378269,1,2,1,90,2,,1,20,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378269,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378270,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1011.7593315
5378270,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1011.7593315
5378275,1,1,1,90,2,,1,30,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,50,1676.5402478
5378275,1,2,1,90,2,,1,8,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,50,1676.5402478
5378275,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1676.5402478
5378276,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1543.0374535
5378277,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,924.40764976
5378277,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,924.40764976
5378278,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1047.5506039
5378278,1,2,1,90,2,,1,56,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1047.5506039
5378279,1,1,1,90,2,,1,35,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,50,1065.1993714
5378279,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1065.1993714
5378279,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1065.1993714
5378280,1,1,1,90,2,,1,12,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,50,1618.2391253
5378280,1,2,1,90,2,,1,20,2,,1,60,2,,2,,2,,2,,2,,2,,2,02,50,1618.2391253
5378281,1,1,1,90,2,,1,12,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,50,1897.9164229
5378281,1,2,1,90,1,8,1,35,2,,1,70,2,,2,,2,,2,,2,,2,,2,02,50,1897.9164229
5378282,1,1,1,90,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,965.06000475
5378282,1,2,1,90,1,8,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,965.06000475
5378283,1,1,1,90,2,,1,15,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,50,2732.9089189
5378284,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1469.9257689
5378284,1,2,1,90,1,7,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1469.9257689
5378284,1,3,1,90,1,6,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1469.9257689
5378284,1,4,1,90,1,4,1,25,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1469.9257689
5378284,1,5,1,90,1,2,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1469.9257689
5378285,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1543.0374535
5378286,1,1,1,90,2,,1,6,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,50,1194.299643
5378286,1,2,1,90,1,12,1,35,2,,1,50,2,,2,,2,,2,,2,,2,,2,02,50,1194.299643
5378286,1,3,1,90,2,,2,,2,,2,,2,,2,,1,9,2,,2,,2,,2,02,50,1194.299643
5378286,1,4,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1194.299643
5378286,1,5,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1194.299643
5378287,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1460.5468544
5378288,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1507.2461811
5378289,1,1,1,90,2,,2,,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,50,1438.2208457
5378289,1,2,1,90,2,,1,25,2,,1,15,2,,2,,2,,2,,2,,2,,2,02,50,1438.2208457
5378289,1,3,1,90,2,,1,26,2,,1,24,2,,2,,2,,2,,2,,2,,2,02,50,1438.2208457
5378290,1,1,1,90,2,,1,8,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,50,2291.2749691
5378290,1,2,1,90,2,,1,30,2,,1,48,2,,2,,2,,2,,2,,2,,2,02,50,2291.2749691
5378291,1,1,1,90,1,12,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,830.31525486
5378293,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378293,1,2,1,90,1,7,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378293,1,3,1,90,1,4,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378294,1,1,1,90,2,,1,5,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,50,1618.2391253
5378294,1,2,1,90,1,10,1,20,2,,1,60,2,,2,,2,,2,,2,,2,,2,02,50,1618.2391253
5378295,1,1,1,90,2,,2,,2,,1,15,2,,2,,2,,2,,2,,2,,2,02,50,905.97672362
5378295,1,2,1,90,2,,1,7,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,50,905.97672362
5378295,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,905.97672362
5378295,1,4,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,905.97672362
5378296,1,1,1,90,1,7,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1100.9906438
5378296,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1100.9906438
5378296,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1100.9906438
5378297,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378297,1,2,1,90,2,,1,40,2,,2,,1,60,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378297,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378297,1,4,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,683.22722973
5378298,1,1,1,90,1,6,1,3,2,,2,,2,,2,,2,,2,,2,,1,5,2,02,50,1199.9441213
5378298,1,2,1,90,1,6,1,30,2,,2,,1,30,2,,2,,2,,2,,2,,2,02,50,1199.9441213
5378298,1,3,1,90,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1199.9441213
5378298,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1199.9441213
5378299,1,1,1,90,2,,1,38,2,,1,48,2,,2,,2,,2,,2,,2,,2,02,50,1764.9881644
5378299,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1764.9881644
5378299,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1764.9881644
5378299,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1764.9881644
5378299,1,6,1,90,2,,1,5,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,50,1764.9881644
5378300,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,782.83376947
5378300,1,2,1,90,2,,1,28,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,50,782.83376947
5378300,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,782.83376947
5378300,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,782.83376947
5378301,1,1,1,90,2,,1,14,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,50,1293.3427748
5378301,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1293.3427748
5378301,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1293.3427748
5378301,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,50,1293.3427748
5378323,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,3382.2996201
5378323,1,2,1,90,1,14,1,29,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,3382.2996201
5378323,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,1,10,2,02,05,3382.2996201
5378324,1,1,1,90,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,4847.1363026
5378324,1,2,1,90,2,,1,23,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,4847.1363026
5378324,1,3,1,90,1,9,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,4847.1363026
5378324,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,4847.1363026
5378325,1,1,1,90,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,3010.6077037
5378325,1,2,1,90,1,10,1,20,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,05,3010.6077037
5378325,1,3,1,90,1,10,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,3010.6077037
5378326,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,8037.3701244
5378326,1,2,1,90,1,13,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,8037.3701244
5378326,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,8037.3701244
5378326,1,4,1,90,1,8,1,14,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,05,8037.3701244
5378327,1,1,1,90,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,7096.609404
5378327,1,2,1,90,2,,1,29,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,7096.609404
5378328,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,3010.6077037
5378328,1,2,1,90,2,,1,23,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,3010.6077037
5378328,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,3010.6077037
5378329,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,5443.2583763
5378329,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,5443.2583763
5378329,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,5443.2583763
5378329,1,4,1,90,2,,1,15,2,,2,,2,,2,,1,15,2,,2,,1,8,2,02,05,5443.2583763
5378330,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,2355.8626139
5378330,1,2,1,90,2,,1,22,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,2355.8626139
5378330,1,3,1,90,1,7,1,5,2,,2,,2,,2,,2,,2,,2,,1,8,2,02,05,2355.8626139
5378331,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,05,8612.0726888
5378331,1,2,1,90,2,,1,20,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,05,8612.0726888
