DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,CLASE,MES,DPTO,fex_c_2011
5385826,1,5,1,90,2,,1,8,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,17,2023.4072414
5385827,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,1038.2177104
5385827,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,1038.2177104
5385827,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,1038.2177104
5385828,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,2526.0904845
5385828,1,2,1,90,2,,1,40,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,17,2526.0904845
5385829,1,1,1,90,2,,1,3,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,17,2957.2016627
5385829,1,2,1,90,2,,1,45,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,2957.2016627
5385830,1,1,1,90,2,,2,,2,,1,15,2,,2,,2,,2,,2,,2,,2,02,17,1770.5054106
5385830,1,2,1,90,2,,1,50,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,17,1770.5054106
5385830,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,1770.5054106
5385831,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5385831,1,2,1,90,2,,2,,1,35,1,15,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5385831,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5385831,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5385831,1,5,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5385833,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,937.70695465
5385833,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,937.70695465
5385833,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,937.70695465
5385833,1,4,1,90,2,,1,50,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,937.70695465
5385833,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,937.70695465
5385834,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5385834,1,2,1,90,2,,1,41,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5385834,1,3,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,17,739.30041567
5386230,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,918.37995079
5386230,1,2,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,918.37995079
5386230,1,3,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,918.37995079
5386230,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,918.37995079
5386230,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,918.37995079
5386231,1,1,1,90,1,3,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1159.7127266
5386231,1,2,1,90,1,5,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1159.7127266
5386232,1,1,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1824.8696645
5386233,1,1,1,90,1,6,1,33,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1560.2697065
5386233,1,2,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1560.2697065
5386234,1,1,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2159.9294359
5386234,1,2,1,90,1,6,1,34,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,23,2159.9294359
5386235,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1373.3325976
5386235,1,2,1,90,2,,1,39,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1373.3325976
5386236,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1735.3165783
5386236,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1735.3165783
5386236,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1735.3165783
5386237,1,1,1,90,1,6,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2654.6327769
5386237,1,2,1,90,1,10,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2654.6327769
5386237,1,3,1,90,2,,1,5,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,23,2654.6327769
5386237,1,4,1,90,1,4,1,42,2,,1,25,2,,2,,2,,2,,2,,2,,2,02,23,2654.6327769
5386237,1,5,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2654.6327769
5386238,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1867.9732336
5386238,1,2,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1867.9732336
5386238,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1867.9732336
5386239,1,1,1,90,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2133.1651847
5386239,1,2,1,90,2,,1,40,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,23,2133.1651847
5386240,1,1,1,90,1,7,1,42,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,23,3184.3127697
5386240,1,2,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,3184.3127697
5386240,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,3184.3127697
5386240,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,3184.3127697
5386240,1,5,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,3184.3127697
5386241,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2201.5324767
5386243,1,1,1,90,1,5,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1929.4758819
5386243,1,2,1,90,1,6,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1929.4758819
5386244,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386244,1,2,1,90,1,6,1,33,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386244,1,3,1,90,2,,1,33,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386244,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386244,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386244,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386244,1,7,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386244,1,8,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386275,1,1,1,90,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1943.8203272
5386276,1,1,1,90,1,6,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2396.5320153
5386276,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2396.5320153
5386276,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2396.5320153
5386277,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2079.1507115
5386277,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2079.1507115
5386277,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2079.1507115
5386277,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2079.1507115
5386278,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1588.4284638
5386278,1,2,1,90,2,,1,26,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,23,1588.4284638
5386278,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1588.4284638
5386279,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1779.6738173
5386279,1,2,1,90,1,6,1,45,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1779.6738173
5386279,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1779.6738173
5386279,1,4,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1779.6738173
5386279,1,5,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1779.6738173
5386279,1,6,1,90,1,4,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1779.6738173
5386281,1,1,1,90,1,4,1,33,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1982.9338259
5386282,1,1,1,90,1,10,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1968.5893806
5386282,1,2,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1968.5893806
5386283,1,1,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1696.5327858
5386283,1,2,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1696.5327858
5386283,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1696.5327858
5386284,1,1,1,90,1,4,1,48,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,23,3236.4351203
5386284,1,2,1,90,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,3236.4351203
5386284,1,3,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,3236.4351203
5386285,1,1,1,90,2,,1,32,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1982.9338259
5386286,1,1,1,90,1,7,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1696.5327858
5386286,1,2,1,90,1,6,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1696.5327858
5386286,1,3,1,90,1,4,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1696.5327858
5386287,1,1,1,90,1,6,1,33,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,23,2857.9334675
5386287,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2857.9334675
5386287,1,3,1,90,1,6,1,33,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,23,2857.9334675
5386288,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1851.7952944
5386288,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1851.7952944
5386288,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1851.7952944
5386288,1,4,1,90,2,,1,20,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,23,1851.7952944
5386290,1,1,1,90,2,,1,21,2,,1,84,2,,2,,2,,2,,2,,2,,2,02,23,2405.2217795
5386291,1,1,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1656.7957557
5386291,1,2,1,90,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1656.7957557
5386292,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1166.7640416
5386292,1,2,1,90,1,7,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1166.7640416
5386292,1,3,1,90,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1166.7640416
5386292,1,4,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1166.7640416
5386293,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2201.5324767
5386294,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2131.273062
5386294,1,2,1,90,2,,1,24,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,23,2131.273062
5386295,1,1,1,90,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386295,1,2,1,90,1,7,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386295,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386295,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1107.938461
5386296,1,1,1,90,1,12,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1943.8203272
5386297,1,1,1,90,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,3025.2576425
5386297,1,2,1,90,2,,1,33,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,23,3025.2576425
5386298,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1610.2610842
5386298,1,2,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1610.2610842
5386298,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1610.2610842
5386299,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,4404.3684182
5386299,1,2,1,90,1,5,1,35,2,,1,70,2,,2,,2,,2,,2,,2,,2,02,23,4404.3684182
5386300,1,1,1,90,1,10,1,35,2,,1,15,2,,2,,2,,2,,2,,2,,2,02,23,1906.5604675
5386300,1,2,1,90,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1906.5604675
5386300,1,3,1,90,2,,1,30,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,23,1906.5604675
5386300,1,4,1,90,2,,1,21,2,,1,4,2,,2,,2,,2,,2,,2,,2,02,23,1906.5604675
5386300,1,5,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1906.5604675
5386300,1,6,1,90,2,,1,35,2,,1,32,2,,2,,2,,2,,2,,2,,2,02,23,1906.5604675
5386301,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2504.2456646
5386301,1,2,1,90,1,4,1,34,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2504.2456646
5386301,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2504.2456646
5386302,1,1,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1710.8772311
5386302,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1710.8772311
5386303,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1127.0270115
5386303,1,2,1,90,1,10,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1127.0270115
5386303,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1127.0270115
5386304,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386304,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386304,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386304,1,4,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386305,1,1,1,90,1,7,1,16,2,,2,,1,14,2,,2,,2,,2,,2,,2,02,23,1399.0836063
5386305,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1399.0836063
5386306,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1581.5721935
5386306,1,2,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1581.5721935
5386306,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1581.5721935
5386306,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1581.5721935
5386306,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1581.5721935
5386307,1,1,1,90,1,5,1,25,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1982.9338259
5386308,1,1,1,90,1,10,1,40,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,23,1908.9788549
5386308,1,2,1,90,1,5,1,17,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1908.9788549
5386308,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1908.9788549
5386309,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1922.054709
5386309,1,2,1,90,2,,1,32,2,,2,,1,14,2,,2,,2,,2,,2,,2,02,23,1922.054709
5386309,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1922.054709
5386310,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1943.8203272
5386311,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1399.0836063
5386311,1,2,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1399.0836063
5386312,1,1,1,90,1,17,1,40,2,,1,15,2,,2,,2,,2,,2,,2,,2,02,23,2279.9923327
5386312,1,2,1,90,2,,1,30,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,23,2279.9923327
5386313,1,1,1,90,2,,1,30,2,,2,,2,,2,,1,8,2,,2,,2,,2,02,23,2141.921951
5386313,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,2141.921951
5386314,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386314,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386314,1,3,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386314,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1582.8407848
5386315,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,23,1671.1402011
5386343,1,1,1,90,1,14,1,35,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,41,1177.5362976
5386343,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1177.5362976
5386344,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1708.831842
5386344,1,2,1,90,2,,1,3,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,41,1708.831842
5386344,1,3,1,90,2,,1,10,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,41,1708.831842
5386344,1,5,1,90,2,,1,10,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,41,1708.831842
5386344,1,7,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1708.831842
5386345,1,1,1,90,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1956.1304718
5386345,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1956.1304718
5386346,1,1,1,90,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386346,1,2,1,90,1,21,1,27,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386346,1,3,1,90,1,14,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386346,1,4,1,90,1,14,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386346,1,5,1,90,1,21,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386346,1,6,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386347,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,650.89623633
5386347,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,650.89623633
5386348,1,1,1,90,2,,1,4,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,41,1078.6566534
5386350,1,1,1,90,1,14,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,753.2463815
5386351,1,1,1,90,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,686.76050245
5386351,1,2,1,90,2,,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,02,41,686.76050245
5386351,1,3,1,90,1,18,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,686.76050245
5386352,1,1,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,787.35191993
5386352,1,2,1,90,1,7,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,787.35191993
5386352,1,3,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,787.35191993
5386352,1,4,1,90,1,7,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,787.35191993
5386353,1,1,1,90,1,14,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386353,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386353,1,3,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386353,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386354,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,650.89623633
5386354,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,650.89623633
5386355,1,1,1,90,2,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,41,747.1682452
5386355,1,2,1,90,1,6,1,20,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,41,747.1682452
5386355,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,747.1682452
5386355,1,4,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,747.1682452
5386355,1,5,1,90,1,2,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,747.1682452
5386358,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,911.57935688
5386358,1,2,1,90,1,5,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,911.57935688
5386359,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,749.77588051
5386359,1,2,1,90,1,14,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,749.77588051
5386359,1,3,1,90,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,749.77588051
5386360,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,837.48752325
5386361,1,1,1,90,1,14,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386361,1,2,1,90,1,21,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386361,1,3,1,90,1,14,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386362,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1146.3665371
5386362,1,2,1,90,1,7,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,41,1146.3665371
5386362,1,3,1,90,2,,1,3,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,41,1146.3665371
5386363,1,1,1,90,1,12,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386363,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386363,1,3,1,90,1,2,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386364,1,1,1,90,2,,1,2,2,,2,,1,10,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386364,1,2,1,90,2,,1,20,2,,2,,1,20,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386364,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386364,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386366,1,1,1,90,1,14,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,774.56369107
5386366,1,2,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,774.56369107
5386366,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,774.56369107
5386367,1,1,1,90,1,6,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1442.6695899
5386367,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1442.6695899
5386367,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1442.6695899
5386367,1,4,1,90,2,,1,4,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,41,1442.6695899
5386367,1,5,1,90,2,,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,41,1442.6695899
5386368,1,1,1,90,1,1,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,675.68404688
5386368,1,2,1,90,1,6,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,02,41,675.68404688
5386369,1,1,1,90,1,14,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,489.03261796
5386369,1,2,1,90,1,21,1,28,2,,2,,2,,2,,2,,2,,1,40,2,,2,02,41,489.03261796
5386371,1,1,1,90,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1956.1304718
5386371,1,2,1,90,1,1,1,20,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,41,1956.1304718
5386371,1,3,1,90,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1956.1304718
5386371,1,6,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1956.1304718
5386372,1,1,1,90,1,5,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,774.56369107
5386372,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,774.56369107
5386372,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,774.56369107
5386373,1,1,1,90,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,41,1956.1304718
