DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,HOGAR,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,CLASE,MES,DPTO,fex_c_2011
5387715,1,2,1,2,1,1,1,6,,1,,,8000000,100000,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,2,1,1,2,2,1,1,1,2,01,2,02,27,1647.7890855
5387716,1,3,2,2,1,1,1,1,4,3,,,,,100000,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,4,2,,1,1,5,3,1,1,2,2,1,1,1,2,01,2,02,27,665.02275301
5387717,1,3,2,2,1,1,1,1,5,1,,,12000000,200000,,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,1,1,1,1,5,2,1,1,2,2,1,1,1,2,01,2,02,27,1306.8983036
5387718,1,3,2,2,1,1,1,5,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,3,1,1,1,1,5,3,1,1,2,2,1,1,1,2,01,2,02,27,1011.1657606
5387719,1,2,1,2,1,1,1,6,,4,,,,100000,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,5,3,1,1,2,2,1,1,1,2,01,2,02,27,734.77518404
5387720,1,2,1,6,,1,1,6,,3,,,,,80000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,5,3,1,1,2,2,1,1,1,2,01,2,02,27,1427.1204976
5387721,1,3,2,2,1,1,1,5,5,3,,,,,80000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,6,2,,1,1,5,3,1,1,2,2,1,1,1,2,01,2,02,27,1574.6166538
5387722,1,3,2,2,1,1,1,1,4,3,,,,,150000,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,568.73128315
5387723,1,4,3,2,1,1,1,1,4,1,,,8000000,200000,,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,2,1,1,2,2,1,1,1,2,01,2,02,27,1427.1204976
5387724,1,3,2,2,1,1,1,1,4,1,,,98,250000,,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1245.1017032
5387725,1,2,1,2,1,1,1,1,4,3,,,,,110000,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,1,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,568.73128315
5387726,1,3,2,2,1,1,1,1,4,3,,,,,100000,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1457.7739578
5387727,1,2,1,2,1,1,1,1,4,1,,,15000000,150000,,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,4,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1505.6461062
5387728,1,3,2,2,1,1,1,1,4,4,,,,160000,,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,613.75406479
5387729,1,3,2,3,1,1,1,1,4,1,,,98,70000,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1245.1017032
5387730,1,4,2,3,1,1,1,1,4,1,,,80000000,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1340.4651324
5387731,1,4,2,2,1,1,1,1,4,1,,,40000000,150000,,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1340.4651324
5387732,1,2,1,6,,4,5,1,4,1,,,5000000,100000,,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,02,27,1149.9480377
5387733,1,3,2,2,1,4,5,1,4,1,,,15000000,100000,,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,,5,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,02,27,1125.9362698
5387734,1,3,2,6,,4,5,1,4,1,,,10000000,100000,,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,5,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,02,27,1647.8249231
5387735,1,2,1,2,1,1,1,1,4,4,,,,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,6,2,,1,1,1,2,1,1,2,2,1,1,1,1,01,2,02,27,1214.1683267
5387736,1,2,1,2,1,1,1,1,4,3,,,,,200000,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,4,2,,1,1,1,2,1,1,2,2,1,1,1,1,01,2,02,27,1149.9480377
5387737,1,3,2,2,1,1,1,1,5,1,,,5000000,200000,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,4,2,,1,1,5,2,1,1,2,2,1,1,1,1,01,2,02,27,885.6913409
5387738,1,2,1,6,,1,1,1,4,3,,,,,150000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,,3,2,,1,1,5,3,1,1,2,2,1,1,1,1,01,2,02,27,1098.6793494
5387739,1,2,1,6,,1,1,1,5,1,,,2000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,1,1,1,2,2,1,1,1,2,01,2,02,27,1647.7890855
5387740,1,2,1,2,1,1,1,1,4,1,,,7000000,80000,,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,6,2,,1,1,5,1,1,1,2,2,1,1,1,1,01,2,02,27,1903.9160256
5387741,1,3,2,3,1,1,1,1,5,1,,,5000000,100000,,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,6,2,,1,1,5,1,2,,2,2,1,1,1,1,01,2,02,27,2274.9251326
5387742,1,1,1,3,1,4,1,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,5,3,1,1,2,2,2,,1,2,01,2,02,27,1406.5052696
5387743,1,3,2,2,1,1,1,1,4,4,,,,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,604.19900386
5387744,1,2,1,2,1,3,5,1,4,4,,,,150000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,655.46769208
5387745,1,2,1,3,1,2,1,1,4,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,2,,1,2,01,2,02,27,1050.8072011
5387746,1,2,1,2,1,3,1,1,4,1,,,20000000,150000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,2,,1,2,01,2,02,27,990.86628652
5387747,1,3,2,2,1,2,1,1,4,1,,,15000000,100000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,3,1,1,2,2,2,,1,2,01,2,02,27,568.73128315
5387748,1,4,3,2,1,2,5,1,4,1,,,30000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1406.0391401
5387749,1,2,1,3,1,3,5,4,4,4,,,,100000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,1,1,5,2,1,1,2,2,2,,2,,01,2,02,27,604.19900386
5387750,1,2,1,2,1,1,1,1,4,1,,,35000000,100000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,1,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1427.1204976
5387751,1,4,3,2,1,3,1,1,4,4,,,,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,5,2,1,1,2,2,2,,1,2,01,2,02,27,568.73128315
5387752,1,3,1,2,1,3,5,1,4,1,,,25000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1245.1017032
5387753,1,2,1,2,1,2,5,6,,3,,,,,100000,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,27,1427.1204976
5387754,1,3,2,2,1,2,5,5,4,4,,,,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,1,1,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1116.3812088
5387755,1,4,3,2,1,1,1,1,4,1,,,30000000,160000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,1,1,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,821.97301893
5387756,1,2,1,3,1,1,1,1,4,3,,,,,100000,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,3,1,1,2,2,1,1,1,2,01,2,02,27,1647.7890855
5387757,1,2,1,3,1,4,5,1,4,1,,,20000000,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,1,4,1,1,5,3,1,1,2,2,2,,2,,01,2,02,27,1164.7194866
5387758,1,2,1,2,1,4,1,1,4,1,,,8000000,180000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,2,1,1,1,2,2,2,,1,2,01,2,02,27,1427.1204976
5387759,1,2,1,3,1,4,1,1,4,1,,,15000000,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,5,2,1,1,2,2,2,,1,2,01,2,02,27,1548.6840866
5387760,1,3,2,2,1,4,5,1,4,4,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,27,959.89707236
5387761,1,3,1,3,1,4,1,1,4,4,,,,1500000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,2,,1,2,01,2,02,27,1406.5052696
5387762,1,3,2,2,1,4,1,1,4,1,,,15000000,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,5,2,1,1,2,2,2,,1,2,01,2,02,27,945.1256234
5387763,1,3,2,3,1,4,5,1,4,3,,,,,225000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,893.85693518
5387764,1,3,2,2,1,2,5,1,4,4,,,,200000,,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,2,2,1,1,2,2,2,,2,,01,2,02,27,1924.9973831
5387765,1,3,2,2,1,4,5,1,4,1,,,30000000,300000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,4,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,27,1596.5562349
5387766,1,2,1,2,1,4,5,1,4,1,,,5000000,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,2,6,1,1,2,2,2,,2,,01,2,02,27,604.19900386
5387767,1,3,2,3,1,4,5,1,4,3,,,,,150000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,1,1,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,568.73128315
5387768,1,2,1,3,1,3,5,6,,4,,,,100000,,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1427.1204976
5387769,1,3,1,2,1,4,5,1,4,1,,,20000000,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,27,908.62838414
5387770,1,3,2,3,1,4,5,1,4,1,,,30000000,250000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1354.7704519
5387771,1,3,2,2,1,3,5,1,4,1,,,25000000,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1111.6309502
5387772,1,3,2,3,1,4,5,1,4,4,,,,120000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1164.7194866
5387773,1,3,2,2,1,3,5,1,4,4,,,,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,27,1215.9881748
5387774,1,3,1,3,1,4,5,6,,4,,,,200000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,27,1635.3394518
5387775,1,3,1,2,1,4,5,1,4,1,,,30000000,300000,,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,27,842.58824696
5387776,1,3,1,2,1,1,1,1,4,4,,,,300000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,1,2,,1,1,1,4,1,1,2,2,1,1,1,2,01,2,02,27,908.62838414
5387777,1,3,1,2,1,1,1,1,4,1,,,12000000,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,2,2,1,1,2,2,1,1,1,2,01,2,02,27,1647.7890855
5387778,1,2,1,2,1,1,1,1,4,1,,,7000000,150000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,2,2,1,1,2,2,1,1,1,2,01,2,02,27,568.73128315
5387779,1,5,2,2,1,1,1,1,4,1,,,80000000,400000,,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,,3,2,,1,1,1,4,1,1,2,2,1,1,1,2,01,2,02,27,613.75406479
5387780,1,3,1,3,1,1,1,1,4,1,,,30000000,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1063.2568348
5387781,1,3,2,3,1,1,1,1,4,1,,,40000000,300000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,613.75406479
5387782,1,3,1,2,1,1,1,1,4,4,,,,120000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,2,2,1,1,2,2,1,1,1,2,01,2,02,27,1406.5052696
5387783,1,2,1,2,1,1,1,1,4,1,,,8000000,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,2,1,1,2,2,1,1,1,2,01,2,02,27,1647.7890855
5387784,1,3,2,2,1,1,1,1,4,4,,,,150000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,3,1,1,5,3,1,1,2,2,1,1,1,2,01,2,02,27,1164.7194866
5387785,1,2,1,2,1,1,1,1,4,1,,,12000000,220000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,2,2,1,1,2,2,1,1,1,2,01,2,02,27,734.77518404
5387786,1,3,1,3,1,1,5,1,4,1,,,20000000,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,1,2,1,1,1,4,1,1,2,2,1,1,1,2,01,2,02,27,1245.1017032
5387787,1,1,1,6,,1,1,1,4,4,,,,60000,,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,4,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1198.2863155
5387788,1,3,2,2,1,1,1,1,4,1,,,20000000,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,580.18723596
5387789,1,3,2,2,1,1,1,1,4,1,,,10000000,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,1,1,1,2,2,1,1,1,2,01,2,02,27,1232.6520695
5387791,1,3,1,6,,1,5,5,5,1,,,5000000,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,1,5,1,1,1,2,2,1,1,2,,01,2,02,27,1245.1017032
5387792,1,4,1,3,1,1,1,1,4,1,,,50000000,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,2,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1245.1017032
5387793,1,3,2,2,1,1,5,1,4,3,,,,,100000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,893.85693518
5387794,1,4,2,2,1,1,1,1,4,4,,,,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,27,1232.6520695
5387795,1,3,1,2,1,3,5,1,4,4,,,,150000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,27,1427.1204976
5387796,1,3,2,3,1,3,5,1,5,4,,,,100000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,1,1,1,2,2,2,,2,,01,2,02,27,1050.8072011
5387797,1,2,1,3,1,4,5,1,5,1,,,10000000,50000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,27,1647.7890855
5387798,1,4,1,3,1,4,5,1,4,1,,,40000000,300000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,27,1245.1017032
5387799,1,1,1,3,1,4,5,5,5,1,,,5000000,70000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,1,5,1,1,1,2,2,2,,2,,01,2,02,27,568.73128315
5387800,1,3,2,2,1,3,5,1,4,1,,,8000000,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,27,568.73128315
5387801,1,3,2,3,1,4,5,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,2,1,1,2,2,2,,1,2,01,2,02,27,1198.2863155
5387802,1,2,1,6,,4,2,5,5,1,,,2000000,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,5,2,,1,1,6,1,2,,2,2,2,,2,,01,2,02,27,1352.0923801
5387803,1,3,2,6,,4,2,5,5,1,,,15000000,60000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,6,2,,1,5,5,1,1,1,2,2,2,,2,,01,2,02,27,1457.3078284
5387804,1,2,1,6,,4,2,5,5,1,,,5000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,6,2,,1,5,5,1,1,1,2,2,2,,2,,01,2,02,27,1866.9526569
5387806,1,1,1,6,,4,2,5,5,1,,,2000000,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,5,1,2,,2,2,2,,2,,01,2,02,27,1918.6874746
5387807,1,1,1,6,,4,2,5,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,5,5,3,2,,2,2,2,,2,,01,2,02,27,1191.9764069
5387808,1,1,1,6,,4,2,5,5,1,,,1000000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,5,5,1,1,1,2,2,2,,2,,01,2,02,27,945.1256234
5387809,1,1,1,6,,4,2,5,5,1,,,1000000,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,2,2,,2,2,2,,2,,01,2,02,27,1406.5052696
5387810,1,1,1,6,,4,2,5,5,1,,,10000000,90000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,5,5,3,2,,2,2,2,,2,,01,2,02,27,568.73128315
5387824,1,3,1,3,1,4,6,1,4,1,,,2000000,50000,,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,3,1,9,2,2,2,,2,,01,2,02,52,3514.6375858
5387825,1,3,2,6,,4,5,3,5,1,,,30000000,100000,,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,5,3,1,9,2,2,2,,2,,01,2,02,52,1605.3984496
5387826,1,3,3,5,1,3,6,1,4,1,,,4000000,50000,,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,5,3,1,9,2,2,2,,2,,01,2,02,52,1605.3984496
5387827,1,1,1,3,1,4,6,1,4,1,,,6000000,50000,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,3514.6375858
5387828,1,3,1,6,,4,6,1,4,1,,,4000000,50000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,4651.3320464
5387829,1,3,3,5,1,3,6,1,4,1,,,10000000,100000,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,5,3,1,9,2,2,2,,2,,01,2,02,52,4005.3854419
5387830,1,3,2,5,1,3,6,1,4,1,,,10000000,300000,,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,,1,1,5,3,1,9,2,2,2,,2,,01,2,02,52,3725.6346766
5387832,1,2,2,3,2,4,4,1,4,1,,,5000000,50000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,,5,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,2021.9270564
5387833,1,2,1,6,,3,5,1,5,1,,,1500000,30000,,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,3671.9280265
5387834,1,2,1,6,,4,5,1,4,1,,,4000000,40000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,3514.6375858
5387835,1,1,1,2,1,3,5,1,5,1,,,1000000,100000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,1605.3984496
5387836,1,2,1,6,,3,5,1,4,1,,,1000000,30000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,2709.5700859
5387837,1,1,1,3,2,4,4,1,5,4,,,,50000,,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,4,5,3,1,1,2,2,2,,2,,01,2,02,52,3287.7369567
5387838,1,1,1,6,,4,4,1,4,1,,,6000000,100000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,4028.4350486
5387839,1,2,1,5,1,4,4,1,5,1,,,1000000,200000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,4,5,3,1,1,2,2,2,,2,,01,2,02,52,2378.4340784
5387841,1,3,2,6,,4,5,1,4,1,,,3000000,100000,,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,52,5433.8277247
5387842,1,3,2,2,1,1,3,1,4,3,,,,,100000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,1,8,2,,01,2,02,52,1605.3984496
5387843,1,7,1,2,1,4,3,1,4,1,,,30000000,300000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,2,2,1,8,2,,01,2,02,52,2074.1024385
5387844,1,3,1,2,1,4,10,1,4,1,,,98,200000,,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,,1,1,1,2,1,1,2,2,1,8,2,,01,2,02,52,3514.6375858
