DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5385769,1,2,1,60,2,17,1,1,,,1,,,1,2,2,2,5,,1,,2,480000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,5,,,,,,,,,70,,.,70,,,2,7,,7,,2,,,,1,,,,,,,,,1,2,2,1,12,4,1,,2,,,,,,,,7,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,02,1,4711,480000,17,1559.2182256,
5385770,1,4,1,60,2,17,1,2,1,,1,,,1,1,2,1,40,,2,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,33700,2,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,8,,1,,1,2,1,3,1,1,,,,,,,,,1,1,1,0,70,8,,2,,,,,,,,9,7,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,97,01,1,02,1,0121,908526,17,712.78623026,
5385772,1,3,1,60,2,17,1,1,,,1,,,1,2,2,2,1,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,2,8,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,1,1,,2,,,,,,,,1,3,30,,2,,,,1,1,2,1,2,1,2,1,2,2,2,,2,1,2,2,1,2,2,1,3,,62,01,1,02,1,0144,600000,17,696.91557458,
5385774,1,1,1,60,2,17,1,2,2,3,1,,,1,1,2,1,6,,2,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,41500,2,2,,,2,,,2,,,1,250000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,8,,1,,1,2,1,1,1,1,,,,,,,,,1,1,1,0,8,8,,2,,,,,,,,8,15,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,1,0121,908526,17,782.95730136,
5385775,1,1,1,60,2,17,1,2,1,,1,,,1,1,2,1,4,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,83000,2,2,,,2,,,2,,,1,80000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,8,,1,,1,2,1,11,1,1,,,,,,,,,1,1,1,0,12,8,,2,,,,,,,,8,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,97,01,1,02,1,0121,908526,17,1809.434293,
5385779,1,1,1,60,2,17,1,1,,,1,,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,800000,1,1600000,3,,12,2,,,,,2,1,1,50,,.,50,,,1,8,,7,,2,,,,1,,,,,,,,,1,2,2,1,0,15,1,,2,,,,,,,,8,3,30,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,1,1,1,2,1,2,2,1,8,,61,01,1,02,4,0161,800000,17,2468.9116082,
5385780,1,1,1,60,2,17,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,170000,1,200000,3,,7,2,,,,,3,1,1,50,,.,50,,,1,1,,7,,2,,,,1,,,,,,,,,1,2,2,1,0,1,8,,2,,,,,,,,7,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,81,31,1,02,4,3110,170000,17,696.91557458,
5385780,1,2,1,60,2,17,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,30000,1,40000,3,,7,2,,,,,3,1,1,6,1,,4,6,,1,1,,7,,2,,,,1,,,,,,,,,1,2,2,1,1,3,1,,2,,,,,,,,2,14,,2,1,40,1,1,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,77,47,1,02,4,4724,30000,17,696.91557458,
5385780,1,3,1,60,2,17,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,180000,1,500000,3,,9,2,,,,,3,3,2,16,2,,16,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,300,4,,2,,,,,,,,2,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,59,53,1,02,4,5320,180000,17,696.91557458,
5385782,1,2,1,60,2,17,1,2,2,6,1,,,1,2,2,2,5,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,44,,.,44,,,5,8,,1,,1,2,3,98,1,1,,,,,,,,,1,2,1,0,6,1,,2,,,,,,,,8,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,62,01,1,02,1,0121,908526,17,1495.7025772,
5385782,1,3,1,60,2,17,1,2,1,,1,,,1,1,2,1,48,,2,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,45,,.,45,,,9,8,,1,,1,2,1,3,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,1,0121,908526,17,1495.7025772,
5385783,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,36,,1,,2,480000,2,,,1,90000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,48,8,,1,17,11,4,,500000,1,8,3,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,62,01,1,02,8,0123,1070000,17,1073.4440107,
5385784,1,1,1,60,2,17,1,1,,,1,,,2,2,2,2,5,,1,,2,200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,5,,,,,,,,,41,,.,41,,,6,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,40,,2,,,,1,1,2,1,2,1,1,1,1,1,2,,2,1,2,2,2,2,2,1,2,,62,01,1,02,8,0123,200000,17,696.91557458,
5385785,1,1,1,60,2,17,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1100000,1,1100000,1,,12,2,,,,,2,1,1,50,,.,50,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,2,8,,2,,,,,,,,7,11,60,,2,,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,8,,95,41,1,02,4,4111,1100000,17,2091.25911,
5385785,1,2,1,60,2,17,1,1,,,1,,,1,2,2,2,12,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,25,1,,25,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,200,8,,2,,,,,,,,2,3,8,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,1,1,3,,62,01,1,02,8,0123,400000,17,2091.25911,
5385785,1,3,1,60,2,17,1,2,1,,1,,,1,1,2,1,13,,2,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,8,,1,,1,1,1,1,1,1,,,,,,,,,1,9,2,,,,,2,,,,,,,,,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,62,01,1,02,1,0121,908526,17,2091.25911,
5385786,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,180,,1,,2,520000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,1,17,20,4,,200000,1,1,,11,60,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,1,1,2,2,2,2,1,1,9,,62,01,1,02,8,0123,720000,17,1414.5897016,
5385788,1,1,1,60,2,17,1,1,,,1,,,2,2,2,2,8,,1,,2,150000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,10,,,,,,,,,40,,.,40,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,2,8,,2,,,,,,,,7,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,02,8,0123,150000,17,1073.4440107,
5385789,1,1,1,60,2,17,2,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,700000,1,7000000,3,,12,2,,,,,1,6,2,50,,.,50,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,5,8,,2,,,,,,,,10,3,9,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,3,,61,01,1,02,4,0123,700000,17,696.91557458,
5385789,1,2,1,60,2,17,2,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,80000,1,900000,3,,12,2,,,,,3,3,2,10,2,,10,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,02,4,4711,80000,17,696.91557458,
5385789,1,3,1,60,2,17,1,1,,,1,,,1,2,2,2,1,,1,,2,,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,8,,2,,,,,,,,7,11,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,84,45,1,02,1,4542,,17,696.91557458,
5385791,1,2,1,60,2,17,2,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,1,,1,8000000,3,,12,1,2,2,0,0,1,6,2,42,,.,42,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,2,,61,01,1,02,5,0123,,17,1064.7821184,
5385791,1,3,1,60,2,17,1,1,,,1,,,1,2,2,2,12,,1,,2,300000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,41,,.,41,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,8,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,1,0123,300000,17,1064.7821184,
5385791,1,4,1,60,2,17,1,1,,,1,,,2,2,2,2,1,,1,,2,300000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,40,,.,40,,,2,4,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,01,1,02,1,0123,300000,17,1064.7821184,
5385793,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,1,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,55,,.,55,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,2,8,,2,,,,,,,,7,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,62,01,1,02,8,0123,500000,17,1073.4440107,
5385794,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,3,,1,,2,100000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,6,,,,,,,,,30,2,,30,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,150,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,1,0123,100000,17,1193.4952333,
5385795,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,24,,1,,2,600000,2,,,1,200000,1,150000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,5,1,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,3,,53,56,1,02,1,5619,950000,17,821.99828185,
5385796,1,1,1,60,2,17,1,1,,,1,,,1,1,2,1,12,,1,,2,908526,2,,,2,,1,300000,2,,2,,2,,,2,,,2,,,1,60000,2,2,,,2,,,1,813200,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,8,,1,,1,1,1,5,1,1,,,,,,,,,1,1,1,0,120,8,,2,,,,,,,,8,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,62,01,1,02,1,0123,1208526,17,779.24118592,
5385796,1,3,1,60,2,17,1,1,,,1,,,1,2,2,2,1,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,55,,.,55,,,4,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,70,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,8,0121,600000,17,779.24118592,
5385797,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,1,,1,,2,720000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,3,8,,2,,,,,,,,7,3,28,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,1,1,3,,62,01,1,02,8,0123,720000,17,1073.4440107,
5385798,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,3,,1,,2,1000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,10,,,,,,,,,50,,.,50,,,2,2,,2,,2,,,,1,,,1,,,,,,,2,2,1,0,1,1,,2,,,,,,,,1,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,95,41,1,02,1,4111,1000000,17,1499.4186926,
5385799,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,18,,1,,2,900000,2,,,2,,1,100000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,55,,.,55,,,2,8,,7,,2,,,,1,,,,,,,,,1,2,2,1,18,24,1,,2,,,,,,,,1,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,02,8,0121,1000000,17,1068.4982338,
5385799,1,2,1,60,2,17,1,1,,,1,,,1,2,2,2,18,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,8,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,8,0121,400000,17,1068.4982338,
5385800,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,7,,1,,2,480000,2,,,2,,1,100000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,24,1,,24,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,72,8,,1,17,6,4,,90000,1,8,3,3,15,,1,7,2,1,2,,,,,,,,,,,,,,1,1,2,2,2,1,9,,62,01,1,02,8,0121,670000,17,1924.5953495,
5385800,1,2,1,60,2,17,1,1,,,1,,,2,2,2,2,1,,1,,2,100000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,14,1,,14,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,5,1,,2,,,,,,,,9,3,3,,1,30,2,1,1,1,2,1,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,1,3,,62,01,1,02,8,0121,100000,17,1924.5953495,
5385801,1,1,1,60,2,17,1,2,1,,1,,,1,1,2,1,2,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,2,8,,1,,1,1,1,2,1,1,,,,,,,,,1,9,1,0,18,1,,2,,,,,,,,3,10,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,02,1,0141,908526,17,782.95730136,
5385802,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,178,,1,,2,720000,2,,,2,,1,100000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,6,8,,2,,,,,,,,8,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,8,0141,820000,17,873.1080948,
5385803,1,1,1,60,2,17,2,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,1,,1,99,3,,12,1,4,4,0,0,1,6,2,50,,.,50,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,9,,61,01,1,02,5,0123,,17,696.91557458,
5385804,1,1,1,60,2,17,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,900000,1,10000000,3,,12,1,1,1,0,0,1,3,2,60,,.,60,,,2,8,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,24,8,,2,,,,,,,,10,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,61,01,1,02,5,0123,900000,17,978.69563826,
5385804,1,2,1,60,2,17,2,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,150000,1,1500000,3,,9,2,,,,,3,3,2,30,2,,30,,,1,1,,1,,1,2,2,20,1,1,,,,,,,,,2,2,1,5,240,4,,2,,,,,,,,11,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,02,4,4729,150000,17,978.69563826,
5385804,1,3,1,60,2,17,1,1,,,1,,,1,2,2,2,96,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,18,2,,2,,,,,,,,1,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,8,0123,600000,17,978.69563826,
5385805,1,1,1,60,2,17,2,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,750000,1,15000000,3,,12,2,,,,,1,6,2,55,,.,55,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,5,8,,2,,,,,,,,11,3,12,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,3,,61,01,1,02,4,0123,750000,17,1068.4982338,
5385805,1,3,1,60,2,17,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,100000,1,2500000,3,,12,2,,,,,1,3,2,45,,.,45,,,1,8,,2,,2,,,,1,,,1,,,,,,,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,02,4,0123,100000,17,1068.4982338,
5385807,1,1,1,60,2,17,2,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,500000,1,6000000,3,,12,1,1,1,0,0,1,3,1,50,,.,50,,,2,8,,2,,2,,,,1,,,1,,,,,,,2,2,1,12,48,4,,2,,,,,,,,10,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,9,,61,01,1,02,5,0123,500000,17,1499.4186926,
5385808,1,1,1,60,2,17,1,1,,,1,,,2,2,2,2,18,,1,,2,360000,2,,,2,,1,30000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,2,8,,2,,,,,,,,7,3,8,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,3,,62,01,1,02,8,0123,390000,17,1014.0205033,
5385809,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,36,,1,,2,800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,43,,.,43,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,24,8,,2,,,,,,,,9,11,60,,1,30,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,2,8,,62,01,1,02,8,0123,800000,17,2787.6622983,
5385811,1,1,1,60,2,17,2,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,,1,99,3,,12,2,,,,,1,3,2,50,,.,50,,,1,8,,1,,1,2,2,5,1,1,,,,,,,,,1,2,1,0,70,1,,2,,,,,,,,10,3,20,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,1,1,1,2,2,1,1,1,3,,61,01,1,02,4,0123,,17,927.58582531,
5385812,1,1,1,60,2,17,2,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,350000,1,4000000,3,,12,2,,,,,2,3,2,48,,.,48,,,1,8,,3,,2,,,,1,,,,,,,,,1,2,2,1,6,360,4,,2,,,,,,,,9,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,61,01,1,02,4,0123,350000,17,873.1080948,
5385825,1,1,1,60,2,17,1,2,1,,1,,,2,2,2,2,36,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,5,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,12,0,8,,2,,,,,,,,5,1,35,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,5,,62,01,1,02,1,0121,908526,17,926.20856952,
5385827,1,1,1,60,2,17,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,7200000,3,,12,2,,,,,3,3,2,42,,.,52,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,2,8,,2,,,,,,,,10,3,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,45,47,1,02,4,4721,600000,17,1038.2177104,
5385827,1,3,1,60,2,17,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,3600000,3,,12,2,,,,,1,3,2,30,2,,30,,,1,6,,10,,2,,,,1,,,,,,,,,1,2,2,1,0,1,8,,2,,,,,,,,10,3,60,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,2,2,1,2,1,1,3,,45,38,1,02,4,3830,300000,17,1038.2177104,
5385828,1,1,1,60,2,17,1,2,2,12,1,,,1,1,2,1,12,,3,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,33100,2,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,0,1,,9,7,,1,,1,1,1,1,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,2,40,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,83,25,1,02,1,2593,908526,17,2526.0904845,
