DIRECTORIO;SECUENCIA_P;ORDEN;P6016;P3271;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;HOGAR;CLASE;P3038;P3039;AREA;LGB_Numerica;LGB_sectores;Trans_numerica;LGBT_Numerica;Discapacidad;Dificultad;Campesina;POB_MAY18;MES;PERIODO;DPTO;pt;FEX_C18;PER;REGIS
5035289;1;2;2;2;4;1979;42;2;2;;3;;1;;2;5;;;2;1;1;1;;;;;;;;1;;;;1;1;1;36000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;35.529371207;2022;10
5035289;1;3;3;2;3;2002;19;3;1;2;1;1;2;2;2;5;;;6;;;1;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;6;313;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;35.529371207;2022;10
5035290;1;1;1;1;11;1982;39;1;2;;2;;1;;2;5;;;2;2;;1;1;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;47.421552823;2022;10
5035290;1;2;2;2;1;1982;40;2;2;;2;;2;2;2;5;;;2;1;1;1;1;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;47.421552823;2022;10
5035290;1;3;1;1;9;2004;17;3;1;2;1;1;2;2;2;5;;;6;;;;;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;47.421552823;2022;10
5035291;1;1;1;2;7;1997;24;1;2;;2;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;511;5;511;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;24.541832501;2022;10
5035291;1;2;2;2;10;1998;23;6;2;;2;;2;2;2;5;;;6;;;1;1;;;;;;;;;;;1;9;;;4;4;4;4;4;4;4;4;1;1;1;10;7;111;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;24.541832501;2022;10
5035291;1;3;3;2;3;1999;22;6;2;;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;24.541832501;2022;10
5035291;1;4;4;2;11;1997;24;13;2;;2;;2;2;2;5;;;2;2;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;415;5;415;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;24.541832501;2022;10
5035291;1;5;4;2;6;2020;1;9;1;4;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;3;4;4;4;1;1;1;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;24.541832501;2022;10
5035292;1;1;1;2;11;1994;27;1;2;;2;;2;2;2;5;;;2;2;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;111;7;111;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;41.996288034;2022;10
5035292;1;2;1;2;7;2010;11;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;41.996288034;2022;10
5035292;1;3;1;2;6;2013;8;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;2;4;2;1;1;1;3;3;;;;1;1;;;27;;;;;1;1;0;;02;20220205;27;1;41.996288034;2022;10
5035293;1;1;1;2;7;1990;31;1;2;;2;;1;;2;5;;;6;;;;;;1;1;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;11;2;119;8;119;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;21.768260656;2022;10
5035293;1;2;2;2;3;2000;21;6;2;;2;;1;;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;5;732;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;21.768260656;2022;10
5035293;1;3;3;2;5;2003;18;6;2;;2;;1;;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;8;2;411;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;21.768260656;2022;10
5035293;1;4;4;2;12;1994;27;6;2;;2;;1;;2;5;;;2;2;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;1013;6;1013;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;21.768260656;2022;10
5035293;1;5;4;2;10;2020;1;9;1;4;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;21.768260656;2022;10
5035294;1;1;1;2;12;1988;33;1;2;;2;;2;2;2;5;;;6;;;1;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;315;7;315;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;38.720224642;2022;10
5035294;1;2;1;1;6;2008;13;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;38.720224642;2022;10
5035295;1;1;1;2;8;1996;25;1;2;;2;;2;2;2;5;;;2;2;;1;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;111;7;111;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;41.996288034;2022;10
5035295;1;2;2;2;5;2013;8;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;2;4;1;1;1;1;3;4;;;;1;1;;;27;;;;;1;1;0;;02;20220205;27;1;41.996288034;2022;10
5035295;1;3;1;2;1;2016;6;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;2;4;1;1;1;1;3;2;;;;1;1;;;27;;;;;1;1;0;;02;20220205;27;1;41.996288034;2022;10
5035296;1;1;1;1;2;1976;45;1;2;;2;;2;2;2;5;;;3;1;2;1;;;;;;;;1;;;;1;1;3;200000;4;4;4;4;4;4;4;4;1;2;;12;4;312;9;312;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035296;1;2;2;2;6;1983;38;2;2;;3;;2;2;2;5;;;3;1;1;;;;;;;;;1;;;;1;1;1;230000;4;4;4;4;4;4;4;4;1;2;;11;2;421;8;421;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035296;1;3;2;1;5;2011;10;3;1;2;1;1;2;2;2;5;;;6;;;;;;;;;;1;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.600440199;2022;10
5035296;1;4;2;2;8;2014;7;3;1;2;1;1;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;2;3;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.600440199;2022;10
5035297;1;1;1;2;8;1988;33;1;2;;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;1;75000;4;4;4;4;4;4;4;4;1;2;;8;4;411;5;411;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;38.720224642;2022;10
5035297;1;2;1;1;10;2014;7;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;38.720224642;2022;10
5035299;1;1;1;1;12;1987;34;1;2;;2;;1;;1;6;;;2;1;2;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;2;1;27;0;;0;0;0;0;1;1;02;20220205;27;1;48.635623423;2022;10
5035299;1;2;2;2;3;1997;24;2;2;;3;;1;;1;6;;;2;1;1;;;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;48.635623423;2022;10
5035299;1;3;1;1;9;2015;6;3;1;2;1;1;2;2;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;48.635623423;2022;10
5035299;1;4;1;1;7;2017;4;3;1;2;1;1;2;2;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;48.635623423;2022;10
5035299;1;5;1;1;3;2021;0;3;1;2;1;1;2;2;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;48.635623423;2022;10
5035300;1;1;1;2;10;1975;46;1;2;;2;;1;;2;5;;;4;;;;;;;;;;;1;;;;1;1;1;280000;4;4;4;4;4;4;4;4;1;2;;11;2;421;8;421;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;59.155898759;2022;10
5035300;1;2;1;1;5;2008;13;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;59.155898759;2022;10
5035301;1;1;1;2;11;1989;32;1;2;;2;;2;2;2;5;;;6;;;1;;;1;;;;1;1;;;;1;1;4;;4;4;4;4;4;4;4;4;1;1;1;10;6;421;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;56.32381468;2022;10
5035303;1;1;1;2;10;1961;60;1;3;;3;;2;1;2;5;;;3;1;2;;;;;;;;;;;1;;1;1;2;130000;4;4;4;4;4;4;4;4;1;2;;11;2;421;8;421;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;59.90308596;2022;10
5035303;1;2;2;1;8;1959;62;2;3;;3;;2;2;2;5;;;3;1;1;;;;;;;;;;;1;;1;1;2;184000;4;4;4;4;4;4;4;4;1;2;;11;2;919;8;919;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;59.90308596;2022;10
5035303;1;3;3;2;9;1994;27;3;1;1;1;2;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;3;150000;4;4;4;4;4;4;4;4;1;2;;11;2;421;8;421;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;59.90308596;2022;10
5035303;1;4;4;2;12;1995;26;3;1;1;1;2;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;1;100000;4;4;4;4;4;4;4;4;1;2;;11;2;488;8;488;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;59.90308596;2022;10
5035304;1;1;1;1;2;1978;44;1;3;;2;;2;2;2;5;;;3;1;2;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;12;4;111;9;111;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;62.849765656;2022;10
5035304;1;2;2;2;11;1978;43;2;2;;3;;2;2;2;5;;;3;1;1;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;10;10;112;7;112;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;62.849765656;2022;10
5035305;1;1;1;2;5;1986;35;1;2;;2;;2;2;2;5;;;6;;;;;;;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;2;413;5;412;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;56.32381468;2022;10
5035306;1;1;1;2;12;1994;27;1;3;;3;;2;2;2;5;;;2;1;2;1;;;;;;1;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;788;7;788;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035306;1;2;2;1;7;1984;37;2;2;;2;;2;2;2;5;;;2;1;1;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;13;10;313;10;313;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035306;1;3;1;2;4;2020;1;3;1;1;1;2;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;69.600440199;2022;10
5035306;1;4;1;1;4;2020;1;3;1;1;1;2;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;69.600440199;2022;10
5035307;1;1;1;2;3;1987;34;1;3;;3;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;3;120000;4;4;4;4;4;4;4;4;1;2;;10;10;788;7;788;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;63.074489223;2022;10
5035307;1;2;1;1;2;2011;11;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;63.074489223;2022;10
5035307;1;3;1;2;6;2021;0;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;63.074489223;2022;10
5035309;1;1;1;2;7;1967;54;1;3;;3;;1;;1;5;;;5;;;1;;;;;;;;1;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;2;;;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;42.279356364;2022;10
5035309;1;2;1;2;7;2000;21;3;1;1;3;;2;2;2;5;;;6;;;1;1;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;5;1;;1;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;42.279356364;2022;10
5035309;1;3;3;2;12;2002;19;3;1;1;3;;2;2;2;5;;;6;;;1;1;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;42.279356364;2022;10
5035309;1;4;1;1;10;2005;16;3;1;1;3;;2;2;2;5;;;6;;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;42.279356364;2022;10
5035309;1;5;1;2;12;2008;13;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;42.279356364;2022;10
5035309;1;6;1;2;3;2014;7;8;2;;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;2;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;42.279356364;2022;10
5035309;1;7;1;1;1;2016;6;8;2;;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;2;0;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;42.279356364;2022;10
5035310;1;1;1;1;10;1989;32;1;3;;3;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;1;1;50000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;1;1;02;20220205;27;1;48.683097362;2022;10
5035311;1;1;1;2;8;1986;35;1;2;;3;;2;2;2;5;;;4;;;;1;1;1;1;;;1;1;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;5;112;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;44.852970114;2022;10
5035311;1;2;1;1;11;2008;13;3;1;1;3;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;44.852970114;2022;10
5035311;1;3;1;2;1;2015;7;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;44.852970114;2022;10
5035312;1;1;1;2;5;1965;56;1;3;;2;;1;;1;5;;;5;;;;1;;1;;;;;1;;;;1;1;3;113000;4;4;3;4;4;4;4;4;1;2;;8;4;913;5;913;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;24.99853764;2022;10
5035312;1;2;2;2;12;1996;25;3;1;1;3;;2;2;2;5;;;6;;;;;;;;;;;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;8;112;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;24.99853764;2022;10
5035312;1;3;3;2;3;1999;22;3;1;1;3;;2;2;2;5;;;6;;;;;;;;;;1;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;5;411;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;24.99853764;2022;10
5035312;1;4;1;2;5;2004;17;3;1;1;3;;2;2;2;5;;;6;;;;;;;;;;1;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;24.99853764;2022;10
5035313;1;1;1;2;6;1993;28;1;2;;3;;2;2;2;5;;;2;1;2;1;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;48.721019602;2022;10
5035313;1;2;2;1;10;1989;32;2;2;;2;;2;2;2;5;;;2;1;1;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;48.721019602;2022;10
5035313;1;3;1;1;5;2013;8;3;1;1;1;2;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;48.721019602;2022;10
5035313;1;4;1;1;3;2021;0;3;1;1;1;2;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;3;4;1;3;1;1;1;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;48.721019602;2022;10
5035314;1;1;1;1;7;1986;35;1;2;;2;;2;2;2;5;;;6;;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;713;5;713;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;52.890278615;2022;10
5035318;1;1;1;2;9;1999;22;1;2;;3;;2;1;1;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;25.293747822;2022;10
5035319;1;1;1;1;7;1986;35;1;2;;2;;2;2;2;5;;;2;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;29.750085504;2022;10
5035319;1;2;2;2;8;2005;16;2;2;;2;;2;2;2;5;;;2;1;1;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;3;1;1;1;4;4;;;;1;1;;;27;;;;;0;1;0;;02;20220205;27;1;29.750085504;2022;10
5035319;1;3;3;2;12;2007;14;13;2;;2;;1;;1;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;1;1;;;27;;;;;0;0;1;;02;20220205;27;1;29.750085504;2022;10
5035320;1;1;1;2;2;2000;22;1;2;;3;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;26.965679754;2022;10
5035320;1;2;1;2;3;2017;4;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;26.965679754;2022;10
5035321;1;1;1;1;;;42;1;3;;3;;2;2;2;5;;;3;1;2;;;;;;;;1;1;;;;1;1;1;98;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;89.544554782;2022;10
5035321;1;2;2;2;;;60;2;3;;3;;2;2;2;5;;;3;1;1;;;;;;;;;1;;;;1;1;2;100000;4;4;3;4;4;3;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;89.544554782;2022;10
5035321;1;3;3;1;;;24;9;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;9;541;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;89.544554782;2022;10
5035321;1;4;4;1;;;19;9;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;0;688;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;89.544554782;2022;10
5035322;1;1;1;2;8;1959;62;1;3;;3;;1;;1;5;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;2;;;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;24.879287848;2022;10
5035322;1;2;2;2;8;1996;25;3;1;1;2;;1;;1;5;;;2;2;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;24.879287848;2022;10
5035322;1;3;2;2;5;2012;9;8;1;2;2;;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;27;;;;;0;0;1;;02;20220205;27;1;24.879287848;2022;10
5035322;1;4;2;1;11;2018;3;8;1;2;2;;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;1;;;27;;;;;;;1;;02;20220205;27;1;24.879287848;2022;10
5035322;1;5;5;2;4;1999;22;3;1;1;2;;1;;1;5;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;24.879287848;2022;10
5035322;1;6;5;2;7;2016;5;8;1;5;2;;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;1;1;;;27;;;;;0;0;1;;02;20220205;27;1;24.879287848;2022;10
5035322;1;7;5;2;5;2018;3;8;1;5;2;;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;1;;;27;;;;;;;1;;02;20220205;27;1;24.879287848;2022;10
5035323;1;1;1;2;8;1983;38;1;2;;3;;1;;1;5;;;6;;;;1;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;23.329634468;2022;10
5035323;1;2;1;2;2;2014;7;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;23.329634468;2022;10
5035323;1;3;1;2;12;2017;4;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;23.329634468;2022;10
5035323;1;4;1;1;1;2020;2;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;23.329634468;2022;10
5035323;1;5;5;2;3;1996;25;6;2;;3;;2;2;2;5;;;6;;;;1;;;;;;;;;;;1;1;1;45000;4;4;4;4;4;4;4;4;1;1;1;10;5;411;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;23.329634468;2022;10
5035323;1;6;5;2;9;2014;7;9;1;5;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;23.329634468;2022;10
5035323;1;7;5;1;2;2018;4;9;1;5;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;23.329634468;2022;10
5035323;1;8;8;2;10;2003;18;9;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;2;;1;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;23.329634468;2022;10
5035323;1;9;9;2;12;2005;16;9;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;23.329634468;2022;10
5035323;1;10;10;1;11;2006;15;9;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;23.329634468;2022;10
5035324;1;1;1;2;9;1987;34;1;3;;3;;2;2;2;5;;;6;;;1;;;1;;;;;1;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;8;2;112;5;112;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;56.32381468;2022;10
5035325;1;1;1;2;8;1983;38;1;2;;2;;2;2;2;5;;;4;;;1;;;;;;;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;8;4;112;5;112;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.842234078;2022;10
5035325;1;2;1;1;2;2005;17;3;1;1;3;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.842234078;2022;10
