DIRECTORIO;SECUENCIA_P;ORDEN;P6016;P3271;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;HOGAR;CLASE;P3038;P3039;AREA;LGB_Numerica;LGB_sectores;Trans_numerica;LGBT_Numerica;Discapacidad;Dificultad;Campesina;POB_MAY18;MES;PERIODO;DPTO;pt;FEX_C18;PER;REGIS
5045488;1;2;2;2;7;1969;52;4;3;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;4;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1640.1772487;2022;10
5045489;1;1;1;2;10;1962;59;1;3;;3;;2;2;2;6;;;5;;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1606.6291265;2022;10
5045489;1;2;2;1;9;1988;33;3;1;1;2;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;1;60000;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1606.6291265;2022;10
5045490;1;1;1;1;7;2000;21;1;2;;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;993.33906781;2022;10
5045491;1;1;1;2;11;1990;31;1;1;4;1;5;2;2;2;6;;;6;;;1;;;1;;1;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;878.84200271;2022;10
5045491;1;2;2;1;9;2011;10;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;878.84200271;2022;10
5045491;1;3;3;1;8;2016;5;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;3;3;4;4;4;2;1;1;2;0;;;;1;1;;;05;;;;;0;1;0;;02;20220207;05;1;878.84200271;2022;10
5045491;1;4;4;2;4;1969;52;4;3;;3;;2;2;2;6;;;4;;;1;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;878.84200271;2022;10
5045491;1;5;5;1;4;1965;56;4;3;;3;;2;2;2;6;;;4;;;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;878.84200271;2022;10
5045491;1;6;6;2;7;2009;12;6;1;4;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;878.84200271;2022;10
5045491;1;7;7;1;1;1998;24;6;1;4;1;5;2;2;2;6;;;2;1;8;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;878.84200271;2022;10
5045491;1;8;8;2;2;1999;22;9;3;;2;;2;2;2;6;;;2;1;7;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;878.84200271;2022;10
5045491;1;9;9;1;1;2020;2;9;1;8;1;7;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;05;;;;;;;0;;02;20220207;05;1;878.84200271;2022;10
5045491;1;10;10;1;8;2021;0;9;2;;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;05;;;;;;;0;;02;20220207;05;1;878.84200271;2022;10
5045492;1;1;1;1;8;1994;27;1;2;;2;;2;2;2;6;;;2;1;2;;1;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;984.1063492;2022;10
5045492;1;2;2;2;1;1994;28;2;2;;2;;2;2;2;6;;;2;1;1;;1;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;984.1063492;2022;10
5045493;1;1;1;2;11;1960;61;1;3;;3;;2;2;2;6;;;2;1;2;;1;;1;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1011.4281228;2022;10
5045493;1;2;2;1;11;1967;54;2;3;;3;;2;2;2;6;;;2;1;1;;;;1;;;;;;;;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1011.4281228;2022;10
5045493;1;3;3;2;7;1993;28;3;1;1;1;2;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;1;2;10;8;411;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1011.4281228;2022;10
5045493;1;4;4;2;3;1984;37;3;1;1;1;2;2;2;2;6;;;2;1;5;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1011.4281228;2022;10
5045493;1;5;5;1;5;1982;39;7;2;;2;;2;2;2;6;;;2;1;4;;;;;;;;;;;1;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1011.4281228;2022;10
5045493;1;6;6;1;11;1972;49;9;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1011.4281228;2022;10
5045494;1;1;1;2;9;1990;31;1;2;;1;9;2;2;2;6;;;2;1;2;;;1;1;;;1;;1;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1170.0451336;2022;10
5045494;1;2;2;1;6;1995;26;2;2;;2;;2;2;2;6;;;2;1;1;;;1;1;;1;1;;1;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1170.0451336;2022;10
5045494;1;3;3;1;2;2016;6;3;1;1;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;2;1;1;3;1;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1170.0451336;2022;10
5045494;1;4;4;1;10;2011;10;3;1;1;1;2;2;2;2;6;;;6;;;;;;;;;;1;1;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1170.0451336;2022;10
5045494;1;5;5;2;11;2017;4;3;1;1;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;05;;;;;;;0;;02;20220207;05;1;1170.0451336;2022;10
5045494;1;6;6;2;3;2003;18;13;2;;2;;2;2;2;6;;;2;1;7;;1;;;;;;;1;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1170.0451336;2022;10
5045494;1;7;7;1;1;1990;32;9;2;;2;;2;2;2;6;;;2;1;6;1;;;1;;;;;1;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1170.0451336;2022;10
5045494;1;8;8;1;7;2016;5;9;1;6;1;7;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1170.0451336;2022;10
5045494;1;9;9;1;11;1970;51;4;3;;3;;2;2;2;6;;;6;;;;;;1;;;;;1;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1170.0451336;2022;10
5045495;1;1;1;1;4;1975;46;1;2;;2;;2;2;2;6;;;2;1;2;1;;;1;;;;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;3012.6952786;2022;10
5045495;1;2;2;2;2;1982;40;2;2;;3;;2;2;2;6;;;2;1;1;1;;;;;;;;;;;;1;1;1;48000;4;4;4;4;4;4;4;4;1;2;;8;4;613;5;613;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;3012.6952786;2022;10
5045496;1;1;1;2;1;1943;79;1;3;;3;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;1;2;50000;4;4;4;3;4;4;4;4;2;2;;1;0;;;;1;1;1;2;05;0;;0;0;0;1;1;1;02;20220207;05;1;3129.2539218;2022;10
5045496;1;2;2;2;7;1972;49;3;1;1;3;;1;;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;2;4;4;3;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;1;1;0;1;02;20220207;05;1;3129.2539218;2022;10
5045496;1;3;3;1;10;1997;24;8;1;2;3;;1;;1;6;;;6;;;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;1;1;02;20220207;05;1;3129.2539218;2022;10
5045497;1;1;1;1;1;1969;53;1;2;;3;;2;2;2;6;;;2;1;2;;;;;;1;;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;3469.9108067;2022;10
5045497;1;2;2;2;3;1974;47;2;3;;3;;2;2;2;6;;;2;1;1;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;3469.9108067;2022;10
5045497;1;3;3;1;12;1995;26;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;80000;4;4;4;4;4;4;4;4;1;1;2;12;1;312;7;321;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;3469.9108067;2022;10
5045497;1;4;4;2;1;2004;18;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;3469.9108067;2022;10
5045498;1;1;1;2;4;1942;79;1;3;;3;;2;2;2;6;;;5;;;;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;2553.1885308;2022;10
5045498;1;2;2;2;5;1967;54;3;1;1;3;;2;2;2;6;;;6;;;;1;;;;;;;;;;;1;3;;;4;4;4;4;4;2;4;4;2;2;;1;0;;;;1;1;1;2;05;0;;0;0;1;1;0;1;02;20220207;05;1;2553.1885308;2022;10
5045499;1;1;1;2;10;1974;47;1;2;;2;;2;2;2;6;;;6;;;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;984.1063492;2022;10
5045499;1;2;2;1;11;1993;28;3;1;1;2;;2;2;2;6;;;4;;;;;;;;;1;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;3;719;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;984.1063492;2022;10
5045500;1;1;1;1;10;1983;38;1;2;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;2;1;78000;4;4;4;4;4;4;4;4;1;2;;8;4;1031;5;1031;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;2791.1093985;2022;10
5045500;1;2;2;2;7;1984;37;2;2;;2;;1;;2;6;;;3;1;1;;;;;;;;;;;1;;1;2;5;;4;4;4;4;4;4;4;4;1;2;;9;6;613;6;613;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;2791.1093985;2022;10
5045500;1;3;2;2;5;2014;7;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;2;3;1;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;2791.1093985;2022;10
5045501;1;1;1;1;5;1990;31;1;2;;3;;2;2;2;6;;;2;1;2;;;;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;986.95341261;2022;10
5045501;1;2;2;2;1;1998;24;2;2;;2;;2;2;2;6;;;2;1;1;;;;1;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;986.95341261;2022;10
5045502;1;1;1;2;8;1950;71;1;3;;3;;2;2;2;6;;;3;1;2;1;1;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;900.65600966;2022;10
5045502;1;2;2;1;1;1943;79;2;3;;3;;2;2;2;6;;;3;1;1;1;1;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;3;1;;;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;900.65600966;2022;10
5045503;1;1;1;2;12;1967;54;1;2;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;213000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1530.2134579;2022;10
5045503;1;2;2;1;7;1996;25;3;1;1;3;;2;2;2;6;;;6;;;;;;;;;;;1;;;;1;1;1;36700;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1530.2134579;2022;10
5045503;1;3;3;2;7;2001;20;3;1;1;3;;2;2;2;6;;;3;2;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1530.2134579;2022;10
5045503;1;4;3;1;1;2020;2;8;1;3;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;3;2;3;;;;;;;;;1;1;;;05;;;;;;;0;;02;20220207;05;1;1530.2134579;2022;10
5045504;1;1;1;2;9;1981;40;1;2;;3;;1;;2;6;;;6;;;;1;;1;;;;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1452.7566852;2022;10
5045504;1;2;1;2;3;2013;8;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1452.7566852;2022;10
5045504;1;3;1;2;2;2005;16;10;2;;2;;1;;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1452.7566852;2022;10
5045505;1;1;1;2;10;1961;60;1;3;;3;;1;;1;6;;;5;;;;1;;;;;;;;;;;1;1;2;100000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;05;0;;0;0;0;0;1;1;02;20220207;05;1;3163.5070241;2022;10
5045505;1;2;2;2;8;2000;21;8;2;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;45000;4;4;4;4;4;4;4;4;1;1;2;10;1;211;6;619;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;3163.5070241;2022;10
5045506;1;1;1;2;1;1988;34;1;2;;2;;2;2;2;6;;;6;;;;;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;996.51017009;2022;10
5045506;1;2;1;2;4;2004;17;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;1;;EL ENCIERRO;1;3;;;4;3;4;4;4;2;4;2;2;2;;1;0;;;;1;1;;;05;;;;;1;1;0;;02;20220207;05;1;996.51017009;2022;10
5045506;1;3;3;1;4;2007;14;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;1;;EL AISLAMIENTO SOCIAL Y LAS RESTRICCIONES;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;996.51017009;2022;10
5045507;1;1;1;1;7;1980;41;1;2;;2;;1;;2;6;;;3;1;2;;1;1;1;;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1822.5702667;2022;10
5045507;1;2;2;2;10;1991;30;2;2;;3;;1;;2;6;;;3;1;1;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1822.5702667;2022;10
5045507;1;3;3;2;3;2007;14;3;1;2;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1822.5702667;2022;10
5045507;1;4;4;1;6;2010;11;3;1;2;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1822.5702667;2022;10
5045507;1;5;5;2;3;2015;6;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1822.5702667;2022;10
5045508;1;1;1;1;12;1967;54;1;3;;3;;1;;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;1;58000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1249.9649274;2022;10
5045508;1;2;2;2;4;1975;46;2;1;5;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;1;65000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1249.9649274;2022;10
5045508;1;3;3;2;8;1995;26;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;67000;4;4;4;4;4;4;4;4;1;2;;8;5;1022;5;1022;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1249.9649274;2022;10
5045508;1;4;4;2;9;2006;15;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;4;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1249.9649274;2022;10
5045508;1;5;5;2;3;1950;71;5;3;;3;;1;;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1249.9649274;2022;10
5045509;1;1;1;2;2;1959;63;1;3;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;1;0;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1446.6171525;2022;10
5045510;1;1;1;1;9;1994;27;1;2;;3;;2;2;2;6;;;2;1;2;;;;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1728.4933218;2022;10
5045510;1;2;2;2;1;1994;28;2;2;;2;;2;2;2;6;;;2;1;1;;;;;;;;;;;1;;1;1;1;60000;4;4;4;4;4;4;4;4;1;2;;8;4;415;5;415;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1728.4933218;2022;10
5045510;1;3;2;2;3;2016;5;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1728.4933218;2022;10
5045511;1;1;1;1;8;1974;47;1;3;;2;;2;2;2;6;;;3;1;2;;;;1;;;;;;;;;1;1;3;125000;4;4;4;4;4;4;4;4;1;2;;10;10;221;7;221;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1247.2793886;2022;10
5045511;1;2;2;2;8;1977;44;2;2;;2;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;3;125000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1247.2793886;2022;10
5045511;1;3;3;2;12;2002;19;3;1;2;1;1;2;2;2;6;;;6;;;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;2;10;1;215;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1247.2793886;2022;10
5045512;1;1;1;1;3;1973;48;1;3;;2;;2;2;2;6;;;2;1;2;1;;;;;;;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;3588.7606696;2022;10
5045512;1;2;2;2;9;1984;37;2;2;;3;;2;2;2;6;;;2;1;1;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;10;10;315;7;315;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;3588.7606696;2022;10
5045512;1;3;3;1;12;2001;20;3;1;2;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;5;412;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;3588.7606696;2022;10
5045513;1;1;1;1;2;1989;33;1;2;;2;;2;2;2;6;;;2;1;2;;;;;;;;;;;1;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;9;6;613;6;613;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1345.8455626;2022;10
5045513;1;2;2;2;11;1999;22;2;2;;2;;2;2;2;6;;;2;1;1;1;;;;;;;;;;;;1;1;1;70000;4;4;4;4;4;4;4;4;1;1;1;10;6;413;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1345.8455626;2022;10
5045514;1;1;1;2;11;1986;35;1;1;6;2;;2;2;2;6;;;6;;;;;;1;;1;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1077.029288;2022;10
5045514;1;2;2;1;2;2004;18;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;1;;EL AISLAMIENTO SOCIAL;1;3;;;4;4;4;2;2;4;4;4;1;2;;4;2;;;;1;1;2;1;05;0;;0;0;1;1;0;1;02;20220207;05;1;1077.029288;2022;10
5045514;1;3;3;1;4;2007;14;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;1;;EL ENCIERRO;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1077.029288;2022;10
5045514;1;4;4;2;10;2011;10;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1077.029288;2022;10
5045514;1;5;1;1;10;2015;6;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1077.029288;2022;10
5045514;1;6;6;2;2;1964;58;4;3;;3;;1;;2;6;;;4;;;;;;;;;;;;1;;EL ENCIERRO;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;1;4;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1077.029288;2022;10
5045515;1;1;1;2;7;1960;61;1;3;;3;;2;2;2;6;;;4;;;1;;;;;;;;;;;;1;1;2;100000;4;4;3;3;4;4;3;4;1;2;;4;4;;;;1;1;1;2;05;0;;0;0;0;1;0;1;02;20220207;05;1;1314.5147398;2022;10
5045515;1;2;2;1;5;1981;40;3;1;1;2;;2;2;2;6;;;6;;;1;;;;;;;;1;;;;1;1;1;98;4;4;4;4;4;4;4;4;1;2;;11;2;413;8;413;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1314.5147398;2022;10
5045516;1;1;1;1;6;1987;34;1;2;;2;;2;2;2;6;;;6;;;;;;;;;1;;;;;;1;1;4;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1476.7644505;2022;10
5045516;1;2;2;2;1;2005;17;3;2;;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;1;1;;;05;;;;;0;0;0;;02;20220207;05;1;1476.7644505;2022;10
5045516;1;3;3;1;5;1989;32;9;2;;2;;2;2;2;6;;;6;;;1;;;1;;;;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1476.7644505;2022;10
5045518;1;1;1;2;5;1953;68;1;3;;3;;2;2;2;6;;;5;;;1;;;1;;;1;;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1215.9485658;2022;10
5045518;1;2;2;1;4;1992;29;3;1;1;3;;2;2;2;6;;;2;1;3;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;1;119;2;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1215.9485658;2022;10
5045518;1;3;3;2;12;1992;29;7;2;;2;;2;2;2;6;;;2;1;2;;;;;;;1;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;9;6;613;6;613;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1215.9485658;2022;10
