DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
5032661;1;2;1;FABRICA REPARACION DE REJAS PUESTAS;1;1;;;1;;2;2;2;2;2;180;;9;9;9;9;2;1100000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;48;;;48;;;2;7;;2;;2;;;;2;2;1;2;80;4;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;12;3;1;1;20;1;2511;7212;25;1100000;02;20220205;20;1;149.26366504;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032661;1;3;1;VENTA DE VIVERES  ABARROTES CANASTA FAMILIAR;1;1;;;1;;1;2;2;2;2;1;;1;1;1;1;2;650000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;60;;;60;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;6;3;1;1;20;1;4711;5221;47;650000;02;20220205;20;1;149.26366504;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032662;1;1;1;CUIDADO DE VEHICULOS;1;1;;;1;;2;2;2;2;2;13;;2;2;2;2;2;200000;2;;;2;;1;250000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;81;;;81;;;2;6;;2;;2;;;;2;2;1;10;36;4;;9;;1;14;4;300000;1;6;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;10;1;1;52;1;8010;5414;80;750000;02;20220205;52;1;317.0481348;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032662;1;3;1;TRANSPORTE DE PASAJEROS;1;1;;;1;;1;2;2;2;2;18;;2;1;2;2;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;4;;2;;2;;;;2;2;1;4;96;1;;13;AISLAMIENTO POR PANDEMIA;2;;;;;;1;20;2;1;1;2;1;2;1;2;2;1;1;2;1;1;2;2;2;2;2;2;3;40;5;1;1;52;1;4921;8321;49;600000;02;20220205;52;1;317.0481348;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032663;1;2;1;COMPRA Y VENTA DE ABARROTES AL POR MENOR;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;300000;1;;3;;10;2;12;50;;;50;;;1;1;;1;;2;;;;2;2;1;0;36;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;14;;3;1;1;52;4;4711;5221;47;300000;02;20220205;52;1;270.28563056;;;;;2;;;;;3;;;;;;;;;700000;0;400000;0;0;0;;;;;;;;;;;;;;2022;60
5032666;1;2;1;SERVICIO DE SALUD CON INTERNACION;1;2;2;12;1;;2;1;1;1;1;180;;1;1;1;1;2;4000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2000000;1;2000000;1;2000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;15;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;15;2;1;1;52;1;8610;2612;86;4000000;02;20220205;52;1;141.16337105;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032667;1;1;1;COMPRA Y VENTA DE LICORES AL POR MENOR;2;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;1;2;1000000;1;;3;;1;1;12;72;;;72;;;1;1;;2;;2;;;;2;2;1;24;120;1;;7;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;52;4;4724;1420;47;1000000;02;20220205;52;1;122.17492196;;;;;2;;;;;3;;;;;;;;;2000000;0;800000;0;90000;0;;;;;;;;;;;;;;2022;60
5032670;1;1;1;COMPRA Y VENTA DE ABARROTES AL POR MENOR;1;1;;;1;;1;2;2;2;2;24;;1;1;1;2;2;200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;0;1;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;1;2;60;3;1;1;52;1;4711;5221;47;200000;02;20220205;52;1;211.74505657;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2022;60
5032670;1;2;1;COMPRA Y VENTA DE COBIJAS  Y EDREDONES AL POR MENOR;2;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;700000;1;;3;;1;1;12;70;;;70;;;1;4;;2;;2;;;;2;2;1;12;60;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;2;1;8;60;3;1;1;52;4;4755;5221;47;700000;02;20220205;52;1;211.74505657;;;;;2;;;;;3;;;700000;700000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032671;1;1;1;ELABORACION DE ESTRUCTURAS EN HIERRO;2;;;;;;;;;;;624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;900000;1;;3;;1;2;2;15;3;ENFERMEDAD;15;;;1;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;5;1;1;52;4;2410;1420;24;900000;02;20220205;52;1;173.45172979;;;;;2;;;;;3;;;;;;;;;1500000;0;0;500000;140000;0;;;;;;;;;;;;;;2022;60
5032671;1;3;1;COMPRA Y VENTA DE VEHICULOS USADOS;2;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;2500000;1;;3;;4;1;12;48;;;48;;;1;7;;1;;1;2;1;15;2;2;1;12;18;1;;1;;2;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;1;1;2;2;1;2;2;1;3;25;3;1;1;52;4;4512;5221;45;2500000;02;20220205;52;1;173.45172979;;;;;2;;;;;3;;;2500000;2500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032671;1;5;1;ADMINISTRACION DE CONJUNTO DE APARTAMENTOS;1;2;2;3;1;;1;1;1;1;1;2;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;1;;1;1;1;20;1;1;1;2;74;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;13;10;5;1;1;52;1;6820;5414;68;1000000;02;20220205;52;1;173.45172979;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032672;1;1;1;COMPRA Y VENTA DE VIVERES Y ABARROTES AL POR MENOR;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;800000;1;;3;;5;2;12;20;2;;20;;;2;7;;1;;3;;;;2;2;1;0;48;1;;11;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;3;1;8;1;1;52;4;4711;5221;47;800000;02;20220205;52;1;141.05581154;;;;;1;2;0;0;2;3;;;;;;;;;800000;0;3000000;0;0;0;;;;;;;;;;;;;;2022;60
5032672;1;2;1;VENTA DE VIVERES Y ABARROTES AL POR MENOR;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;56;;;56;;;2;7;;3;;2;;;;2;2;1;0;120;4;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;1;3;1;1;52;6;4711;5223;47;;02;20220205;52;1;141.05581154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032672;1;3;1;VENTA DE VIVERES Y ABARROTES AL POR MENOR;2;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;30;;;2;7;;5;;2;;;;2;2;1;0;12;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;1;3;1;1;52;6;4711;9334;47;;02;20220205;52;1;141.05581154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032675;1;1;1;COMPRA Y VENTA DE BATERIAS PARA VEHICULOS LIBIANOS Y PESADOS;1;2;2;6;1;;1;1;1;1;1;6;;1;1;1;1;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;500000;1;500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;48;;;48;;;8;7;;1;;1;1;1;0;1;1;1;3;24;1;;13;PANDEMIA;2;;;;;;2;;;;1;1;1;2;1;2;1;1;1;2;2;1;1;2;1;2;2;1;11;15;3;1;1;52;1;4530;7231;45;1200000;02;20220205;52;1;153.34992478;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032677;1;1;1;CONSULTORIA DE GESTION;1;2;1;;1;;1;1;1;1;1;480;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;97000;1;2;;;2;;;2;;;2;;;1;1000000;2;;1;500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;6;7;;1;;1;1;1;17;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;8;1;1;52;1;7020;9629;70;1000000;02;20220205;52;1;205.10592045;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032679;1;1;1;SERVICIO DE PELUQUERIA;2;;;;;;;;;;;324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;2;;2;;700000;1;;3;;3;2;12;40;;;30;6;;1;7;;1;;2;;;;2;2;1;0;36;1;;10;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;3;5;8;1;1;52;4;9602;5141;96;700000;02;20220205;52;1;163.65196638;;;;;2;;;;;3;;;;;;;;;1070000;0;300000;0;0;70000;;;;;;;;;;;;;2;2022;60
5032680;1;3;1;FABRICA REPARACION Y PINTURA DE MUEBLES EN MADERA;2;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;500000;1;;3;;5;2;12;55;;;55;;;1;1;;2;;2;;;;2;2;1;3;297;4;;13;AISLAMIENTO POR PANDEMIA;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;2;2;1;1;14;;2;1;1;52;4;3110;7522;31;500000;02;20220205;52;1;270.92219671;;;;;2;;;;;3;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032680;1;5;1;VERDURAS;2;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;120000;1;;3;;5;2;12;67;;;67;;;1;7;;2;;2;;;;2;2;1;0;18;1;;1;;2;;;;;;2;;;;1;2;1;2;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;20;8;1;1;52;4;4721;5221;47;120000;02;20220205;52;1;270.92219671;;;;;2;;;;;3;;;320000;320000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032681;1;2;1;ASUNTOS JURIDICOS;2;;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;1;2;2;;;;;;2;2;;;;;;4000000;1;;3;;1;1;12;24;2;;24;;;1;1;;1;;1;2;2;10;1;2;1;0;10;4;;1;;1;20;4;2200000;4;7;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;14;;8;1;1;52;4;6910;2611;69;6200000;02;20220205;52;1;218.99420145;;;;;2;;;;;3;4000000;4000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032681;1;3;1;IMPARTIR JUSTICIA;1;2;1;;1;;1;1;1;1;1;156;;1;1;1;1;2;3800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;1;2200000;2;1;1900000;1;3800000;1;1900000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;1;;1;;1;2;1;13;1;1;2;;;;;;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;14;;8;1;1;52;2;8424;3411;84;3800000;02;20220205;52;1;218.99420145;1;1;180000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032683;1;1;1;EDUCACION SUPERIOR;1;2;2;4;1;;2;1;1;1;1;36;;1;1;1;1;2;1400000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;1;3000000;2;2;;;2;;;1;98;1;98;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;10;2;;10;;;10;7;;1;;1;1;1;20;1;1;1;0;12;1;;12;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;1;2;2;1;3;5;3;1;1;52;2;8544;2310;85;1400000;02;20220205;52;1;119.92608175;5;1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032684;1;1;1;INSTALACION DE SOFTWARE;1;2;2;6;1;;2;2;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;4;;1;2;2;;;;;;2;2;;;;;;1000000;1;;1;;4;1;12;20;1;;20;;;8;1;;2;;2;;;;2;2;1;3;12;1;;9;;2;;;;;;1;10;2;1;1;1;1;2;1;2;2;2;2;2;2;1;1;2;1;2;2;1;14;;8;1;1;52;4;6201;2512;62;1000000;02;20220205;52;1;181.47654598;;;;;2;;;;;1;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032684;1;2;1;VENTA DE ROPA AL POR MENOR;1;1;;;1;;2;2;2;2;2;2;;1;1;1;1;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;44;;;44;;;5;7;;2;;2;;;;2;2;1;18;4;1;;2;;2;;;;;;2;;;;1;2;1;2;1;2;2;1;2;2;2;1;1;2;2;2;1;1;3;15;8;1;1;52;1;4771;5223;47;800000;02;20220205;52;1;181.47654598;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032686;1;1;1;DEFENSA DE MENORES;1;2;2;6;1;;1;2;2;2;2;3;;2;1;1;1;1;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;40;;;40;;;10;7;;1;;1;1;2;98;1;2;1;96;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;40;8;1;1;52;2;8413;5312;84;;02;20220205;52;1;131.20399832;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032687;1;1;1;DESAYUNOS ALMUERZOS;1;1;;;1;;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;1;9;;;;;;600000;1;;3;;4;1;6;48;;;48;;;2;1;;2;;2;;;;2;2;1;24;12;3;;9;;2;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;14;;8;1;1;52;4;5611;5131;56;600000;02;20220205;52;1;107.61443603;;;;;2;;;;;1;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032688;1;2;1;SERVICIO DE RESTAURANTE;1;2;2;12;1;;1;1;1;1;1;120;;1;1;1;1;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;500000;1;500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;2;1;13;1;1;1;0;48;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;5;1;1;52;1;5611;5230;56;1200000;02;20220205;52;1;143.42565668;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032689;1;1;1;EDUCACION PREESCOLAR PRIMARIA SECUNDARIA Y MEDIA;1;2;1;;1;;1;1;1;1;1;372;;1;1;1;1;2;4300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;1;200000;1;1;2100000;1;4500000;1;2100000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;3;;;;1;2;1;0;60;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;1;1;8;10;10;1;1;52;2;8530;2351;85;4300000;02;20220205;52;1;164.73146144;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032689;1;3;1;SERVICIO DE SALUD A AFILIADOS SIN INTERNACION;1;2;2;6;1;;1;1;2;1;1;35;;1;1;1;1;2;1100000;2;;;2;;2;;2;;1;117172;2;;;2;;;2;;;2;;;2;;;2;;;1;960000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;3;1;1;1;0;6;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;3;20;5;1;1;52;1;8621;4222;86;1100000;02;20220205;52;1;164.73146144;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032689;1;4;1;SERVICIO DE SALUD CON INTERNACION;1;2;1;;1;;1;1;2;1;1;84;;1;1;9;1;2;1228300;2;;;2;;2;;2;;2;;2;;;1;117172;2;1;35000;2;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;3;HORARIO ESTABLECIDO;36;;;9;7;;1;;1;1;1;8;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;1;1;52;1;8610;5321;86;1228300;02;20220205;52;1;164.73146144;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032691;1;1;1;SERVICIO DE LAVADO DE ROPA HOSPITALARIA;1;2;1;;1;;1;1;2;1;1;180;;1;1;9;1;2;1000000;1;150000;2;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;58;;;4;7;;1;;1;1;1;13;1;1;1;0;60;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;30;5;1;1;52;1;9601;9121;96;1000000;02;20220205;52;1;135.75436373;1;2;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032691;1;2;1;SERVICIO DE ESTETICA CORPORAL Y REJUVENECIMIENTO FACIAL;1;1;;;1;;1;2;2;2;2;6;;1;9;9;9;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;24;3;HORARIO ESTABLECIDO;24;;;2;7;;5;;2;;;;2;2;1;3;12;1;;7;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;5;8;1;1;52;1;9609;9112;96;500000;02;20220205;52;1;135.75436373;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032693;1;1;1;MANTENIMIENTO Y VENTA DE CELULARES A PARTICULARES;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;2;;2;;1000000;1;;3;;3;2;12;60;;;60;;;2;7;;1;;2;;;;2;2;1;0;120;1;;10;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;6;30;5;1;1;52;4;4741;1420;47;1000000;02;20220205;52;1;131.86768562;;;;;1;1;0;0;1;3;;;;;;;;;4300000;0;1000000;1500000;800000;0;;;;;;;;;;;;;;2022;60
5032693;1;2;1;MANTENIMIENTO Y VENTA DE CELULARES A PARTICULARES;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;2;7;;3;;2;;;;2;2;1;0;60;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;6;30;5;1;1;52;6;9512;5223;95;;02;20220205;52;1;131.86768562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032695;1;1;1;ORGANIZACION Y PLANIFICACION DE EVENTOS SOCIALES EN DIFERENTES  MUNICIPIOS;1;1;;;1;;2;2;2;2;2;1;;9;9;9;9;2;500000;2;;;1;75000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;27;1;;27;;;4;7;;2;;2;;;;2;2;1;5;18;4;;13;CONFLICTO ARMADO;2;;;;;;1;32;1;1;1;1;1;2;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;30;3;1;1;52;1;8230;5131;82;575000;02;20220205;52;1;149.91345028;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032696;1;2;1;COMPRA Y VENTA DE ROPA AL POR MENOR;1;1;;;1;;1;2;2;2;2;48;;1;1;2;2;2;850000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;0;1;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;3;25;8;1;1;52;1;4771;5223;47;850000;02;20220205;52;1;98.625358639;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2022;60
5032696;1;3;1;SERVICIO DE SALUD CON INTERNACION;1;2;2;12;1;;1;1;1;1;1;60;;1;1;1;1;1;2400000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1200000;1;1200000;1;1000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;0;1;;10;7;;1;;1;1;1;6;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;2;1;1;52;1;8610;5321;86;2400000;02;20220205;52;1;98.625358639;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2022;60
5032697;1;1;1;SERVICIO ASEO Y LIMPIEZA A VIVIENDAS;2;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;280000;1;;1;;1;1;12;30;2;;30;;;1;2;;3;;2;;;;2;2;1;0;36;1;;2;;1;12;1;100000;2;7;2;;;;1;2;1;2;1;2;1;1;1;2;1;1;2;2;1;2;2;2;3;40;8;1;1;52;4;8121;9112;81;380000;02;20220205;52;1;133.09132913;;;;;2;;;;;2;;;300000;300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5032697;1;3;1;PREPARACION Y VENTA DE COMIDAS RAPIDAS;1;1;;;1;;2;2;2;2;2;2;;1;1;2;2;2;223200;2;;;1;20000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;12;2;;14;;;3;7;;3;;2;;;;2;2;1;21;12;1;;7;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;3;40;3;1;1;52;1;5619;9411;56;243200;02;20220205;52;1;133.09132913;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
