DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
5049289;1;2;1;SERVICIOS DE CONSULTORIA E INSTALACION DE TECNOLOGIA;1;2;1;;1;;2;1;2;1;1;36;;1;1;1;1;2;3500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1700000;2;;1;1700000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;2;1;13;1;1;1;0;36;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;30;2;1;1;05;1;6920;2411;69;3500000;02;20220207;05;1;2835.0785214;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049290;1;4;1;SERVICIOS DOMESTICO A HOGAR;1;2;1;;1;;1;1;2;1;1;396;;2;2;2;2;2;1072000;2;;;1;1200000;1;;2;;2;;2;;;1;40000;2;2;;;2;;;2;;;2;;;1;960000;2;;1;490000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;1;1;;1;;1;2;3;24;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;05;3;9700;9111;97;2272000;02;20220207;05;1;727.19699417;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049291;1;1;1;Artesanias;2;;;;;;;;;;;624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;;1;2;2;;;;;;2;2;;;;;;600000;1;;3;;3;2;12;66;;;66;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;5;1;1;05;4;3290;5223;32;600000;02;20220207;05;1;1324.0889919;;;;;2;;;;;3;;;1800000;1800000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049292;1;3;1;SERVICIOS DE CUIDADO AL ADULTO MAYOR;2;;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;450000;1;;1;;10;2;12;10;1;;10;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;2;3;1;1;05;4;8810;5322;88;450000;02;20220207;05;1;937.70359504;;;;;2;;;;;3;;;450000;450000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049294;1;1;1;ADMINISTRACION DE LOCALES COMERCIALES;1;2;2;12;1;;1;2;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;1700000;1;;3;;1;2;12;60;;;60;;;5;7;;1;;1;1;2;20;1;2;1;0;72;4;;1;;1;40;4;1500000;1;7;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;10;8;1;1;05;4;6820;5414;68;3200000;02;20220207;05;1;764.95211751;;;;;2;;;;;1;1700000;1700000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049294;1;2;1;SERVICIO DE CLASES DE BAILE;1;1;;;1;;1;2;2;2;2;18;;2;9;9;9;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;24;2;;24;;;2;7;;3;;2;;;;2;2;1;6;48;1;;13;PANDEMIA;1;24;4;500000;1;1;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;1;1;05;1;8552;4120;85;1000000;02;20220207;05;1;764.95211751;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049295;1;1;1;VIVIENDAS Y ARREGLOS;2;;;;;;;;;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;;1;2;2;;;;;;2;2;;;;;;950000;1;;1;;3;2;12;48;;;48;;;1;9;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;8;1;1;05;4;4111;7112;41;950000;02;20220207;05;1;1760.6470169;;;;;2;;;;;3;;;950000;950000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049297;1;1;1;TRANSPORTE DE PERSONAS EN VEHICULO PARTICULAR;1;1;;;1;;1;2;2;2;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;6;;1;2;2;;;;;;2;2;;;;;;800000;1;;3;;4;1;12;40;;;40;;;1;4;;1;;1;2;1;96;1;2;1;2;64;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;70;2;1;1;05;4;4921;8331;49;800000;02;20220207;05;1;1431.1708819;;;;;2;;;;;3;;;800000;800000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049297;1;5;1;VESTIDOS DE DAMA BLUSAS PANTALONES;2;;;;;;;;;;;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;500000;1;;3;;6;2;12;45;;;45;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;05;4;1410;7531;14;500000;02;20220207;05;1;1431.1708819;;;;;2;;;;;3;;;500000;500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049297;1;6;1;SEGURIDAD PRIVADA;1;2;2;12;1;;1;1;2;1;1;1;;1;1;1;1;2;1117214;2;;;2;;2;;2;;2;;2;;;1;117214;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;11;EDIFICIO DE APARTAMENTOS;1;;1;2;1;10;1;1;1;0;11;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;45;3;1;1;05;1;8010;5414;80;1117214;02;20220207;05;1;1431.1708819;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049298;1;2;1;VENTA DE ARTICULOS DE BELLEZA Y PERFUMERIA POR CATALOGO;2;;;;;;;;;;;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;5;;1;2;2;;;;;;2;2;;;;;;100000;1;;3;;4;2;12;3;2;;3;;;1;5;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;10;8;1;1;05;4;4792;3322;47;100000;02;20220207;05;1;1232.4752332;;;;;2;;;;;3;;;400000;400000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049298;1;3;1;SERVICIOS DE INSTALACION DE REDES DE TELECOMUNICACION Y TELEVISION;1;2;1;;2;4;1;1;2;1;1;18;;1;1;1;1;1;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;1;454000;2;;1;454000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;1;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;4;45;8;1;1;05;1;8220;4222;82;1000000;02;20220207;05;1;1232.4752332;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049299;1;1;1;REALIZAR ENCHAPES PARA LAS VIVIENDAS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;2;2;;;;;;700000;1;;1;;1;1;4;20;1;;40;;;2;2;;1;;2;;;;1;1;1;24;24;1;;5;;2;;;;;;1;20;1;1;1;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;13;20;8;1;1;;4;4111;9313;41;700000;02;20220207;05;1;165.66450622;;;;;2;;;;;3;;;700000;700000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049300;1;1;1;CONSTRUCCION DE OBRAS CIVILES;1;2;2;12;1;;1;1;2;1;1;0;;1;1;1;1;2;1400000;1;100000;1;2;;2;;2;;2;;2;;;1;117400;1;2;;;2;;;2;;;2;;;1;620000;2;;1;600000;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;70;;;70;;;9;9;;1;;1;2;1;5;1;1;1;0;36;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;13;20;5;1;1;;1;7112;5414;71;1400000;02;20220207;05;1;217.9721163;1;2;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049301;1;1;1;TRANSPORTE PUBLICO DE PASAJEROS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1200000;1;;3;;4;1;12;84;;;84;;;1;4;;1;;1;2;2;5;2;2;1;6;36;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;3;8;1;1;05;4;4921;8324;49;1200000;02;20220207;05;1;1280.4705578;;;;;2;;;;;3;;;1200000;1200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049302;1;1;1;VENTA DE VIVERES Y FRUTAS AL POR MAYOR Y AL DETAL;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;2;2;;;;;;1400000;1;;3;;8;2;12;70;;;70;;;2;7;;10;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;1;1;3;15;8;1;1;;4;4721;5223;47;1400000;02;20220207;05;1;230.74853404;;;;;2;;;;;1;;;1400000;1400000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049303;1;1;1;VENTA AL POR MENOR DE PRODUCTOS DE CONSUMO COMO HELADOS Y DULCES;2;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;800000;1;;1;;1;1;12;16;2;;16;;;1;3;;3;;2;;;;2;2;1;5;12;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;2;45;3;1;1;05;4;4781;5212;47;800000;02;20220207;05;1;1026.8104397;;;;;2;;;;;3;;;800000;800000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049303;1;2;1;SERVICIOS DE AGENCIA DE MODELAJE;1;2;1;;1;;2;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;1200000;1;;3;;1;1;12;48;;;48;;;6;7;;2;;2;;;;2;2;1;2;6;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;11;30;3;1;1;05;4;8299;3343;82;1200000;02;20220207;05;1;1026.8104397;;;;;2;;;;;1;1200000;1200000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049303;1;3;1;PRESTACION DE SERVICIOS DE TELECOMUNICACIONES TELEMATICOS Y DE VALOR AGREGADO PARA EL SECTOR CORPORATIVO;1;2;1;;1;;1;1;2;1;1;12;;1;1;1;1;2;1700000;1;150000;1;2;;2;;2;;2;;2;;;1;117000;1;2;;;2;;;2;;;2;;;1;650000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;1;1;11;1;1;1;0;120;1;;8;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;11;30;3;1;1;05;1;6190;3341;61;1700000;02;20220207;05;1;1026.8104397;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049303;1;5;1;COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS;1;2;1;;1;;2;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;1000000;1;;3;;1;1;12;48;;;48;;;9;7;;1;;1;1;2;5;1;1;1;1;48;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;1;2;1;1;11;40;8;1;1;05;4;4771;1420;47;1000000;02;20220207;05;1;1026.8104397;;;;;2;;;;;1;1000000;1000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049306;1;1;1;SERVICIOS DE TRANSPORTE AEREO Y MENSAJERIA;1;2;1;;1;;1;1;2;1;1;156;;1;1;1;1;2;4000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2000000;2;;1;2000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;15;1;1;1;2;60;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;2;8;25;2;1;1;;1;5111;7232;51;4000000;02;20220207;05;1;132.633537;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049308;1;1;1;Diferentes niveles de educacion;1;2;1;;1;;1;1;1;1;1;72;;1;1;1;1;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;7;;1;;1;1;1;7;1;1;1;0;18;4;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;4;45;8;1;1;05;1;8530;2356;85;;02;20220207;05;1;1645.9381205;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049308;1;2;1;Educacion superior;1;2;2;3;1;;2;2;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;;1;;3;;8;2;12;25;2;;25;;;10;7;;1;;1;1;2;2;1;1;1;36;12;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;4;30;3;1;1;05;4;8544;2351;85;;02;20220207;05;1;1645.9381205;;;;;2;;;;;1;99;99;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049309;1;1;1;COMERCIALIZACION DE MATERIALES PARA LA CONSTRUCCION;1;2;1;;1;;1;1;2;1;1;96;;1;1;1;1;1;1300000;2;;;2;;2;;2;;2;;2;;;1;117340;1;2;;;2;;;2;;;2;;;1;500000;2;;1;500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;14;1;1;1;1;60;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;20;2;1;1;;1;4752;5223;47;1300000;02;20220207;05;1;236.13645933;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049310;1;1;1;SERVICIOS PROFESIONALES ACTIVIDAD FISICA DEPORTE Y RECREACION;1;2;2;12;1;;1;2;2;2;2;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;1545000;1;;3;;3;2;12;48;;;48;;;7;7;;1;;1;1;2;10;1;2;1;3;36;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;15;2;1;1;;4;8413;3423;84;1545000;02;20220207;05;1;223.25564465;;;;;2;;;;;1;1545000;1545000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049311;1;1;1;PIMENTON;2;;;;;;;;;;;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;2;2;;;;;;800000;1;;3;;9;2;12;50;;;50;;;2;8;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;90;3;1;1;;4;0113;6111;01;800000;02;20220207;05;1;218.74039831;;;;;2;;;;;2;;;800000;800000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049311;1;2;1;PANTY PARA ADULTO SOLO PARA MUJER;1;2;1;;1;;1;1;2;1;1;60;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117160;2;2;;;2;;;2;;;2;;;1;420000;1;420000;1;420000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;6;7;;1;;1;1;1;9;1;1;1;0;24;3;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;5;3;1;1;;1;1040;8153;10;1000000;02;20220207;05;1;218.74039831;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049312;1;1;1;PRESTACION DE SERVICIOS DE SALUD DROGUERIAS MEDICAMENTOS RECREACION Y VIVIENDA;1;2;1;;1;;1;1;2;1;1;30;;1;1;1;1;1;1600000;2;;;2;;2;;2;;2;;2;;;1;117317;2;2;;;2;;;2;;;2;;;1;800000;2;;1;800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;10;1;2;1;0;24;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;1;1;;1;8621;3213;86;1600000;02;20220207;05;1;286.91569319;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049313;1;1;1;REPARACION DE MOFLES PARA AUTOS;1;2;1;;1;;1;1;2;1;1;360;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;1;454000;2;;1;454000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;7;;1;;1;2;1;30;1;1;1;0;36;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;13;15;8;1;1;05;1;4520;7231;45;1000000;02;20220207;05;1;1021.8297446;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049313;1;5;1;EXPOSICION Y VENTA DE OBRAS DE ARTE;1;2;1;;2;4;1;1;2;1;1;2;;1;1;1;1;1;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;48;;;48;;;10;7;;1;;1;1;1;0;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;4;40;8;1;1;05;1;9102;5414;91;1000000;02;20220207;05;1;1021.8297446;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049313;1;6;1;CUIDADO DE UÑAS DE MANOS Y PIES;2;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;3;;4;2;12;40;;;40;;;1;2;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;1;1;05;4;9602;5142;96;600000;02;20220207;05;1;1021.8297446;;;;;2;;;;;3;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049314;1;1;1;PRODUCTOS DE LA CANASTA FAMILIAR;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;7;;;;;1;1;;;;;;1;1;2021;2;;2000000;1;;3;;6;2;12;105;;;105;;;2;7;;1;;1;2;2;0;1;1;1;0;120;7;;10;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;2;5;1;1;05;4;4711;5222;47;2000000;02;20220207;05;1;1209.5062689;;;;;1;1;0;1;0;3;;;;;;;;;6000000;0;1200000;800000;200000;120000;;;;;;;;;;;;;;2022;60
5049314;1;2;1;PRODUCTOS DE LA CANASTA FAMILIAR;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;7;;;;;1;1;;;;;;1;1;2021;2;;1680000;1;;3;;6;2;12;105;;;105;;;2;7;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;2;5;1;1;05;4;4711;5221;47;1680000;02;20220207;05;1;1209.5062689;;;;;1;1;0;1;0;3;;;;;;;;;6000000;0;1200000;800000;200000;120000;;;;;;;;;;;;;;2022;60
5049315;1;1;1;PRODUCCION DE BISUTERIA A TERCEROS;2;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;100000;1;;1;;1;2;7;30;1;;30;;;1;1;;11;;2;;;;2;2;1;17;6;1;;13;POR LA PANDEMIA;2;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;14;;8;1;1;05;4;3290;7399;32;100000;02;20220207;05;1;1166.3482657;;;;;2;;;;;1;;;100000;100000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049315;1;2;1;DISTRIBUCION DE MEDICAMENTOS;1;2;1;;2;1;1;1;2;1;2;1;;1;1;1;1;1;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;;;48;;;10;7;;1;;1;1;1;2;1;2;1;1;1;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;13;30;8;1;1;05;1;4645;9334;46;1000000;02;20220207;05;1;1166.3482657;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049317;1;1;1;MODELAJE Y ENTRETENIMIENTO PARA ADULTOS;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;3000000;1;;3;;3;2;12;72;;;72;;;1;1;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;05;4;9609;5169;96;3000000;02;20220207;05;1;1052.5619731;;;;;2;;;;;3;;;3000000;3000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049318;1;1;1;BRINDAR ASESORIAS FINANCIERAS POR MEDIO DE CREDITO DE LIBRANZA;1;2;1;;1;;1;1;2;1;1;24;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;1;2000000;2;1;960000;2;;1;500000;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;54;;;4;7;;1;;1;1;1;15;1;1;1;0;72;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;1;1;05;1;6422;3322;64;1000000;02;20220207;05;1;1170.4448857;1;2;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049318;1;2;1;SERVICIOS FINANCIEROS;1;2;2;12;1;;1;1;2;1;1;120;;1;1;1;1;2;4000000;2;;;2;;2;;2;;2;;2;;;1;98000;1;2;;;2;;;2;;;2;;;1;4000000;2;;1;2000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;20;1;1;1;0;12;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;1;1;05;1;6412;3322;64;4000000;02;20220207;05;1;1170.4448857;1;1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5049319;1;2;1;PROTESIS DENTALES CALZAS AMALGAMAS CORONAS DISEÑO DE SONRRISA LIMPIEZA DENTAL;1;2;1;;1;;1;1;2;1;1;72;;1;1;1;1;2;1165000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;1165000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;1;;1;1;1;10;1;1;1;2;3;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;2;1;1;05;1;8622;8321;86;1165000;02;20220207;05;1;794.98849522;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
