DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5438058,1,3,1,60,2,52,2,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,180000,1,1500000,1,,10,2,,,,,2,1,2,21,1,,7,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,18,2,,1,52,4,6,,,2,8,1,3,20,2,1,21,2,1,1,1,1,1,2,1,2,2,1,1,2,,2,1,2,2,1,2,2,2,8,,62,01,1,04,4,0113,180000,52,2113.9543346,
5438058,1,4,1,60,2,52,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,18,2,,18,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,60,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,2,2,1,2,2,2,3,,62,01,1,04,6,0141,,52,2113.9543346,
5438059,1,1,1,60,2,52,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,360000,1,4000000,3,,12,2,,,,,1,1,2,21,2,,21,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,1,52,16,4,,200000,1,8,3,11,10,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,1,1,1,2,1,1,8,,62,01,1,04,4,0141,560000,52,1446.1389078,
5438059,1,2,1,60,2,52,1,2,2,12,2,4,EMPRESA PRIVADA OPERADOR MUJER Y GENERO,1,1,2,1,60,,1,,2,454263,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,98,2,2,,,2,,,2,,,1,454283,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,2,,1,,1,2,1,6,1,1,,,,,,,,,1,1,1,0,36,4,,2,,,,,,,,1,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,54,88,1,04,1,8890,454263,52,1446.1389078,8890
5438060,1,2,1,60,2,52,2,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,140000,1,1600000,3,,12,1,1,0,0,1,2,3,2,28,2,,28,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,6,4,,2,,,,,,,,3,3,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0141,140000,52,1224.3151494,
5438060,1,3,1,60,2,900,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,800000,1,9600000,3,,12,2,,,,,2,3,2,32,2,,32,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,6,,2,,,,,,,,13,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0113,800000,52,1224.3151494,
5438060,1,4,1,60,2,52,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,60,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,62,01,1,04,6,0141,,52,1224.3151494,
5438061,1,1,1,60,2,52,2,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,2000000,3,,12,2,,,,,3,1,2,24,2,,24,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,8,,2,,,,,,,,2,11,60,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,2,7,,62,01,1,04,4,0141,200000,52,1710.0363506,
5438061,1,2,1,60,2,52,1,2,2,12,2,4,MUJER Y GENERO,1,1,2,1,5,,2,,2,440000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,440000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,24,1,,24,,,9,1,,1,,1,2,1,6,1,1,,,,,,,,,1,1,1,0,24,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,,54,88,1,04,1,8890,440000,52,1710.0363506,8890
5438062,1,1,1,60,2,52,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,3000000,3,,12,2,,,,,2,10,2,28,1,,28,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,1,52,14,4,,300000,2,8,,11,30,,1,16,2,1,1,1,2,1,2,2,2,2,1,1,2,,2,1,1,1,2,2,2,1,8,,62,01,1,04,4,0113,500000,52,2673.5365666,
5438062,1,2,1,60,2,52,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,14,2,,14,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,04,6,0141,,52,2673.5365666,
5438063,1,1,1,60,2,52,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,240000,1,2880000,3,,12,2,,,,,2,3,2,32,2,,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,6,,2,,,,,,,,13,3,60,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0113,240000,52,2704.5569889,
5438063,1,3,1,60,2,52,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,320000,1,3840000,3,,12,2,,,,,2,3,2,32,2,,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,6,,2,,,,,,,,13,3,20,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0113,320000,52,2704.5569889,
5438064,1,2,1,60,2,52,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,4000000,3,,12,1,3,0,3,0,1,3,2,18,2,,30,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,4,,2,,,,,,,,10,3,30,,1,10,2,1,2,,,,,,,,,,,,,,1,2,1,1,2,2,8,,62,01,1,04,4,0141,300000,52,1685.486158,
5438064,1,3,1,60,2,52,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,150000,1,1000000,3,,12,1,3,0,3,0,1,3,2,18,2,,24,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,36,1,7,,2,,,,,,,,10,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,2,1,8,,62,01,1,04,4,0141,150000,52,1685.486158,
5438064,1,4,1,60,2,52,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,2000000,3,,12,1,3,0,3,0,1,3,2,18,2,,18,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,62,6,,2,,,,,,,,11,3,30,,2,,,,2,,,,,,,,,,,,,,2,2,1,2,2,1,8,,62,01,1,04,4,0141,200000,52,1685.486158,
5438064,1,5,1,60,2,52,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,100000,1,2500000,3,,12,2,,,,,2,1,2,36,2,,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,7,120,4,,2,,,,,,,,11,11,20,,1,10,2,1,1,1,1,1,2,2,2,2,1,2,2,,1,2,1,2,1,2,2,1,8,,62,01,1,04,4,0113,100000,52,1685.486158,
5438064,1,6,1,60,2,52,2,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,250000,1,2500000,3,,12,1,3,0,3,0,1,4,2,18,2,,18,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,40,,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,2,1,2,1,1,2,1,8,,62,01,1,04,4,0141,250000,52,1685.486158,
5438065,1,1,1,60,2,52,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,250000,1,3000000,3,,12,2,,,,,2,1,2,32,2,,32,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,45,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,1,1,1,2,2,1,8,,62,01,1,04,4,0161,250000,52,2222.8068809,
5438065,1,2,1,60,2,52,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,2400000,3,,12,2,,,,,2,3,2,14,2,,14,,,1,8,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,9,3,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,04,4,0141,200000,52,2222.8068809,
5438066,1,1,1,60,2,52,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,12,4800000,3,,12,2,,,,,2,3,2,32,2,,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,6,,2,,,,,,,,13,3,30,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0161,400000,52,2113.9543346,
5438066,1,2,1,60,2,52,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,2400000,3,,12,2,,,,,2,3,2,21,2,,21,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,24,4,,2,,,,,,,,3,3,120,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0141,200000,52,2113.9543346,
5438066,1,3,1,60,2,52,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,2,3,2,32,2,,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,6,,2,,,,,,,,13,11,120,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0113,400000,52,2113.9543346,
5438066,1,4,1,60,2,52,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,2,3,2,32,2,,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,6,,2,,,,,,,,13,3,120,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0113,400000,52,2113.9543346,
5438068,1,1,1,60,2,52,2,,,,,,,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,3000000,3,,12,2,,,,,2,3,1,32,2,,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,48,6,,1,52,7,4,,0,1,8,13,2,60,,2,,,,1,1,1,2,2,2,1,2,1,2,2,,1,2,1,2,2,2,1,2,3,,62,01,1,04,4,0113,200000,52,1944.2896036,
5438068,1,2,1,60,2,52,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2000000,3,,12,2,,,,,2,1,2,32,1,,28,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,60,1,1,10,2,1,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,62,01,1,04,4,0113,200000,52,1944.2896036,
5438069,1,1,1,60,2,52,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,8000000,3,,12,1,2,2,0,0,3,3,2,40,,.,40,,,2,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,1,52,28,4,,1500000,2,8,13,11,180,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,73,02,1,04,5,0220,2100000,52,964.3887998,
5438070,1,1,1,60,2,52,2,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,250000,1,3000000,3,,12,2,,,,,2,5,2,32,2,,32,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,1,52,14,4,,300000,2,8,,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,04,4,0113,550000,52,886.98026015,
5438070,1,3,1,60,2,52,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,14,2,,14,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,84,60,3,,2,,,,,,,,12,3,60,,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,1,1,1,2,1,1,3,,62,01,1,04,6,0141,,52,886.98026015,
5438071,1,1,1,60,2,52,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,7200000,3,,12,2,,,,,2,3,2,28,2,,28,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,1,52,21,4,,100000,1,8,3,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,3,,62,01,1,04,4,0141,700000,52,2222.8068809,
5438072,1,1,1,60,2,52,2,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,110000,1,2000000,3,,12,2,,,,,1,5,2,18,2,,18,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,3,,2,,,,,,,,9,3,1,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,04,4,0141,110000,52,886.98026015,
5438073,1,1,1,60,2,52,2,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,2,3,2,32,2,,32,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,6,,1,52,7,4,,300000,2,8,13,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0161,700000,52,886.98026015,
5438073,1,2,1,60,2,52,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,28,2,,28,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,96,12,4,,2,,,,,,,,11,3,60,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,62,01,1,04,6,0141,,52,886.98026015,
5438074,1,3,1,60,2,52,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2000000,3,,12,2,,,,,2,1,2,32,2,,32,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,62,01,1,04,4,0113,200000,52,886.98026015,
5438074,1,5,1,60,2,52,1,2,2,6,1,,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,908526,1,1800000,4,TEMPORAL,2,2,,,,,1,1,1,40,,.,40,,,9,7,,1,,1,1,2,1,1,1,,,,,,,,,1,2,1,12,14,1,,2,,,,,,,,13,11,20,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,1,1,1,2,1,2,2,1,3,,32,84,1,04,4,8412,908526,52,886.98026015,
5438075,1,1,1,60,2,52,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,3,3,2,50,,.,50,,,1,4,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,1,52,8,4,,0,1,8,3,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,04,4,4921,400000,52,1721.8014929,
5438075,1,2,1,60,2,52,1,1,,,1,,,1,2,2,2,0,,1,,2,100000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,3,,,,,,,,,40,,.,40,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,3,6,,2,,,,,,,,13,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,04,1,4721,100000,52,1721.8014929,
5438076,1,1,1,60,2,52,2,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,240000,1,2500000,3,,12,2,,,,,3,1,2,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,1,52,18,4,,0,2,8,,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,8,,62,01,1,04,4,0113,240000,52,1607.8101177,
5438076,1,2,1,60,2,52,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,160000,1,1500000,1,,7,2,,,,,2,1,2,21,1,,18,6,,1,8,,2,,2,,,,1,,,,,,1,,,,2,2,1,9,120,4,,1,52,12,6,,,2,8,9,2,90,2,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,2,2,1,2,2,2,2,3,,62,01,1,04,4,0113,160000,52,1607.8101177,
5438077,1,1,1,60,2,52,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,3600000,3,,12,1,1,0,0,1,3,3,2,48,,.,48,,,2,1,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,1,52,16,4,,160000,1,8,13,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,04,4,4752,460000,52,2239.9743927,
5438077,1,4,1,60,2,52,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,3,2,,3,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,97,47,1,04,6,4752,,52,2239.9743927,
5438078,1,1,1,60,2,52,2,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,100000,1,400000,3,,12,2,,,,,3,5,2,7,2,,7,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,4,0145,100000,52,886.98026015,
5438220,1,2,1,60,2,73,1,1,,,1,,,1,2,2,2,0,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,55,,.,30,6,,3,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,0,8,,2,,,,,,,,1,11,30,2,2,,,,1,1,2,1,2,1,2,2,1,1,2,,1,1,2,2,2,2,2,1,9,,62,01,1,04,8,0150,500000,73,4270.6492705,
5438221,1,1,1,60,2,73,1,2,1,,1,,,2,1,2,1,48,,2,,2,908600,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,32000,2,2,,,2,,,2,,,1,908600,2,,1,404000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,2,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,11,15,,2,,,,1,1,1,1,2,2,2,1,1,2,2,,2,2,1,1,1,2,1,1,1,,45,92,1,04,1,9200,908600,73,1504.4406101,
5438221,1,2,1,60,2,73,1,2,2,6,1,,,2,1,2,1,52,,2,,2,908600,1,271000,2,2,,2,,2,,2,,2,,,1,106454,2,1,35000,2,2,,,2,,,2,,,1,908600,2,,1,404000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,4,7,,1,,1,1,1,8,1,1,,,,,,,,,1,1,1,1,28,1,,2,,,,,,,,1,11,20,,1,4,2,1,1,1,1,1,2,1,2,2,1,2,2,,2,1,1,1,1,2,2,1,3,,58,80,1,04,1,8010,908600,73,1504.4406101,
5438221,1,5,1,60,2,73,2,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,80000,1,950000,3,,12,2,,,,,3,10,1,48,,.,48,,,1,1,,3,,2,,,,1,,,,,,1,,,,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,77,56,1,04,4,5619,80000,73,1504.4406101,
5438221,1,6,1,60,2,73,2,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,,1,98,3,,12,2,,,,,3,1,2,48,,.,48,,,1,1,,2,,2,,,,1,,,,,,1,,,,2,2,1,1,12,8,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,83,25,1,04,4,2511,,73,1504.4406101,
5438222,1,1,1,60,2,73,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2020,2,2000000,1,20000000,3,,12,2,,,,,3,1,1,52,,.,52,,,1,7,,1,,2,,,,1,,,,,,,,,1,2,2,1,12,78,1,,2,,,,,,,,2,13,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,84,95,1,04,4,9529,2000000,73,2028.552737,
5438224,1,2,1,60,2,73,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,10000,1,150000,3,,12,2,,,,,3,3,2,48,,.,48,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,36,1,,2,,,,,,,,9,14,,,1,2,2,2,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,41,47,1,04,4,4724,10000,73,1750.8722704,
5438225,1,1,1,60,2,73,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,300000,1,1500000,3,,12,2,,,,,3,1,2,55,,.,55,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,0,8,,2,,,,,,,,1,3,3,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,9,,61,01,1,04,4,0121,300000,73,3737.4685831,
5438226,1,1,1,60,2,73,1,1,,,1,,,2,2,2,2,120,,1,,2,,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,36,1,,36,,,4,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,13,30,,1,8,2,1,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,62,01,1,04,1,0112,,73,5108.3783275,
5438228,1,1,1,60,2,73,2,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,2000000,1,98,3,,12,1,3,3,0,0,3,3,2,40,,.,0,1,,3,8,,2,,2,,,,1,,,1,,,,,,,2,2,1,0,0,8,,2,,,,,,,,1,3,2,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,61,01,1,04,5,0121,2000000,73,1899.574036,
5438228,1,6,1,60,2,73,2,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,800000,1,98,3,,12,2,,,,,3,3,2,40,,.,40,,,1,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,0,8,,2,,,,,,,,10,11,3,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,04,4,0121,800000,73,1899.574036,
5438229,1,1,1,60,2,73,1,1,,,1,,,2,2,2,2,140,,2,,2,400000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,15,1,,3,6,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,8,,2,,,,,,,,1,3,5,1,1,23,2,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,1,8,,62,01,1,04,1,0121,400000,73,5570.5917498,
