DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,RAMA2D_D_R4,OFICIO1,OFICIO2,DSI,DSCY,MES,RAMA4D_D_R4,DPTO,fex_c_2011
5437632,1,5,1,70,2,50,48,2,,2,58,1,,9,2,1,,,,,,,,,,,1,2,,600000,2,,88,59,59,1,2,04,8890,44,1032.0825588
5437632,1,9,1,70,2,40,48,2,,1,,,,,,,,.,,,,,,,,.,,,,500000,,,,39,,1,2,04,.,44,1032.0825588
5437633,1,3,1,70,2,8,60,1,,2,100,4,,1,2,4,,,,,,,,,,,1,2,,400000,2,,49,45,98,1,1,04,4921,44,651.72651952
5437688,1,2,1,70,2,3,40,3,,2,25,3,,1,2,1,,,,,,,,,,,1,2,,300000,2,,97,54,54,1,1,04,9700,27,604.50465373
5437705,1,1,1,70,2,2,40,1,,2,8,1,,2,2,1,,,,,,,,,,,1,2,,300000,2,,01,62,62,1,1,04,0122,27,1383.2898719
5437815,1,1,1,70,2,5,48,1,,2,7,1,,3,2,1,,,,,,,,,,,1,2,,600000,2,,01,62,62,1,1,04,0122,27,1866.6331325
5437892,1,3,1,70,2,4,48,1,,2,4,1,,3,2,1,,,,,,,,,,,1,1,700000,908000,2,,41,95,95,1,1,04,4111,50,1464.2050399
5437893,1,2,1,70,2,52,48,8,,2,3,4,,1,2,8,,,,,,,,,,,1,2,,1000000,2,,01,62,62,1,2,04,0141,50,2149.0176611
5437894,1,1,1,70,2,4,44,8,,2,5,8,,3,2,4,,,,,,,,,,,1,1,980000,920000,2,,01,62,62,1,1,04,0121,50,2075.0655616
5437908,1,2,1,70,2,6,44,1,,2,8,1,,3,2,1,,,,,,,,,,,1,2,,1000000,2,,56,53,53,1,1,04,5611,50,795.46389481
5437910,1,2,1,70,2,24,48,1,,2,24,1,,3,2,4,,,,,,,,,,,1,2,,1000000,2,,41,98,95,1,2,04,4111,50,744.31575272
5437958,1,1,1,70,2,48,40,4,,2,48,1,,2,2,1,,,,,,,,,,,1,2,,908000,2,,10,98,77,1,2,04,1081,52,1011.9937362
5437961,1,2,1,70,2,4,48,1,,2,48,1,,4,2,1,,,,,,,,,,,1,2,,908000,2,,92,59,33,1,1,04,9200,52,1712.6068636
5437961,1,3,1,70,2,24,40,1,,2,8,1,,5,2,1,,,,,,,,,,,1,1,200000,908000,2,,47,19,58,1,2,04,4723,52,1712.6068636
5437988,1,1,1,70,2,4,40,1,,2,17,1,,4,2,1,,,,,,,,,,,1,2,,400000,2,,47,45,45,1,1,04,4771,52,1414.8276918
5437989,1,2,1,70,2,4,24,1,,2,16,1,,2,2,1,,,,,,,,,,,1,2,,500000,2,,75,32,32,1,1,04,7500,52,1964.477006
5437993,1,2,1,70,2,20,24,1,,2,12,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,01,62,62,1,2,04,0127,52,2361.3469019
5438020,1,4,1,70,2,8,48,1,,1,,,,,,,,.,,,,,,,,.,,,,500000,,,,45,,1,1,04,.,52,2923.0290055
5438020,1,7,1,70,2,8,50,1,,2,12,1,,2,2,1,,,,,,,,,,,1,2,,500000,2,,47,45,45,1,1,04,4771,52,2923.0290055
5438048,1,3,1,70,2,52,44,1,,2,156,3,,1,2,1,,,,,,,,,,,1,2,,1000000,2,,97,59,59,1,2,04,9700,52,886.98026015
5438215,1,1,1,70,2,5,48,4,,2,5,8,,2,2,1,,,,,,,,,,,1,1,200000,906000,2,,01,55,62,1,1,04,0121,73,1392.6479375
5438216,1,1,1,70,2,48,48,1,,2,100,4,,1,2,1,,,,,,,,,,,1,2,,404000,2,,43,97,93,1,2,04,4330,73,2653.8536434
5438220,1,3,1,70,2,3,50,1,,2,4,4,,1,2,4,,,,,,,,,,,1,1,120000,1000000,2,,01,58,61,1,1,04,0161,73,4270.6492705
5438230,1,3,1,70,2,2,48,8,,2,2,8,,4,2,4,,,,,,,,,,,1,1,280000,1150000,2,,74,62,62,1,1,04,7490,73,1392.6479375
5438231,1,3,1,70,2,2,50,4,,2,2,4,,1,2,1,,,,,,,,,,,1,1,700000,950000,2,,46,41,41,1,1,04,4631,73,1392.6479375
5438239,1,3,1,70,2,2,48,1,,2,3,4,,1,2,1,,,,,,,,,,,1,1,100000,906000,2,,81,33,55,1,1,04,8121,73,1392.6479375
5438240,1,2,1,70,2,24,48,4,,2,24,4,,1,2,1,,,,,,,,,,,1,2,,908600,2,,46,41,41,1,2,04,4631,73,2028.552737
5438247,1,2,1,70,2,48,12,8,,2,48,1,,7,2,1,,,,,,,,,,,1,2,,908600,2,,01,62,62,1,2,04,0112,73,1392.6479375
5438250,1,3,1,70,2,36,30,1,,2,24,1,,3,2,7,,,,,,,,,,,1,2,,908600,2,,01,97,62,1,2,04,0130,73,2971.9702817
5438260,1,3,1,70,2,2,48,8,,2,12,8,,4,2,1,,,,,,,,,,,1,2,,908600,2,,01,62,62,1,1,04,0112,73,1643.792799
5438262,1,1,1,70,2,1,48,8,,2,1,8,,5,2,1,,,,,,,,,,,1,2,,908600,2,,01,62,62,1,1,04,0112,73,2641.4947587
5438278,1,3,1,70,2,12,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,45,,1,1,04,.,73,1291.3641696
5438335,1,1,1,70,2,48,12,8,,2,14,8,,2,2,1,,,,,,,,,,,1,2,,950000,2,,01,62,62,1,2,04,0111,73,1446.6636164
5438337,1,4,1,70,2,12,48,1,,2,12,1,,6,2,1,,,,,,,,,,,1,2,,1000000,2,,63,34,34,1,1,04,6311,73,1696.7736239
5438338,1,2,1,70,2,15,48,1,,2,112,3,,1,2,1,,,,,,,,,,,1,2,,908600,2,,97,45,59,1,2,04,9700,73,1818.7821505
5438357,1,3,1,70,2,2,48,2,,1,,,,,,,,.,,,,,,,,.,,,,908000,,,,58,,1,1,04,.,73,3095.5482011
5438364,1,3,1,70,2,52,48,3,,2,85,3,,1,2,1,,,,,,,,,,,1,2,,1000000,2,,97,59,59,1,2,04,9700,73,1446.6636164
5438381,1,2,1,70,2,240,48,3,,2,240,3,,1,2,1,,,,,,,,,,,1,2,,908600,2,,97,54,54,1,2,04,9700,73,1446.6636164
5438428,1,1,1,70,2,4,48,1,,2,5,1,,9,2,8,,,,,,,,,1,BUSCAR TRABAJO,,1,1126000,1200000,2,,64,58,58,1,1,04,6412,13,2659.916256
5438474,1,4,1,70,2,20,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,45,,1,2,04,.,13,2511.2157821
5438476,1,1,1,70,2,24,48,3,,2,52,3,,1,2,1,,,,,,,,,1,BUSCAR TRABAJO,,2,,908526,2,,97,54,54,1,2,04,9700,13,2134.5901244
5439330,1,3,1,70,2,52,48,1,,2,52,1,,9,2,4,,,,,,,,,,,1,2,,990000,2,,15,45,45,1,2,04,1522,41,717.64547419
5439335,1,2,1,70,2,156,48,1,,2,156,1,,4,2,1,,,,,,,,,,,1,2,,908000,2,,43,45,39,1,2,04,4321,41,1707.4919351
5439336,1,1,1,70,2,15,48,1,,2,15,1,,9,2,8,,,,,,,,,,,1,2,,990000,2,,09,95,95,1,2,04,0990,41,1405.0694126
5439342,1,4,1,70,2,52,48,1,,2,104,1,,9,2,1,,,,,,,,,,,1,2,,990000,2,,09,58,58,1,2,04,0990,41,1467.8730694
5439365,1,2,1,70,2,52,48,4,,2,416,4,,8,2,1,,,,,,,,1,,,,2,,1200000,2,,86,59,59,1,2,04,8610,41,717.64547419
5440329,1,2,1,70,2,16,40,1,,2,16,1,,4,2,4,,,,,,,,,,,1,2,,700000,2,,87,53,59,1,2,04,8730,25,2437.2867816
5440341,1,3,1,70,2,4,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,59,,1,1,04,.,25,2440.847396
5440357,1,1,1,70,2,104,48,1,,2,104,1,,3,2,1,,,,,,,,1,,,,2,,908526,2,,08,95,97,1,2,04,0811,25,2011.7078272
5440465,1,2,1,70,2,64,48,8,,2,104,8,,2,2,1,,,,,,,,,,,1,2,,908600,2,,01,62,62,1,2,04,0141,25,2189.7839491
5440470,1,2,1,70,2,52,48,3,,2,52,3,,1,2,2,,,,,,,,,,,1,2,,908526,2,,97,54,54,1,2,04,9700,25,3173.8061878
5440474,1,2,1,70,2,4,48,4,,2,4,4,,1,2,1,,,,,,,,,,,1,1,400000,908600,2,,88,54,54,1,1,04,8890,25,5487.756092
5440474,1,3,1,70,2,2,48,1,,2,2,4,,1,2,1,,,,,,,,,,,1,2,,908600,2,,88,45,54,1,1,04,8890,25,5487.756092
5440477,1,1,1,70,2,102,48,3,,2,99,3,,1,2,1,,,,,,,,,,,1,2,,700000,2,,97,54,54,1,2,04,9700,25,1406.9797976
5440478,1,2,1,70,2,48,48,1,,2,48,1,,8,2,1,,,,,,,,,,,1,2,,908526,2,,20,62,97,1,2,04,2023,25,2604.6767872
5440479,1,2,1,70,2,6,48,1,,2,10,3,,1,2,1,,,,,,,,,,,1,2,,908526,2,,97,59,59,1,1,04,9700,25,1999.2464621
5440482,1,1,1,70,2,104,48,3,,2,150,4,,1,2,7,,,,,,,,,1,PENSION,,2,,908600,3,,81,54,54,1,2,04,8121,25,1371.939023
5440482,1,2,1,70,2,16,48,1,,2,16,4,,9,2,1,,,,,,,,,,,1,2,,1600000,2,,84,05,05,1,2,04,8413,25,1371.939023
5440482,1,3,1,70,2,12,48,1,,2,12,1,,9,2,1,,,,,,,,,,,1,2,,1200000,2,,01,45,62,1,1,04,0125,25,1371.939023
5440484,1,1,1,70,2,4,48,1,,2,4,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,38,62,99,1,1,04,3830,25,3111.7893593
5440519,1,1,1,70,2,12,50,1,,2,60,1,,3,2,1,,,,,,,,,,,1,2,,600000,2,,56,53,99,1,1,04,5611,66,2110.6348869
5440527,1,2,1,70,2,1,48,1,,2,104,1,,3,2,1,,,,,,,,,,,1,2,,908526,2,,47,45,45,1,1,04,4771,66,1113.5046803
5440548,1,3,1,70,2,16,60,1,,2,16,1,,9,2,1,,,,,,,,,,,1,2,,908526,2,,82,38,38,1,2,04,8220,66,1481.5142951
5440700,1,3,1,70,2,15,48,8,,2,15,8,,4,2,1,,,,,,,,,,,1,2,,700000,2,,01,62,62,1,2,04,0123,66,3701.3774978
5440713,1,1,1,70,2,20,48,1,,2,19,1,,5,2,1,,,,,,,,,,,1,2,,900000,2,,47,98,98,1,2,04,4722,66,8570.62465
5440748,1,2,1,70,2,4,48,1,,2,12,1,,8,2,2,,,,,,,,,,,1,2,,900000,2,,42,45,58,1,1,04,4290,54,1251.9781078
5440759,1,4,1,70,2,3,48,1,,1,,,,,,,,.,,,,,,,,.,,,,900000,,,,53,,1,1,04,.,54,975.99711676
5440899,1,2,1,70,2,8,48,3,,2,4,4,,1,2,1,,,,,,,,,,,1,1,1000000,900000,2,,47,54,41,1,1,04,4723,08,3484.6380861
5440909,1,2,1,70,2,20,48,1,,2,24,1,,4,2,1,,,,,,,,,,,1,2,,700000,2,,43,97,93,1,2,04,4330,08,1560.9267838
5440932,1,6,1,70,2,3,48,2,,1,,,,,,,,.,,,,,,,,.,,,,99,,,,18,,1,1,04,.,13,1249.0335086
5440933,1,3,1,70,2,32,48,1,,2,156,1,,6,2,1,,,,,,,,,,,1,2,,1000000,2,,64,39,39,1,2,04,6412,13,1539.5190393
5440933,1,4,1,70,2,40,48,1,,2,54,4,,2,2,4,,,,,,,,,,,1,2,,1200000,2,,69,11,11,1,2,04,6920,13,1539.5190393
5440944,1,1,1,70,2,48,48,1,,2,52,4,,8,2,2,,,,,,,,,,,1,2,,2000000,2,,71,02,02,1,2,04,7110,13,2604.8554918
5443594,1,1,1,70,2,35,40,3,,1,,,,,,,,.,,,,,,,,.,,,,600000,,,,54,,1,2,04,.,44,960.31373612
