DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,AREA,MES,DPTO,fex_c_2011
5439534,1,2,1,95,2,,,,,,,1,1,200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,163.8821452
5439536,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5439536,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5439537,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5439537,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5439537,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5439537,1,4,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5439539,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439539,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439540,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439540,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439541,1,1,1,95,2,,,,,,,1,1,7200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,188.42411768
5439541,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,188.42411768
5439541,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,188.42411768
5439542,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,239.06582962
5439542,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,239.06582962
5439543,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,231.34255761
5439543,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,231.34255761
5439543,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,231.34255761
5439546,1,1,1,95,1,2,,1,1800000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,312.95382979
5439546,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,312.95382979
5439546,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,312.95382979
5439546,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,312.95382979
5439547,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,373.27531037
5439547,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,373.27531037
5439547,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,373.27531037
5439548,1,1,1,95,1,2,,1,900000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,205.73108083
5439548,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,205.73108083
5439548,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,205.73108083
5439548,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,205.73108083
5439549,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,368.21531248
5439549,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,368.21531248
5439549,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,368.21531248
5439549,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,368.21531248
5439550,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,235.94977076
5439551,1,1,1,95,1,2,,1,520000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,183.35156219
5439552,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,261.28477277
5439552,1,2,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,1,1200000,,,,,,,,,,,2,,2,,2,,17,04,17,261.28477277
5439553,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439553,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439554,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,148.07889393
5439555,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439555,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439556,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,342.88414907
5439557,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,270.52431426
5439557,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,270.52431426
5439557,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,270.52431426
5439557,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,270.52431426
5439558,1,1,1,95,1,2,,1,2108526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,138.85191004
5439558,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,138.85191004
5439559,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,239.06582962
5439559,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,239.06582962
5439560,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,111.28393663
5439560,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,111.28393663
5439561,1,1,1,95,1,2,,1,2220000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,290.44651599
5439561,1,2,1,95,1,2,,1,2300000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,290.44651599
5439561,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,98000,2,,17,04,17,290.44651599
5439561,1,4,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,130000,2,,17,04,17,290.44651599
5439562,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,110000,2,,17,04,17,111.28393663
5439562,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,111.28393663
5439563,1,1,1,95,1,2,,1,5000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439563,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,150000,2,,17,04,17,226.72278687
5439564,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,199.4595803
5439564,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,199.4595803
5439564,1,3,1,95,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,199.4595803
5439565,1,1,1,95,1,2,,1,1375000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439565,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439566,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,143.47168078
5439566,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,143.47168078
5439566,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,143.47168078
5439567,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,235.94977076
5439568,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439568,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439569,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,285.40443354
5439569,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,285.40443354
5439569,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,285.40443354
5439570,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439570,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5439571,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,210.9195356
5439572,1,1,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,130.20324675
5439572,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,130.20324675
5439572,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,130.20324675
5439572,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,130.20324675
5439573,1,1,1,95,1,2,,1,8400000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5439573,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5439574,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,235.94977076
5439575,1,1,1,95,2,,,,,,,1,1,6300000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,148.07889393
5439576,1,1,1,95,2,,,,,,,1,1,8400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,148.07889393
5439577,1,1,1,95,2,,,,,,,1,1,400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,152.69866468
5439577,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,152.69866468
5439578,1,1,1,95,2,,,,,,,1,1,2400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,148.07889393
5439579,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,224.76629024
5439580,1,1,1,95,1,2,,1,1200000,2,,1,1,7500000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,210.9195356
5439633,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,204.04147584
5439633,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,204.04147584
5439633,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,204.04147584
5439633,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,204.04147584
5439633,1,5,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,,,1,1200000,,,,,,,,,2,,2,,2,,23,04,23,204.04147584
5439633,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,204.04147584
5439634,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,2,1,2,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,3,1,3,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,3,2,3,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,23,04,23,448.89432939
5439634,3,3,3,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,3,4,3,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,4,1,4,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439634,4,2,4,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,448.89432939
5439635,1,1,1,95,2,,,,,,,1,2,,2,,1,780000,,,1,780000,1,780000,,,,,,,,,,,2,,2,,2,,23,04,23,128.22930768
5439635,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,128.22930768
5439635,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,128.22930768
5439636,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,23,04,23,143.56970345
5439636,1,2,1,95,2,,,,,,,1,2,,2,,1,375000,,,1,375000,,,,,,,1,DEVOLUCION DEL IVA,375000,,,,2,,2,,2,,23,04,23,143.56970345
5439636,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,143.56970345
5439636,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,143.56970345
5439636,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,143.56970345
5439636,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,143.56970345
5439637,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,224.80306362
5439637,1,2,1,95,2,,,,,,,1,2,,2,,1,375000,,,1,375000,,,,,,,1,DEVOLUCION DEL IVA,375000,,,,2,,2,,2,,23,04,23,224.80306362
5439637,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,224.80306362
5439637,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,224.80306362
5439637,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,224.80306362
5439638,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,287.26401929
5439638,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,287.26401929
5439638,1,3,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,23,04,23,287.26401929
5439639,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,23,04,23,146.8040544
5439639,1,2,1,95,2,,,,,,,1,1,2400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,146.8040544
5439640,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,2,1,2,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,2,2,2,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,3,1,3,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439640,3,2,3,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,197.84178236
5439641,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,361.71750931
5439641,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,361.71750931
5439642,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,110.00819879
5439642,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,110.00819879
5439642,1,3,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,110.00819879
5439643,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,180.85875465
5439643,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,180.85875465
5439644,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,149.98011997
5439644,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,149.98011997
5439645,1,1,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,1,1200000,,,,,,,,,,,2,,2,,2,,23,04,23,176.21701742
5439645,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,176.21701742
5439646,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,139.24769868
5439646,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,139.24769868
5439646,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,139.24769868
5439646,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,139.24769868
5439647,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,125.05726293
5439647,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,125.05726293
5439647,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,125.05726293
5439647,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,125.05726293
5439648,1,1,1,95,1,2,,1,454263,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,154.65040064
5439648,1,2,1,95,1,2,,1,454263,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,154.65040064
5439648,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,154.65040064
5439648,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,154.65040064
5439649,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,23,04,23,125.05726293
5439649,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,125.05726293
5439649,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,125.05726293
5439649,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,125.05726293
5439650,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,109.65456097
5439650,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,109.65456097
5439650,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,109.65456097
5439650,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,109.65456097
5439651,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.23091385
5439651,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.23091385
5439651,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.23091385
5439651,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.23091385
5439652,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.25270913
5439652,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.25270913
5439652,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.25270913
5439652,1,4,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,23,04,23,199.25270913
5439652,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.25270913
5439653,1,1,1,95,1,2,,1,1817052,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,205.22529249
5439653,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,205.22529249
5439653,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,205.22529249
5439653,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,205.22529249
5439654,1,1,1,95,2,,,,,,,1,1,3200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,340.9519007
5439654,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,340.9519007
5439655,1,1,1,95,2,,,,,,,1,2,,2,,1,2150000,,,1,2150000,,,1,2150000,,,,,,,,,2,,2,,2,,23,04,23,382.76913521
5439655,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,382.76913521
5439656,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,118.33908142
5439656,1,2,1,95,1,2,,1,2000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,118.33908142
5439656,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,118.33908142
5439656,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,118.33908142
5439657,1,1,1,95,1,1,600000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,133.94446477
5439658,1,1,1,95,1,2,,1,2500000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,140.88281264
5439658,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,140.88281264
5439659,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,176.70557464
5439659,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,176.70557464
5439660,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,170.47595035
5439660,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,170.47595035
5439661,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,83.753293492
5439661,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,83.753293492
5439661,1,3,1,95,1,2,,1,2000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,83.753293492
5439661,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,83.753293492
5439662,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,176.70557464
5439662,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,176.70557464
5439663,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,156.98427118
5439663,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,156.98427118
5439663,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,156.98427118
5439663,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,156.98427118
5439663,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,156.98427118
5439664,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,190.05372148
5439664,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,190.05372148
5439664,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,190.05372148
5439665,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,172.80982089
