DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,CLASE,ESC,MES,DPTO,fex_c_2011
5394188,1,5,1,10,5,1,11,1998,22,5,6,,2,3,,2,,1,4,,,,1,1,,1,,1,,,,,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,1473.0553452
5394188,1,6,1,10,4,1,1,2021,0,4,6,,,1,5,1,4,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,76,1,,03,76,1473.0553452
5394189,1,1,1,10,1,1,2,1949,72,1,6,,2,3,,2,,1,2,,,,,,,,,1,,,,2,1,,,1,5,,2,1,2,,3,5,,,76,1,5,03,76,1061.4618638
5394189,1,2,1,10,2,2,1,1954,67,2,6,,2,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,3,5,,,76,1,5,03,76,1061.4618638
5394189,1,3,1,10,3,1,12,1976,44,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,36400,2,1,2,,5,11,2,,76,1,11,03,76,1061.4618638
5394189,1,4,1,10,4,1,11,1981,39,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,1,60000,2,1,2,,6,5,4,,76,1,16,03,76,1061.4618638
5394190,1,1,1,10,1,2,9,1971,49,1,6,,2,2,,2,,1,2,,,,,,,1,,1,,,,1,1,,,1,1,35000,2,1,2,,4,9,,,76,1,9,03,76,700.57062692
5394190,1,2,1,10,2,1,4,1968,52,2,6,,2,2,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,700.57062692
5394190,1,3,1,10,3,2,2,1996,25,3,6,,6,2,,1,1,,,,,,1,1,,1,,,,,,,1,,,3,,,2,1,2,,6,3,2,2,76,1,14,03,76,700.57062692
5394191,1,1,1,10,1,2,12,1973,47,1,6,,1,3,,2,,1,2,1,,,1,,,,,1,,,,2,2,1,72,,,,1,1,2,,4,8,,,76,1,8,03,76,921.78716857
5394191,1,2,1,10,1,1,11,1983,37,2,6,,1,2,,2,,1,1,,,,1,,,,,1,,,,,2,1,72,,,,2,1,2,,5,11,2,,76,1,11,03,76,921.78716857
5394192,1,1,1,10,1,2,6,1992,28,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,70000,2,1,2,,5,11,2,,76,1,11,03,76,921.78716857
5394192,1,2,1,10,1,1,8,1989,31,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,70000,2,1,2,,5,11,2,,76,1,11,03,76,921.78716857
5394193,1,1,1,10,1,1,11,1947,73,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,3,120000,2,1,2,,6,7,5,,76,1,18,03,76,1010.9935876
5394193,1,2,1,10,2,2,6,1954,66,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,2,200000,2,1,2,,6,5,4,,76,1,16,03,76,1010.9935876
5394194,1,1,1,10,1,1,3,1987,33,1,6,,2,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,1,36400,2,1,2,,4,9,,,76,1,9,03,76,1246.3692809
5394194,1,2,1,10,2,2,4,1992,28,2,6,,2,2,,2,,1,1,,,,,1,,1,,,,,,,1,,,1,1,36400,2,1,2,,6,1,2,2,76,1,12,03,76,1246.3692809
5394194,1,3,1,10,2,2,3,2010,11,3,6,,6,2,,1,2,,,,,,,,,,1,1,,,,,2,2,,,,,2,1,1,1,3,4,,,76,1,4,03,76,1246.3692809
5394194,1,4,1,10,2,1,10,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,76,1,,03,76,1246.3692809
5394197,1,1,1,10,1,2,5,1984,36,1,6,,1,2,,2,,1,2,,,,,,,1,,,,,,2,2,1,18,,,,2,1,2,,5,11,2,,76,1,11,03,76,1067.2958803
5394197,1,2,1,10,2,1,5,1991,29,2,6,,1,3,,2,,1,1,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,76,1,11,03,76,1067.2958803
5394197,1,3,1,10,3,1,10,2002,18,3,6,,6,2,,1,1,,,,,,,,,,1,1,,,,,2,1,12,,,,2,1,2,,4,9,,,76,1,9,03,76,1067.2958803
5394198,1,1,1,10,1,1,9,1953,67,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,1,5,,2,1,2,,3,5,,,76,1,5,03,76,1061.4618638
5394198,1,2,1,10,2,2,8,1953,67,2,6,,3,3,,3,,1,1,,1,1,,,,,,,,,,,1,,,1,1,36341,2,1,2,,3,5,,,76,1,5,03,76,1061.4618638
5394198,1,3,1,10,3,1,4,1981,39,3,6,,4,1,1,1,2,,,1,,,,,,,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,76,1,11,03,76,1061.4618638
5394198,1,4,1,10,4,1,3,1986,35,3,5,,2,1,1,1,2,2,,,,,,,,,,1,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,76,1,11,03,76,1061.4618638
5394199,1,1,1,10,2,2,1,1967,54,1,5,,6,2,,2,,,,,,,,,1,,,,,,,2,1,,,1,1,46000,2,1,2,,5,11,2,,76,1,11,03,76,780.56474512
5394199,1,2,1,10,2,2,12,1991,29,3,5,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,3,214400,2,1,2,,6,5,4,,76,1,16,03,76,780.56474512
5394199,1,3,1,10,2,1,5,2014,6,4,5,,,2,,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,3,0,,,76,1,0,03,76,780.56474512
5394200,1,1,1,10,1,1,3,1953,67,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,2,2,50000,2,1,2,,6,5,4,,76,1,16,03,76,1084.7341732
5394200,1,2,1,10,2,2,7,1990,30,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,5,4,,76,1,16,03,76,1084.7341732
5394200,1,3,1,10,1,2,5,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,2,5,,2,1,1,2,4,0,,,76,1,5,03,76,1084.7341732
5394201,1,1,1,10,1,1,1,1984,37,1,6,,2,3,,3,,1,2,,,,,,,1,,1,,,,2,2,2,,,,,1,1,2,,5,11,2,,76,1,11,03,76,1141.1410246
5394201,1,2,1,10,2,2,4,1990,30,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,76,1,11,03,76,1141.1410246
5394201,1,3,1,10,1,2,3,2016,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,76,1,0,03,76,1141.1410246
5394202,1,1,1,10,1,2,6,1978,42,1,6,,3,1,5,1,6,1,2,,,1,1,,,,,,,,,2,1,,,1,3,113600,1,1,2,,5,11,2,,76,1,11,03,76,1115.5423926
5394202,1,2,1,10,2,1,8,1975,45,2,6,,3,3,,2,,1,1,,,,1,,,,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1115.5423926
5394202,1,3,1,10,1,2,9,2002,18,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1115.5423926
5394202,1,4,1,10,1,1,2,2005,16,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,0,2,2,76,1,11,03,76,1115.5423926
5394202,1,5,1,10,1,1,5,1940,80,5,6,,2,3,,3,,1,6,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,1,0,,,76,1,0,03,76,1115.5423926
5394202,1,6,1,10,1,2,4,1950,70,5,6,,2,3,,3,,1,5,1,,,,,,,,,,,,,1,,,1,2,85000,2,1,2,,1,0,,,76,1,0,03,76,1115.5423926
5394203,1,1,1,10,1,1,8,1958,62,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,3,3,,,76,1,3,03,76,1034.876923
5394203,1,2,1,10,2,2,4,1966,54,2,6,,3,3,,3,,1,1,1,,,,,,,,,,,,,1,,,1,5,,2,1,2,,3,5,,,76,1,5,03,76,1034.876923
5394203,1,3,1,10,3,1,7,1988,32,3,6,,4,1,1,1,2,,,,,,1,,,,,,,,,,1,,,1,1,39000,2,1,2,,6,3,3,,76,1,14,03,76,1034.876923
5394203,1,4,1,10,2,2,6,2007,13,4,6,,6,1,3,2,,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,2,4,7,,,76,1,7,03,76,1034.876923
5394203,1,5,1,10,2,1,11,2015,5,4,6,,,1,3,2,,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,2,2,0,,,76,1,0,03,76,1034.876923
5394203,1,6,1,10,6,2,8,1986,34,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,42300,2,1,2,,6,5,4,,76,1,16,03,76,1034.876923
5394203,1,7,1,10,2,1,1,2012,9,4,6,,,2,,1,6,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,2,,,76,1,2,03,76,1034.876923
5394204,1,1,1,10,1,2,5,1983,37,1,6,,4,3,,2,,,,,,1,1,,,1,,1,,,,1,1,,,3,,,2,1,2,,3,2,,,76,1,2,03,76,1156.8037836
5394204,1,2,1,10,2,2,6,2002,18,3,1,999_01,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1156.8037836
5394204,1,3,1,10,2,1,2,2016,5,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,2,2,0,,,76,1,0,03,76,1156.8037836
5394205,1,1,1,10,1,1,6,1984,36,1,6,,3,3,,3,,1,2,,,,,,,1,,,,,,2,2,1,5,,,,2,1,2,,5,11,2,,76,1,11,03,76,1277.7523929
5394205,1,2,1,10,2,2,11,1983,37,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,36300,2,1,2,,6,2,3,,76,1,13,03,76,1277.7523929
5394205,1,3,1,10,2,1,10,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,7,,,76,1,7,03,76,1277.7523929
5394205,1,4,1,10,2,1,9,2011,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,3,,,76,1,3,03,76,1277.7523929
5394205,1,5,1,10,2,1,3,2019,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,76,1,,03,76,1277.7523929
5394206,1,1,1,10,2,2,3,1982,39,1,6,,2,2,,2,,1,2,,,,,,,,,1,,,,2,1,,,1,1,98,1,1,2,,5,11,2,,76,1,11,03,76,1067.2958803
5394206,1,2,1,10,2,1,10,1975,45,2,1,999_01,2,2,,2,,1,1,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,5,11,2,,76,1,11,03,76,1067.2958803
5394206,1,3,1,10,1,1,12,2004,16,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,9,,,76,1,9,03,76,1067.2958803
5394207,1,1,1,10,1,2,12,1983,37,1,6,,6,2,,1,2,,,,,,1,,,,,1,,,,2,2,2,,,,,2,1,2,,5,11,2,,76,1,11,03,76,820.94975922
5394207,1,2,1,10,2,2,3,1966,55,5,6,,4,3,,2,,,,,,1,,,,1,,1,,,,,2,2,,,,,1,1,2,,4,8,,,76,1,8,03,76,820.94975922
5394208,1,1,1,10,1,1,12,1960,60,1,6,,2,2,,3,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,1181.7364374
5394208,1,2,1,10,2,2,7,1962,58,2,6,,2,3,,3,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,76,1,3,03,76,1181.7364374
5394208,1,3,1,10,3,1,10,1990,30,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,1,1,36300,2,1,2,,5,11,2,,76,1,11,03,76,1181.7364374
5394208,1,4,1,10,4,1,9,1997,23,3,6,,6,1,1,1,2,,,,,,,,,1,1,,,,,,1,,,3,,,2,1,1,2,6,1,2,2,76,1,12,03,76,1181.7364374
5394209,1,1,1,10,1,1,7,1972,48,1,5,,2,3,,2,,1,2,,,1,1,,,1,,1,,,,2,1,,,3,,,2,1,2,,5,11,2,,76,1,11,03,76,921.78716857
5394209,1,2,1,10,2,2,1,1978,43,2,5,,2,3,,2,,1,1,,,1,1,1,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,76,1,11,03,76,921.78716857
5394210,1,1,1,10,1,1,11,1988,32,1,6,,2,2,,2,,1,2,,,,,,1,,,,,,,2,1,,,1,1,37000,2,1,2,,5,11,2,,76,1,11,03,76,1172.5241366
5394210,1,2,1,10,2,2,1,1987,34,2,6,,2,2,,2,,1,1,,,,1,,,1,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1172.5241366
5394210,1,3,1,10,2,1,1,2009,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,76,1,6,03,76,1172.5241366
5394210,1,4,1,10,2,1,12,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,76,1,0,03,76,1172.5241366
5394214,1,1,1,10,1,1,1,1973,48,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,3,113600,2,1,2,,5,11,2,,76,1,11,03,76,846.07933871
5394214,1,2,1,10,1,2,7,1973,47,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,846.07933871
5394214,1,3,1,10,1,2,12,1995,25,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,1,3,113600,2,1,1,2,6,4,2,2,76,1,15,03,76,846.07933871
5394214,1,4,1,10,1,1,6,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,6,,,76,1,6,03,76,846.07933871
5394215,1,1,1,10,1,1,5,1984,36,1,6,,2,3,,1,5,1,2,,,,,,,,,,,1,,2,1,,,1,1,41000,2,1,2,,5,11,2,,76,1,11,03,76,1146.7151059
5394215,1,2,1,10,2,2,7,1983,37,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1146.7151059
5394215,1,3,1,10,2,2,4,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,7,,,76,1,7,03,76,1146.7151059
5394215,1,4,1,10,2,1,12,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,6,,,76,1,6,03,76,1146.7151059
5394215,1,5,1,10,5,2,7,1954,66,5,6,,5,3,,3,,,,,,,1,,,,,,,,,,1,,,1,5,,2,1,2,,3,3,,,76,1,3,03,76,1146.7151059
5394216,1,1,1,10,1,2,7,1954,66,1,1,999_01,3,3,,3,,2,,,,1,1,,,,,,,,,2,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1042.1663009
5394217,1,1,1,10,1,1,8,1998,22,1,6,,6,2,,2,,,,,,,,,,1,,,,,,2,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1263.2782839
5394218,1,1,1,10,1,1,11,1999,21,1,5,,2,2,,2,,1,2,,,,1,,,1,,,,,,1,2,1,16,,,,2,1,2,,3,5,,,76,1,5,03,76,1637.6546367
5394218,1,2,1,10,2,2,1,1999,22,2,5,,2,2,,2,,1,1,,,,,,,1,,,,,,,2,1,16,,,,2,1,2,,5,11,2,,76,1,11,03,76,1637.6546367
5394218,1,3,1,10,2,2,10,2018,2,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,2,1,16,,,,2,,,,,,,,76,1,,03,76,1637.6546367
5394219,1,1,1,10,3,1,5,1971,49,1,6,,2,3,,3,,1,2,,,,,,,1,,,,,,1,1,,,3,,,2,2,2,,1,0,,,76,1,0,03,76,1212.8045921
5394219,1,2,1,10,3,2,12,1977,43,2,6,,2,3,,3,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,1212.8045921
5394219,1,3,1,10,3,1,7,2000,20,3,6,,6,1,1,1,2,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,5,10,1,,76,1,10,03,76,1212.8045921
5394219,1,4,1,10,3,1,10,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,3,,,2,1,1,1,4,7,,,76,1,7,03,76,1212.8045921
5394220,1,1,1,10,1,1,7,1986,34,1,1,500_01,2,2,,2,,1,2,,,,1,1,,1,,1,,,,2,1,,,1,1,100000,2,1,2,,3,5,,,76,1,5,03,76,1191.1456639
5394220,1,2,1,10,2,2,8,1991,29,2,6,,2,1,4,2,,1,1,,1,,,1,,1,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1191.1456639
5394220,1,3,1,10,2,1,10,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,1,4,6,,,76,1,6,03,76,1191.1456639
5394220,1,4,1,10,2,1,2,1965,56,5,6,,4,3,,3,,,,,,,1,1,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,1191.1456639
5394220,1,5,1,10,5,2,8,2002,18,5,6,,6,1,4,2,,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,4,7,,,76,1,7,03,76,1191.1456639
5394221,1,1,1,10,1,2,2,1963,58,1,5,,2,3,,2,,1,2,,,,,,,1,,,,,,1,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,1441.7767918
5394221,1,2,1,10,1,1,12,1967,53,2,6,,2,3,,3,,1,1,,,,,,,,,1,,,,,2,1,120,,,,2,1,2,,3,3,,,76,1,3,03,76,1441.7767918
5394221,1,3,1,10,3,2,6,2000,20,3,5,,6,3,,1,1,,,,,,,1,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,76,1,11,03,76,1441.7767918
5394221,1,4,1,10,3,2,9,2018,2,4,5,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,76,1,,03,76,1441.7767918
5394222,1,1,1,10,1,2,9,1981,39,1,1,500_03,2,3,,2,,2,,,,,,,,,,1,,,,2,1,,,1,1,36400,2,1,2,,5,11,2,,76,1,11,03,76,1051.5755273
5394222,1,2,1,10,2,2,6,2002,18,3,1,500_03,6,2,,1,1,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,1,4,9,,,76,1,9,03,76,1051.5755273
5394223,1,1,1,10,2,1,5,1976,44,1,6,,3,3,,2,,1,2,,,,,,,1,,,,,,1,2,1,60,,,,1,2,2,,1,0,,,76,1,0,03,76,1092.6345771
5394223,1,2,1,10,2,2,6,1963,57,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,1092.6345771
5394223,1,3,1,10,3,1,4,1985,35,9,6,,4,3,,1,2,,,,,,,,,,,,,1,,,1,,,1,1,80000,2,1,1,2,6,4,2,2,76,1,15,03,76,1092.6345771
5394224,1,1,1,10,4,2,12,1964,56,1,5,,2,2,,2,,1,2,,1,1,,,,1,,1,,,,1,1,,,1,5,,2,1,2,,3,5,,,76,1,5,03,76,944.79954273
5394224,1,2,1,10,4,1,4,1959,61,2,5,,2,3,,3,,1,1,,,,,,1,1,,,,,,,1,,,1,1,98,2,2,2,,1,0,,,76,1,0,03,76,944.79954273
5394224,1,3,1,10,4,2,6,1984,36,3,5,,6,1,2,1,1,,,,,,,,1,,,1,,,,,1,,,1,1,37000,2,1,2,,6,5,4,,76,1,16,03,76,944.79954273
5394224,1,4,1,10,4,2,11,1996,24,3,5,,6,1,2,1,1,,,,,,,,,1,,1,,,,,1,,,3,,,2,1,2,,6,2,3,,76,1,13,03,76,944.79954273
5394225,1,1,1,10,1,1,7,1993,27,1,6,,2,2,,2,,2,,,,,,1,,1,,1,,,,1,2,2,,,,,2,1,2,,5,11,2,,76,1,11,03,76,1143.0037102
5394226,1,1,1,10,1,1,9,1988,32,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,3,113566,2,1,2,,5,11,2,,76,1,11,03,76,1027.0154249
5394226,1,2,1,10,2,2,1,1987,34,2,6,,3,2,,2,,1,1,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,5,11,2,,76,1,11,03,76,1027.0154249
5394226,1,3,1,10,2,1,3,2017,3,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,76,1,0,03,76,1027.0154249
5394227,1,1,1,10,3,2,2,1948,73,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,2,200000,2,1,2,,5,11,2,,76,1,11,03,76,624.96735568
5394227,1,2,1,10,3,2,7,1974,46,3,6,,6,2,,1,1,,,,,,1,1,,1,,1,,,,,2,1,9,,,,1,1,2,,6,6,5,,76,1,17,03,76,624.96735568
5394227,1,3,1,10,3,2,10,1979,41,3,6,,6,2,,1,1,,,,,,,1,,1,,1,,,,,1,,,1,9,,2,1,2,,6,2,3,,76,1,13,03,76,624.96735568
5394227,1,4,1,10,3,1,1,1987,34,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,9,,2,1,2,,6,5,4,,76,1,16,03,76,624.96735568
5394228,1,1,1,10,2,1,6,1939,81,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,2,99,2,1,2,,6,3,3,,76,1,14,03,76,789.77704592
5394228,1,2,1,10,2,2,6,1954,66,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,789.77704592
5394228,1,3,1,10,2,2,3,1995,26,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,1,99,2,1,2,,6,5,4,,76,1,16,03,76,789.77704592
5394229,1,1,1,10,1,2,4,1955,65,1,6,,6,3,,1,2,,,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,6,5,4,,76,1,16,03,76,935.39031632
5394229,1,2,1,10,1,2,2,1933,88,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,76,1,5,03,76,935.39031632
5394229,1,3,1,10,1,1,10,1956,64,5,6,,4,3,,1,2,,,,,,,,,,,,,1,,,1,,,1,2,98,2,1,2,,5,11,2,,76,1,11,03,76,935.39031632
5394230,1,1,1,10,1,2,3,1950,70,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,600000,2,1,2,,6,8,5,,76,1,19,03,76,1042.1663009
5394231,1,1,1,10,1,1,10,1976,44,1,5,,2,2,,2,,1,2,,,1,1,1,,1,1,1,,,,1,1,,,1,3,100000,2,1,1,2,6,2,3,,76,1,13,03,76,1076.8096654
5394231,1,2,1,10,2,2,4,1982,38,2,5,,2,2,,2,,1,1,,,1,1,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1076.8096654
5394231,1,3,1,10,3,2,5,2002,18,3,5,,6,1,1,1,2,,,,,,,1,,,1,1,,,,,1,,,1,5,,2,1,1,1,6,1,2,2,76,1,12,03,76,1076.8096654
5394232,1,1,1,10,1,1,2,1988,33,1,5,,2,3,,3,,1,2,,,1,1,,,1,,,,,,2,1,,,3,,,2,1,2,,4,9,,,76,1,9,03,76,1465.7231369
5394232,1,2,1,10,2,2,10,1990,30,2,5,,2,2,,2,,1,1,,,1,1,,,1,,,,,,,1,,,3,,,2,1,2,,3,5,,,76,1,5,03,76,1465.7231369
5394232,1,3,1,10,2,1,8,2011,9,3,5,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,2,,3,2,,,76,1,2,03,76,1465.7231369
5394232,1,4,1,10,2,2,6,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,76,1,0,03,76,1465.7231369
5394232,1,5,1,10,2,2,6,2015,5,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,76,1,0,03,76,1465.7231369
5394233,1,1,1,10,2,1,8,1987,33,1,6,,2,2,,2,,1,2,,,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,4,8,,,76,1,8,03,76,1391.8779927
5394233,1,2,1,10,2,2,2,1989,32,2,6,,2,2,,3,,1,1,,,,,,,1,,,,,,,1,,,3,,,2,1,1,2,4,0,,,76,1,5,03,76,1391.8779927
5394233,1,3,1,10,2,1,5,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,2,4,6,,,76,1,6,03,76,1391.8779927
5394233,1,4,1,10,2,1,1,2010,11,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,2,3,4,,,76,1,4,03,76,1391.8779927
5394233,1,5,1,10,2,2,11,2011,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,2,3,3,,,76,1,3,03,76,1391.8779927
5394234,1,1,1,10,1,1,8,1973,47,1,6,,3,3,,2,,1,2,,,,1,,,1,,,,,,2,1,,,1,1,36300,2,1,2,,3,3,,,76,1,3,03,76,1222.3183772
5394234,1,2,1,10,2,2,6,1975,45,2,6,,3,2,,2,,1,1,,1,1,1,,,,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1222.3183772
5394234,1,3,1,10,2,1,6,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1222.3183772
5394234,1,4,1,10,2,2,2,2005,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,9,,,76,1,9,03,76,1222.3183772
5394235,1,1,1,10,1,2,11,1955,65,1,6,,5,3,,3,,,,,1,,,,,,,,,,,2,1,,,1,3,85000,2,2,2,,1,0,,,76,1,0,03,76,1170.0865584
5394235,1,2,1,10,2,2,9,1985,35,3,6,,2,3,,1,1,1,3,,,,1,,1,,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1170.0865584
5394235,1,3,1,10,3,1,8,1984,36,5,6,,2,3,,2,,1,2,1,,1,1,1,,,,,,,,,1,,,1,1,36300,2,1,2,,5,11,2,,76,1,11,03,76,1170.0865584
5394235,1,4,1,10,1,1,10,2008,12,4,6,,6,1,3,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,6,,,76,1,6,03,76,1170.0865584
5394235,2,1,2,10,1,1,11,1991,29,1,5,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36300,2,1,2,,5,11,2,,76,1,11,03,76,1170.0865584
5394235,2,2,2,10,2,2,12,1988,32,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,76,1,11,03,76,1170.0865584
