DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,AREA,MES,DPTO,fex_c_2011
5392943,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,233.49924614
5392944,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,203.32123396
5392946,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,189.79942548
5392946,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,189.79942548
5392946,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,189.79942548
5392946,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,189.79942548
5392947,1,1,1,90,2,,1,20,2,,1,30,2,,2,,2,,2,,2,,2,,52,03,52,284.88386755
5392947,1,2,1,90,2,,1,5,2,,1,12,2,,2,,2,,2,,2,,2,,52,03,52,284.88386755
5392949,1,1,1,90,2,,1,10,2,,1,25,2,,2,,2,,2,,2,,2,,52,03,52,218.37666979
5392950,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,287.61705661
5392950,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,287.61705661
5392950,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,287.61705661
5392951,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,113.12461751
5392951,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,113.12461751
5392951,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,113.12461751
5392951,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,113.12461751
5392951,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,113.12461751
5392952,1,1,1,90,2,,1,7,2,,1,7,2,,2,,1,8,2,,2,,2,,52,03,52,302.67249244
5392952,1,2,1,90,2,,1,35,2,,1,21,2,,2,,2,,2,,2,,2,,52,03,52,302.67249244
5392952,1,3,1,90,2,,1,5,2,,1,7,2,,2,,2,,2,,2,,2,,52,03,52,302.67249244
5392953,1,1,1,90,2,,1,15,2,,2,,2,,1,2,2,,2,,2,,2,,52,03,52,233.49924614
5392953,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,233.49924614
5392953,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,233.49924614
5392954,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,279.06400915
5392955,1,1,1,90,2,,1,14,2,,1,24,2,,2,,2,,2,,2,,2,,52,03,52,230.95958542
5392956,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,227.23766861
5392956,1,2,1,90,2,,1,35,2,,1,7,2,,2,,2,,2,,2,,2,,52,03,52,227.23766861
5392956,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,227.23766861
5392956,1,5,1,90,2,,1,35,2,,1,14,2,,2,,2,,2,,2,,2,,52,03,52,227.23766861
5392957,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,310.17405411
5392957,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,310.17405411
5392958,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,137.12198756
5392959,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,133.09211939
5392959,1,2,1,90,2,,1,20,2,,1,10,2,,1,4,2,,2,,2,,2,,52,03,52,133.09211939
5392959,1,3,1,90,2,,1,24,2,,1,30,2,,2,,2,,2,,2,,2,,52,03,52,133.09211939
5392960,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,149.2034235
5392961,1,1,1,90,2,,1,28,2,,1,28,2,,2,,2,,2,,2,,2,,52,03,52,277.38230588
5392961,1,2,1,90,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,52,03,52,277.38230588
5392961,1,3,1,90,2,,1,28,2,,1,65,2,,2,,2,,2,,2,,2,,52,03,52,277.38230588
5392962,1,1,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,137.12198756
5392963,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,137.12198756
5392964,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,271.86952205
5392964,1,2,1,90,2,,1,25,2,,1,20,2,,2,,2,,2,,2,,2,,52,03,52,271.86952205
5392966,1,1,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,201.88086141
5392966,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,201.88086141
5392966,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,201.88086141
5392966,1,4,1,90,2,,1,3,2,,2,,2,,2,,1,4,2,,2,,2,,52,03,52,201.88086141
5392967,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,297.15970861
5392967,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,297.15970861
5392968,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392968,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392968,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392969,1,1,1,90,2,,1,21,2,,1,28,2,,2,,2,,2,,2,,2,,52,03,52,253.7738226
5392970,1,1,1,90,2,,1,24,2,,2,,2,,1,2,2,,2,,2,,2,,52,03,52,127.57933556
5392970,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,127.57933556
5392971,1,1,1,90,2,,1,24,2,,1,30,2,,2,,2,,2,,2,,2,,52,03,52,244.2311706
5392971,1,2,1,90,2,,1,16,2,,1,14,2,,2,,1,10,2,,2,,2,,52,03,52,244.2311706
5392972,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,246.51359164
5392972,2,1,2,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,246.51359164
5392972,2,2,2,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,246.51359164
5392973,1,1,1,90,2,,1,3,2,,2,,2,,2,,1,2,2,,2,,2,,52,03,52,170.77081646
5392973,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,170.77081646
5392973,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,170.77081646
5392974,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392974,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392975,1,1,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,372.65546394
5392975,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,372.65546394
5392975,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,372.65546394
5392976,1,1,1,90,2,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,52,03,52,133.26140729
5392976,1,2,1,90,2,,1,35,2,,1,30,2,,2,,2,,2,,2,,2,,52,03,52,133.26140729
5392976,1,3,1,90,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,52,03,52,133.26140729
5392976,1,4,1,90,2,,1,10,2,,1,16,2,,2,,2,,2,,2,,2,,52,03,52,133.26140729
5392976,1,5,1,90,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,52,03,52,133.26140729
5392976,1,7,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,133.26140729
5392977,1,1,1,90,2,,1,26,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,255.15867112
5392977,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,255.15867112
5392979,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,125.20605345
5392979,1,2,1,90,2,,1,25,2,,1,3,2,,1,4,2,,2,,2,,2,,52,03,52,125.20605345
5392979,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,125.20605345
5392979,1,4,1,90,2,,1,2,2,,2,,2,,2,,1,3,2,,2,,2,,52,03,52,125.20605345
5392979,1,5,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,52,03,52,125.20605345
5392981,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,298.40684699
5392982,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,726.71966359
5392982,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,726.71966359
5392982,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,726.71966359
5392984,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,193.77858196
5392984,1,2,1,90,2,,1,14,2,,2,,1,21,2,,2,,2,,2,,2,,52,03,52,193.77858196
5392985,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,1,24,2,,2,,52,03,52,106.43194298
5392985,1,2,1,90,2,,1,40,2,,1,20,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392985,1,3,1,90,2,,1,5,2,,1,8,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392985,1,4,1,90,2,,1,30,1,4,2,,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392985,1,5,1,90,2,,1,40,2,,1,40,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392985,1,6,1,90,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,52,03,52,106.43194298
5392987,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,241.30349989
5392987,1,2,1,90,2,,1,40,2,,1,45,2,,2,,2,,2,,2,,2,,52,03,52,241.30349989
5392987,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,241.30349989
5392987,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,241.30349989
5392987,1,5,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,241.30349989
5392987,1,7,1,90,2,,1,21,2,,1,35,2,,2,,2,,2,,2,,2,,52,03,52,241.30349989
5392987,1,8,1,90,2,,1,14,2,,1,21,2,,2,,1,2,2,,2,,2,,52,03,52,241.30349989
5392988,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,198.40916791
5392988,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,198.40916791
5392988,1,3,1,90,2,,1,7,2,,2,,2,,2,,1,2,2,,2,,2,,52,03,52,198.40916791
5392989,1,1,1,90,2,,1,10,2,,2,,2,,2,,1,3,2,,2,,2,,52,03,52,149.2034235
5392990,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,203.32123396
5392992,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,107.11123078
5392992,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,107.11123078
5392992,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,107.11123078
5392992,1,4,1,90,2,,2,,2,,2,,2,,2,,1,15,2,,2,,2,,52,03,52,107.11123078
5392992,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,107.11123078
5392993,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,176.78507997
5392993,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,176.78507997
5392993,1,3,1,90,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,52,03,52,176.78507997
5392993,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,176.78507997
5392994,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,181.36583102
5392994,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,181.36583102
5392994,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,181.36583102
5392994,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,181.36583102
5392994,1,5,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,181.36583102
5392994,1,6,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,181.36583102
5392995,1,1,1,90,2,,1,14,2,,1,21,2,,2,,2,,2,,2,,2,,52,03,52,306.45126051
5392995,1,2,1,90,2,,1,35,2,,1,45,1,65,2,,2,,2,,2,,2,,52,03,52,306.45126051
5392995,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,306.45126051
5392995,1,4,1,90,2,,1,21,2,,1,7,1,21,2,,2,,2,,2,,2,,52,03,52,306.45126051
5392996,1,1,1,90,2,,1,28,2,,1,7,2,,2,,2,,2,,2,,2,,52,03,52,263.25977962
5392996,1,2,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,52,03,52,263.25977962
5392996,1,3,1,90,2,,1,21,2,,1,35,2,,2,,1,20,2,,2,,2,,52,03,52,263.25977962
5392997,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,185.39482241
5392997,1,2,1,90,2,,1,35,2,,2,,1,14,2,,2,,2,,2,,2,,52,03,52,185.39482241
5392997,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,185.39482241
5392998,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,137.12198756
5392999,1,1,1,90,2,,1,7,2,,2,,2,,2,,1,2,2,,2,,2,,52,03,52,149.2034235
5393002,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,230.95958542
5393003,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,230.95958542
5393008,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,599.39873866
5393008,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,599.39873866
5393008,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,599.39873866
5393008,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,599.39873866
5393010,1,1,1,90,2,,1,18,2,,2,,2,,2,,1,1,2,,2,,2,,52,03,52,422.84702682
5393010,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,422.84702682
5393010,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,52,03,52,422.84702682
5393015,1,1,1,90,2,,1,36,2,,1,10,1,12,2,,2,,2,,2,,2,,54,03,54,415.41466685
5393015,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,415.41466685
5393016,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,469.82370145
5393017,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,433.80683285
5393018,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,334.39885311
5393019,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,478.2582227
5393019,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,478.2582227
5393020,1,1,1,90,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,54,03,54,458.88948461
5393020,1,2,1,90,2,,1,35,2,,1,42,2,,2,,2,,2,,2,,2,,54,03,54,458.88948461
5393021,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,346.13771768
5393021,1,2,1,90,2,,1,34,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,346.13771768
5393021,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,346.13771768
5393021,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,346.13771768
5393022,1,1,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,465.4933698
5393022,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,465.4933698
5393022,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,465.4933698
5393022,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,465.4933698
5393023,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,299.84021085
5393023,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,299.84021085
5393023,1,3,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,299.84021085
5393024,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,429.46160182
5393024,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,429.46160182
5393025,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,334.39885311
5393026,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,294.03675348
5393026,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,294.03675348
5393027,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,419.530668
5393028,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,334.39885311
5393029,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,429.46160182
5393029,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,429.46160182
5393030,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,340.20231048
5393030,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,340.20231048
5393031,1,1,1,90,2,,1,32,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,294.03675348
5393031,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,294.03675348
5393032,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,333.00301138
5393032,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,333.00301138
5393033,1,1,1,90,2,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,54,03,54,301.10681199
5393033,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,301.10681199
5393033,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,301.10681199
5393033,1,5,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,301.10681199
5393034,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,373.365111
5393035,1,1,1,90,2,,2,,2,,1,18,2,,2,,2,,2,,2,,2,,54,03,54,419.66261784
5393035,1,2,1,90,1,7,1,21,2,,1,35,2,,2,,2,,2,,2,,2,,54,03,54,419.66261784
5393036,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,393.44473322
5393036,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,393.44473322
5393037,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,485.78732252
5393037,1,2,1,90,2,,1,35,2,,1,12,2,,2,,2,,2,,2,,2,,54,03,54,485.78732252
5393037,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,485.78732252
5393038,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,373.365111
5393039,1,1,1,90,2,,2,,2,,1,7,2,,2,,2,,2,,2,,2,,54,03,54,455.90871632
5393039,1,2,1,90,2,,1,28,2,,1,28,2,,2,,2,,2,,2,,2,,54,03,54,455.90871632
5393040,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,393.44473322
5393040,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,393.44473322
5393041,1,1,1,90,2,,1,38,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,348.63683172
5393041,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,348.63683172
5393041,1,3,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,348.63683172
5393042,1,1,1,90,2,,1,28,2,,1,24,2,,2,,2,,2,,2,,2,,54,03,54,448.60884638
5393043,1,1,1,90,2,,1,32,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,255.07049559
5393043,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,54,03,54,255.07049559
5393044,1,1,1,90,2,,1,28,2,,2,,1,60,2,,2,,2,,2,,2,,68,03,68,422.95618058
5393044,1,2,1,90,2,,1,8,2,,2,,1,4,2,,2,,2,,2,,2,,68,03,68,422.95618058
5393044,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,422.95618058
5393045,1,1,1,90,2,,1,30,1,3,2,,2,,2,,2,,2,,2,,2,,68,03,68,536.66788243
5393045,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,536.66788243
5393045,1,3,1,90,2,,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,68,03,68,536.66788243
5393045,1,4,1,90,2,,1,1,2,,1,10,2,,2,,2,,2,,2,,2,,68,03,68,536.66788243
5393046,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,675.72044486
5393047,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,536.37452791
5393048,1,1,1,90,2,,1,28,2,,1,5,2,,2,,2,,2,,2,,2,,68,03,68,517.36283989
5393048,1,2,1,90,2,,1,7,2,,1,10,2,,2,,2,,2,,2,,2,,68,03,68,517.36283989
5393048,1,3,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,517.36283989
5393049,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,603.43255266
5393049,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,603.43255266
5393050,1,1,1,90,2,,1,24,2,,1,24,2,,2,,2,,2,,2,,2,,68,03,68,637.09083439
5393050,2,1,2,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,637.09083439
5393051,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,68,03,68,640.8304501
5393051,1,2,1,90,2,,1,32,2,,1,10,2,,2,,2,,2,,2,,2,,68,03,68,640.8304501
5393051,1,3,1,90,2,,1,5,2,,2,,2,,2,,1,8,2,,2,,2,,68,03,68,640.8304501
5393056,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,293.36650191
5393056,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,293.36650191
5393057,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,360.27538156
5393057,1,2,1,90,2,,1,18,2,,1,12,2,,2,,2,,2,,2,,2,,73,03,73,360.27538156
5393057,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,360.27538156
5393057,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,360.27538156
5393058,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,91.888827365
5393058,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,91.888827365
5393059,1,1,1,90,2,,1,30,2,,2,,1,14,2,,2,,2,,2,,2,,73,03,73,230.32073891
5393059,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,230.32073891
5393060,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,115.16036946
5393060,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,115.16036946
5393061,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,186.3913665
5393061,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,186.3913665
5393061,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,186.3913665
5393062,1,1,1,90,2,,1,16,2,,2,,1,12,2,,2,,2,,2,,2,,73,03,73,292.60390195
5393062,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,292.60390195
5393063,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,339.66145525
5393063,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,339.66145525
5393063,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,339.66145525
5393063,1,4,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,339.66145525
5393064,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,217.33610737
5393064,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,217.33610737
5393064,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,217.33610737
5393065,1,1,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,274.46344187
5393065,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,274.46344187
5393065,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,274.46344187
5393066,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,313.21782826
5393066,1,2,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,313.21782826
5393067,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,249.22379895
5393068,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,249.22379895
5393069,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,358.95359988
