DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,AREA,MES,DPTO,fex_c_2011
5398717,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,289.50067625
5398717,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,289.50067625
5398717,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,73,03,73,289.50067625
5398718,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1195.2215534
5398718,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1195.2215534
5398718,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1195.2215534
5398718,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1195.2215534
5398719,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1042.1663009
5398720,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1288.512422
5398720,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1288.512422
5398721,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398721,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398722,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1076.8096654
5398722,1,2,1,90,2,,1,12,2,,2,,2,,1,2,1,4,2,,2,,2,,76,03,76,1076.8096654
5398722,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1076.8096654
5398723,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398723,1,2,1,90,2,,1,44,2,,2,,2,,2,,2,,2,,1,8,2,,76,03,76,1010.9935876
5398724,1,1,1,90,2,,1,6,2,,2,,2,,2,,1,2,2,,2,,2,,76,03,76,1010.9935876
5398724,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398725,1,1,1,90,2,,1,3,2,,1,35,2,,2,,2,,2,,2,,2,,76,03,76,1027.0154249
5398725,1,2,1,90,2,,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,76,03,76,1027.0154249
5398726,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398726,1,2,1,90,2,,1,35,2,,2,,1,7,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398727,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398727,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398728,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1222.4229358
5398728,1,2,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1222.4229358
5398728,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1222.4229358
5398729,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1067.400439
5398729,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1067.400439
5398730,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1288.512422
5398730,1,2,1,90,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,76,03,76,1288.512422
5398731,1,1,1,90,2,,1,28,2,,1,20,2,,2,,2,,2,,2,,2,,76,03,76,1042.1663009
5398732,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1086.5968588
5398733,1,1,1,90,2,,1,8,2,,1,1,2,,2,,1,4,2,,2,,2,,76,03,76,921.78716857
5398733,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,921.78716857
5398734,1,1,1,90,2,,2,,2,,1,3,2,,2,,1,5,2,,2,,2,,76,03,76,1027.0154249
5398734,1,2,1,90,2,,1,28,2,,1,25,2,,2,,1,6,2,,2,,2,,76,03,76,1027.0154249
5398735,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1036.2277257
5398735,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1036.2277257
5398735,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1036.2277257
5398736,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1246.3692809
5398736,1,2,1,90,2,,1,21,2,,1,5,2,,2,,2,,2,,2,,2,,76,03,76,1246.3692809
5398737,1,1,1,90,2,,1,3,2,,2,,2,,2,,1,8,2,,2,,2,,76,03,76,921.78716857
5398737,1,2,1,90,2,,2,,2,,2,,1,7,2,,2,,2,,2,,2,,76,03,76,921.78716857
5398738,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,789.77704592
5398738,1,2,1,90,2,,1,28,2,,2,,1,6,2,,2,,2,,2,,2,,76,03,76,789.77704592
5398738,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,789.77704592
5398739,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1042.1663009
5398740,1,1,1,90,2,,1,21,2,,1,35,2,,2,,2,,2,,2,,2,,76,03,76,1115.9068865
5398741,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1042.1663009
5398742,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,896.55303046
5398743,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1263.2782839
5398744,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398744,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1010.9935876
5398745,1,1,1,90,2,,1,35,2,,1,21,2,,2,,2,,2,,2,,2,,76,03,76,1183.9496414
5398745,1,2,1,90,2,,1,8,2,,1,10,2,,2,,2,,2,,2,,2,,76,03,76,1183.9496414
5398745,1,4,1,90,2,,1,5,2,,1,35,1,20,2,,2,,2,,2,,2,,76,03,76,1183.9496414
5398745,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1183.9496414
5398746,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1042.1663009
5398747,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1231.8321622
5398747,1,2,1,90,2,,1,28,2,,1,20,2,,2,,2,,2,,2,,2,,76,03,76,1231.8321622
5398747,1,3,1,90,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,76,03,76,1231.8321622
5398747,1,4,1,90,2,,1,7,2,,2,,2,,2,,1,5,2,,2,,2,,76,03,76,1231.8321622
5398748,1,1,1,90,2,,1,35,2,,1,28,1,6,2,,2,,2,,2,,2,,76,03,76,1385.2653818
5398748,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1385.2653818
5398748,1,3,1,90,2,,1,12,2,,2,,1,12,2,,2,,2,,2,,2,,76,03,76,1385.2653818
5398748,1,4,1,90,2,,1,6,2,,1,28,2,,2,,2,,2,,2,,2,,76,03,76,1385.2653818
5398749,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,896.55303046
5398750,1,1,1,90,2,,2,,2,,1,6,2,,2,,2,,2,,2,,2,,76,03,76,1287.266178
5398750,1,2,1,90,2,,1,18,2,,1,5,2,,2,,2,,2,,2,,2,,76,03,76,1287.266178
5398750,1,3,1,90,2,,1,12,2,,1,5,2,,2,,2,,2,,2,,2,,76,03,76,1287.266178
5398751,1,1,1,90,2,,1,14,2,,1,24,2,,2,,2,,2,,2,,2,,76,03,76,1221.1351428
5398752,1,1,1,90,2,,1,9,2,,1,14,2,,2,,2,,2,,2,,2,,76,03,76,819.08707359
5398752,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,819.08707359
5398752,1,3,1,90,2,,1,6,2,,1,14,2,,2,,2,,2,,2,,2,,76,03,76,819.08707359
5398753,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,76,03,76,1263.2782839
5398754,1,1,1,90,2,,1,2,2,,1,72,2,,2,,2,,2,,2,,2,,76,03,76,1508.4827196
5398754,1,2,1,90,2,,1,32,2,,1,32,2,,2,,2,,2,,2,,2,,76,03,76,1508.4827196
5399106,1,1,1,90,2,,1,20,2,,1,30,2,,2,,1,10,2,,2,,2,,05,03,05,1122.8465583
5399106,1,2,1,90,2,,1,1,2,,1,10,2,,2,,1,2,2,,2,,2,,05,03,05,1122.8465583
5399106,1,3,1,90,2,,1,14,2,,1,20,2,,2,,2,,2,,2,,2,,05,03,05,1122.8465583
5399106,1,5,1,90,2,,1,10,2,,1,20,2,,2,,2,,2,,2,,2,,05,03,05,1122.8465583
5399107,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,892.33355924
5399107,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,892.33355924
5399107,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,892.33355924
5399107,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,892.33355924
5399108,1,1,1,90,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,05,03,05,1910.9549031
5399108,1,2,1,90,2,,1,14,2,,1,8,1,7,2,,2,,2,,2,,2,,05,03,05,1910.9549031
5399108,1,5,1,90,2,,1,49,2,,1,28,2,,2,,2,,2,,2,,2,,05,03,05,1910.9549031
5399109,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,987.99199239
5399109,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,987.99199239
5399110,1,1,1,90,2,,1,7,2,,1,7,2,,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399110,1,2,1,90,2,,1,49,2,,1,49,2,,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399110,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399111,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,814.26218784
5399111,1,2,1,90,2,,1,30,2,,1,48,2,,2,,2,,2,,2,,2,,05,03,05,814.26218784
5399111,1,3,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,814.26218784
5399111,1,4,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,814.26218784
5399112,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1104.6995781
5399113,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,963.08358186
5399113,1,2,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,963.08358186
5399113,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,963.08358186
5399113,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,963.08358186
5399113,1,5,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,963.08358186
5399114,1,1,1,90,2,,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,05,03,05,1508.3098728
5399114,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1508.3098728
5399114,1,3,1,90,2,,1,21,2,,1,60,2,,2,,2,,2,,2,,2,,05,03,05,1508.3098728
5399116,1,1,1,90,2,,1,21,2,,1,7,2,,2,,2,,2,,2,,2,,05,03,05,1709.9932541
5399116,1,2,1,90,2,,1,48,2,,2,,1,20,1,5,2,,2,,2,,2,,05,03,05,1709.9932541
5399116,1,3,1,90,2,,1,7,2,,1,7,2,,2,,2,,2,,2,,2,,05,03,05,1709.9932541
5399116,1,4,1,90,2,,1,21,2,,1,35,2,,2,,2,,2,,2,,2,,05,03,05,1709.9932541
5399117,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1136.2846704
5399117,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1136.2846704
5399118,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399118,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399119,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1421.7277545
5399119,1,2,1,90,2,,1,30,2,,1,30,1,30,2,,2,,2,,2,,2,,05,03,05,1421.7277545
5399119,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1421.7277545
5399120,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399120,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399121,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,987.99199239
5399121,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,987.99199239
5399122,1,1,1,90,2,,1,28,2,,1,42,2,,2,,2,,2,,2,,2,,05,03,05,1588.6427289
5399123,1,1,1,90,2,,1,24,2,,2,,1,60,2,,2,,2,,2,,2,,05,03,05,881.85240218
5399123,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,881.85240218
5399123,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,881.85240218
5399124,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399124,1,2,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399125,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1270.6448759
5399125,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1270.6448759
5399125,1,3,1,90,2,,1,20,2,,2,,1,20,2,,2,,2,,2,,2,,05,03,05,1270.6448759
5399125,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1270.6448759
5399126,1,1,1,90,2,,1,21,2,,1,5,2,,2,,2,,2,,2,,2,,05,03,05,1279.3040409
5399126,1,2,1,90,2,,1,42,2,,1,21,2,,2,,2,,2,,2,,2,,05,03,05,1279.3040409
5399127,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1153.0626319
5399127,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1153.0626319
5399128,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1382.0684638
5399128,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1382.0684638
5399128,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1382.0684638
5399129,1,1,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1211.7935835
5399130,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1346.4787985
5399130,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1346.4787985
5399130,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1346.4787985
5399131,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,948.07274459
5399131,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,1,2,05,03,05,948.07274459
5399131,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,948.07274459
5399132,1,1,1,90,2,,1,10,2,,1,20,2,,2,,2,,2,,2,,2,,05,03,05,1421.7277545
5399132,1,2,1,90,2,,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,05,03,05,1421.7277545
5399132,1,3,1,90,2,,1,10,2,,2,,2,,2,,1,4,2,,2,,2,,05,03,05,1421.7277545
5399133,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399133,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399134,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399134,1,2,1,90,2,,1,21,1,21,2,,1,50,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399135,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399135,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399136,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1390.7276289
5399137,1,1,1,90,2,,1,7,2,,2,,1,7,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399137,1,2,1,90,2,,1,63,2,,2,,1,7,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399137,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399138,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,872.23882192
5399138,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,872.23882192
5399138,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,872.23882192
5399138,1,4,1,90,2,,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,05,03,05,872.23882192
5399139,1,1,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,05,03,05,865.18769998
5399139,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,865.18769998
5399139,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,865.18769998
5399139,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,865.18769998
5399139,1,5,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,865.18769998
5399139,1,6,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,865.18769998
5399140,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1153.0626319
5399140,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1153.0626319
5399141,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1157.3922144
5399142,1,1,1,90,2,,1,4,2,,1,6,2,,2,,2,,2,,2,,2,,05,03,05,1770.2313728
5399142,1,2,1,90,2,,1,21,2,,1,15,2,,2,,2,,2,,2,,2,,05,03,05,1770.2313728
5399143,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1104.6995781
5399145,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399145,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399146,1,1,1,90,2,,2,,2,,1,15,2,,2,,2,,2,,2,,2,,05,03,05,1292.2467803
5399146,1,2,1,90,2,,1,40,2,,1,30,1,20,2,,2,,2,,2,,2,,05,03,05,1292.2467803
5399146,1,3,1,90,2,,2,,2,,2,,2,,2,,1,8,2,,2,,2,,05,03,05,1292.2467803
5399147,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399147,1,2,1,90,2,,1,50,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399147,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1226.8044208
5399148,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1113.1433841
5399148,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1113.1433841
5399148,1,3,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1113.1433841
5399149,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1211.7935835
5399150,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399150,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399151,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1153.0626319
5399151,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1153.0626319
5399152,1,1,1,90,2,,2,,2,,2,,1,10,2,,2,,2,,2,,2,,05,03,05,1041.6390439
5399152,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1041.6390439
5399152,1,3,1,90,2,,1,10,2,,2,,1,10,2,,2,,2,,2,,2,,05,03,05,1041.6390439
5399153,1,1,1,90,2,,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,05,03,05,1461.6470023
5399153,1,2,1,90,2,,2,,2,,1,6,2,,2,,2,,2,,2,,2,,05,03,05,1461.6470023
5399154,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399154,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1100.3699956
5399155,1,1,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,983.66240987
5399155,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,983.66240987
5399155,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,983.66240987
5399156,1,1,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1104.6995781
5399157,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,961.80054835
5399157,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,961.80054835
5399157,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,961.80054835
5399157,1,4,1,90,2,,1,24,2,,2,,1,20,2,,2,,2,,2,,2,,05,03,05,961.80054835
5399157,1,5,1,90,2,,1,30,2,,2,,1,30,2,,2,,2,,2,,2,,05,03,05,961.80054835
5399158,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1241.815258
5399158,1,2,1,90,2,,1,60,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1241.815258
5399158,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1241.815258
5399158,1,4,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1241.815258
5399158,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1241.815258
5399159,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1173.1573692
5399159,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1173.1573692
5399160,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1098.6612628
5399160,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1098.6612628
5399161,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1211.7935835
5399162,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399162,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1231.1340033
5399163,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,05,03,05,1211.7935835
5399166,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,695.0848699
5399166,1,2,1,90,2,,1,48,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,695.0848699
5399166,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,695.0848699
5399166,1,5,1,90,2,,1,21,2,,1,48,2,,2,,2,,2,,2,,2,,08,03,08,695.0848699
5399167,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399167,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399167,1,3,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399167,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399167,1,6,1,90,2,,2,,2,,1,70,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399168,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,654.65698138
5399168,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,654.65698138
5399169,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,407.51219986
5399169,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,407.51219986
5399169,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,407.51219986
5399170,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,564.1664813
5399170,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,564.1664813
5399171,1,1,1,90,2,,1,20,2,,1,25,2,,2,,2,,2,,2,,2,,08,03,08,651.84610617
5399172,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,550.27906925
5399172,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,550.27906925
5399172,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,550.27906925
5399173,1,1,1,90,2,,1,25,2,,1,10,2,,2,,2,,2,,2,,2,,08,03,08,589.95659351
5399173,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,589.95659351
5399173,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,589.95659351
5399173,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,589.95659351
5399173,1,5,1,90,2,,1,2,2,,1,5,2,,2,,2,,2,,2,,2,,08,03,08,589.95659351
5399173,1,6,1,90,2,,1,10,2,,1,40,2,,2,,2,,2,,2,,2,,08,03,08,589.95659351
