DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,RAMA2D_D_R4,OFICIO1,OFICIO2,DSI,DSCY,RAMA4D_D_R4,MES,DPTO,fex_c_2011
5393079,1,4,1,70,76,8,48,1,,2,9,1,,9,2,1,,,,,,,,,,,1,2,,908526,2,,14,98,79,1,1,1410,03,76,1301.7376027
5393079,1,5,1,70,76,52,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,39,,1,2,.,03,76,1301.7376027
5393091,1,1,1,70,76,27,72,1,,2,27,4,,1,2,1,,,,,,,,,,,1,2,,1040000,2,,49,98,98,1,2,4921,03,76,1067.2958803
5393092,1,1,1,70,76,9,48,1,,2,52,4,,1,2,2,,,,,,,,,1,RECIBE AYUDAS EN DINERO,,2,,908526,2,,13,55,79,1,1,1313,03,76,1051.5755273
5393104,1,2,1,70,76,12,30,4,,2,14,5,,2,2,1,,,,,,,,,,,1,2,,600000,2,,56,53,53,1,1,5619,03,76,1084.7341732
5393112,1,5,1,70,76,9,48,1,,2,18,1,,8,2,4,,,,,,,,,,,1,1,985260,985260,2,,13,87,97,1,1,1312,03,76,1077.4837011
5393114,1,3,1,70,76,4,48,1,,2,61,3,,2,2,4,,,,,,,,,,,1,2,,1100000,1,1,97,59,59,1,1,9700,03,76,890.61445527
5393121,1,3,1,70,76,104,48,1,,2,104,1,,9,2,4,,,,,,,,,,,1,2,,908526,2,,86,32,33,1,2,8621,03,76,1076.8096654
5393137,1,2,1,70,76,40,48,1,,2,52,4,,2,2,1,,,,,,,,,,,1,2,,1500000,2,,56,30,50,1,2,5630,03,76,612.99106223
5393140,1,1,1,70,76,12,42,1,,2,8,1,,3,2,8,,,,,,,,,,,1,2,,908526,2,,56,53,53,1,1,5611,03,76,1051.5755273
5393140,1,2,1,70,76,2,25,1,,2,8,1,,3,2,8,,,,,,,,,,,1,2,,500000,,,56,53,99,1,1,5611,03,76,1051.5755273
5393145,1,1,1,70,76,14,48,1,,2,14,1,,8,2,1,,,,,,,,,,,1,2,,1500000,2,,43,85,85,1,2,4321,03,76,1143.0037102
5393149,1,1,1,70,76,8,48,1,,2,12,1,,3,2,8,,,,,,,,,,,1,2,,908526,2,,10,45,45,1,1,1081,03,76,1051.5755273
5393149,1,2,1,70,76,26,48,1,,2,2,4,,1,2,8,,,,,,,,,,,1,1,200000,908526,2,,56,45,45,1,2,5619,03,76,1051.5755273
5393272,1,2,1,70,13,8,48,4,,2,8,4,,9,2,1,,,,,,,,,,,1,2,,900000,2,,11,97,97,1,1,1104,03,13,323.44170652
5393275,1,8,1,70,13,16,48,1,,2,96,1,,6,2,1,,,,,,,,,,,1,2,,900000,2,,45,45,44,1,2,4541,03,13,542.30218019
5393281,1,3,1,70,13,32,48,1,,2,32,1,,8,2,1,,,,,,,,,,,1,2,,908526,2,,86,39,39,1,2,8610,03,13,511.30752994
5393281,1,9,1,70,13,8,40,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,03,,1,1,.,03,13,511.30752994
5393284,1,2,1,70,13,16,48,3,,2,48,3,,1,2,1,,,,,,,,,,,1,2,,300000,2,,97,54,54,1,2,9700,03,13,409.24554721
5393285,1,7,1,70,13,12,40,1,,2,13,1,,5,2,4,,,,,,,,,,,1,2,,908526,2,,85,13,13,1,1,8530,03,13,506.4156451
5393288,1,3,1,70,13,5,48,1,,2,5,1,,9,2,1,,,,,,,,,,,1,2,,908526,2,,17,45,45,1,1,1709,03,13,411.03018182
5393301,1,1,1,70,13,52,48,1,,2,52,1,,9,2,1,,,,,,,,,,,1,2,,1500000,2,,61,39,39,1,2,6110,03,13,273.11031163
5393434,1,2,1,70,23,16,48,3,,2,520,1,,2,2,1,,,,,,,,,,,1,2,,400000,2,,47,54,45,1,2,4721,03,23,172.31576953
5393436,2,1,2,70,23,12,48,3,,2,12,4,,1,2,1,,,,,,,,,,,1,2,,200000,2,,92,54,45,1,1,9200,03,23,153.88874273
5393437,1,2,1,70,23,24,48,1,,2,52,1,,9,2,1,,,,,,,,,,,1,2,,1500000,2,,84,05,30,1,2,8413,03,23,156.73089384
5393437,1,3,1,70,23,20,48,1,,2,52,1,,4,2,1,,,,,,,,,,,1,2,,1000000,2,,56,53,53,1,2,5611,03,23,156.73089384
5393441,1,2,1,70,23,4,48,1,,2,4,1,,3,2,1,,,,,,,,,,,1,1,200000,250000,2,,41,95,95,1,1,4111,03,23,188.46541434
5393441,1,10,1,70,23,4,48,3,,2,4,4,,1,2,1,,,,,,,,,,,1,1,100000,250000,2,,47,54,41,1,1,4771,03,23,188.46541434
5393442,1,1,1,70,23,9,48,4,,2,40,4,,1,2,1,,,,,,,,,,,1,2,,300000,2,,56,53,53,1,1,5619,03,23,183.44663248
5393444,2,3,2,70,23,2,60,1,,2,2,1,,4,2,1,,,,,,,,,,,1,2,,600000,2,,56,45,53,1,1,5611,03,23,254.75945188
5393446,1,5,1,70,23,12,48,1,,1,,,,,,,,.,,,,,,,,.,,,,900000,,,,45,,1,1,.,03,23,232.61386918
5393465,1,2,1,70,23,8,40,4,,2,8,4,,1,2,1,,,,,,,,,,,1,2,,300000,2,,47,41,41,1,1,4775,03,23,380.78093512
5393703,1,1,1,70,50,70,48,1,,2,70,4,,9,2,1,,,,,,,,,,,1,2,,5000000,2,,85,12,12,1,2,8544,03,50,316.64770829
5393709,1,1,1,70,50,52,48,1,,2,6,1,,3,2,1,,,,,,,,,,,1,2,,906000,2,,41,95,95,1,2,4111,03,50,351.72624964
5393712,1,3,1,70,50,52,48,1,,2,60,1,,5,2,1,,,,,,,,,,,1,2,,1000000,2,,01,21,21,1,2,0127,03,50,216.88768651
5393712,1,5,1,70,50,24,48,1,,2,24,3,,1,2,1,,,,,,,,,,,1,2,,906000,2,,97,21,55,1,2,9700,03,50,216.88768651
5393712,1,7,1,70,50,31,48,1,,2,52,1,,6,2,4,,,,,,,,,,,1,2,,2000000,2,,47,11,33,1,2,4773,03,50,216.88768651
5393712,1,8,1,70,50,70,48,1,,2,24,1,,2,2,1,,,,,,,,,,,1,2,,906000,2,,41,95,95,1,2,4111,03,50,216.88768651
5393714,1,1,1,70,50,8,48,1,,2,9,1,,2,2,4,,,,,,,,,,,1,2,,900000,2,,49,98,98,1,1,4921,03,50,304.65291503
5393723,1,1,1,70,50,12,48,1,,2,16,1,,9,2,4,,,,,,,,,,,1,2,,1000000,2,,20,45,97,1,1,2023,03,50,370.81943835
5393725,1,2,1,70,50,12,48,1,,2,20,1,,3,2,1,,,,,,,,,,,1,2,,900000,2,,41,95,95,1,1,4111,03,50,320.42928989
5393739,1,3,1,70,50,12,48,1,,2,12,4,,9,2,4,,,,,,,,,,,1,2,,1500000,2,,84,34,34,1,1,8413,03,50,226.80907887
5393741,1,1,1,70,50,104,48,1,,2,104,1,,9,2,2,,,,,,,,,,,1,2,,900000,2,,86,97,58,1,2,8610,03,50,334.35473339
5393744,1,2,1,70,50,8,40,1,,2,12,4,,9,2,1,,,,,,,,,,,1,2,,2500000,1,2,88,19,19,1,1,8890,03,50,278.05343417
5393745,1,2,1,70,50,52,48,1,,2,24,1,,2,2,1,,,,,,,,,,,1,2,,906000,2,,56,45,59,1,2,5630,03,50,196.26424676
5393746,1,2,1,70,50,52,48,1,,2,52,1,,5,2,7,,,,,,,,,,,1,2,,2000000,2,,47,40,45,1,2,4759,03,50,344.31422221
5393753,1,1,1,70,50,49,48,1,,2,48,1,,3,2,2,,,,,,,,,,,1,2,,1500000,2,,47,97,45,1,2,4771,03,50,357.47342895
5393754,1,3,1,70,50,24,48,1,,2,24,1,,4,2,1,,,,,,,,,,,1,2,,906000,2,,56,37,53,1,2,5611,03,50,235.63806313
5393774,1,1,1,70,50,259,40,1,,2,400,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,25,87,87,1,2,2511,03,50,200.55952178
5393777,1,3,1,70,50,52,48,1,,2,52,1,,2,2,1,,,,,,,,,,,1,2,,906000,2,,41,53,95,1,2,4111,03,50,306.36681973
5393778,1,2,1,70,50,10,48,1,,2,10,1,,3,2,1,,,,,,,,,,,1,2,,1000000,2,,47,45,45,1,1,4771,03,50,319.71282913
5393788,1,1,1,70,50,12,48,4,,2,13,1,,4,2,1,,,,,,,,,,,1,2,,1000000,2,,85,55,53,1,1,8511,03,50,217.01716609
5393788,1,2,1,70,50,15,48,1,,2,15,1,,9,2,1,,,,,,,,,,,1,2,,1000000,2,,86,45,39,1,2,8610,03,50,217.01716609
5393815,1,2,1,70,50,15,48,1,,1,,,,,,,,.,,,,,,,,.,,,,1000000,,,,45,,1,2,.,03,50,323.56015142
5393825,1,1,1,70,50,8,48,4,,2,4,5,,2,2,1,,,,,,,,,,,1,1,800000,1500000,2,,41,95,95,1,1,4111,03,50,329.99371769
5393825,1,2,1,70,50,104,48,4,,2,104,4,,1,2,1,,,,,,,,,,,1,2,,1000000,2,,96,57,57,1,2,9602,03,50,329.99371769
5393834,1,3,1,70,52,24,40,1,,2,36,4,,9,2,4,,,,,,,,,,,1,2,,2000000,2,,42,02,02,1,2,4210,03,52,145.67503502
5393835,1,2,1,70,52,3,40,4,,2,3,4,,1,2,1,,,,,,,,,,,1,1,400000,600000,2,,41,95,95,1,1,4111,03,52,333.0259321
5393842,1,4,1,70,52,8,48,1,,2,8,1,,9,2,8,,,,,,,,,,,1,2,,1000000,2,,82,32,32,1,1,8299,03,52,407.84390348
5393843,1,4,1,70,52,104,48,1,,2,52,1,,7,2,8,,,,,,,,,,,1,2,,908456,2,,47,33,45,1,2,4761,03,52,212.86388596
5393856,1,2,1,70,52,32,40,1,,2,52,4,,9,2,1,,,,1,,,,,,,,2,,2000000,1,1,84,06,06,1,2,8413,03,52,271.86952205
5393860,1,2,1,70,52,12,48,1,,1,,,,,,,,.,,,,,,,,.,,,,600000,,,,45,,1,1,.,03,52,246.51359164
5393860,1,3,1,70,52,8,48,1,,1,,,,,,,,.,,,,,,,,.,,,,500000,,,,45,,1,1,.,03,52,246.51359164
5393863,1,1,1,70,52,3,20,1,,2,3,1,,7,2,1,,,,,,,,,,,1,1,450000,500000,2,,92,15,45,1,1,9200,03,52,284.88386755
5393866,1,3,1,70,52,24,48,1,,2,48,1,,3,2,1,,,,,,,,,,,1,2,,500000,2,,28,53,99,1,2,2829,03,52,379.60454008
5393873,1,2,1,70,52,2,48,1,,2,8,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,38,99,99,1,1,3811,03,52,198.40916791
5393874,1,2,1,70,52,24,40,4,,2,24,4,,1,2,4,,,,,,,,,,,1,2,,400000,2,,52,97,97,1,2,5224,03,52,423.78124303
5393875,1,6,1,70,52,48,48,1,,1,,,,,,,,.,,,,,,,,.,,,,1500000,,,,12,,1,2,.,03,52,106.43194298
5393889,1,2,1,70,52,52,48,1,,2,52,1,,3,2,1,,,,,,,,,,,1,1,150000,908526,2,,65,45,44,1,2,6511,03,52,167.29912295
5393922,1,1,1,70,54,25,48,4,,2,25,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,46,41,41,1,2,4643,03,54,390.49534393
5393928,1,3,1,70,54,16,48,1,,2,16,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,73,33,16,1,2,7310,03,54,348.63683172
5393932,1,2,1,70,54,4,40,4,,2,5,4,,1,2,1,,,,,,,,,,,1,2,,1014980,2,,81,57,55,1,1,8121,03,54,480.30685864
5393932,1,4,1,70,54,12,48,1,,2,96,1,,9,2,1,,,,,,,,,,,1,2,,1014980,2,,94,39,39,1,1,9499,03,54,480.30685864
5393932,1,6,1,70,54,4,48,1,,2,12,1,,3,2,1,,,,,,,,,,,1,2,,1014980,2,,47,45,40,1,1,4771,03,54,480.30685864
5393933,1,5,1,70,54,12,48,4,,2,3,4,,1,2,8,,,,,,,,,,,1,1,300000,700000,2,,49,95,97,1,1,4923,03,54,492.62815115
5393934,1,2,1,70,54,8,48,1,,2,48,4,,2,2,1,,,,,,,,,,,1,2,,1014980,2,,47,58,41,1,1,4771,03,54,449.54122404
5393935,1,2,1,70,54,3,48,4,,2,3,4,,1,2,7,,,,,,,,,,,1,1,100000,300000,2,,81,62,62,1,1,8130,03,54,334.6904676
5393944,1,2,1,70,54,3,24,1,,2,48,1,,7,2,3,,,,,,,,,,,1,2,,1014980,2,,86,39,33,1,1,8621,03,54,465.7077003
5393951,1,2,1,70,54,6,48,4,,2,6,1,,2,2,4,,,,,,,,,,,1,2,,1014980,2,,47,57,45,1,1,4772,03,54,393.44473322
5393961,1,2,1,70,54,14,50,3,,2,98,4,,1,2,1,,,,,,,,,,,1,2,,500000,2,,56,54,53,1,2,5611,03,54,474.3761195
5393961,1,9,1,70,54,10,48,4,,2,80,4,,1,2,1,,,,,,,,,,,1,2,,600000,2,,96,56,56,1,1,9601,03,54,474.3761195
5393965,1,3,1,70,54,2,48,4,,2,12,4,,1,2,3,,,,,,,,,,,1,2,,400000,2,,14,79,79,1,1,1410,03,54,389.93086086
5393993,1,2,1,70,54,6,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,45,,1,1,.,03,54,381.79963225
5393995,1,7,1,70,54,1,48,4,,2,13,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,46,41,41,1,1,4659,03,54,334.5189914
5394006,1,1,1,70,54,3,48,1,,2,58,1,,6,2,1,,,,,,,,,,,1,2,,908000,2,,46,58,58,1,1,4661,03,54,428.09713909
5394010,1,5,1,70,54,6,48,4,,2,6,4,,1,2,1,,,,,,,,,,,1,2,,420000,2,,56,53,53,1,1,5619,03,54,357.52162823
5394010,1,6,1,70,54,36,48,4,,1,,,,,,,,.,,,,,,,,.,,,,420000,,,,45,,1,2,.,03,54,357.52162823
5394013,1,3,1,70,54,24,48,4,,2,12,1,,4,2,3,,,,,,,,,,,1,2,,98,2,,01,98,60,1,2,0123,03,54,394.93433856
5394026,1,3,1,70,54,20,24,1,,1,,,,,,,,.,,,,,,,,.,,,,700000,,,,45,,1,2,.,03,54,449.54122404
5394029,1,2,1,70,54,36,48,1,,2,52,1,,4,2,1,,,,,,,,,,,1,2,,908000,2,,31,45,45,1,2,3110,03,54,429.46160182
5394030,1,1,1,70,54,10,50,4,,2,54,4,,1,2,1,,,,,,,,,,,1,2,,400000,2,,41,95,95,1,1,4111,03,54,419.530668
5394035,1,3,1,70,54,12,48,1,,2,12,2,,9,2,1,,,,,,,,,,,1,2,,908000,2,,84,58,58,1,1,8422,03,54,405.41282768
5394037,1,1,1,70,54,54,60,1,,2,54,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,47,85,41,1,2,4772,03,54,409.86363385
5394038,1,3,1,70,54,48,48,1,,2,48,1,,9,2,1,,,,,,,,,,,1,2,,908000,2,,86,39,39,1,2,8621,03,54,452.13410168
5394038,1,4,1,70,54,4,48,4,,1,,,,,,,,.,,,,,,,,.,,,,908000,,,,41,,1,1,.,03,54,452.13410168
5394041,1,1,1,70,54,32,48,4,,2,54,4,,1,2,1,,,,,,,,,,,1,2,,908000,2,,47,45,45,1,2,4781,03,54,469.62084626
5394041,1,2,1,70,54,25,48,4,,2,52,1,,4,2,1,,,,,,,,,,,1,2,,908000,2,,85,55,55,1,2,8530,03,54,469.62084626
5394048,1,2,1,70,54,30,48,4,,2,52,4,,1,2,1,,,,,,,,,,,1,2,,908000,2,,88,54,54,1,2,8890,03,54,682.87506525
5394049,1,3,1,70,54,10,50,1,,2,54,4,,1,2,1,,,,,,,,,,,1,2,,1000000,2,,41,95,95,1,1,4111,03,54,639.83966613
5394051,1,1,1,70,54,4,50,4,,2,2,4,,1,2,1,,,,,,,,,,,1,1,540000,1000000,2,,43,93,93,1,1,4330,03,54,1164.0333662
5394052,1,4,1,70,54,12,48,4,,2,32,4,,1,2,1,,,,,,,,,,,1,2,,908000,2,,56,55,77,1,1,5619,03,54,680.66852063
5394053,1,3,1,70,54,10,30,1,,2,3,4,,1,2,1,,,,,,,,,,,1,1,120000,400000,2,,73,33,16,1,1,7310,03,54,899.08244808
5394055,1,3,1,70,54,52,48,1,,2,12,1,,5,2,1,,,,,,,,,,,1,2,,1816000,2,,65,39,44,1,2,6511,03,54,1022.1817725
5394057,1,2,1,70,54,52,48,4,,2,52,4,,1,2,1,,,,,,,,,,,1,2,,908000,2,,49,98,98,1,2,4921,03,54,939.24169251
5394057,1,4,1,70,54,52,48,1,,2,60,1,,5,2,1,,,,,,,,,,,1,2,,908000,2,,68,58,58,1,2,6820,03,54,939.24169251
5394062,1,2,1,70,54,54,48,4,,2,54,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,15,80,80,1,2,1522,03,54,982.72310001
5394069,1,3,1,70,68,8,48,1,,2,8,1,,9,2,1,,,,,,,,,,,1,2,,908600,2,,47,97,97,1,1,4723,03,68,655.74778638
5394072,1,2,1,70,68,8,40,4,,1,,,,,,,,.,,,,,,,,.,,,,950000,,,,55,,1,1,.,03,68,438.45242062
5394077,1,2,1,70,68,144,48,1,,2,208,3,,1,2,1,,,,,,,,,,,1,2,,950000,2,,97,55,54,1,2,9700,03,68,633.82585633
5394078,1,1,1,70,68,8,40,4,,2,8,4,,1,2,1,,,,,,,,,,,1,2,,1200000,2,,15,80,80,1,1,1522,03,68,578.43006305
5394082,1,2,1,70,68,32,48,4,,2,32,1,,3,2,7,,,,,,,,,,,1,2,,908600,2,,14,79,79,1,2,1410,03,68,594.9994088
5394086,1,1,1,70,68,6,48,1,,2,6,1,,2,2,1,,,,,,,,,,,1,2,,900000,2,,56,38,53,1,1,5611,03,68,706.78916973
5394086,1,4,1,70,68,12,48,1,,2,12,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,01,38,38,1,1,0145,03,68,706.78916973
5394088,1,2,1,70,68,28,48,1,,2,60,1,,9,2,1,,,,,,,,,,,1,2,,1000000,2,,20,39,39,1,2,2029,03,68,544.38971463
5394090,1,2,1,70,68,16,48,1,,2,16,1,,3,2,1,,,,,,,,,,,1,2,,900000,2,,68,58,58,1,2,6820,03,68,634.20792302
5394098,4,1,4,70,68,28,48,1,,2,66,1,,3,2,1,,,,,,,,,,,1,2,,908526,2,,85,54,13,1,2,8512,03,68,417.84790098
5394103,1,5,1,70,68,52,48,4,,2,52,1,,6,2,1,,,,,,,,,,,1,2,,1000000,2,,46,97,79,1,2,4641,03,68,563.42054628
5394103,1,6,1,70,68,2,40,1,,1,,,,,,,,.,,,,,,,,.,,,,1200000,,,,39,,1,1,.,03,68,563.42054628
5394106,1,2,1,70,68,52,36,1,,2,40,1,,2,2,2,,,,,,,,,,,1,2,,908526,2,,47,45,45,1,2,4729,03,68,511.83961794
5394112,1,2,1,70,68,12,48,1,,2,12,1,,3,2,1,,,,,,,,,,,1,2,,1200000,2,,41,95,95,1,1,4111,03,68,627.86238539
5394113,1,3,1,70,68,2,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,38,,1,1,.,03,68,568.9246246
5394118,1,2,1,70,68,40,48,1,,2,40,1,,3,2,1,,,,,,,,,,,1,2,,900000,2,,41,95,95,1,2,4111,03,68,542.32943905
5394118,1,4,1,70,68,28,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,39,,1,2,.,03,68,542.32943905
5394118,1,5,1,70,68,52,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908000,,,,03,,1,2,.,03,68,542.32943905
5394119,1,3,1,70,68,2,48,1,,2,3,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,41,95,95,1,1,4111,03,68,647.11320588
5394122,1,2,1,70,68,5,48,4,,2,18,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,15,80,80,1,1,1522,03,68,605.60068405
5394124,1,1,1,70,68,9,12,1,,2,12,1,,5,1,1,,,1,,,,,,,,,2,,1000000,1,2,14,55,37,1,1,1410,03,68,555.13820446
