DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,CLASE,ESC,MES,DPTO,fex_c_2011
5410559,1,2,1,10,1,1,7,2015,5,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,27,710.28653851
5410559,1,3,1,10,1,1,1,2017,4,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,710.28653851
5410560,1,1,1,10,1,1,11,1968,52,1,5,,2,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,1101.8971807
5410560,1,2,1,10,2,2,1,1973,48,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,27,1101.8971807
5410560,1,3,1,10,3,1,6,2005,15,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,27,1101.8971807
5410560,1,4,1,10,4,2,2,2007,14,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,27,1101.8971807
5410560,1,5,1,10,5,1,1,2009,12,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,27,1101.8971807
5410561,1,1,1,10,1,1,12,1975,45,1,5,,2,2,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,968.60922941
5410561,1,2,1,10,2,2,11,1975,45,2,5,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,968.60922941
5410561,1,3,1,10,3,1,8,2003,17,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,27,968.60922941
5410561,1,4,1,10,4,2,3,2007,14,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,27,968.60922941
5410562,1,1,1,10,1,2,7,1997,23,1,5,,4,2,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,1372.8415298
5410562,1,2,1,10,1,1,4,2017,3,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1372.8415298
5410562,1,3,1,10,1,2,3,2019,2,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1372.8415298
5410562,1,4,1,10,1,1,1,2021,0,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1372.8415298
5410563,1,1,1,10,1,1,6,1955,65,1,5,,2,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,950.35483388
5410563,1,2,1,10,2,2,7,1960,60,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,950.35483388
5410563,1,3,1,10,3,1,6,2005,15,3,5,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,950.35483388
5410563,1,4,1,10,2,1,1,2012,9,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,27,950.35483388
5410564,1,1,1,10,1,1,11,1994,26,1,5,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,27,1329.0193751
5410564,1,2,1,10,2,2,1,2004,17,2,5,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,8,,,2,8,03,27,1329.0193751
5410564,1,3,1,10,2,1,9,2019,1,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1329.0193751
5410565,1,1,1,10,1,1,8,1945,75,1,5,,5,3,,3,,,,1,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,1255.3124699
5410566,1,1,1,10,1,2,12,1968,52,1,5,,4,2,,3,,,,,,1,1,,,,,,,,,1,2,1,2,,,,2,1,2,,3,3,,,2,3,03,27,585.07060329
5410567,1,1,1,10,1,1,11,1985,35,1,5,,2,2,,2,,2,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,7,,,2,7,03,27,1372.5662302
5410568,1,1,1,10,1,1,5,1966,54,1,5,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1199.9799873
5410568,1,2,1,10,2,2,10,1974,46,2,5,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1199.9799873
5410568,1,3,1,10,3,1,2,2006,15,3,5,,5,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,2,6,03,27,1199.9799873
5410568,1,4,1,10,2,1,6,2011,9,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,03,27,1199.9799873
5410568,1,5,1,10,2,1,2,2014,7,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,03,27,1199.9799873
5410569,1,1,1,10,1,1,3,1962,59,1,5,,2,3,,3,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,27,754.45891499
5410569,1,2,1,10,2,2,2,1962,59,2,5,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,754.45891499
5410570,1,1,1,10,1,1,10,1949,71,1,5,,5,3,,3,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1388.6004212
5410570,1,2,1,10,2,1,1,2007,14,4,5,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,27,1388.6004212
5410571,1,1,1,10,1,1,11,1941,79,1,5,,2,3,,3,,1,2,,,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,27,754.45891499
5410571,1,2,1,10,2,2,6,1941,79,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,754.45891499
5410572,1,1,1,10,1,2,9,1932,88,1,5,,5,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,515.30717777
5410573,1,1,1,10,1,1,8,1969,51,1,5,,2,3,,2,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,835.32127812
5410573,1,2,1,10,2,2,3,1968,53,2,5,,2,3,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,835.32127812
5410573,1,3,1,10,3,2,1,2011,10,4,5,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,27,835.32127812
5410574,1,1,1,10,1,2,1,1997,24,1,5,,2,2,,2,,2,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,972.61387757
5410574,1,2,1,10,1,1,11,2015,5,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,27,972.61387757
5410575,1,1,1,10,1,1,10,1958,62,1,5,,2,3,,2,,1,2,,1,1,,,,,,,,,,1,2,1,48,,,,2,1,2,,3,5,,,2,5,03,27,754.45891499
5410575,1,2,1,10,2,2,9,1963,57,2,5,,2,3,,3,,1,1,,1,,,,,,,,,,,,2,1,48,,,,2,1,2,,3,3,,,2,3,03,27,754.45891499
5410576,1,1,1,10,1,2,5,1955,65,1,5,,5,3,,3,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,27,515.30717777
5410577,1,1,1,10,1,1,1,1983,38,1,5,,2,2,,2,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,1270.659971
5410577,1,2,1,10,2,2,8,1983,37,2,5,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,1270.659971
5410577,1,3,1,10,3,1,7,2004,16,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,27,1270.659971
5410577,1,4,1,10,4,1,5,2006,14,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,27,1270.659971
5410577,1,5,1,10,2,1,7,2013,7,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,27,1270.659971
5410578,1,1,1,10,1,1,9,1974,46,1,5,,2,3,,3,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,27,897.92924573
5410578,1,2,1,10,2,2,12,1972,48,2,5,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,27,897.92924573
5410578,1,3,1,10,3,2,9,2004,16,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,27,897.92924573
5410578,1,4,1,10,2,1,8,2014,6,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,27,897.92924573
5410579,1,1,1,10,1,1,6,1927,93,1,5,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1494.4642071
5410579,1,2,1,10,2,1,12,1952,68,3,5,,4,1,1,3,,,,,1,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1494.4642071
5410580,1,1,1,10,1,1,1,1980,41,1,5,,2,2,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,4,8,,,2,8,03,27,1616.7154701
5410580,1,2,1,10,2,2,1,1991,30,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,2,1,60,,,,2,1,2,,5,11,2,,2,11,03,27,1616.7154701
5410580,1,3,1,10,2,2,8,2018,2,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1616.7154701
5410580,1,4,1,10,2,2,10,2020,0,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,2,,03,27,1616.7154701
5410581,1,1,1,10,1,2,5,1940,80,1,5,,5,3,,3,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,27,515.30717777
5410582,1,1,1,10,1,1,3,1984,37,1,5,,2,3,,2,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,1199.9799873
5410582,1,2,1,10,2,2,3,1993,28,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,1199.9799873
5410582,1,3,1,10,3,1,11,2010,10,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,27,1199.9799873
5410582,1,4,1,10,2,1,2,2012,9,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,27,1199.9799873
5410582,1,5,1,10,2,1,7,2016,4,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,27,1199.9799873
5410583,1,1,1,10,1,2,12,1953,67,1,5,,5,3,,3,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,515.30717777
5410584,1,1,1,10,1,2,10,1968,52,1,5,,2,3,,3,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,824.2223405
5410584,1,2,1,10,2,1,8,1960,60,2,5,,2,3,,3,,1,1,,1,1,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,824.2223405
5410585,1,1,1,10,1,1,7,1966,54,1,5,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,941.47610084
5410585,1,2,1,10,2,2,10,1970,50,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,2,1,36,,,,2,1,2,,4,9,,,2,9,03,27,941.47610084
5410586,1,1,1,10,1,1,12,1999,21,1,5,,2,2,,2,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1781.1411981
5410586,1,2,1,10,2,2,6,1996,24,2,5,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,27,1781.1411981
5410586,1,3,1,10,2,2,7,2015,5,3,5,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,2,0,,,2,0,03,27,1781.1411981
5410586,1,4,1,10,2,1,4,2017,3,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1781.1411981
5410586,1,5,1,10,2,2,2,2019,2,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1781.1411981
5410587,1,1,1,10,1,1,1,1990,31,1,5,,6,2,,2,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,1372.5662302
5410588,1,1,1,10,1,2,5,1992,28,1,1,280_03,4,2,,2,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,1216.7631174
5410588,1,2,1,10,2,2,2,2011,10,3,1,280_03,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,27,1216.7631174
5410588,1,3,1,10,1,2,2,2013,8,3,1,280_03,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,03,27,1216.7631174
5410588,1,4,1,10,1,2,10,2016,4,3,1,280_03,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1216.7631174
5410588,1,5,1,10,1,1,6,2018,2,3,1,280_01,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1216.7631174
5410589,1,1,1,10,1,2,3,1993,28,1,1,280_01,4,2,,2,,,,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,10,1,,2,10,03,27,1322.9179401
5410589,1,2,1,10,1,2,8,2012,8,3,1,280_01,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,27,1322.9179401
5410589,1,3,1,10,1,1,5,2015,5,3,1,280_01,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,27,1322.9179401
5410589,1,4,1,10,1,2,3,2019,2,3,1,280_01,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1322.9179401
5410590,1,1,1,10,1,1,9,1983,37,1,5,,6,2,,3,,,,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,10,1,,2,10,03,27,1372.5662302
5410591,1,1,1,10,1,2,4,1999,21,1,5,,1,2,,2,,2,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,1247.6255946
5410591,1,2,1,10,1,2,3,2021,0,3,5,,,2,,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,2,,03,27,1247.6255946
5410592,1,1,1,10,1,1,1,1962,59,1,5,,2,3,,3,,1,2,,,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,4,8,,,2,8,03,27,754.45891499
5410592,1,2,1,10,2,2,2,1966,55,2,5,,2,2,,2,,1,1,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,754.45891499
5410593,1,1,1,10,1,1,6,1991,29,1,5,,2,2,,2,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,27,1679.3234377
5410593,1,2,1,10,2,2,11,1994,26,2,5,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,27,1679.3234377
5410593,1,3,1,10,2,2,12,2012,8,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,27,1679.3234377
5410593,1,4,1,10,2,2,2,2017,4,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,27,1679.3234377
5410593,1,5,1,10,2,1,12,2018,2,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1679.3234377
5410594,1,1,1,10,1,1,4,1992,28,1,5,,2,2,,2,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,1666.6390597
5410594,1,2,1,10,2,2,2,2001,20,2,5,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,1666.6390597
5410594,1,3,1,10,2,2,6,2014,6,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,03,27,1666.6390597
5410594,1,4,1,10,2,1,7,2015,5,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,03,27,1666.6390597
5410595,1,1,1,10,1,1,4,1953,67,1,5,,2,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,887.74686627
5410595,1,2,1,10,2,2,2,1965,56,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,887.74686627
5410595,1,3,1,10,3,1,3,2001,20,3,5,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,887.74686627
5410596,1,1,1,10,1,1,9,1958,62,1,5,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,1,1,230000,2,1,2,,5,11,2,,2,11,03,27,754.45891499
5410596,1,2,1,10,2,2,8,1958,62,2,5,,2,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,754.45891499
5410597,1,1,1,10,1,2,12,1955,65,1,5,,4,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,515.30717777
5410598,1,1,1,10,1,1,1,1941,80,1,5,,2,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,824.2223405
5410598,1,2,1,10,2,2,10,1969,51,2,5,,2,2,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,824.2223405
5410599,1,1,1,10,1,1,12,1961,59,1,5,,2,2,,2,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,957.51029179
5410599,1,2,1,10,2,2,10,1969,51,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,03,27,957.51029179
5410599,1,3,1,10,3,1,3,1999,22,3,5,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,27,957.51029179
5410600,1,1,1,10,1,1,4,1956,64,1,5,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,27,950.35483388
5410600,1,2,1,10,2,2,2,1965,56,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,950.35483388
5410600,1,3,1,10,3,1,3,2006,15,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,27,950.35483388
5410600,1,4,1,10,2,1,11,2017,3,4,5,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,950.35483388
5410601,1,1,1,10,1,2,1,1960,61,1,5,,2,3,,3,,2,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,27,508.08036634
5410601,1,2,1,10,2,2,5,2005,15,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,27,508.08036634
5410602,1,1,1,10,1,1,12,1971,49,1,5,,4,2,,2,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,1372.5662302
5410603,1,1,1,10,1,2,1,1956,65,1,5,,2,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1154.6865672
5410603,1,2,1,10,2,1,8,1948,72,2,5,,2,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1154.6865672
5410603,1,3,1,10,1,2,8,2012,8,4,5,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,27,1154.6865672
5410603,1,4,1,10,1,1,7,2013,7,4,5,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,27,1154.6865672
5410604,1,1,1,10,1,1,3,1992,29,1,5,,2,2,,2,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,1791.854995
5410604,1,2,1,10,2,2,7,1999,21,2,1,280_01,2,2,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,1791.854995
5410604,1,3,1,10,2,1,8,2011,9,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,27,1791.854995
5410604,1,4,1,10,2,1,6,2013,7,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,03,27,1791.854995
5410604,1,5,1,10,2,1,10,2016,4,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,27,1791.854995
5410604,1,6,1,10,2,2,10,2018,2,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,27,1791.854995
5410605,1,1,1,10,1,1,9,1990,30,1,5,,2,2,,2,,2,,,,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,4,7,,,2,7,03,27,1710.1859148
5410605,1,2,1,10,1,2,3,2015,6,3,5,,,1,1,2,,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,27,1710.1859148
5410606,1,1,1,10,1,1,3,1993,28,1,5,,2,2,,2,,1,2,,,,,,,,,1,,,,1,2,1,8,,,,1,1,2,,5,11,2,,2,11,03,27,1604.0310921
5410606,1,2,1,10,2,2,1,2001,20,2,5,,2,2,,2,,1,1,,,,,,,,,1,,,,,2,1,8,,,,2,1,2,,5,11,2,,2,11,03,27,1604.0310921
5410606,1,3,1,10,2,2,3,2019,2,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,2,1,8,,,,2,,,,,,,,2,,03,27,1604.0310921
5410607,1,1,1,10,1,2,11,1946,74,1,5,,5,3,,3,,,,1,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,515.30717777
5410608,1,1,1,10,1,1,6,1985,35,1,5,,4,2,,2,,,,,,,,,,,,,,1,,1,2,1,24,,,,2,1,2,,3,3,,,2,3,03,27,4544.9012835
5410609,1,1,1,10,1,1,7,1950,70,1,5,,2,3,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,2498.1973296
5410609,1,2,1,10,2,2,6,1950,70,2,5,,2,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,2498.1973296
5410611,1,1,1,10,1,1,3,1960,61,1,5,,3,3,,2,,1,2,,,,,,,1,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,2498.1973296
5410611,1,2,1,10,2,2,6,1962,58,2,5,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,2498.1973296
5410612,1,1,1,10,1,1,8,1991,29,1,5,,3,2,,2,,1,2,,,,,,,,,1,,,,2,1,,,1,1,60000,2,1,2,,5,11,2,,2,11,03,27,3117.4568082
5410612,1,2,1,10,2,2,10,1993,27,2,5,,3,2,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,27,3117.4568082
5410613,1,1,1,10,1,2,6,1963,57,1,5,,3,2,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,27,2498.1973296
5410613,1,2,1,10,2,1,7,1962,58,2,5,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,27,2498.1973296
5410614,1,1,1,10,1,2,9,1975,45,1,5,,2,3,,2,,2,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,27,1682.3779124
5410614,1,2,1,10,2,2,9,2008,12,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,27,1682.3779124
5410615,1,1,1,10,1,1,8,1957,63,1,5,,4,3,,2,,,,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,27,1255.3124699
5410616,1,1,1,10,1,2,11,1964,56,1,5,,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,2498.1973296
5410616,1,2,1,10,2,1,2,1961,60,2,5,,3,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,27,2498.1973296
5410617,1,1,1,10,1,2,10,1967,53,1,5,,2,3,,2,,2,,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,27,1937.3113496
5410618,1,1,1,10,1,1,12,1995,25,1,5,,1,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,35000,2,1,2,,4,7,,,2,7,03,27,4193.3967955
5410618,1,2,1,10,2,2,3,2006,15,2,5,,1,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,27,4193.3967955
5410687,1,1,1,10,2,1,4,1985,35,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,4,8,,,2,8,03,41,1576.0155844
5410687,1,2,1,10,2,2,5,1989,31,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1576.0155844
