DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,CLASE,ESC,MES,DPTO,fex_c_2011
5410687,1,3,1,10,2,1,1,2005,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,41,1576.0155844
5410687,1,4,1,10,2,2,6,2017,3,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,41,1576.0155844
5410688,1,1,1,10,1,2,4,1951,69,1,6,,5,3,,3,,,,,,1,1,,,,,,,,,1,1,,,1,2,98,2,1,2,,3,2,,,2,2,03,41,913.57732514
5410688,1,2,1,10,2,2,1,1987,34,3,6,,4,3,,1,1,,,,,1,1,,,,,,,,,,1,,,1,1,38000,2,1,2,,6,1,3,,2,12,03,41,913.57732514
5410688,1,3,1,10,2,1,2,2009,12,4,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,2,6,03,41,913.57732514
5410689,1,1,1,10,2,1,9,1983,37,1,6,,3,3,,3,,1,2,,1,1,1,1,1,1,,1,,,,1,1,,,3,,,2,1,2,,4,9,,,2,9,03,41,1366.0498932
5410689,1,2,1,10,2,2,2,1972,49,2,6,,3,3,,3,,1,1,,1,1,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1366.0498932
5410689,1,3,1,10,2,1,11,2004,16,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,2,1,18,,,,1,1,1,1,4,7,,,2,7,03,41,1366.0498932
5410689,1,4,1,10,4,2,7,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,41,1366.0498932
5410689,1,5,1,10,2,1,10,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,41,1366.0498932
5410690,1,1,1,10,1,1,8,1944,76,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,1,2,60000,2,1,2,,3,4,,,2,4,03,41,925.36436692
5410690,1,2,1,10,2,2,8,1965,55,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,2,5,03,41,925.36436692
5410691,1,1,1,10,1,1,3,1988,32,1,6,,2,2,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1263.5475747
5410691,1,2,1,10,2,2,10,1991,29,2,6,,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,4,8,,,2,8,03,41,1263.5475747
5410691,1,3,1,10,2,2,9,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,41,1263.5475747
5410691,1,4,1,10,2,1,11,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,1,,,2,1,03,41,1263.5475747
5410692,1,1,1,10,1,2,10,1963,57,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1245.4248343
5410692,1,2,1,10,2,1,4,1968,52,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,1245.4248343
5410692,1,3,1,10,3,2,3,2004,16,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,41,1245.4248343
5410693,1,1,1,10,1,1,1,1950,71,1,6,,5,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,41,1011.7992833
5410693,1,2,1,10,1,1,,,39,3,6,,2,1,1,3,,1,3,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,41,1011.7992833
5410693,1,3,1,10,1,2,,,41,5,6,,2,2,,2,,1,2,,1,1,,,1,,,,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,1011.7992833
5410693,1,4,1,10,4,2,2,2004,17,5,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1011.7992833
5410693,1,5,1,10,1,1,9,2010,10,4,6,,6,1,2,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,41,1011.7992833
5410694,1,1,1,10,2,1,11,1973,47,1,6,,2,3,,2,,1,2,,1,1,1,,,1,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1024.5264778
5410694,1,2,1,10,2,2,4,1984,36,2,6,,2,2,,2,,1,1,,1,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,41,1024.5264778
5410694,1,3,1,10,3,2,4,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,41,1024.5264778
5410694,1,4,1,10,2,1,10,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,41,1024.5264778
5410694,1,5,1,10,2,2,12,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,41,1024.5264778
5410695,1,1,1,10,1,1,11,1967,53,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,658.48882616
5410695,1,2,1,10,2,2,8,1979,41,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,2,6,03,41,658.48882616
5410695,1,3,1,10,3,2,6,2002,18,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,658.48882616
5410695,1,4,1,10,4,2,8,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,41,658.48882616
5410695,1,5,1,10,5,2,1,1991,30,3,6,,4,1,1,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,658.48882616
5410695,1,6,1,10,2,1,4,2009,11,4,6,,6,2,,1,5,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,41,658.48882616
5410696,1,1,1,10,1,1,9,1964,56,1,6,,3,3,,2,,1,2,,1,,,,,,,,,,,2,1,,,1,2,156000,2,1,2,,3,4,,,2,4,03,41,925.36436692
5410696,1,2,1,10,1,2,11,1963,57,2,6,,3,3,,3,,1,1,,1,,,,,,,1,,,,,1,,,1,5,,2,1,2,,4,8,,,2,8,03,41,925.36436692
5410698,1,1,1,10,1,2,10,1940,80,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,925.36436692
5410698,1,2,1,10,2,1,6,1963,57,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,925.36436692
5410708,1,1,1,10,1,1,7,1975,45,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,4,,,2,4,03,41,1406.0735246
5410708,1,2,1,10,2,2,11,1977,43,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1406.0735246
5410708,1,3,1,10,3,2,12,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,41,1406.0735246
5410708,1,4,1,10,2,1,8,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,41,1406.0735246
5410708,1,5,1,10,2,2,7,2017,3,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,1406.0735246
5410709,1,1,1,10,2,1,,,66,1,6,,3,3,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,41,925.36436692
5410709,1,2,1,10,2,2,9,1958,62,2,6,,3,3,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,925.36436692
5410710,1,1,1,10,2,1,9,1989,31,1,6,,1,3,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,2,,,2,2,03,41,1629.5852264
5410710,1,2,1,10,2,2,6,1997,23,2,6,,1,2,,2,,1,1,,,,,,,,,,,1,,,2,1,1,,,,2,1,2,,5,11,2,,2,11,03,41,1629.5852264
5410710,1,3,1,10,2,1,12,2013,7,3,6,,,2,,1,2,,,,,,,,,,,,,,,,2,1,1,,,,2,2,1,1,3,1,,,2,1,03,41,1629.5852264
5410712,1,1,1,10,1,1,2,1951,70,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,1,,,2,1,03,41,625.76681026
5410712,1,2,1,10,2,2,11,1963,57,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,625.76681026
5410712,1,3,1,10,3,2,5,1990,30,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,625.76681026
5410714,1,1,1,10,1,1,12,1983,37,1,6,,2,2,,2,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1487.7600833
5410714,1,2,1,10,2,2,10,1988,32,2,6,,2,2,,2,,1,1,,1,,,,,,,,1,,IR A CITAS MEDICAS,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1487.7600833
5410714,1,3,1,10,3,2,4,2005,15,3,6,,6,2,,1,2,,,,1,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,41,1487.7600833
5410714,1,4,1,10,2,2,,,11,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,41,1487.7600833
5410714,1,5,1,10,2,2,1,2012,9,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,41,1487.7600833
5410714,1,6,1,10,2,2,2,2016,5,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,41,1487.7600833
5410714,1,7,1,10,2,2,7,2019,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,41,1487.7600833
5410715,1,1,1,10,1,1,12,1961,59,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,702.82671458
5410715,1,2,1,10,2,2,8,1981,39,2,6,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,1,,,2,1,03,41,702.82671458
5410716,1,1,1,10,1,1,4,1982,38,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1576.0155844
5410716,1,2,1,10,2,2,4,1989,31,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1576.0155844
5410716,1,3,1,10,2,1,4,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,41,1576.0155844
5410716,1,4,1,10,2,2,8,2011,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,41,1576.0155844
5410718,1,1,1,10,1,1,4,1971,49,1,6,,6,3,,1,2,,,,,,,,,,,,,1,,2,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,1415.3668941
5410718,1,2,1,10,2,2,10,1939,81,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,1415.3668941
5410719,1,1,1,10,2,1,,,58,1,6,,2,2,,3,,1,2,,1,,,,,,,,,,,2,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,1350.2136368
5410719,1,2,1,10,2,2,2,1960,61,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1350.2136368
5410719,1,3,1,10,2,1,,,22,3,6,,6,1,1,1,2,,,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1350.2136368
5410719,1,4,1,10,4,2,5,1998,22,3,6,,6,2,,1,2,,,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1350.2136368
5410719,1,5,1,10,4,2,9,2018,2,4,6,,,2,,1,4,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,41,1350.2136368
5410719,1,6,1,10,4,2,1,2021,0,4,6,,,2,,1,4,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,41,1350.2136368
5410720,1,1,1,10,2,1,1,1976,45,1,6,,1,2,,2,,1,2,,1,1,1,,,,,,,,,1,2,1,2,,,,2,1,2,,3,4,,,2,4,03,41,1192.8292417
5410720,1,2,1,10,2,2,10,1978,42,2,6,,1,2,,2,,1,1,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,6,2,3,,2,13,03,41,1192.8292417
5410721,1,1,1,10,1,1,4,1969,51,1,6,,3,2,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,852.94512223
5410721,1,2,1,10,2,2,1,1967,54,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,852.94512223
5410721,1,3,1,10,3,2,8,2000,20,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,1,2,2,2,12,03,41,852.94512223
5410721,1,4,1,10,4,2,11,2001,19,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,0,2,2,2,11,03,41,852.94512223
5410722,1,1,1,10,1,2,6,1965,55,1,6,,4,2,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1108.0336212
5410723,1,1,1,10,1,1,7,1963,57,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,625.76681026
5410723,1,2,1,10,2,2,9,1972,48,2,6,,2,3,,1,6,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,625.76681026
5410723,1,3,1,10,3,2,1,1999,22,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,2,3,,2,13,03,41,625.76681026
5410723,1,4,1,10,4,2,6,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,41,625.76681026
5410723,1,5,1,10,2,1,4,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,41,625.76681026
5410723,1,6,1,10,2,2,11,1947,73,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,625.76681026
5410724,1,1,1,10,1,1,1,1985,36,1,6,,2,2,,2,,1,2,,1,,1,,,1,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1600.5298207
5410724,1,2,1,10,1,2,4,1997,23,2,6,,2,2,,2,,1,1,,1,,,1,,,,,,,,,1,,,3,,,2,1,2,,5,13,2,1,2,13,03,41,1600.5298207
5410724,1,3,1,10,1,2,4,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,41,1600.5298207
5410725,1,1,1,10,2,1,2,1986,35,1,6,,2,2,,2,,1,2,,,,1,1,,1,,,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1404.4342288
5410725,1,2,1,10,2,2,11,1995,25,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,41,1404.4342288
5410725,1,3,1,10,2,2,3,2013,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,41,1404.4342288
5410726,1,1,1,10,1,1,5,1962,58,1,6,,3,3,,2,,1,2,,1,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,625.76681026
5410726,1,2,1,10,2,2,1,1973,48,2,6,,3,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,625.76681026
5410726,1,3,1,10,3,2,10,1995,25,3,6,,6,1,1,1,2,,,,1,,,,,,,,,,,,1,,,1,3,106000,2,1,2,,6,5,4,,2,16,03,41,625.76681026
5410727,1,1,1,10,1,1,5,1979,41,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1364.4105973
5410727,1,2,1,10,2,2,12,1982,38,2,6,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,1364.4105973
5410727,1,3,1,10,3,1,10,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,41,1364.4105973
5410728,1,1,1,10,2,1,10,1990,30,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,1,1,38000,2,1,2,,5,11,2,,2,11,03,41,1674.1500272
5410728,1,2,1,10,2,2,1,1990,31,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,9,,,2,9,03,41,1674.1500272
5410728,1,3,1,10,2,1,7,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,1,,,2,1,03,41,1674.1500272
5410728,1,4,1,10,2,1,4,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,2,,03,41,1674.1500272
5410729,1,1,1,10,1,1,6,1961,59,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,1,,,2,1,03,41,767.43626137
5410729,1,2,1,10,2,2,2,1965,56,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,1,,,2,1,03,41,767.43626137
5410729,1,3,1,10,3,2,11,1984,36,3,6,,2,2,,1,2,1,4,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,03,41,767.43626137
5410729,1,4,1,10,4,1,11,1986,34,5,6,,2,2,,2,,1,3,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,41,767.43626137
5410729,1,5,1,10,5,2,2,2003,18,4,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,767.43626137
5410729,1,6,1,10,6,2,12,2006,14,4,6,,6,1,4,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,4,7,,,2,7,03,41,767.43626137
5410729,1,7,1,10,3,1,3,2014,7,4,6,,,1,4,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,03,41,767.43626137
5410730,1,1,1,10,1,1,12,1938,82,1,6,,3,3,,3,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,755.42230717
5410730,1,2,1,10,2,2,4,1942,78,2,6,,3,3,,3,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,755.42230717
5410730,1,3,1,10,1,2,12,2004,16,4,6,,6,2,,2,,,,,1,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,41,755.42230717
5410732,1,1,1,10,1,1,9,1961,59,1,1,999_01,3,3,,2,,1,2,,1,1,1,,,,,,,,,2,2,1,12,,,,2,1,2,,3,2,,,2,2,03,41,925.36436692
5410732,1,2,1,10,2,2,5,1961,59,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,2,1,12,,,,2,1,2,,3,4,,,2,4,03,41,925.36436692
5410733,1,1,1,10,1,1,8,1962,58,1,6,,2,3,,3,,1,2,,1,,1,,,,,,,,,1,1,,,3,,,2,1,2,,4,9,,,2,9,03,41,1045.9894258
5410733,1,2,1,10,2,2,4,1986,34,2,6,,2,3,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,1045.9894258
5410733,1,3,1,10,2,1,11,2004,16,3,6,,6,3,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,41,1045.9894258
5410733,1,4,1,10,2,1,9,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,41,1045.9894258
5410735,1,1,1,10,1,1,11,1963,57,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1250.8203802
5410735,1,2,1,10,2,2,12,1969,51,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1250.8203802
5410735,1,3,1,10,3,1,1,1994,27,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,3,3,,2,14,03,41,1250.8203802
5410735,1,4,1,10,2,1,4,2015,5,4,6,,,1,3,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,0,,,2,0,03,41,1250.8203802
5410736,1,1,1,10,2,1,9,1998,22,1,6,,2,2,,3,,1,2,,1,1,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1975.1540946
5410736,1,2,1,10,2,2,6,2000,20,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,03,41,1975.1540946
5410736,1,3,1,10,2,1,3,2015,6,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,03,41,1975.1540946
5410736,1,4,1,10,2,1,6,2017,3,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,1975.1540946
5410736,1,5,1,10,2,1,4,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,41,1975.1540946
5410737,1,1,1,10,1,1,2,1966,55,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,4,6,,,2,6,03,41,702.82671458
5410737,1,2,1,10,2,2,2,1974,47,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,1,0,,,2,0,03,41,702.82671458
5410739,1,1,1,10,2,1,11,1984,36,1,5,,2,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,1404.4342288
5410739,1,2,1,10,2,2,5,1989,31,2,1,999_01,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1404.4342288
5410739,1,3,1,10,2,2,8,2015,5,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,0,,,2,0,03,41,1404.4342288
5410741,1,1,1,10,1,1,8,1947,73,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,925.36436692
5410741,1,2,1,10,2,2,7,1954,66,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,41,925.36436692
5410742,1,1,1,10,2,1,5,1962,58,1,6,,2,3,,3,,1,2,,1,,1,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,813.41344564
5410742,1,2,1,10,2,2,1,1965,56,2,6,,2,1,5,3,,1,1,,1,,,,,,,,1,,IR AL MEDICO,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,813.41344564
5410742,1,3,1,10,2,2,6,2005,15,3,6,,6,1,1,1,2,,,,1,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,41,813.41344564
5410742,1,4,1,10,2,1,,,9,4,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,41,813.41344564
5410742,1,5,1,10,5,1,12,1937,83,5,6,,5,3,,3,,,,,1,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,813.41344564
5410743,1,1,1,10,1,2,12,1947,73,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,1,,,2,1,03,41,1894.2815225
5410743,1,2,1,10,2,1,4,1967,53,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,1894.2815225
5410743,1,3,1,10,3,1,5,1969,51,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,1894.2815225
5410743,1,4,1,10,4,1,4,2002,18,4,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1894.2815225
5410744,1,1,1,10,1,1,1,1974,47,1,5,,2,2,,2,,1,2,,1,1,,,,,,1,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1192.8292417
5410744,1,2,1,10,2,2,5,1973,47,2,5,,2,2,,2,,1,1,,1,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,41,1192.8292417
5410745,1,1,1,10,2,1,3,1988,33,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,41,1192.8292417
5410745,1,2,1,10,2,2,3,1991,29,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,41,1192.8292417
5410747,1,1,1,10,1,1,11,1999,21,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,5,10,1,,2,10,03,41,1538.39811
5410747,1,2,1,10,2,2,12,1995,25,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1538.39811
5410747,1,3,1,10,2,1,6,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,41,1538.39811
5410747,1,4,1,10,2,1,10,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,41,1538.39811
5410748,1,1,1,10,2,1,5,1979,41,1,5,,2,3,,3,,1,2,,1,1,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,41,1406.0735246
