DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,CLASE,MES,DPTO,fex_c_2011
5412196,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412196,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412196,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412196,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412196,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412196,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412196,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412197,1,1,1,95,2,,,,,,,1,1,2400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412197,1,2,1,95,2,,,,,,,1,2,,2,,1,1440000,,,1,1440000,,,,,,,1,INGRESO SOLIDARIO,1440000,,,,2,,2,,2,,2,03,68,1029.1009699
5412197,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412198,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1854.0098141
5412199,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412199,1,2,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412200,1,1,1,95,1,2,,1,1800000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1123.5714054
5412200,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1123.5714054
5412200,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1123.5714054
5412200,1,5,1,95,2,,,,,,,1,2,,2,,1,1800000,,,1,1800000,,,,,1,1800000,,,,,,,2,,2,,2,,2,03,68,1123.5714054
5412201,1,1,1,95,1,2,,1,1500000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412201,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412201,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412201,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412201,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412212,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412212,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412212,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412213,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412213,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412214,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1854.0098141
5412215,1,1,1,95,1,2,,1,908500,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412215,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412216,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412216,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412217,1,1,1,95,2,,,,,,,1,2,,2,,1,1280000,,,1,1280000,,,,,,,1,INGRESO SOLIDARIO,1280000,,,,2,,2,,2,,2,03,68,1854.0098141
5412218,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412218,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412218,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412219,1,1,1,95,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412219,1,2,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412220,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412220,1,2,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,,,1,INGRESO SOLIDARIO,1840000,,,,2,,2,,2,,2,03,68,1029.1009699
5412221,1,1,1,95,2,,,,,,,1,1,900000,2,,1,1440000,,,1,1440000,,,,,1,1440000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412222,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412222,1,2,1,95,2,,,,,,,1,2,,2,,1,1560000,,,1,1560000,1,1560000,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412222,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412222,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412223,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1854.0098141
5412224,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412224,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412224,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412224,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412225,1,1,1,95,1,2,,1,1800000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1854.0098141
5412235,1,1,1,95,2,,,,,,,1,1,3000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412235,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412235,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412235,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412236,1,1,1,95,2,,,,,,,1,2,,2,,1,1440000,,,1,1440000,,,,,1,1440000,,,,,,,2,,2,,2,,2,03,68,2014.7781391
5412237,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,2014.7781391
5412238,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412238,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412238,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412239,1,1,1,95,2,,,,,,,1,1,2400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412239,1,2,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412240,1,1,1,95,2,,,,,,,1,1,5000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412240,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412240,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412241,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412241,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412243,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412243,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412244,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412244,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412244,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412245,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412245,1,2,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412246,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,,,1,INGRESO SOLIDARIO,1840000,,,,2,,2,,2,,2,03,68,3456.3525568
5412246,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,3456.3525568
5412246,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,3456.3525568
5412247,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1854.0098141
5412248,1,1,1,95,2,,,,,,,1,1,3600000,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412248,1,2,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412249,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,,,1,INGRESO SOLIDARIO,1840000,,,,2,,2,,2,,2,03,68,1029.1009699
5412249,1,2,1,95,2,,,,,,,1,2,,2,,1,498000,,,1,498000,1,498000,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412249,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412250,1,1,1,95,2,,,,,,,1,2,,2,,1,1500000,,,1,1500000,1,1500000,,,,,,,,,,,2,,2,,2,,2,03,68,4219.3139767
5412250,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412251,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412251,1,2,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412252,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412252,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412252,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412253,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412253,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412253,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412253,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412254,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412255,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412255,1,2,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412255,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412256,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412256,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412256,1,3,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412257,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412257,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412258,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412258,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412259,1,1,1,95,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412259,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412259,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412259,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412260,1,1,1,95,2,,,,,,,1,1,98,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,68,1029.1009699
5412261,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1854.0098141
5412327,1,1,1,95,2,,,,,,,1,1,2400000,2,,1,2760000,,,1,2760000,1,2760000,,,,,,,,,,,2,,2,,2,,2,03,17,3138.7246569
5412327,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3138.7246569
5412327,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3138.7246569
5412328,1,1,1,95,2,,,,,,,1,1,1800000,2,,1,1760000,,,1,1760000,,,,,1,1760000,,,,,,,2,,2,,2,,2,03,17,2414.7053953
5412329,1,1,1,95,2,,,,,,,1,1,4800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,17,1992.7943713
5412329,1,3,1,95,2,,,,,,,1,2,,2,,1,1720000,,,1,1720000,,,,,1,1720000,,,,,,,2,,2,,2,,2,03,17,1992.7943713
5412330,1,1,1,95,2,,,,,,,1,2,,2,,1,1760000,,,1,1760000,,,,,,,1,INGRESO SOLIDARIO,1760000,,,,2,,2,,2,,2,03,17,2024.1028453
5412330,1,2,1,95,2,,,,,,,1,2,,2,,1,1760000,,,1,1760000,,,,,,,1,INGRESO SILIDARIO,1760000,,,,2,,2,,2,,2,03,17,2024.1028453
5412330,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2024.1028453
5412330,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2024.1028453
5412331,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3368.871412
5412331,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3368.871412
5412331,1,3,1,95,2,,,,,,,1,2,,2,,1,1500000,,,1,1500000,1,1500000,,,,,,,,,,,2,,2,,2,,2,03,17,3368.871412
5412331,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3368.871412
5412332,1,1,1,95,2,,,,,,,1,1,2400000,2,,1,1760000,,,1,1760000,,,,,,,1,INGRESO SOLIDARIO,1760000,,,,2,,2,,2,,2,03,17,2915.3443401
5412334,1,1,1,95,2,,,,,,,1,1,1000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,17,3487.9880171
5412334,1,2,1,95,2,,,,,,,1,1,500000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,17,3487.9880171
5412335,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2690.292825
5412335,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,1000000,1,1200000,2,03,17,2690.292825
5412335,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2690.292825
5412337,1,1,1,95,2,,,,,,,1,2,,2,,1,215000,,,1,215000,,,,,,,1,DEVOLUCION DEL IVA,215000,,,,2,,2,,2,,2,03,17,1363.715382
5412337,1,2,1,95,2,,,,,,,1,2,,2,,1,1720000,,,1,1720000,,,,,,,1,INGRESO SOLIDARIO,1720000,,,,2,,2,,2,,2,03,17,1363.715382
5412337,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1363.715382
5412337,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1363.715382
5412337,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1363.715382
5412337,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1363.715382
5412337,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1363.715382
5412337,1,9,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1363.715382
5412357,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3397.1932133
5412359,1,1,1,95,2,,,,,,,1,1,98,2,,1,1760000,,,1,1760000,,,,,,,1,INGRESO SOLIDARIO,1760000,,,,2,,2,,2,,2,03,17,2414.7053953
5412360,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2414.7053953
5412361,1,1,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2329.3449789
5412364,1,1,1,95,2,,,,,,,1,1,3400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,17,2915.3443401
5412366,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2016.6196104
5412366,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2016.6196104
5412367,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,120000,2,,2,03,17,2871.1746856
5412367,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2871.1746856
5412367,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2871.1746856
5412367,1,4,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,110000,2,,2,03,17,2871.1746856
5412368,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2575.3344865
5412368,1,2,1,95,2,,,,,,,1,2,,2,,1,1070000,,,1,1070000,,,,,,,1,AUXILIO POR COVID,1070000,,,,2,,2,,2,,2,03,17,2575.3344865
5412368,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2575.3344865
5412368,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2575.3344865
5412369,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2056.1139706
5412369,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2056.1139706
5412370,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,17,2978.6639394
5412373,1,1,1,95,1,2,,1,4500000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2016.6196104
5412373,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2016.6196104
5412385,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412385,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412385,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412386,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3397.1932133
5412387,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3026.8434327
5412387,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3026.8434327
5412388,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1646.2698297
5412388,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1646.2698297
5412388,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1646.2698297
5412389,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2731.0032336
5412389,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2731.0032336
5412390,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,180000,2,,2,03,17,1831.0624555
5412390,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1831.0624555
5412390,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,110000,2,,2,03,17,1831.0624555
5412390,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,1831.0624555
5412391,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2690.292825
5412391,1,2,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,1,480000,,,,,,,,,,,2,,2,,2,,2,03,17,2690.292825
5412391,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2690.292825
5412392,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,90000,2,,2,03,17,2319.9430443
5412392,1,2,1,95,2,,,,,,,1,2,,2,,1,780000,,,1,780000,1,480000,,,,,1,DEVOLUCION DEL IVA,300000,,,,2,,2,,2,,2,03,17,2319.9430443
5412392,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2319.9430443
5412392,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2319.9430443
5412393,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412393,1,2,1,95,2,,,,,,,1,2,,2,,1,385000,,,1,385000,1,385000,,,,,,,,,,,2,,2,,2,,2,03,17,2753.6124243
5412393,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412394,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3123.962205
5412394,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3123.962205
5412395,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3585.1067895
5412395,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3585.1067895
5412396,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,110000,2,,2,03,17,2603.0704909
5412396,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2603.0704909
5412396,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2603.0704909
5412396,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2603.0704909
5412397,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3397.1932133
5412398,1,1,1,95,2,,,,,,,1,1,800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,17,2599.4980212
5412398,1,2,1,95,2,,,,,,,1,1,100000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,17,2599.4980212
5412399,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412399,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412399,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2753.6124243
5412400,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,3397.1932133
5412401,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2229.1482405
5412401,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,17,2229.1482405
