DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6,015,813;1;1;1;60;73;1;73;1;1;;;1;;2;2;2;2;0;;1;;2;600,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;35;1;;14;6;;2;2;7;;1;;3;;;;;;;;;;;;;2;2;1;17;48;5;;13;2;;;;;;;;1;30;1;1;1;1;1;2;1;2;1;1;2;2;;1;1;2;2;1;2;2;1;11;15;2;;;1;55;46;1;11;1;4665;600000;73;367.4462444;
6,015,814;1;1;1;60;73;1;73;1;2;1;;1;;1;1;2;1;18;;2;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;36,000;2;2;;;2;;;2;;;1;908,526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;0;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;33;86;1;11;1;8691;908526;73;292.49891257;
6,015,814;1;3;1;60;73;1;73;1;2;1;;1;;1;1;2;1;20;;2;;2;1,000,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;1,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;18;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;40;3;;1;;39;27;1;11;1;2750;1000000;73;292.49891257;
6,015,815;1;1;1;60;73;1;73;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;350,000;1;;3;;1;2;12;24;2;;24;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;22;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;57;96;1;11;4;9602;350000;73;161.45269995;
6,015,817;1;1;1;60;73;1;73;1;1;;;1;;1;1;1;1;260;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,545;2;2;;;2;;;2;;;2;;;1;458,000;1;458,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;1;2;3;30;1;;;;;;;;;1;1;1;6;60;1;;3;2;;;;;;;;1;14;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;8;;1;;32;41;1;11;1;4111;908526;73;171.10797212;
6,015,818;1;1;1;60;73;1;73;1;2;1;;1;;1;1;1;1;408;;1;;2;2,600,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2,600,000;1;2,600,000;1;2,000,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;2;1;36;1;;;;;;;;;1;1;1;1;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;3;10;2;;1;;39;84;1;11;2;8412;2600000;73;328.7547986;
6,015,818;1;3;1;60;73;1;73;1;2;2;9;1;;1;2;2;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;4,250,000;1;;3;;1;1;9;52;;.;52;;;;9;7;;1;;1;2;2;2;1;;;;;;;;;1;1;1;3;9;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;2;;1;;02;84;1;11;4;8412;4250000;73;328.7547986;
6,015,819;1;1;1;60;73;1;73;1;2;2;12;1;;1;2;2;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;3,200,000;1;;3;;1;1;12;54;;.;54;;;;9;7;;1;;1;1;2;10;1;;;;;;;;;1;2;1;0;24;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;1;2;2;60;5;;1;1;05;86;1;11;4;8610;3200000;73;171.10797212;
6,015,820;1;1;1;60;73;1;73;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;800,000;1;;3;;1;2;12;48;;.;48;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;0;108;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;79;14;1;11;4;1410;800000;73;275.98084526;
6,015,821;1;1;1;60;73;1;73;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15;15;0;0;2;7;;1;1;2,021;2;3,000,000;1;;3;;1;2;12;48;;.;48;;;;5;8;;1;;1;2;2;25;1;;;;;;;;;1;2;1;0;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;8;60;2;;1;;61;01;1;11;5;0112;3000000;73;386.5636723;
6,015,825;1;1;1;60;73;1;73;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;5;;;;;2;1,000,000;1;;3;;3;2;12;21;2;;21;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;45;47;1;11;4;4792;1000000;73;275.98084526;
6,015,827;1;4;1;60;73;1;73;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;1,000,000;1;;3;;1;2;12;48;;.;48;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;1;0;10;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;;1;;33;33;1;11;4;3312;1000000;73;161.45269995;
6,015,829;1;2;1;60;73;1;73;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;800,000;1;;3;;1;2;5;40;;.;40;;;;1;2;;11;;2;;;;;;;;;;;;1;2;2;1;0;2;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;1;12;5;;1;;57;96;1;11;4;9602;800000;73;460.23284375;
6,015,831;1;1;1;60;73;1;73;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;600,000;1;;3;;1;2;12;25;2;;25;;;;1;6;;1;;2;;;;;;;;;;;;1;2;2;1;0;12;4;;3;1;73;0;4;;400,000;2;1;2;;;;1;2;1;2;2;2;2;1;1;2;;1;1;2;2;2;2;2;1;11;15;8;;1;1;54;93;1;11;4;9312;1000000;73;324.32804877;
6,015,831;1;2;1;60;73;1;73;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;2;400,000;1;;3;;1;2;12;20;1;;20;;;;2;1;;3;;2;;;;;;;;;;;;1;2;2;1;6;48;1;;1;2;;;;;;;;1;20;2;1;1;1;2;2;2;2;2;1;1;2;;1;1;2;2;2;2;1;1;14;;3;;1;1;53;56;1;11;4;5611;400000;73;324.32804877;
6,015,832;1;1;1;60;73;1;73;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;800,000;1;;1;;11;2;1;30;2;;30;;;;1;1;;1;;2;;;;;;;;;1;;;;2;2;1;18;12;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;3;;1;;53;56;1;11;4;5611;800000;73;275.86094765;
6,015,832;1;2;1;60;73;1;73;1;2;2;6;2;4;1;2;2;2;24;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;910,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;2;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;5;3;;1;;58;84;1;11;1;8412;908526;73;275.86094765;8010
6,015,832;1;3;1;60;73;1;73;1;1;;;1;;1;2;2;2;12;;1;;2;800,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;72;;.;72;;;;1;2;;1;;2;;;;;;;;;;;;1;2;2;1;12;2;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;11;15;3;;1;;54;97;1;11;3;9700;800000;73;275.86094765;
6,015,832;1;4;1;60;73;1;73;1;2;2;12;1;;1;2;2;2;16;;1;;2;1,400,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;910,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;56;;.;56;;;;5;7;;1;;1;2;1;3;1;;;;;;;;;1;1;1;2;18;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;11;4;9;;1;;13;85;1;11;1;8551;1400000;73;275.86094765;
6,015,835;1;1;1;60;73;1;73;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;;;;;3;980,000;1;;3;;3;2;12;48;;.;48;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;4;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;21;14;1;11;4;1410;980000;73;229.84031404;
6,015,839;1;1;1;60;73;1;73;1;2;1;;1;;1;1;1;1;144;;5;;1;3,750,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1,875,000;1;3,750,000;1;1,875,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;3;1;12;1;;;;;;;;;1;1;1;0;96;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;8;35;5;;1;;13;85;1;11;2;8530;3750000;73;460.23284375;
6,015,839;1;2;1;60;73;1;73;2;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;40,000;1;;1;;4;2;10;3;2;;3;;;;1;2;;3;;2;;;;;;;;;;;;1;2;2;1;99;12;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;10;3;;1;;57;96;1;11;4;9602;40000;73;460.23284375;
6,015,840;1;1;1;60;73;1;73;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2,021;2;500,000;1;;3;;5;2;12;40;;.;40;;;;1;7;;3;;1;4;2;30;1;;;;;;;;;2;2;1;24;168;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;20;3;;1;;21;53;1;11;4;5320;500000;73;238.07342288;
6,015,840;1;2;1;60;73;1;73;1;2;2;6;1;;1;2;2;2;36;;2;;2;2,800,000;2;;;2;;2;;2;;2;;2;;;1;106,454;1;2;;;2;;;2;;;2;;;1;2,700,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;35;1;;1;;;;;;;1;1;1;12;24;1;;1;2;;;;;;;;2;;;;1;2;2;2;2;2;2;2;2;1;TENER LAS PRESTACIONES DE LEY;1;1;1;2;1;2;2;1;6;25;3;;1;;13;85;1;11;1;8544;2800000;73;238.07342288;
6,015,843;1;1;1;60;73;1;73;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;3;950,000;1;;3;;3;2;12;54;;.;54;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;84;45;1;11;4;4520;950000;73;202.93710833;
6,015,844;1;3;1;60;73;1;73;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;1;1;2,021;2;1,200,000;1;;3;;3;2;12;54;;.;54;;;;1;9;;1;;1;2;2;10;1;;;;;;;;;1;2;1;0;24;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;2;25;2;;1;;03;71;1;11;4;7111;1200000;73;270.9459249;
6,015,844;1;4;1;60;73;1;73;1;1;;;1;;1;2;2;2;120;;1;;2;850,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;20;2;;1;;45;47;1;11;1;4772;850000;73;270.9459249;
6,015,845;1;1;1;60;73;1;73;2;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;600,000;1;;3;;1;1;11;36;1;;36;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;9;24;1;;2;2;;;;;;;;1;20;2;1;1;1;1;2;2;2;1;2;2;2;;2;1;1;2;1;2;1;1;3;10;2;;1;1;53;56;1;11;4;5619;600000;73;357.63697408;
6,015,845;1;2;1;60;73;1;73;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,000,000;1;;3;;3;2;12;54;;.;54;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;42;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;15;2;;1;;84;45;1;11;4;4520;1000000;73;357.63697408;
6,015,845;1;3;1;60;73;1;73;1;1;;;1;;2;2;2;2;19;;1;;2;980,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;54;;.;54;;;;4;5;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;20;2;;1;;97;11;1;11;1;1104;980000;73;357.63697408;
6,015,848;1;1;1;60;73;1;73;1;2;1;;1;;1;1;1;1;120;;5;;2;2,300,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2,300,000;1;2,300,000;1;1,750,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;42;;.;42;;;;9;7;;1;;1;3;1;10;1;;;;;;;;;1;1;1;1;12;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;8;60;2;;1;;13;85;1;11;2;8530;2300000;73;202.93710833;
6,015,850;1;1;1;60;73;1;73;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;910,000;1;;3;;1;1;12;48;;.;48;;;;1;4;;5;;2;;;;;;;;;;;;1;2;2;1;0;18;1;;2;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;1;11;15;3;;1;1;98;49;1;11;4;4921;910000;73;414.21221014;
6,015,850;1;2;1;60;73;1;73;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;910,000;1;;3;;1;1;12;45;;.;45;;;;1;4;;5;;2;;;;;;;;;;;;1;2;2;1;0;15;1;;2;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;1;2;;1;1;2;2;2;2;2;1;11;10;2;;1;1;98;49;1;11;4;4921;910000;73;414.21221014;
6,015,852;1;1;1;60;73;1;73;2;;;;;;;;;;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,300,000;1;;3;;3;2;12;50;;.;50;;;;1;5;;1;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;25;2;;1;;44;64;1;11;4;6499;1300000;73;414.21221014;
6,015,852;1;2;1;60;73;1;73;1;1;;;1;;2;2;2;2;17;;1;;2;950,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;54;;.;54;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;1;3;24;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;15;2;;1;;45;47;1;11;1;4771;950000;73;414.21221014;
6,015,857;1;1;1;60;73;1;73;1;2;1;;1;;1;1;2;1;240;;1;;2;1,100,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;36,000;2;2;;;2;;;2;;;1;1,100,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;14;1;;;;;;;;;1;1;1;0;24;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;2;;1;;42;03;1;11;1;0311;1100000;73;253.40272641;
6,015,857;1;4;1;60;73;1;73;1;2;1;;1;;1;1;1;1;180;;5;;2;1,800,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;64,000;2;2;;;2;;;2;;;1;900,000;1;1,800,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;9;6;;1;;1;3;1;15;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;;1;;58;84;1;11;2;8423;1800000;73;253.40272641;
6,015,860;1;1;1;60;73;1;73;1;2;2;12;1;;2;2;2;2;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;4,320,000;1;;3;;4;1;12;40;;.;40;;;;2;7;;1;;1;1;2;10;;;1;1;;;;;;1;2;1;12;13;1;;9;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;2;1;8;40;2;;1;1;11;69;1;11;4;6910;4320000;73;537.08293969;
6,015,861;1;1;1;60;73;1;73;1;1;;;1;;1;2;2;2;36;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;10;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;77;10;1;11;1;1081;908526;73;229.84031404;
6,015,863;1;1;1;60;73;1;73;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;2;7;;1;1;2,021;2;2,000,000;1;;3;;3;2;12;70;;.;70;;;;2;7;;1;;1;1;2;20;1;;;;;;;;;1;1;1;0;96;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;2;;1;;41;47;1;11;5;4711;2000000;73;354.7345361;
6,015,864;1;2;1;60;73;1;73;1;2;1;;1;;1;1;1;1;72;;5;;2;2,500,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1,200,000;1;2,500,000;1;98;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;2;1;6;1;;;;;;;;;1;1;2;;;;;;1;73;20;4;;;4;7;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;8;5;8;;1;;13;85;1;11;2;8530;2500000;73;161.45269995;
6,015,866;1;1;1;60;73;1;73;1;2;1;;1;;1;1;1;1;48;;5;;2;1,500,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;750,000;1;1,500,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;6;;1;;1;3;1;4;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;30;3;;1;;58;84;1;11;2;8423;1500000;73;202.93710833;
6,015,866;1;2;1;60;73;1;73;1;2;1;;1;;1;1;1;1;84;;5;;2;1,800,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;900,000;1;1,800,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;6;;1;;1;3;1;10;1;;;;;;;;;1;1;1;0;18;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;30;3;;1;;58;84;1;11;2;8423;1800000;73;202.93710833;
6,015,867;1;1;1;60;73;1;73;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2,021;2;1,500,000;1;;3;;3;2;12;60;;.;60;;;;1;7;;1;;2;;;;;;;;;;;;1;2;2;1;0;8;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;;1;;41;47;1;11;4;4773;1500000;73;625.48731195;
6,015,868;1;1;1;60;73;1;73;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;3;1,000,000;1;;3;;1;2;12;45;;.;45;;;;1;7;;10;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;11;40;2;;1;;84;45;1;11;4;4542;1000000;73;311.61634047;
6,015,868;1;2;1;60;73;1;73;1;2;2;12;1;;1;1;2;1;36;;1;;1;1,500,000;2;;;2;;2;;2;;2;;2;;;1;106,000;2;1;34,000;2;2;;;2;;;2;;;1;1,500,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;0;24;1;;1;2;;;;;;;;2;;;;1;1;1;1;1;2;1;1;2;2;;2;1;1;1;2;2;1;2;11;25;8;;1;1;21;52;1;11;1;5229;1500000;73;311.61634047;
6,015,869;1;1;1;60;73;1;73;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;5;0;0;2;7;;2;;;1;2,000,000;1;;3;;6;1;12;35;2;;35;;;;4;8;;1;;1;2;1;15;1;;1;1;;;;;;1;1;1;2;72;1;;1;1;73;15;5;;;2;7;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;40;2;;1;;61;01;1;11;5;0123;2000000;73;248.95774194;
6,015,869;1;2;1;60;73;1;73;1;1;;;1;;1;2;2;2;12;;1;;2;500,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;20;2;;20;;;;3;7;;3;;2;;;;;;;;;;;;1;2;2;1;6;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;32;46;1;11;1;4620;500000;73;248.95774194;
6,015,872;1;1;1;60;73;1;73;1;1;;;1;;2;2;2;2;36;;1;;2;910,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;3;7;;3;;2;;;;;;;;;;;;1;2;2;1;1;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;1;1;2;15;3;;1;;53;56;1;11;1;5611;910000;73;395.09478224;
6,015,881;1;1;1;60;73;1;73;1;2;1;;1;;1;1;1;1;192;;2;;2;3,300,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3,300,000;1;3,300,000;1;1,650,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;23;1;;1;;;;;;;1;1;1;0;60;2;;8;1;73;12;4;;1,000,000;4;7;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;3;10;2;;1;;13;85;1;11;2;8544;4300000;73;229.84031404;
6,015,882;1;1;1;60;73;1;73;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;1;1;2,021;1;5,000,000;1;;3;;3;2;12;60;;.;60;;;;2;1;;1;;1;2;2;33;1;;;;;;;;;1;2;1;0;120;5;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;19;70;1;11;4;7020;5000000;73;261.66945024;
