PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P3363S1;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3560;P3561;P3067;P3067S1;P3067S2;P6775;P3068;P3562;P3563;P6750;P3073;P550;P6780;P6780S1;P1879;P1879S1;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8;P6426
20260313;03;2026;8533537;1;2;1;60;;2;30.134600585;08;1;113;2;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;28;2;;28;;;2;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;10;3;;1;;01;0113;9211;240
20260313;03;2026;8533538;1;1;1;60;;2;51.886435981;08;1;119;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;100000;1;2;;1;20000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;100000;1;2000000;3;;1;;2;12;60;;;60;;;1;6;;2;;2;;;;2;2;1;0;72;1;;1;;2;;;;;;;;2;;;;1;1;1;1;2;2;2;1;2;2;;2;1;1;1;1;2;1;1;14;;;3;;1;100000;01;0119;6111;84
20260313;03;2026;8533538;1;2;1;60;;2;51.886435981;08;1;9700;1;1;;;1;;1;;2;2;2;2;3;;2;2;2;2;1;;2;840000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;3;;30;3;;1;840000;97;9700;9111;60
20260313;03;2026;8533539;1;1;1;60;;2;68.859226636;08;1;119;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;2;2;6;;;300000;1;2;;1;50000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;2000000;3;;1;;1;12;48;;;48;;;2;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;;3;;1;300000;01;0119;9211;24
20260313;03;2026;8533541;1;2;1;60;;2;62.731402881;08;1;4921;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;980000;1;7200000;3;;1;;2;12;52;;;52;;;1;4;;2;;2;;;;2;2;1;12;12;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;8;;1;980000;49;4921;8321;180
20260313;03;2026;8533541;1;3;1;60;;2;62.731402881;08;1;4921;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;0;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;0;1;3500000;3;;3;;2;11;40;;;40;;;1;4;;2;;2;;;;2;2;1;12;24;1;;12;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;3;;1;0;49;4921;8321;24
20260313;03;2026;8533542;1;1;1;60;;1;2588.9234021;08;1;4921;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1600000;1;;3;;1;;1;12;56;;;56;;;1;4;;2;;2;;;;2;2;1;1;8;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;;5;3;;1;1600000;49;4921;8323;12
20260313;03;2026;8533542;1;2;1;60;;1;2588.9234021;08;1;8412;1;2;2;6;1;;1;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;2500000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;2500000;1;;3;;1;;1;12;40;;;40;;;10;7;;1;;1;1;2;2;1;2;1;0;120;4;;3;;1;24;7341;3290;4;800000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;;5;3;;1;3300000;84;8412;3253;24
20260313;03;2026;8533543;1;1;1;60;;1;1010.97393;08;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;2000000;1;;3;;5;;2;12;30;1;;30;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;3;;30;3;;1;2000000;01;0161;9211;480
20260313;03;2026;8533544;1;1;1;60;;1;2481.5418115;08;1;4721;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;;3;;3;;2;12;65;;;65;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;9;;1;500000;47;4721;5223;480
20260313;03;2026;8533544;1;2;1;60;;1;2481.5418115;08;1;1513;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;1;1;1;6;;;250000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;150000;1;;1;;4;;2;12;30;1;;0;6;;2;1;;2;;2;;;;2;2;2;;;;;;;1;12;5223;4711;6;;2;1;1;10;2;1;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;;3;;1;150000;15;1513;7331;60
20260313;03;2026;8533544;1;3;1;60;;1;2481.5418115;08;1;4711;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;1;1;1;6;;;100000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;30000;1;;3;;4;;1;8;30;2;;30;;;2;1;;2;;2;;;;2;2;1;0;60;4;;1;;1;0;7331;1513;6;;2;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;30000;47;4711;5223;8
20260313;03;2026;8533545;1;1;1;60;;1;3019.9075311;08;1;4711;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;;3;;3;;2;12;60;;;60;;;1;1;;2;;2;;;;2;2;1;0;360;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;9;;1;1500000;47;4711;5221;48
20260313;03;2026;8533546;1;1;1;60;;1;2211.3532375;08;1;1690;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;3;3;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;;3;;9;;1;12;74;;;74;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;;3;;1;300000;16;1690;7341;360
20260313;03;2026;8533546;1;3;1;60;;1;2211.3532375;08;1;1690;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;3;3;6;;;52000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;52000;1;;3;;1;;1;12;60;;;60;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;52000;16;1690;7341;108
20260313;03;2026;8533546;1;4;1;60;;1;2211.3532375;08;1;4112;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;3;3;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1400000;1;;3;;9;;2;12;48;;;48;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;;30;3;;1;1400000;41;4112;9313;120
20260313;03;2026;8533548;1;1;1;60;;1;1398.9598829;08;1;3290;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;3;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;600000;1;;3;;1;;2;12;45;;;45;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;600000;32;3290;7399;480
20260313;03;2026;8533548;1;2;1;60;;1;1398.9598829;08;1;113;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1350000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1150000;1;;3;;10;;2;12;45;;;45;;;1;8;;2;;2;;;;2;2;1;1;36;7;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;10;;30;3;;1;1150000;01;0113;6111;480
20260313;03;2026;8533548;1;3;1;60;;1;1398.9598829;08;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1750000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1750000;1;;3;;1;;1;12;40;;;40;;;1;2;;2;;2;;;;2;2;2;;;;;;;1;21;7399;3290;4;400000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;2150000;41;4111;9313;240
20260313;03;2026;8533548;1;4;1;60;;1;1398.9598829;08;1;3290;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;3;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;600000;1;;3;;1;;2;12;28;2;;28;;;1;1;;2;;2;;;;2;2;1;0;48;7;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;600000;32;3290;7399;60
20260313;03;2026;8533549;1;1;1;60;;2;19.948883192;08;1;113;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;1;1;1;6;;;200000;1;2;;1;400000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;200000;1;6000000;3;;1;;1;12;48;;;48;;;2;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;200000;01;0113;6111;360
20260313;03;2026;8533549;1;2;1;60;;2;19.948883192;08;1;5619;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;200000;1;1500000;3;;4;;2;12;10;2;;10;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;200000;56;5619;5212;12
20260313;03;2026;8533549;1;3;1;60;;2;19.948883192;08;1;4781;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;200000;1;2000000;3;;1;;1;12;32;2;;32;;;2;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;1;1;2;1;1;3;;10;3;;1;200000;47;4781;5212;15
20260313;03;2026;8533550;1;1;1;60;;2;29.794657206;08;1;4330;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;6000000;3;;1;;2;12;40;;;40;;;1;1;;2;;2;;;;2;2;2;;;;;;;1;28;5221;4724;4;400000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;900000;43;4330;7131;24
20260313;03;2026;8533550;1;2;1;60;;2;29.794657206;08;1;2592;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;18000000;3;;1;;1;12;45;;;45;;;8;1;;2;;2;;;;2;2;2;;;;;;;1;28;7132;3311;4;400000;1;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;1900000;25;2592;7212;360
20260313;03;2026;8533551;1;1;1;60;;2;43.589015378;08;1;4321;1;2;1;;1;;1;;2;2;1;2;1;;1;1;1;1;1;;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;1;2;;;2;;;2;;;2;;;1;500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;9;7;;1;;1;1;1;2;1;1;1;0;16;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;30;2;;1;2000000;43;4321;7212;7
20260313;03;2026;8533551;1;2;1;60;;2;43.589015378;08;1;3212;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;200000;1;2000000;3;;1;;2;12;30;2;;30;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;30;2;;1;200000;32;3212;7363;48
20260313;03;2026;8533552;1;1;1;60;;2;34.29150955;08;1;1410;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;160000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;140000;1;1640000;3;;10;;2;12;40;;;40;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;140000;14;1410;8153;600
20260313;03;2026;8533552;1;3;1;60;;2;34.29150955;08;1;4723;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;4500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1700000;1;21000000;3;;3;;2;12;48;;;48;;;1;6;;2;;2;;;;2;2;1;0;72;4;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;;40;3;;1;1700000;47;4723;5223;48
20260313;03;2026;8533553;1;1;1;60;;2;47.711430118;08;1;2599;2;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10;10;0;0;2;1;1;1;7;;;;;;;;;;;1;40000000;1;24000000;5000000;0;1500000;300000;;;;;;;;;;;;;;;;;;;;1;1;2025;2;;1;2;10000000;1;120000000;3;;6;;2;12;72;;;72;;;4;7;;1;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;2;;1;10000000;25;2599;7221;240
