DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P3044,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6424S5,P6426,P6430S1,P3045S1,P3045S2,P3045S3,P3046,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P3047,P3048,P3049,P6765,P6765S1,P3053,P3054,P3055,P3056,P6760,P3061,P3063,P3064,P3065,P3066,P3067,P3067S1,P3067S2,P6775,P3068,P6750,P3073,P550,P6780,P6780S1,P1879,P1805,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P3069,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P1880,P1880S1,P7040,P7045,P7050,P7070,P7075,P7077,P7090,P7100,P7110,P7120,P7130,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P1881,P1882,P7240,CLASE,OCI,AREA,P6430,RAMA4D_R4,OFICIO_C8,RAMA2D_R4,MES,PERIODO,DPTO,FT,FEX_C18,INGLABO,P3363,P3364,P3364S1,P6640S1,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P3051,P3051S1,P3052,P3052S1,P3365,P3365S1,P3054S1,P3055S1,P3057,P3058S1,P3058S2,P3058S3,P3058S4,P3058S5,P3059,P3062S1,P3062S2,P3062S3,P3062S4,P3062S5,P3062S6,P3062S7,P3062S8,P3062S9,P3063S1,P3064S1,P3366,PER,REGIS
5015586,1,1,1,Mecanica,2,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,2,2,,,,,,2,2,,,,,,99,1,,1,,3,2,12,48,,,48,,,1,7,,3,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,20,8,1,1,05,4,4520,7231,45,1,20220103,05,1,2142.8186675,,,,,,2,,,,,3,,,99,99,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015586,1,2,1,Imagenes diagnosticas,1,2,2,6,1,,1,1,2,1,1,12,,1,1,1,1,2,2200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,7,7,,1,,1,1,1,10,1,1,1,10,24,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,50,2,1,1,05,1,8691,1212,86,1,20220103,05,1,2142.8186675,2200000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015590,1,2,1,SERVICIOS DE ASESORIA EN TALENTO HUMANO,2,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,2,,,,,,2,2,,,,,,350000,1,,3,,11,2,12,10,2,,10,,,1,1,,1,,3,,,,2,2,1,0,300,1,,4,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,10,1,1,05,4,7020,2423,70,1,20220103,05,1,714.26316386,350000,,,,,2,,,,,1,350000,350000,,,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015592,1,1,1,SERVICIO DE CUIDADO  ATENCION Y PROTECCION AL CIUDADANO Y AL MEDIO AMBIENTE,1,2,1,,1,,1,1,1,1,1,240,,1,1,1,1,2,3500000,2,,,2,,2,,2,,2,,1,98,1,2,,,2,,,2,,,1,3000000,2,2,,,1,1700000,1,1700000,1,3500000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,60,,,60,,,10,7,,1,,1,3,1,20,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,30,5,1,1,05,2,8423,5412,84,1,20220103,05,1,751.21536623,3500000,5,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015592,1,2,1,SERVICIOS DE MEDICINA ESTETICA,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,,1,2,2,,,,,,1,1,,,,,,3000000,1,,3,,4,2,12,50,,,50,,,4,7,,1,,1,1,2,5,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,30,5,1,1,05,4,9609,3256,96,1,20220103,05,1,751.21536623,3000000,,,,,2,,,,,1,3000000,3000000,,,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015593,1,1,1,COMPRA Y VENTA DE LAPICEROS CUADERNOS Y ARTICULOS DE PAPELERIA,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,2,,,2,,800000,1,,3,,3,2,12,60,,,0,3,,1,1,,1,,2,,,,2,2,1,0,36,4,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,5,1,1,05,4,4761,1420,47,1,20220103,05,1,770.36366603,800000,,,,,2,,,,,3,,,,,,,,,800000,800000,98,0,0,0,,,,,,,,,,,,,,2022,60
5015594,1,1,1,Electrodomesticos,2,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,2,,,,,,2,2,,,,,,99,1,,1,,3,2,12,48,,,48,,,1,1,,3,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,8,1,1,05,4,4321,7413,43,1,20220103,05,1,731.80982956,,,,,,2,,,,,3,99,99,,,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015594,1,2,1,Servicios de salud,1,2,2,6,1,,1,1,2,1,1,71,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,8,7,,1,,1,1,1,7,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,60,8,1,1,05,1,8610,5321,86,1,20220103,05,1,731.80982956,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015595,1,1,1,Educacion,1,2,1,,1,,1,1,1,1,2,220,,1,1,1,1,2,4300000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,8,7,,1,,1,1,1,20,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,15,2,1,1,05,2,8530,2330,85,1,20220103,05,1,922.09370128,4300000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015596,1,1,1,Fritos,2,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,1,2,,,,,,99,1,,1,,3,2,12,48,,,48,,,1,1,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,8,1,1,05,4,5619,5211,56,1,20220103,05,1,933.57678809,,,,,,2,,,,,3,,,98,98,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015596,1,2,1,Sanduches,2,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,2,2,,,,,,2,2,,,,,,99,1,,1,,3,2,12,48,,,48,,,1,5,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,20,8,1,1,05,4,5619,5211,56,1,20220103,05,1,933.57678809,,,,,,2,,,,,3,,,99,99,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015597,1,1,1,Leche queso yogur,1,2,2,12,1,,1,1,2,2,2,89,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,5,7,,1,,1,1,1,98,1,1,1,4,48,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,10,8,1,1,05,1,1040,9621,10,1,20220103,05,1,694.45094847,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015598,1,1,1,Uniformes,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,2,,,2,,1800000,1,,3,,6,2,12,24,2,,24,,,2,1,,1,,1,2,2,1,2,2,1,0,100,4,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,2,1,1,05,5,1410,8159,14,1,20220103,05,1,1039.9909491,1800000,,,,,1,2,2,0,0,3,,,,,,,,,1800000,1800000,18000000,0,0,0,,,,,,,,,,,,,,2022,60
5015599,1,1,1,VERDURAS Y FRUTAS,1,1,,,1,,1,2,2,2,1,18,,9,9,9,2,2,360000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,2,,24,,,3,7,,2,,2,,,,2,2,1,36,48,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,60,2,1,1,05,1,4771,5223,47,1,20220103,05,1,1566.1295848,360000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015600,1,1,1,CHICHARRONES TOCINO DE CERDO,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,2,,,2,,100000,1,,1,,1,1,12,30,2,,30,,,1,1,,11,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,2,1,14,,2,1,1,05,4,5619,5223,56,1,20220103,05,1,1828.1784531,100000,,,,,2,,,,,3,,,,,,,,,150000,0,50000,0,0,0,,,,,,,,,,,,,,2022,60
5015600,1,2,1,TINTOS,2,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,2,,,2,,500000,1,,3,,11,1,12,84,,,84,,,1,6,,11,,2,,,,2,2,1,3,204,1,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,2,2,3,40,2,1,1,05,4,5619,5212,56,1,20220103,05,1,1828.1784531,500000,,,,,2,,,,,3,,,,,,,,,600000,0,100000,0,0,0,,,,,,,,,,,,,,2022,60
5015601,1,1,1,MUEBLES DE MADERA,1,2,2,12,1,,1,1,2,1,1,12,,1,1,1,1,2,1400000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,1400000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,8,7,,1,,1,2,1,98,1,1,1,0,4,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,13,30,2,1,1,05,1,3110,9329,31,1,20220103,05,1,1908.8188676,1400000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015601,1,5,1,MUEBLES EN MADERA,1,2,2,12,1,,1,1,2,1,1,12,,1,1,1,1,2,1400000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,7,7,,1,,1,2,1,98,1,1,1,0,6,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,13,30,2,1,1,05,1,3110,9329,31,1,20220103,05,1,1908.8188676,1400000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015602,1,1,1,CONSTRUCCION DE MUROS CIMIENTOS TABIQUERIA ARCOS DRENAJES,2,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,350000,1,,3,,10,2,12,48,,,30,6,,1,2,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,2,1,2,40,8,1,1,05,4,4111,7112,41,1,20220103,05,1,1274.1138369,350000,,,,,2,,,,,3,,,350000,350000,2,,,,,,,,,,,,,,,,,,,,,,2,2022,60
5015602,1,3,1,LIMPIEZA Y DESINFECCION POR DIAS,1,2,1,,1,,1,1,2,1,1,3,,1,1,1,1,1,908526,2,,,2,,2,,2,,2,,2,,,1,116800,2,2,,,2,,,2,,,2,,,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,,,48,,,10,2,,1,,1,1,1,10,1,1,1,24,12,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,50,8,1,1,05,1,8121,9112,81,1,20220103,05,1,1274.1138369,908526,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015602,1,4,1,PREPARACION DE TORTAS BIZCOCHOS POSTRES PARA SU DISTRIBUCION Y COMERCIALIZACION,1,2,1,,1,,1,1,2,1,1,60,,1,1,1,1,2,908529,2,,,2,,2,,2,,2,,2,,,1,116800,2,2,,,2,,,2,,,2,,,1,908000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,5,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,30,8,1,1,05,1,1081,3257,10,1,20220103,05,1,1274.1138369,908529,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015603,1,1,1,CONSTRUCCION Y REMODELACION DE VIVIENDAS,1,2,1,,1,,1,1,2,1,1,1,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106400,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48,,,48,,,8,9,,1,,1,2,1,8,1,2,1,1,8,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,2,1,1,2,1,1,2,60,8,1,1,05,1,4111,9313,41,1,20220103,05,1,2224.6201954,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015605,1,1,1,COMERCIALIZACION DE PRODUCTOS ALIMENTICIOS,1,2,1,,1,,1,1,2,1,1,24,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106400,2,2,,,2,,,2,,,2,,,1,908000,2,,1,454000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,2,1,2,1,0,24,4,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,60,8,1,1,05,1,4631,3332,46,1,20220103,05,1,1764.1821675,908526,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015605,1,2,1,SERVICIOS DE ASEO Y MANTENIMIENTO,1,2,1,,1,,1,1,2,1,1,3,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106400,2,2,,,2,,,2,,,2,,,1,454000,2,,1,454000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48,,,48,,,10,7,,1,,1,2,1,2,1,1,1,2,8,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,60,8,1,1,05,1,8129,9129,81,1,20220103,05,1,1764.1821675,908526,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015606,1,1,1,EDUCACION PRIMARIA  SECUNDARIA,1,2,1,,1,,1,1,1,1,1,228,,1,1,1,1,1,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,3,1,19,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,60,8,1,1,05,2,8530,2330,85,1,20220103,05,1,1973.3402564,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015606,1,2,1,SPA DE UÑAS EMPRESA DEDICADA A PROCEDIMIENTOS DE BELLEZA,1,1,,,1,,2,2,2,2,2,3,,1,1,1,1,2,480000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,1,,24,,,4,7,,2,,2,,,,2,2,1,9,8,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,30,8,1,1,05,1,9602,4225,96,1,20220103,05,1,1973.3402564,480000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015607,1,1,1,INSTITUCION SIN ANIMO DE LUCRO QUE ACOMPAÑA A LAS PERSONAS CON DISCAPACIDAD Y A SUS FAMILIAS,1,2,1,,1,,1,1,2,1,1,132,,1,1,1,1,1,908526,2,,,2,,2,,2,,2,,2,,,1,116800,2,2,,,2,,,2,,,2,,,1,450000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,7,4,,1,,1,1,1,98,1,1,1,0,120,4,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,15,8,1,1,05,1,9499,9621,94,1,20220103,05,1,1829.0812765,908526,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015608,1,1,1,SERVICIO DE HOSPEDAJE DE PERSONAS,1,2,2,2,1,,2,1,2,1,1,1,,1,1,2,1,2,1300000,2,,,1,100000,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,800000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48,,,48,,,4,7,,1,,1,1,1,1,1,1,1,0,6,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,2,2,4,30,8,1,1,05,1,5511,4224,55,1,20220103,05,1,1111.7404403,1400000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015610,1,1,1,PRENDAS DE VESTIR,1,2,1,,1,,1,1,2,1,1,120,,1,1,1,1,1,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,9,7,,1,,1,1,1,28,1,1,1,0,3,1,,8,,2,,,,,,2,,,,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,4,50,1,1,1,05,1,1410,2512,14,1,20220103,05,1,4099.5735561,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015610,1,2,1,SERVICIO DE ACOMPAÑAMIENTO TERAPEUTICO EDUCATIVO,1,2,2,12,1,,2,1,2,1,1,28,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,9,7,,1,,1,2,1,35,1,1,1,6,8,1,,1,,2,,,,,,2,,,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,8,40,1,1,1,05,1,8720,1211,87,1,20220103,05,1,4099.5735561,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015611,1,1,1,SERVICIOS PUBLICOS DOMICILIARIOS AGUA ENERGIA Y GAS,1,2,1,,1,,1,1,1,1,1,48,,1,1,1,1,1,2400000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,2400000,1,3600000,1,1600000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,10,1,1,1,4,84,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,1,1,1,8,20,1,1,1,05,1,3514,3113,35,1,20220103,05,1,900.7382855,2400000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015611,1,2,1,SERVICIOS DE SALUD CON HOSPITALIZACION,1,2,1,,1,,1,1,2,1,1,10,,1,1,1,1,2,2500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,2500000,2,,1,1500000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,10,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,20,1,1,1,05,1,8610,5321,86,1,20220103,05,1,900.7382855,2500000,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015613,1,1,1,SEGURIDAD,1,2,1,,1,,1,1,1,1,1,254,,1,1,1,1,2,1000000,2,,,2,,2,,2,,2,,2,,,1,98,1,2,,,2,,,2,,,2,,,1,500000,1,500000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,2,1,23,1,1,1,0,8,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,13,60,3,1,1,05,1,8010,5414,80,1,20220103,05,1,1186.8437811,1000000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015614,1,1,1,SERVICIOS FINANCIEROS,1,2,1,,1,,1,1,1,1,1,216,,1,1,1,1,2,1000000,2,,,2,,2,,2,,2,,2,,,1,98,2,2,,,2,,,2,,,2,,,1,500000,1,400000,1,1000000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,1,,1,,1,2,1,98,1,1,1,12,24,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,5,1,1,05,1,6499,3341,64,1,20220103,05,1,878.59361022,1000000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015615,1,2,1,ENCHAPE,1,1,,,1,,1,2,2,2,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,100000,1,,1,,1,2,1,48,,,48,,,1,7,,2,,2,,,,2,2,1,99,120,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,2,2,2,30,3,1,1,05,4,4111,5321,41,1,20220103,05,1,1259.5957093,100000,,,,,2,,,,,3,,,1000000,1000000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015618,1,1,1,COCINAR LAVAR LA ROPA ASEO GENERAL,1,1,,,1,,1,2,2,1,2,60,,2,2,2,2,2,195000,2,,,1,20000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,400000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,2,,36,,,1,2,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,2,1,1,2,1,1,4,60,3,1,1,05,3,9700,9111,97,1,20220103,05,1,772.25496363,215000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015618,1,2,1,LUBRICANTES BATERIAS RADIADORES,1,2,1,,1,,1,2,2,1,2,48,,1,1,1,1,2,954000,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,908526,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,4,7,,1,,1,2,1,4,1,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,20,3,1,1,05,1,4520,9621,45,1,20220103,05,1,772.25496363,954000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015618,1,3,1,BATERIAS CORREAS LUBRICANTES ACEITES,1,2,1,,1,,1,1,2,1,1,12,,1,1,1,1,2,954000,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,954000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,4,7,,1,,1,2,1,1,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,20,3,1,1,05,1,4530,5223,45,1,20220103,05,1,772.25496363,954000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015619,1,1,1,COMERCIALIZACION AL POR MENOR DE PRODUCTOS DE BELLEZA Y HOGAR,1,1,,,1,,2,2,2,2,2,2,,1,1,1,1,2,900000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48,,,48,,,4,7,,9,,2,,,,2,2,1,6,36,1,,13,PANDEMIA,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,5,3,1,1,05,1,4719,5223,47,1,20220103,05,1,1051.5186027,900000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015620,1,2,1,SERVICIO DE SALUD,1,2,1,,1,,1,1,1,1,1,72,,1,1,1,1,2,3800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1500000,1,1500000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,60,,,60,,,10,7,,1,,1,2,1,13,1,1,1,0,95,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,15,1,1,1,05,2,8610,2221,86,1,20220103,05,1,935.10929633,3800000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
