DIRECTORIO,SECUENCIA_P,ORDEN,P6016,P3271,P6030S1,P6030S3,P6040,P6050,P6083,P6083S1,P6081,P6081S1,P2057,P2059,P2061,P6080,P6080S1,P6080S1A1,P6070,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P6090,P6100,P6110,P6120,P1906S1,P1906S2,P1906S3,P1906S4,P1906S5,P1906S6,P1906S7,P1906S8,P6160,P6170,P3041,P3042,P3042S1,P3042S2,P3043,P3043S1,HOGAR,CLASE,P3038,P3039,AREA,MES,PERIODO,DPTO,pt,FEX_C18,LGB_Numerica,LGB_sectores,Trans_numerica,LGBT_Numerica,Discapacidad,Dificultad,Campesina,POB_MAY18,PER,REGIS
5019295,1,1,1,1,12,1988,33,1,2,,2,,2,2,2,6,,,3,1,2,,,,,,,,,,,1,,1,2,1,99,4,4,4,4,4,4,4,4,1,2,,11,2,413,8,413,1,1,2,1,76,1,20220103,76,1,121.10587814,0,,0,0,0,0,0,1,2022,10
5019295,1,2,2,2,12,1993,28,2,2,,2,,2,2,2,6,,,3,1,1,,,,1,,,,,,,,,1,1,3,112000,4,4,4,4,4,4,4,4,1,2,,10,10,1039,7,1022,1,1,1,2,76,1,20220103,76,1,121.10587814,0,,0,0,0,0,0,1,2022,10
5019296,1,1,1,1,3,1982,39,1,3,,1,2,1,,2,6,,,1,2,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,173.67527537,0,,0,0,0,0,0,1,2022,10
5019296,1,2,2,1,5,1948,73,4,3,,3,,1,,2,6,,,5,,,,,,,,,1,,1,,,,1,1,2,72000,3,4,4,3,4,4,4,4,1,2,,3,2,,,,1,1,2,1,76,1,20220103,76,1,173.67527537,0,,0,0,0,1,0,1,2022,10
5019297,1,1,1,1,5,1985,36,1,2,,2,,2,2,2,5,,,2,1,2,,1,1,1,,,,,,,,,1,1,1,25000,4,4,4,4,4,4,4,4,1,2,,9,6,729,6,729,1,1,2,1,76,1,20220103,76,1,800.71202353,0,,0,0,0,0,0,1,2022,10
5019297,1,2,2,2,4,1984,37,2,2,,2,,2,2,2,5,,,2,1,1,,1,1,,1,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,10,10,311,7,311,1,1,1,2,76,1,20220103,76,1,800.71202353,0,,0,0,0,0,0,1,2022,10
5019298,1,1,1,1,1,1963,59,1,3,,3,,2,2,2,6,,,3,1,2,,,1,1,,,,,,,,,1,1,4,,3,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,2,1,76,1,20220103,76,1,126.09310695,0,,0,0,0,1,0,1,2022,10
5019298,1,2,2,2,2,1970,51,2,2,,3,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,126.09310695,0,,0,0,0,0,0,1,2022,10
5019298,1,3,3,2,2,1998,23,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,10,8,913,2,,1,1,1,2,76,1,20220103,76,1,126.09310695,0,,0,0,0,0,0,1,2022,10
5019299,1,1,1,1,12,1978,43,1,2,,3,,2,2,2,6,,,2,1,2,,,,1,,,,,,,,,1,1,3,58000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1274.75027,0,,0,0,0,0,0,1,2022,10
5019299,1,2,2,2,6,1973,48,2,2,,2,,2,2,2,6,,,2,1,1,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1274.75027,0,,0,0,0,0,0,1,2022,10
5019299,1,3,1,2,4,2004,17,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,,,76,1,20220103,76,1,1274.75027,,,,,0,0,0,,2022,10
5019299,1,4,1,2,4,2005,16,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,,,76,1,20220103,76,1,1274.75027,,,,,0,0,0,,2022,10
5019299,1,5,1,2,9,2010,11,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,4,1,,,,1,1,,,76,1,20220103,76,1,1274.75027,,,,,0,0,0,,2022,10
5019300,1,1,1,1,12,1972,49,1,3,,3,,2,2,2,5,,,2,1,2,1,1,1,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,800.71202353,0,,0,0,0,0,0,1,2022,10
5019300,1,2,2,2,5,1968,53,2,2,,3,,2,2,2,5,,,2,1,1,1,1,,,,,,,1,,,,1,1,3,90000,4,4,4,4,4,4,4,4,1,2,,8,6,1013,5,1013,1,1,1,2,76,1,20220103,76,1,800.71202353,0,,0,0,0,0,0,1,2022,10
5019302,1,1,1,2,11,1982,39,1,3,,2,,2,2,2,6,,,4,,,1,1,,1,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,8,4,1012,5,1012,1,1,1,2,76,1,20220103,76,1,1109.2516108,0,,0,0,0,0,0,1,2022,10
5019302,1,2,2,2,11,2004,17,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,5,2,,2,,1,1,,,76,1,20220103,76,1,1109.2516108,,,,,0,0,0,,2022,10
5019302,1,3,3,1,11,2009,12,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,4,1,,,,1,1,,,76,1,20220103,76,1,1109.2516108,,,,,0,0,0,,2022,10
5019303,1,1,1,1,5,1985,36,1,3,,3,,2,2,2,6,,,1,1,2,,,,1,,,,,,,,,1,3,,,4,4,3,4,4,4,4,4,1,2,,4,2,,,,1,1,2,1,76,1,20220103,76,1,1158.432545,0,,0,0,0,0,0,1,2022,10
5019303,1,2,2,2,10,1995,26,2,2,,2,,2,2,2,6,,,1,1,1,1,,,,,,,,,,,,1,3,,,4,4,3,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1158.432545,0,,0,0,0,0,0,1,2022,10
5019303,1,3,2,2,7,2018,3,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,3,4,4,2,2,,1,0,,,,1,1,,,76,1,20220103,76,1,1158.432545,,,,,,,0,,2022,10
5019303,1,4,2,2,10,2020,1,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,76,1,20220103,76,1,1158.432545,,,,,,,0,,2022,10
5019304,1,1,1,2,10,1993,28,1,2,,3,,2,2,2,5,,,2,1,2,1,1,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,4,,,,1,1,1,2,76,1,20220103,76,1,1201.1985628,0,,0,0,0,0,0,1,2022,10
5019304,1,2,2,1,10,1994,27,2,2,,2,,9,9,9,5,,,2,1,1,1,1,1,1,,,1,,,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,2,1,76,1,20220103,76,1,1201.1985628,0,,0,0,0,0,9,1,2022,10
5019304,1,3,1,1,12,2014,7,3,1,1,1,2,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,76,1,20220103,76,1,1201.1985628,,,,,0,0,0,,2022,10
5019304,1,4,1,2,2,2018,3,3,1,1,1,2,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,76,1,20220103,76,1,1201.1985628,,,,,,,0,,2022,10
5019305,1,1,1,1,10,1961,60,1,3,,2,,2,1,2,6,,,2,1,2,1,1,1,1,,,1,,1,,,,2,,,,3,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,1038.4693469,0,,0,0,0,1,0,1,2022,10
5019305,1,2,2,2,2,1963,58,2,3,,3,,1,,1,6,,,2,1,1,,,,1,1,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,76,1,20220103,76,1,1038.4693469,0,,0,0,0,0,1,1,2022,10
5019305,1,3,2,2,10,1984,37,3,1,2,1,1,2,2,2,6,,,2,2,,,,,1,,,,,1,,,,1,1,1,98,4,4,4,3,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1038.4693469,0,,0,0,0,1,0,1,2022,10
5019305,1,4,3,2,6,2004,17,8,1,3,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,,,76,1,20220103,76,1,1038.4693469,,,,,0,0,0,,2022,10
5019305,1,5,3,1,5,2020,1,8,1,3,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,76,1,20220103,76,1,1038.4693469,,,,,,,0,,2022,10
5019306,1,1,1,1,11,1981,40,1,2,,3,,2,2,2,6,,,2,1,2,,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,861.38770772,0,,0,0,0,0,0,1,2022,10
5019306,1,2,2,2,10,1970,51,2,3,,3,,2,2,2,6,,,2,1,1,,1,1,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,76,1,20220103,76,1,861.38770772,0,,0,0,0,0,0,1,2022,10
5019306,1,3,3,1,1,1991,31,3,1,2,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,1,2,1,76,1,20220103,76,1,861.38770772,0,,0,0,0,0,0,1,2022,10
5019307,1,1,1,2,5,1990,31,1,2,,3,,2,2,2,6,,,4,,,,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,4,,,,1,1,1,2,76,1,20220103,76,1,1066.4855929,0,,0,0,0,0,0,1,2022,10
5019307,1,2,1,2,2,2006,15,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,0,,1,,1,1,,,76,1,20220103,76,1,1066.4855929,,,,,0,0,0,,2022,10
5019307,1,3,1,2,1,2011,11,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,4,,,,1,1,,,76,1,20220103,76,1,1066.4855929,,,,,0,0,0,,2022,10
5019308,1,1,1,2,11,1982,39,1,2,,2,,1,,2,6,,,2,1,2,,1,,1,,,1,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,1,,1,,1,1,1,2,76,1,20220103,76,1,1391.9067456,0,,0,0,0,0,0,1,2022,10
5019308,1,2,2,1,9,1989,32,2,2,,3,,2,2,2,6,,,2,1,1,1,1,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1391.9067456,0,,0,0,0,0,0,1,2022,10
5019308,1,3,3,1,3,2001,20,3,1,1,2,,2,2,2,6,,,6,,,1,1,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,2,1,76,1,20220103,76,1,1391.9067456,0,,0,0,0,0,0,1,2022,10
5019308,1,4,4,2,8,2004,17,3,1,1,2,,2,2,2,6,,,6,,,1,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,,,76,1,20220103,76,1,1391.9067456,,,,,0,0,0,,2022,10
5019308,1,5,5,1,11,2006,15,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,2,,,,1,1,,,76,1,20220103,76,1,1391.9067456,,,,,0,0,0,,2022,10
5019308,1,6,1,1,10,2008,13,3,2,,1,2,1,,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,4,,,,1,1,,,76,1,20220103,76,1,1391.9067456,,,,,0,0,0,,2022,10
5019308,1,7,1,2,12,2010,11,3,2,,1,2,1,,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,2,4,4,2,1,1,2,0,,,,1,1,,,76,1,20220103,76,1,1391.9067456,,,,,1,1,0,,2022,10
5019309,1,1,1,2,11,1977,44,1,2,,2,,2,2,2,6,,,2,1,2,,,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,76,1,20220103,76,1,979.57228424,0,,0,0,0,0,0,1,2022,10
5019309,1,2,2,1,8,1987,34,2,2,,3,,2,2,2,6,,,2,1,1,,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,979.57228424,0,,0,0,0,0,0,1,2022,10
5019309,1,3,1,2,9,2009,12,3,1,1,1,2,2,2,2,6,,,6,,,,,,,,,,1,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,1,,,,1,1,,,76,1,20220103,76,1,979.57228424,,,,,0,0,0,,2022,10
5019310,1,1,1,2,7,1965,56,1,2,,3,,2,1,2,5,,,2,2,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,76,1,20220103,76,1,1137.8774152,0,,0,0,0,0,0,1,2022,10
5019310,1,2,2,2,2,1997,24,3,1,1,2,,2,2,2,5,,,6,,,,1,1,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,10,3,729,3,,1,1,1,2,76,1,20220103,76,1,1137.8774152,0,,0,0,0,0,0,1,2022,10
5019310,1,3,3,1,12,1999,22,3,1,1,2,,2,2,2,5,,,6,,,,,,,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,1137.8774152,0,,0,0,0,0,0,1,2022,10
5019310,1,4,4,1,3,2001,20,6,2,,3,,2,2,2,5,,,6,,,,1,1,1,,,,,1,,,,1,1,1,95000,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,2,1,76,1,20220103,76,1,1137.8774152,0,,0,0,0,0,0,1,2022,10
5019311,1,1,1,1,9,1957,64,1,3,,3,,1,,1,6,,,3,1,2,,1,1,1,,,1,,1,,,,1,3,,,4,4,4,3,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,504.642316,0,,0,0,0,1,1,1,2022,10
5019311,1,2,2,2,11,1961,60,2,2,,3,,1,,1,6,,,3,1,1,1,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,76,1,20220103,76,1,504.642316,0,,0,0,0,0,1,1,2022,10
5019311,1,3,3,2,5,1983,38,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,2,,,,4,4,4,4,4,2,4,1,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,504.642316,0,,0,0,1,1,0,1,2022,10
5019311,1,4,1,2,5,1983,38,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,2,,,,4,4,4,4,4,2,4,1,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,504.642316,0,,0,0,1,1,0,1,2022,10
5019312,1,1,1,1,10,1989,32,1,3,,3,,2,2,2,6,,,2,1,2,1,,,1,,,,,1,,,,1,1,3,80000,4,4,4,4,4,4,4,4,1,2,,8,4,488,5,488,1,1,2,1,76,1,20220103,76,1,1114.9913245,0,,0,0,0,0,0,1,2022,10
5019312,1,2,2,2,2,1989,32,2,2,,2,,2,2,2,6,,,2,1,1,1,,,1,,,,,,,,,1,1,1,36000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1114.9913245,0,,0,0,0,0,0,1,2022,10
5019312,1,3,1,2,5,2007,14,3,1,2,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,4,3,,,,1,1,,,76,1,20220103,76,1,1114.9913245,,,,,0,0,0,,2022,10
5019312,1,4,2,2,3,2015,6,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,1,,,,1,1,,,76,1,20220103,76,1,1114.9913245,,,,,0,0,0,,2022,10
5019313,1,1,1,1,4,1988,33,1,2,,2,,2,2,2,6,,,3,1,2,1,,1,1,,,,,,,,,1,1,1,36000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1156.1536167,0,,0,0,0,0,0,1,2022,10
5019313,1,2,2,2,3,1979,42,2,2,,2,,2,2,2,6,,,3,1,1,1,1,1,1,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1156.1536167,0,,0,0,0,0,0,1,2022,10
5019313,1,3,2,1,2,2008,13,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,4,3,,,,1,1,,,76,1,20220103,76,1,1156.1536167,,,,,0,0,0,,2022,10
5019313,1,4,2,2,10,2009,12,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,4,1,,,,1,1,,,76,1,20220103,76,1,1156.1536167,,,,,0,0,0,,2022,10
5019315,1,1,1,1,9,1973,48,1,1,2,2,,2,2,2,6,,,6,,,1,,1,1,,,,,1,,,,1,1,1,52000,4,4,4,4,4,4,4,4,1,2,,9,6,714,6,714,1,1,2,1,76,1,20220103,76,1,1031.7284336,0,,0,0,0,0,0,1,2022,10
5019315,1,2,2,2,6,1946,75,4,3,,3,,2,2,2,6,,,6,,,,,,,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,76,1,20220103,76,1,1031.7284336,0,,0,0,0,0,0,1,2022,10
5019315,1,3,3,2,9,1943,78,9,3,,3,,2,2,2,6,,,6,,,1,,,,,,,,1,,,,1,3,,,4,4,4,2,3,4,3,4,1,2,,3,5,,,,1,1,1,2,76,1,20220103,76,1,1031.7284336,0,,0,0,1,1,0,1,2022,10
5019315,1,4,4,1,3,1998,23,9,2,,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,10,8,313,2,,1,1,2,1,76,1,20220103,76,1,1031.7284336,0,,0,0,0,0,0,1,2022,10
5019316,1,1,1,1,10,1975,46,1,2,,3,,2,2,2,6,,,1,1,2,,,,1,,,,,,,,,1,1,3,112000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,791.43643279,0,,0,0,0,0,0,1,2022,10
5019316,1,2,2,2,10,1978,43,2,2,,3,,2,2,2,6,,,1,1,1,1,,,,,,,,1,,,,1,1,3,112000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,791.43643279,0,,0,0,0,0,0,1,2022,10
5019316,1,3,2,1,2,2006,15,3,1,2,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,4,4,,,,1,1,,,76,1,20220103,76,1,791.43643279,,,,,0,0,0,,2022,10
5019317,1,1,1,1,6,1961,60,1,2,,3,,2,2,2,6,,,5,,,,,,1,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,761.66927487,0,,0,0,0,0,0,1,2022,10
5019318,1,1,1,1,12,1957,64,1,2,,3,,2,2,2,6,,,4,,,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,2,1,76,1,20220103,76,1,906.74913676,0,,0,0,0,0,0,1,2022,10
5019320,1,1,1,2,9,1960,61,1,3,,3,,2,2,2,6,,,4,,,1,,,,,,,,,,,,1,1,5,,4,4,3,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1041.8861557,0,,0,0,0,0,0,1,2022,10
5019321,1,1,1,2,11,1996,25,1,2,,2,,2,2,2,6,,,4,,,1,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,3,112,5,112,1,1,1,2,76,1,20220103,76,1,1721.9356784,0,,0,0,0,0,0,1,2022,10
5019321,1,2,1,1,8,2013,8,3,1,1,2,,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,2,3,2,,,,1,1,,,76,1,20220103,76,1,1721.9356784,,,,,0,0,0,,2022,10
5019321,1,3,1,2,10,2019,2,3,1,1,2,,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,76,1,20220103,76,1,1721.9356784,,,,,,,0,,2022,10
5019321,1,4,4,1,1,1998,24,6,2,,2,,2,2,2,6,,,2,1,5,1,1,1,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,3,715,5,715,1,1,2,1,76,1,20220103,76,1,1721.9356784,0,,0,0,0,0,0,1,2022,10
5019321,1,5,5,2,3,1994,27,9,2,,2,,2,2,2,5,,,2,1,4,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1721.9356784,0,,0,0,0,0,0,1,2022,10
5019321,1,6,5,2,7,2016,5,9,1,5,2,,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,0,,,,1,1,,,76,1,20220103,76,1,1721.9356784,,,,,0,0,0,,2022,10
5019321,1,7,7,2,10,2001,20,9,2,,2,,9,2,2,6,,,4,,,1,1,1,1,,,1,,1,,,,1,3,,,4,4,3,4,4,4,4,4,1,1,2,8,2,112,5,112,1,1,1,2,76,1,20220103,76,1,1721.9356784,0,,0,0,0,0,9,1,2022,10
5019321,1,8,7,2,10,2017,4,9,1,7,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,2,2,0,,,,1,1,,,76,1,20220103,76,1,1721.9356784,,,,,,,0,,2022,10
5019322,1,1,1,1,9,1996,25,1,1,2,2,,1,,2,6,,,6,,,1,,,,,,,,1,,,,1,1,1,36000,4,4,3,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,917.48252696,0,,0,0,0,0,0,1,2022,10
5019322,1,2,2,2,1,1980,42,4,2,,3,,1,,2,6,,,4,,,,1,1,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,1,2,76,1,20220103,76,1,917.48252696,0,,0,0,0,0,0,1,2022,10
5019323,1,1,1,1,5,1948,73,1,3,,3,,1,,2,1,999_01,,3,1,2,1,,1,,,,,,1,,,,1,1,2,160000,3,4,4,3,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,983.99567095,0,,0,0,0,1,0,1,2022,10
5019323,1,2,2,2,2,1953,68,2,2,,3,,2,2,2,6,,,3,1,1,,,,,,,,,1,,,,1,1,5,,3,4,3,4,4,4,4,4,1,2,,4,3,,,,1,1,1,2,76,1,20220103,76,1,983.99567095,0,,0,0,0,1,0,1,2022,10
5019323,1,3,3,1,5,1989,32,3,1,2,1,1,2,2,2,6,,,6,,,1,,,,1,,,,1,,,,1,1,1,36400,4,4,4,4,4,4,4,4,1,1,2,10,9,421,2,,1,1,2,1,76,1,20220103,76,1,983.99567095,0,,0,0,0,0,0,1,2022,10
5019324,1,1,1,2,5,1995,26,1,2,,3,,2,2,2,6,,,4,,,,,1,1,,,,,,,,,2,,,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,1,2,76,1,20220103,76,1,1254.5751665,0,,0,0,0,0,0,1,2022,10
5019324,1,2,1,1,11,2011,10,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,2,,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,,,76,1,20220103,76,1,1254.5751665,,,,,0,0,0,,2022,10
5019324,1,3,1,2,4,2018,3,3,1,1,2,,2,2,2,6,,,,,,,,,,,,,,,,,,2,,,,4,4,4,4,4,4,4,4,2,1,2,2,0,,,,1,1,,,76,1,20220103,76,1,1254.5751665,,,,,,,0,,2022,10
5019325,1,1,1,1,1,1968,54,1,2,,2,,2,2,2,5,,,1,1,2,,1,,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,2,1,76,1,20220103,76,1,904.49878033,0,,0,0,0,0,0,1,2022,10
5019325,1,2,2,2,11,1976,45,2,2,,3,,2,2,2,6,,,1,1,1,,1,1,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,904.49878033,0,,0,0,0,0,0,1,2022,10
5019325,1,3,3,1,11,1999,22,3,2,,1,1,2,2,2,5,,,6,,,,,,,,,,,,,1,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,904.49878033,0,,0,0,0,0,0,1,2022,10
5019327,1,1,1,1,5,1948,73,1,3,,3,,1,,1,6,,,3,1,2,,1,,,,,,,1,,,,1,1,2,120000,4,4,2,2,4,4,4,4,1,2,,3,2,,,,1,1,2,1,76,1,20220103,76,1,1079.6003105,0,,0,0,1,1,1,1,2022,10
5019327,1,2,2,2,6,1964,57,2,3,,3,,1,,1,6,,,3,1,1,,1,,,,,,,1,1,,DIFICULTAD PARA CONSEGUIR CITAS MEDICAS,1,1,5,,4,4,3,4,3,3,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1079.6003105,0,,0,0,0,1,1,1,2022,10
5019327,1,3,3,2,9,2003,18,3,1,2,1,1,2,2,2,6,,,6,,,,,,,1,,,1,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,9,0,911,3,,1,1,1,2,76,1,20220103,76,1,1079.6003105,0,,0,0,0,0,0,1,2022,10
5019328,1,1,1,2,12,1966,55,1,2,,3,,2,2,2,6,,,2,1,2,,,1,1,,,,,,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,76,1,20220103,76,1,1124.3027597,0,,0,0,0,0,0,1,2022,10
5019328,1,2,2,1,12,1968,53,2,2,,3,,2,2,2,6,,,2,1,1,,,,,,,,,,,1,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1124.3027597,0,,0,0,0,0,0,1,2022,10
5019328,1,3,3,2,7,1995,26,3,1,1,2,,2,2,2,6,,,6,,,,,,1,,,1,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1124.3027597,0,,0,0,0,0,0,1,2022,10
