DIRECTORIO,SECUENCIA_P,ORDEN,P6016,P3271,P6030S1,P6030S3,P6040,P6050,P6083,P6083S1,P6081,P6081S1,P2057,P2059,P2061,P6080,P6080S1,P6080S1A1,P6070,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P6090,P6100,P6110,P6120,P1906S1,P1906S2,P1906S3,P1906S4,P1906S5,P1906S6,P1906S7,P1906S8,P6160,P6170,P3041,P3042,P3042S1,P3042S2,P3043,P3043S1,HOGAR,CLASE,P3038,P3039,AREA,MES,PERIODO,DPTO,pt,FEX_C18,LGB_Numerica,LGB_sectores,Trans_numerica,LGBT_Numerica,Discapacidad,Dificultad,Campesina,POB_MAY18,PER,REGIS
5019328,1,4,3,2,4,2016,5,8,1,3,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,2,1,2,3,0,,,,1,1,,,76,1,20220103,76,1,1124.3027597,,,,,0,0,0,,2022,10
5019329,1,1,1,2,5,1961,60,1,2,,3,,2,2,2,6,,,4,,,1,,,,1,,1,,1,,,,1,1,3,113600,4,4,4,3,3,4,4,4,1,2,,3,5,,,,1,1,1,2,76,1,20220103,76,1,1222.145908,0,,0,0,0,1,0,1,2022,10
5019329,1,2,2,1,7,1996,25,3,1,1,2,,2,2,2,6,,,6,,,1,,,1,,,1,,1,,,,2,,,,4,4,4,4,4,4,4,4,1,2,,10,4,714,3,,1,1,2,1,76,1,20220103,76,1,1222.145908,0,,0,0,0,0,0,1,2022,10
5019329,1,3,3,1,10,1986,35,3,1,1,2,,2,2,2,6,,,4,,,1,,,,1,,1,,,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1222.145908,0,,0,0,0,0,0,1,2022,10
5019329,1,4,1,2,11,1940,81,4,3,,3,,2,2,2,6,,,5,,,,,,,,,,,,,1,,1,3,,,2,4,3,2,3,2,2,4,1,2,,3,1,,,,1,1,1,2,76,1,20220103,76,1,1222.145908,0,,0,0,1,1,0,1,2022,10
5019331,1,1,1,1,12,1958,63,1,3,,3,,1,,2,6,,,3,1,2,,,,1,,,,,,,,,1,1,2,99,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,2,1,76,1,20220103,76,1,917.25241834,0,,0,0,0,0,0,1,2022,10
5019331,1,2,2,2,10,1965,56,2,3,,3,,1,,2,6,,,3,1,1,,,,1,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,76,1,20220103,76,1,917.25241834,0,,0,0,0,0,0,1,2022,10
5019332,1,1,1,2,12,1976,45,1,3,,2,,2,2,2,6,,,4,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,4,,,,1,1,1,2,76,1,20220103,76,1,1033.3971009,0,,0,0,0,0,0,1,2022,10
5019332,1,2,2,2,11,2003,18,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1033.3971009,0,,0,0,0,0,0,1,2022,10
5019332,1,3,3,2,6,1994,27,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,1,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1033.3971009,0,,0,0,0,0,0,1,2022,10
5019332,1,4,3,2,6,2015,6,8,1,3,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,2,1,1,3,0,,,,1,1,,,76,1,20220103,76,1,1033.3971009,,,,,0,0,0,,2022,10
5019333,1,1,2,2,7,1938,83,1,3,,3,,2,2,2,6,,,4,,,,1,,,,,,,,,,,1,1,5,,4,3,4,1,4,4,1,3,2,2,,1,0,,,,1,1,1,2,76,1,20220103,76,1,983.99567095,0,,0,0,1,1,0,1,2022,10
5019333,1,2,2,1,6,1961,60,3,1,1,3,,2,2,2,6,,,6,,,1,1,,,,,1,,1,,,,1,3,,,4,4,4,3,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,983.99567095,0,,0,0,0,1,0,1,2022,10
5019333,1,3,3,1,6,1975,46,3,1,1,2,,1,,2,6,,,2,2,,,1,,1,,,,,1,,,,2,,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,983.99567095,0,,0,0,0,0,0,1,2022,10
5019334,1,1,1,1,7,1963,58,1,2,,2,,2,2,2,6,,,3,1,2,,,1,1,,,,,,,,,1,1,3,98,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,2,1,76,1,20220103,76,1,887.2438834,0,,0,0,0,0,0,1,2022,10
5019334,1,2,2,2,6,1979,42,2,2,,2,,2,2,2,6,,,3,1,1,1,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,1,2,76,1,20220103,76,1,887.2438834,0,,0,0,0,0,0,1,2022,10
5019334,1,3,3,2,7,2000,21,3,1,2,2,,2,2,2,6,,,6,,,1,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,10,8,321,7,321,1,1,1,2,76,1,20220103,76,1,887.2438834,0,,0,0,0,0,0,1,2022,10
5019335,1,1,1,1,8,1972,49,1,2,,3,,2,2,2,6,,,4,,,1,1,1,1,,,,,1,,,,1,1,1,98,4,4,4,2,4,4,4,4,1,2,,9,4,613,6,613,1,1,2,1,76,1,20220103,76,1,1408.5763402,0,,0,0,1,1,0,1,2022,10
5019335,1,2,2,1,1,2010,12,3,2,,1,1,2,2,2,6,,,6,,,,,,,,,,1,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,4,1,,,,1,1,,,76,1,20220103,76,1,1408.5763402,,,,,0,0,0,,2022,10
5019335,1,3,1,1,12,2013,8,3,2,,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,76,1,20220103,76,1,1408.5763402,,,,,0,0,0,,2022,10
5019336,1,1,1,1,9,1960,61,1,3,,3,,2,2,2,6,,,3,1,2,,,,1,,,,,1,,,,1,1,1,36000,4,4,3,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,774.3219346,0,,0,0,0,0,0,1,2022,10
5019336,1,2,2,2,11,1969,52,2,3,,3,,2,2,2,6,,,3,1,1,,,,,,,,,1,,,,1,1,1,36000,4,4,4,4,4,4,4,4,1,2,,10,10,988,7,988,1,1,1,2,76,1,20220103,76,1,774.3219346,0,,0,0,0,0,0,1,2022,10
5019336,1,3,3,2,10,2000,21,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,1,,,,1,1,5,,4,4,3,4,4,4,4,4,1,1,1,10,8,732,2,,1,1,1,2,76,1,20220103,76,1,774.3219346,0,,0,0,0,0,0,1,2022,10
5019337,1,1,1,2,3,1965,56,1,1,2,2,,2,2,2,6,,,4,,,,1,,,1,,1,,1,,,,1,1,9,,4,4,4,3,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,979.79346247,0,,0,0,0,1,0,1,2022,10
5019337,1,2,1,2,3,1947,74,4,3,,3,,2,2,2,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,76,1,20220103,76,1,979.79346247,0,,0,0,0,0,0,1,2022,10
5019338,1,1,1,2,4,1954,67,1,3,,3,,2,2,2,6,,,4,,,1,1,1,,,,,,1,,,,1,1,2,36000,4,4,3,3,3,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,947.16923245,0,,0,0,0,1,0,1,2022,10
5019339,1,1,1,2,12,1972,49,1,2,,2,,2,2,2,6,,,2,1,2,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,76,1,20220103,76,1,1072.1838465,0,,0,0,0,0,0,1,2022,10
5019339,1,2,2,1,8,1971,50,2,2,,2,,2,1,2,6,,,2,1,1,1,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,2,1,76,1,20220103,76,1,1072.1838465,0,,0,0,0,0,0,1,2022,10
5019339,1,3,3,1,9,2008,13,3,1,1,1,2,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,2,,,,1,1,,,76,1,20220103,76,1,1072.1838465,,,,,0,0,0,,2022,10
5019339,1,4,4,1,6,1973,48,9,2,,2,,1,,2,6,,,4,,,1,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,2,1,76,1,20220103,76,1,1072.1838465,0,,0,0,0,0,0,1,2022,10
5019340,1,1,1,2,9,1988,33,1,2,,2,,2,2,2,6,,,6,,,1,,,,,,,,1,,,,1,1,1,36000,4,4,3,4,4,4,4,4,1,2,,12,4,319,9,319,1,1,1,2,76,1,20220103,76,1,800.71202353,0,,0,0,0,0,0,1,2022,10
5019340,1,2,2,1,11,1976,45,6,2,,2,,2,2,2,6,,,4,,,1,,,,,,,,1,,,,1,1,3,136000,4,4,4,4,4,4,4,4,1,2,,10,10,413,7,413,1,1,2,1,76,1,20220103,76,1,800.71202353,0,,0,0,0,0,0,1,2022,10
5019341,1,1,1,2,1,1980,42,1,2,,2,,2,1,2,6,,,2,1,2,,,1,1,1,,1,,,,,,2,,,,4,4,3,4,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,76,1,20220103,76,1,701.87853868,0,,0,0,0,0,0,1,2022,10
5019341,1,2,2,1,6,1983,38,2,2,,1,4,2,1,2,6,,,2,1,1,,,,1,,,,,,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,701.87853868,0,,0,0,0,0,0,1,2022,10
5019341,1,3,1,1,1,2007,15,3,1,1,1,2,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,,,76,1,20220103,76,1,701.87853868,,,,,0,0,0,,2022,10
5019341,1,4,1,1,2,1942,79,5,3,,3,,1,,2,1,999_01,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,701.87853868,0,,0,0,0,0,0,1,2022,10
5019342,1,1,1,1,5,1977,44,1,2,,3,,2,1,2,5,,,3,1,2,,1,,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,2,1,76,1,20220103,76,1,943.49919699,0,,0,0,0,0,0,1,2022,10
5019342,1,2,2,2,6,1988,33,2,2,,2,,2,1,2,6,,,3,1,1,,1,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,943.49919699,0,,0,0,0,0,0,1,2022,10
5019342,1,3,2,1,1,2017,5,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,1,2,2,0,,,,1,1,,,76,1,20220103,76,1,943.49919699,,,,,0,0,0,,2022,10
5019342,1,4,4,2,4,1971,50,5,2,,2,,2,1,2,6,,,4,,,1,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,76,1,20220103,76,1,943.49919699,0,,0,0,0,0,0,1,2022,10
5019343,1,1,2,1,10,1931,90,1,3,,3,,2,2,2,5,,,5,,,,,,,,,,,,,1,,1,3,,,2,4,3,2,4,4,4,4,1,2,,3,3,,,,1,1,2,1,76,1,20220103,76,1,1016.9472862,0,,0,0,1,1,0,1,2022,10
5019343,1,2,2,2,7,1986,35,3,3,,1,1,2,2,2,5,,,2,2,,1,1,,,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,76,1,20220103,76,1,1016.9472862,0,,0,0,0,0,0,1,2022,10
5019343,1,3,2,1,4,2012,9,8,1,2,3,,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,2,4,4,4,4,1,1,1,3,3,,,,1,1,,,76,1,20220103,76,1,1016.9472862,,,,,1,1,0,,2022,10
5019343,1,4,2,2,7,2017,4,8,1,2,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,2,1,,,,1,1,,,76,1,20220103,76,1,1016.9472862,,,,,,,0,,2022,10
5019344,1,1,1,1,9,1957,64,1,3,,3,,1,,2,6,,,4,,,1,,,,,,,,,,,,1,1,2,100000,2,4,3,2,4,4,4,4,1,2,,3,2,,,,1,1,2,1,76,1,20220103,76,1,875.46968251,0,,0,0,1,1,0,1,2022,10
5019344,1,2,2,2,1,1997,25,3,2,,1,1,2,2,2,6,,,6,,,,,,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,875.46968251,0,,0,0,0,0,0,1,2022,10
5019344,1,3,3,1,10,1997,24,3,2,,1,1,2,2,2,6,,,6,,,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,875.46968251,0,,0,0,0,0,0,1,2022,10
5019344,1,4,4,2,6,2003,18,3,2,,1,1,2,2,2,6,,,6,,,,,,,,,,1,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,1,2,76,1,20220103,76,1,875.46968251,0,,0,0,0,0,0,1,2022,10
5019345,1,1,1,1,7,1988,33,1,2,,2,,2,2,2,5,,,2,1,2,,1,1,1,,,,,,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1188.9441418,0,,0,0,0,0,0,1,2022,10
5019345,1,2,2,2,1,1991,31,2,1,5,2,,2,2,2,6,,,2,1,1,,,,1,,,,,,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,1,2,8,3,413,5,413,1,1,1,2,76,1,20220103,76,1,1188.9441418,0,,0,0,0,0,0,1,2022,10
5019345,1,3,3,2,5,2014,7,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,,,76,1,20220103,76,1,1188.9441418,,,,,0,0,0,,2022,10
5019345,1,4,4,2,12,2019,2,3,1,2,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,76,1,20220103,76,1,1188.9441418,,,,,,,0,,2022,10
5019345,1,5,5,2,12,1964,57,10,2,,2,,2,2,2,6,,,2,2,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,1,1,2,76,1,20220103,76,1,1188.9441418,0,,0,0,0,0,0,1,2022,10
5019346,1,1,1,2,7,1964,57,1,3,,3,,2,2,2,5,,,3,1,2,,,,1,1,,1,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,76,1,20220103,76,1,670.52902575,0,,0,0,0,0,0,1,2022,10
5019346,1,2,2,1,4,1963,58,2,3,,3,,2,2,2,5,,,3,1,1,,1,,1,1,,1,,1,,,,1,1,3,113600,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,670.52902575,0,,0,0,0,0,0,1,2022,10
5019346,1,3,3,1,4,1990,31,3,1,1,1,2,2,2,2,5,,,4,,,,,,,1,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,670.52902575,0,,0,0,0,0,0,1,2022,10
5019346,1,4,1,1,8,1960,61,6,3,,3,,2,2,2,5,,,4,,,,,,1,1,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,2,1,76,1,20220103,76,1,670.52902575,0,,0,0,0,0,0,1,2022,10
5019346,1,5,5,2,10,1993,28,9,3,,2,,2,2,2,5,,,2,1,6,,,,1,,1,,,,,,,1,1,1,36400,4,4,4,4,4,4,4,4,1,2,,9,6,413,6,413,1,1,1,2,76,1,20220103,76,1,670.52902575,0,,0,0,0,0,0,1,2022,10
5019346,1,6,6,1,12,1990,31,13,2,,2,,2,2,2,6,,,2,1,5,1,,,1,,,,,,,,,1,1,1,48000,4,4,4,4,4,4,4,4,1,2,,10,10,1022,7,1022,1,1,2,1,76,1,20220103,76,1,670.52902575,0,,0,0,0,0,0,1,2022,10
5019349,1,1,1,1,4,1996,25,1,2,,2,,2,2,2,6,,,6,,,,,1,1,,,,,,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,955.67054513,0,,0,0,0,0,0,1,2022,10
5019350,1,1,1,1,10,1995,26,1,2,,2,,2,2,2,6,,,4,,,,1,1,1,,,,,,,,,1,1,3,70000,4,4,4,4,4,4,4,4,1,2,,8,4,721,5,721,1,1,2,1,76,1,20220103,76,1,1352.152219,0,,0,0,0,0,0,1,2022,10
5019350,1,2,1,1,10,2017,4,3,2,,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,2,2,,2,1,,,,1,1,,,76,1,20220103,76,1,1352.152219,,,,,,,0,,2022,10
5019350,1,3,1,2,8,2019,2,3,2,,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,3,4,4,4,4,,,,,,,,,1,1,,,76,1,20220103,76,1,1352.152219,,,,,,,0,,2022,10
5019351,1,1,1,2,12,1971,50,1,3,,3,,1,,2,1,999_01,,4,,,,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,1,2,76,1,20220103,76,1,880.78322589,0,,0,0,0,0,0,1,2022,10
5019351,1,2,2,1,10,1994,27,3,1,1,2,,2,2,2,5,,,6,,,,1,,1,,,1,,1,,,,1,1,1,90000,4,4,4,4,4,4,4,4,1,2,,9,6,419,6,419,1,1,2,1,76,1,20220103,76,1,880.78322589,0,,0,0,0,0,0,1,2022,10
5019352,1,1,1,2,9,1982,39,1,2,,2,,2,2,2,5,,,6,,,,1,1,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,2613.2053977,0,,0,0,0,0,0,1,2022,10
5019352,1,2,2,1,12,2001,20,3,1,1,2,,2,2,2,5,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,3,,,,1,1,2,1,76,1,20220103,76,1,2613.2053977,0,,0,0,0,0,0,1,2022,10
5019352,1,3,1,2,1,2006,16,3,1,1,2,,2,2,2,5,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,,,76,1,20220103,76,1,2613.2053977,,,,,0,0,0,,2022,10
5019352,1,4,1,1,4,2015,6,3,1,1,2,,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,76,1,20220103,76,1,2613.2053977,,,,,0,0,0,,2022,10
5019352,1,5,5,2,8,1999,22,3,1,1,2,,2,2,2,5,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,10,1,112,2,,1,1,1,2,76,1,20220103,76,1,2613.2053977,0,,0,0,0,0,0,1,2022,10
5019352,1,6,5,1,11,2019,2,8,1,5,2,,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,76,1,20220103,76,1,2613.2053977,,,,,,,0,,2022,10
5019352,1,7,1,2,8,2013,8,9,2,,2,,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,76,1,20220103,76,1,2613.2053977,,,,,0,0,0,,2022,10
5019352,1,8,1,1,5,2013,8,9,2,,2,,2,2,2,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,3,,,,1,1,,,76,1,20220103,76,1,2613.2053977,,,,,0,0,0,,2022,10
5019353,1,1,1,1,1,1989,33,1,2,,2,,2,2,2,6,,,2,1,2,1,1,1,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,2,1,76,1,20220103,76,1,1158.228022,0,,0,0,0,0,0,1,2022,10
5019353,1,2,2,2,9,1979,42,2,2,,2,,2,2,2,6,,,2,1,1,,,,1,1,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,76,1,20220103,76,1,1158.228022,0,,0,0,0,0,0,1,2022,10
5019353,1,3,2,2,2,2000,21,3,1,2,2,,2,2,2,6,,,6,,,,,,1,,,1,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,76,1,20220103,76,1,1158.228022,0,,0,0,0,0,0,1,2022,10
5019353,1,4,2,1,3,2021,0,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,76,1,20220103,76,1,1158.228022,,,,,,,0,,2022,10
5019354,1,1,1,2,1,1963,59,1,1,2,3,,2,2,2,6,,,6,,,,,,,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,1,2,76,1,20220103,76,1,1224.7418281,0,,0,0,0,0,0,1,2022,10
5019354,1,2,2,2,8,1939,82,4,3,,3,,2,2,2,6,,,5,,,1,,,1,,,,,1,,,,1,1,5,,3,3,3,2,3,2,3,3,1,2,,3,3,,,,1,1,1,2,76,1,20220103,76,1,1224.7418281,0,,0,0,1,1,0,1,2022,10
5019355,1,1,1,1,6,1965,56,1,3,,3,,2,2,2,6,,,5,,,1,,,,,,,,1,,,,1,1,1,56000,4,4,4,4,4,4,4,4,1,2,,8,4,715,5,714,1,1,2,1,76,1,20220103,76,1,850.66817459,0,,0,0,0,0,0,1,2022,10
5019355,1,2,2,1,4,1992,29,3,3,,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,9,6,211,6,211,1,1,2,1,76,1,20220103,76,1,850.66817459,0,,0,0,0,0,0,1,2022,10
5019355,1,3,3,2,8,1994,27,3,3,,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,88000,4,4,4,4,4,4,4,4,1,2,,12,4,411,9,411,1,1,1,2,76,1,20220103,76,1,850.66817459,0,,0,0,0,0,0,1,2022,10
5019356,1,1,1,1,9,1960,61,1,2,,3,,2,2,2,6,,,3,1,2,,,,,,,,,,,1,,1,1,3,625000,4,4,4,4,4,4,4,4,1,2,,11,2,917,8,912,1,1,2,1,76,1,20220103,76,1,1167.5447715,0,,0,0,0,0,0,1,2022,10
5019356,1,2,2,2,7,1972,49,2,2,,2,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,1,1,210000,4,4,4,4,4,4,4,4,1,2,,10,10,912,7,912,1,1,1,2,76,1,20220103,76,1,1167.5447715,0,,0,0,0,0,0,1,2022,10
5019356,1,3,3,2,1,2003,19,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,10,3,912,2,,1,1,1,2,76,1,20220103,76,1,1167.5447715,0,,0,0,0,0,0,1,2022,10
5019356,1,4,2,1,6,2005,16,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,5,1,,1,,1,1,,,76,1,20220103,76,1,1167.5447715,,,,,0,0,0,,2022,10
5019356,1,5,5,2,2,1998,23,10,2,,2,,2,2,2,5,,,6,,,,,,,,,,,,,1,,1,1,4,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,76,1,20220103,76,1,1167.5447715,0,,0,0,0,0,0,1,2022,10
5019358,1,1,1,1,12,1954,67,1,2,,3,,2,2,2,6,,,3,1,2,,,,,,,,,,,1,,1,1,3,125000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,958.22339407,0,,0,0,0,0,0,1,2022,10
5019358,1,2,2,2,12,1972,49,2,2,,2,,2,2,2,5,,,3,1,1,1,1,,1,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,76,1,20220103,76,1,958.22339407,0,,0,0,0,0,0,1,2022,10
5019358,1,3,2,2,1,2007,15,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,4,4,,,,1,1,,,76,1,20220103,76,1,958.22339407,,,,,0,0,0,,2022,10
5019359,1,1,1,1,3,1951,70,1,3,,3,,1,,2,5,,,3,1,2,,,,,,,,,,,1,,1,1,5,,4,4,3,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,76,1,20220103,76,1,1146.5655229,0,,0,0,0,0,0,1,2022,10
5019359,1,2,2,2,11,1951,70,2,3,,3,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,1,2,100000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,76,1,20220103,76,1,1146.5655229,0,,0,0,0,0,0,1,2022,10
5019360,1,1,1,1,2,1990,31,1,1,4,2,,2,2,2,6,,,2,1,2,,1,1,1,,,,,,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,9,6,819,6,819,1,1,2,1,76,1,20220103,76,1,1464.1817243,0,,0,0,0,0,0,1,2022,10
5019360,1,2,2,2,4,1989,32,2,2,,2,,2,2,2,6,,,2,1,1,,,,,,,,,1,,,,1,1,3,113600,4,4,4,4,4,4,4,4,1,2,,10,10,915,7,915,1,1,1,2,76,1,20220103,76,1,1464.1817243,0,,0,0,0,0,0,1,2022,10
5019360,1,3,3,1,5,2014,7,3,2,,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,3,2,,,,1,1,,,76,1,20220103,76,1,1464.1817243,,,,,0,0,0,,2022,10
5019360,1,4,4,2,5,1963,58,4,3,,3,,2,2,2,6,,,4,,,,,,,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,76,1,20220103,76,1,1464.1817243,0,,0,0,0,0,0,1,2022,10
5019362,1,1,1,1,2,1967,54,1,2,,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,3,98,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1327.3202016,0,,0,0,0,0,0,1,2022,10
5019363,1,1,1,1,6,1965,56,1,3,,3,,1,,2,6,,,3,1,2,,1,1,1,,,1,,1,,,,1,1,3,125000,4,4,3,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,76,1,20220103,76,1,1064.6926601,0,,0,0,0,0,0,1,2022,10
5019363,1,2,2,2,7,1968,53,2,2,,3,,2,2,2,6,,,3,1,1,,1,1,1,,,,,1,,,,1,1,5,,4,4,3,4,4,4,4,4,1,2,,4,3,,,,1,1,1,2,76,1,20220103,76,1,1064.6926601,0,,0,0,0,0,0,1,2022,10
