PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20250522;05;2025;8235221;1;1;1;50;;2;1760.6463419;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235221;1;2;1;50;;2;1760.6463419;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235222;1;1;1;50;;1;1375.4006694;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235224;1;1;1;50;;1;1743.4833672;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235224;1;2;1;50;;1;1743.4833672;20;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235227;1;1;1;50;;2;1071.1511612;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;13;PORQUE NO TIENE RECOMENDACION POLITICA PARA BUSCAR EMPLEO;;;;;
20250522;05;2025;8235227;1;2;1;50;;2;1071.1511612;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235227;1;5;1;50;;2;1071.1511612;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235227;1;6;1;50;;2;1071.1511612;20;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235228;1;1;1;50;;2;755.77175395;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235228;1;2;1;50;;2;755.77175395;20;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235229;1;1;1;50;;2;1044.8133171;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235229;1;2;1;50;;2;1044.8133171;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235229;1;3;1;50;;2;1044.8133171;20;1;;1;4;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250522;05;2025;8235230;1;1;1;50;;2;970.50828611;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235230;1;2;1;50;;2;970.50828611;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235230;1;3;1;50;;2;970.50828611;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235230;1;4;1;50;;2;970.50828611;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;10;;;;;;
20250522;05;2025;8235231;1;1;1;50;;2;1100.3896388;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235231;1;2;1;50;;2;1100.3896388;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235231;1;3;1;50;;2;1100.3896388;20;1;;1;4;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250522;05;2025;8235231;1;4;1;50;;2;1100.3896388;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235232;1;1;1;50;;2;1044.8133171;20;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235232;1;2;1;50;;2;1044.8133171;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235232;1;3;1;50;;2;1044.8133171;20;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235233;1;1;1;50;;2;766.49908189;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235234;1;1;1;50;;2;565.21333163;20;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235235;1;1;1;50;;2;934.17540703;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235236;1;1;1;50;;2;1026.3021675;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235236;1;2;1;50;;2;1026.3021675;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235237;1;1;1;50;;2;682.20762214;20;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235237;1;2;1;50;;2;682.20762214;20;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235238;1;1;1;50;;1;2161.6300808;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235238;1;2;1;50;;1;2161.6300808;25;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235238;1;3;1;50;;1;2161.6300808;25;;1;1;6;DESCANSAR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235239;1;1;1;50;;1;2388.0018181;25;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235239;1;2;1;50;;1;2388.0018181;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235239;1;3;1;50;;1;2388.0018181;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235240;1;1;1;50;;1;7158.0179861;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235240;1;2;1;50;;1;7158.0179861;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235240;1;3;1;50;;1;7158.0179861;25;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235240;1;4;1;50;;1;7158.0179861;25;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235240;1;5;1;50;;1;7158.0179861;25;;1;1;6;DESCANSANDO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235240;1;6;1;50;;1;7158.0179861;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235241;1;1;1;50;;1;3166.6094942;25;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235241;1;2;1;50;;1;3166.6094942;25;;1;1;6;DESCANSADO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235241;1;3;1;50;;1;3166.6094942;25;1;;1;3;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;1
20250522;05;2025;8235241;1;4;1;50;;1;3166.6094942;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235242;1;1;1;50;;2;971.98736236;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235242;1;2;1;50;;2;971.98736236;25;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235242;1;3;1;50;;2;971.98736236;25;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235243;1;1;1;50;;1;839.0116277;41;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235244;1;1;1;50;;1;877.13701321;41;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235244;1;2;1;50;;1;877.13701321;41;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235245;1;1;1;50;;1;490.11404812;50;;1;1;6;DESCASAR EN EL HOGAR POR EDAD;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235245;1;2;1;50;;1;490.11404812;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235246;1;1;1;50;;1;642.80740676;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235246;1;2;1;50;;1;642.80740676;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235247;1;1;1;50;;1;1902.1521456;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235247;1;2;1;50;;1;1902.1521456;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235248;1;1;1;50;;1;911.42477854;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235248;1;2;1;50;;1;911.42477854;50;;1;1;6;DESCANSAR EN EL HOGAR POR EDAD Y ENFERMEDAD;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235249;1;1;1;50;;1;1301.8652514;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235249;1;2;1;50;;1;1301.8652514;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235250;1;1;1;50;;1;1124.5881113;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235251;1;1;1;50;;2;922.51990394;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235251;1;2;1;50;;2;922.51990394;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;10;;;;;;
20250522;05;2025;8235252;1;1;1;50;;1;788.90980106;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235253;1;1;1;50;;1;505.22852022;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235253;1;2;1;50;;1;505.22852022;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235254;1;1;1;50;;2;640.26330472;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235254;1;2;1;50;;2;640.26330472;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235254;1;3;1;50;;2;640.26330472;50;1;;1;2;;;2;2;;;;2;1;1;1;1;;;;;;;;;;;;;;1
20250522;05;2025;8235254;1;4;1;50;;2;640.26330472;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235254;1;7;1;50;;2;640.26330472;50;1;;1;4;;;2;2;;;;2;1;1;1;1;;;;;;;;;;;;;;1
20250522;05;2025;8235254;1;8;1;50;;2;640.26330472;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235255;1;1;1;50;;1;708.66544819;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235255;1;2;1;50;;1;708.66544819;50;;1;1;6;DESCANSAR EN EL HOGAR POR EDAD Y ENFERMEDAD;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235256;1;1;1;50;;1;908.03314221;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235257;1;1;1;50;;2;633.52726331;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235257;1;2;1;50;;2;633.52726331;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;11;;;;;;
20250522;05;2025;8235258;1;1;1;50;;2;482.98422961;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235259;1;1;1;50;;2;1002.6046357;50;1;;1;6;DILIGENCIAS MEDICAS;;2;1;1;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235259;1;2;1;50;;2;1002.6046357;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235260;1;1;1;50;;2;473.35779973;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;10;;;;;;
20250522;05;2025;8235260;1;3;1;50;;2;473.35779973;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235261;1;1;1;50;;2;278.9449791;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235261;1;2;1;50;;2;278.9449791;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235262;1;1;1;50;;1;1183.5138649;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235262;1;2;1;50;;1;1183.5138649;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235263;1;1;1;50;;2;255.76093778;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235266;1;1;1;50;;1;625.13105252;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235266;1;2;1;50;;1;625.13105252;50;1;;1;4;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250522;05;2025;8235267;1;1;1;50;;2;393.96318758;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235267;1;2;1;50;;2;393.96318758;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235267;1;3;1;50;;2;393.96318758;50;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250522;05;2025;8235268;1;1;1;50;;2;573.30200607;50;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235269;1;1;1;50;;2;473.35779973;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235269;1;3;1;50;;2;473.35779973;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235270;1;1;1;50;;2;493.70444827;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235270;1;2;1;50;;2;493.70444827;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235270;1;3;1;50;;2;493.70444827;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235271;1;1;1;50;;1;696.98183327;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235271;1;2;1;50;;1;696.98183327;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235272;1;1;1;50;;2;257.6796178;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235272;1;2;1;50;;2;257.6796178;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235273;1;1;1;50;;2;278.9449791;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235273;1;2;1;50;;2;278.9449791;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235274;1;1;1;50;;2;384.87736088;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235274;1;2;1;50;;2;384.87736088;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235275;1;1;1;50;;2;442.75402522;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235275;1;2;1;50;;2;442.75402522;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235278;1;1;1;50;;1;1370.1644381;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235278;1;2;1;50;;1;1370.1644381;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235278;1;3;1;50;;1;1370.1644381;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235279;1;1;1;50;;2;204.60875023;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235280;1;1;1;50;;1;1144.6348766;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235281;1;1;1;50;;2;542.4952859;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235281;1;2;1;50;;2;542.4952859;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235282;1;1;1;50;;2;204.60875023;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235283;1;1;1;50;;2;698.66241155;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235284;1;1;1;50;;1;908.81233335;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235285;1;1;1;50;;2;558.92992924;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235286;1;1;1;50;;2;278.9449791;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235286;1;2;1;50;;2;278.9449791;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235287;1;1;1;50;;2;679.10283918;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235287;1;2;1;50;;2;679.10283918;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235287;1;3;1;50;;2;679.10283918;50;1;;1;3;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;1
20250522;05;2025;8235287;1;4;1;50;;2;679.10283918;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235288;1;1;1;50;;2;204.60875023;50;;1;1;6;DESCANSANDO POR VEJEZ;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235288;1;2;1;50;;2;204.60875023;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235288;1;3;1;50;;2;204.60875023;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235289;1;1;1;50;;2;630.69479447;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235289;1;2;1;50;;2;630.69479447;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235289;1;3;1;50;;2;630.69479447;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235290;1;1;1;50;;2;573.30200607;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235291;1;1;1;50;;2;558.92992924;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235292;1;1;1;50;;2;204.60875023;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235292;1;2;1;50;;2;204.60875023;50;1;;1;4;;;2;2;;;;2;1;1;1;1;;;;;;;;;;;;;;1
20250522;05;2025;8235293;1;1;1;50;;2;505.18023917;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235293;1;2;1;50;;2;505.18023917;50;;1;1;6;VER TELEVISION;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235293;1;3;1;50;;2;505.18023917;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235293;1;4;1;50;;2;505.18023917;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;10;;;;;;
20250522;05;2025;8235293;1;6;1;50;;2;505.18023917;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235293;1;7;1;50;;2;505.18023917;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235294;1;1;1;50;;2;558.92992924;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235295;1;1;1;50;;2;393.96318758;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235295;1;2;1;50;;2;393.96318758;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235295;1;3;1;50;;2;393.96318758;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235296;1;1;1;50;;2;348.29901466;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235297;1;1;1;50;;2;476.40661741;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235297;1;2;1;50;;2;476.40661741;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235298;1;1;1;50;;2;664.48263954;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235298;1;2;1;50;;2;664.48263954;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235299;1;1;1;50;;2;614.93614614;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235299;1;2;1;50;;2;614.93614614;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235300;1;1;1;50;;2;407.08054997;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;2;;1;2;;;
20250522;05;2025;8235300;1;2;1;50;;2;407.08054997;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235301;1;1;1;50;;2;563.96335479;50;;1;1;6;DESCANSAR EN EL HOGAR POR RECUPERACION DE CIRUGIA;;2;2;;;;2;2;;;;;;;;;;1;9;;;;;;
20250522;05;2025;8235301;1;2;1;50;;2;563.96335479;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235301;1;3;1;50;;2;563.96335479;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;10;;;;;;
20250522;05;2025;8235302;1;1;1;50;;2;557.7722337;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235302;1;2;1;50;;2;557.7722337;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235302;1;3;1;50;;2;557.7722337;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235303;1;1;1;50;;2;204.60875023;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235303;1;2;1;50;;2;204.60875023;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235304;1;1;1;50;;2;536.64914401;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235305;1;1;1;50;;2;206.14369424;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235305;1;2;1;50;;2;206.14369424;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235306;1;1;1;50;;2;278.9449791;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235306;1;2;1;50;;2;278.9449791;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235307;1;1;1;50;;2;536.64914401;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235308;1;1;1;50;;2;212.33481533;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235308;1;2;1;50;;2;212.33481533;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235309;1;1;1;50;;2;394.76559615;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235310;1;1;1;50;;2;818.4350009;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235310;1;2;1;50;;2;818.4350009;50;1;;1;2;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250522;05;2025;8235310;1;3;1;50;;2;818.4350009;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235310;1;4;1;50;;2;818.4350009;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235311;1;1;1;50;;2;536.64914401;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235312;1;1;1;50;;2;536.64914401;50;1;;1;2;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250522;05;2025;8235313;1;1;1;50;;2;476.40661741;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235313;1;2;1;50;;2;476.40661741;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235314;1;1;1;50;;1;804.36769063;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235314;1;2;1;50;;1;804.36769063;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235314;1;3;1;50;;1;804.36769063;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235314;1;4;1;50;;1;804.36769063;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235314;1;5;1;50;;1;804.36769063;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235315;1;1;1;50;;1;914.20254575;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235315;1;2;1;50;;1;914.20254575;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235316;1;1;1;50;;1;828.56798049;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235316;1;2;1;50;;1;828.56798049;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235318;1;1;1;50;;1;725.54451112;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235318;1;2;1;50;;1;725.54451112;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235320;1;1;1;50;;1;726.42651377;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235321;1;1;1;50;;1;851.51241902;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8235321;1;2;1;50;;1;851.51241902;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8235322;1;1;1;50;;1;1248.5455705;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
