PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18;LGB_Numerica;LGB_sectores;LGBT_Numerica;Trans_numerica;Discapacidad;Dificultad;Campesina
20230208;02;2023;7365322;1;1;1;10;23;1;177.19851377;23;1;1;2;29;5;1993;1;2;;2;;2;2;2;6;;;4;;;;1;;;;;;;1;;;;1;1;3;145500;4;4;4;4;4;4;4;4;1;2;;10;10;511;7;511;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365322;1;2;1;10;23;1;177.19851377;23;1;1;1;2;12;2020;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365322;1;3;1;10;23;1;177.19851377;23;1;3;1;35;11;1987;6;2;;2;;2;2;2;6;;;2;1;4;1;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365322;1;4;1;10;23;1;177.19851377;23;1;4;2;31;10;1991;9;2;;2;;2;2;2;6;;;2;1;3;1;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365322;1;5;1;10;23;1;177.19851377;23;1;5;2;6;4;2016;9;1;4;1;3;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;;;;;;0;0;0
20230208;02;2023;7365323;1;1;1;10;23;1;172.05583249;23;1;1;1;41;9;1981;1;2;;2;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;11;2;421;8;421;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365323;1;2;1;10;23;1;172.05583249;23;1;2;2;44;2;1979;2;2;;2;;2;2;2;6;;;3;1;1;;;;;;;;;1;;;;1;1;3;145000;4;4;4;4;4;4;4;4;1;1;2;11;1;421;7;421;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365323;1;3;1;10;23;1;172.05583249;23;1;3;1;23;5;1999;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;10;7;421;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365323;1;4;1;10;23;1;172.05583249;23;1;2;2;16;12;2006;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;4;3;;;;;;;;;;;0;0;0
20230208;02;2023;7365323;1;5;1;10;23;1;172.05583249;23;1;2;1;0;4;2022;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365323;1;6;1;10;23;1;172.05583249;23;1;6;2;22;2;2001;10;2;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365324;1;1;1;10;23;1;76.257740848;23;1;1;1;65;3;1958;1;2;;3;;2;2;2;6;;;2;1;2;1;1;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365324;1;2;1;10;23;1;76.257740848;23;1;2;2;53;2;1970;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365324;1;3;1;10;23;1;76.257740848;23;1;3;2;28;6;1994;3;1;2;1;1;2;2;2;6;;;6;;;1;1;1;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;8;411;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365324;1;4;1;10;23;1;76.257740848;23;1;4;2;30;7;1992;3;1;2;1;1;2;2;2;6;;;4;;;1;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365324;1;5;1;10;23;1;76.257740848;23;1;2;2;15;2;2008;8;2;;2;;2;2;2;6;;;6;;;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;;;;;;0;0;0
20230208;02;2023;7365324;1;6;1;10;23;1;76.257740848;23;1;2;1;9;4;2013;8;2;;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;;;;;;0;0;0
20230208;02;2023;7365324;1;7;1;10;23;1;76.257740848;23;1;2;2;5;4;2017;8;2;;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;;;;;;0;0;0
20230208;02;2023;7365325;1;1;1;10;23;1;169.44672307;23;1;1;1;63;10;1959;1;3;;2;;1;;2;6;;;5;;;1;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;1;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365325;1;2;1;10;23;1;169.44672307;23;1;2;1;59;4;1963;11;3;;3;;1;;2;6;;;4;;;;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365326;1;1;1;10;23;1;216.31990199;23;1;1;2;41;9;1981;1;2;;2;;2;2;2;6;;;4;;;1;1;;1;;1;1;;1;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365326;1;2;1;10;23;1;216.31990199;23;1;2;1;15;6;2007;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;;;;;;0;0;0
20230208;02;2023;7365327;1;1;1;10;23;1;180.0058425;23;1;1;2;65;4;1957;1;2;;3;;1;;2;6;;;5;;;;1;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365327;1;2;1;10;23;1;180.0058425;23;1;2;2;30;9;1992;3;1;1;3;;1;;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365327;1;3;1;10;23;1;180.0058425;23;1;3;2;11;3;2011;9;2;;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;;;;;;0;0;0
20230208;02;2023;7365328;1;1;1;10;23;1;198.51297208;23;1;1;2;33;9;1989;1;2;;2;;2;2;2;6;;;4;;;;;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;919;7;919;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365328;1;2;1;10;23;1;198.51297208;23;1;1;2;3;4;2019;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;2;5;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;;;;;;;;;;0
20230208;02;2023;7365328;1;3;1;10;23;1;198.51297208;23;1;1;1;1;12;2021;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;2;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365330;1;1;1;10;23;1;210.80586181;23;1;1;2;33;7;1989;1;2;;3;;1;;2;6;;;3;1;2;1;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365330;1;2;1;10;23;1;210.80586181;23;1;2;1;33;11;1989;2;2;;2;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;2;1;80000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365330;1;3;1;10;23;1;210.80586181;23;1;3;2;7;1;2016;3;1;1;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;;;;;;0;0;0
20230208;02;2023;7365331;1;1;1;10;23;1;83.190262743;23;1;1;1;61;11;1961;1;3;;3;;2;2;2;6;;;3;1;2;;1;1;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365331;1;2;1;10;23;1;83.190262743;23;1;2;2;57;5;1965;2;3;;3;;2;2;2;6;;;3;1;1;;1;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365331;1;3;1;10;23;1;83.190262743;23;1;3;1;30;9;1992;3;1;2;1;1;2;2;2;6;;;2;1;4;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365331;1;4;1;10;23;1;83.190262743;23;1;4;2;34;9;1988;7;2;;2;;2;2;2;6;;;2;1;3;1;1;;;;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365331;1;5;1;10;23;1;83.190262743;23;1;5;2;28;9;1994;3;1;2;1;1;2;2;2;6;;;2;1;6;1;1;1;1;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;419;5;419;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365331;1;6;1;10;23;1;83.190262743;23;1;6;1;25;7;1997;7;2;;2;;1;;2;6;;;2;1;5;1;1;1;1;;;;;;;;;1;1;1;50300;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365331;1;7;1;10;23;1;83.190262743;23;1;7;1;8;7;2014;8;1;5;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;;;;;;0;0;0
20230208;02;2023;7365331;1;8;1;10;23;1;83.190262743;23;1;8;2;5;4;2017;8;1;5;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;;;;;;0;0;0
20230208;02;2023;7365331;1;9;1;10;23;1;83.190262743;23;1;6;1;0;2;2023;8;1;5;1;6;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365332;1;1;1;10;23;1;217.90639172;23;1;1;1;22;3;2000;1;2;;2;;1;;2;6;;;6;;;1;;;1;;;;;1;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365332;1;2;1;10;23;1;217.90639172;23;1;2;2;19;5;2003;6;2;;2;;1;;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;3;3;4;4;4;4;1;1;1;8;2;419;2;;1;2;1;0;;0;0;0;1;0
20230208;02;2023;7365332;1;3;1;10;23;1;217.90639172;23;1;3;2;22;10;2000;9;2;;2;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;8;3;414;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365333;1;1;1;10;23;1;121.13876134;23;1;1;2;43;12;1979;1;1;4;2;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;3;185000;4;4;4;4;4;4;4;4;1;1;1;10;6;322;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365333;1;2;1;10;23;1;121.13876134;23;1;2;1;21;4;2001;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;6;715;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365333;1;3;1;10;23;1;121.13876134;23;1;3;2;10;12;2012;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;;;;;;0;0;0
20230208;02;2023;7365333;1;4;1;10;23;1;121.13876134;23;1;4;2;65;8;1957;4;1;5;3;;1;;2;6;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365333;1;5;1;10;23;1;121.13876134;23;1;4;2;90;5;1932;9;3;;3;;1;;2;6;;;5;;;;;;;;;;;;;1;;1;3;;;3;2;2;1;3;1;2;1;1;2;;3;1;;;;1;2;1;0;;0;0;1;1;0
20230208;02;2023;7365334;1;1;1;10;23;1;295.84215482;23;1;1;2;60;4;1962;1;3;;1;2;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;10;10;188;7;188;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365334;1;2;1;10;23;1;295.84215482;23;1;2;1;97;4;1925;4;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365334;1;3;1;10;23;1;295.84215482;23;1;3;1;61;1;1962;6;3;;1;2;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365335;1;1;1;10;23;1;266.2377294;23;1;1;2;39;6;1983;1;2;;3;;2;1;2;6;;;4;;;;;;;;;;;;;1;;1;1;1;64000;4;4;4;4;4;4;4;4;1;2;;9;6;916;6;916;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365335;1;2;1;10;23;1;266.2377294;23;1;2;1;14;8;2008;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;;;;;;0;0;0
20230208;02;2023;7365336;1;1;1;10;23;1;242.40934418;23;1;1;2;54;4;1968;1;3;;3;;1;;2;1;800_01;;4;;;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365336;1;2;1;10;23;1;242.40934418;23;1;2;1;24;9;1998;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365336;1;3;1;10;23;1;242.40934418;23;1;3;1;21;7;2001;3;1;1;2;;1;;2;6;;;6;;;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365336;1;4;1;10;23;1;242.40934418;23;1;4;1;5;8;2017;8;2;;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;;;;;;;;0;0;0
20230208;02;2023;7365336;2;1;2;10;23;1;242.40934418;23;1;1;1;64;12;1958;1;3;;3;;2;2;2;6;;;4;;;;;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365337;1;1;1;10;23;1;114.38661127;23;1;1;2;36;5;1986;1;2;;2;;2;2;2;6;;;4;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365337;1;2;1;10;23;1;114.38661127;23;1;2;2;17;9;2005;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;;;;;;;;0;0;0
20230208;02;2023;7365337;1;3;1;10;23;1;114.38661127;23;1;1;1;8;10;2014;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;;;;;;0;0;0
20230208;02;2023;7365337;1;4;1;10;23;1;114.38661127;23;1;1;2;7;10;2015;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;;;;;;0;0;0
20230208;02;2023;7365337;1;5;1;10;23;1;114.38661127;23;1;1;2;5;8;2017;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;;;;;;0;0;0
20230208;02;2023;7365337;1;6;1;10;23;1;114.38661127;23;1;1;1;2;1;2021;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365337;1;7;1;10;23;1;114.38661127;23;1;7;2;31;9;1991;9;2;;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365338;1;1;1;10;23;1;191.20353574;23;1;1;2;70;12;1952;1;3;;3;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365338;1;2;1;10;23;1;191.20353574;23;1;2;1;44;7;1978;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;10;10;232;7;232;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365338;1;3;1;10;23;1;191.20353574;23;1;3;1;45;3;1977;3;1;1;2;;2;2;2;6;;;3;1;4;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365338;1;4;1;10;23;1;191.20353574;23;1;4;2;48;10;1974;7;2;;2;;2;2;2;6;;;3;1;3;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365338;1;5;1;10;23;1;191.20353574;23;1;5;1;14;12;2008;8;1;4;1;3;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;4;;;;;;;;;;;0;0;0
20230208;02;2023;7365338;1;6;1;10;23;1;191.20353574;23;1;4;2;12;3;2010;8;1;4;1;3;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;;;;;;0;0;0
20230208;02;2023;7365339;1;1;1;10;23;1;255.86115082;23;1;1;2;65;6;1957;1;3;;3;;1;;2;6;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365340;1;1;1;10;23;1;194.48305394;23;1;1;2;91;7;1931;1;3;;3;;1;;2;6;;;5;;;;1;1;;;;;;1;;;;1;3;;;4;4;4;1;4;3;4;4;2;2;;1;0;;;;1;2;1;0;;0;0;1;1;0
20230208;02;2023;7365340;1;2;1;10;23;1;194.48305394;23;1;2;2;50;6;1972;3;1;1;3;;1;;1;6;;;4;;;;1;1;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7365341;1;1;1;10;;1;989.83103878;25;1;1;1;55;4;1967;1;2;;3;;2;2;2;6;;;6;;;;1;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365341;1;2;1;10;;1;989.83103878;25;1;2;2;41;11;1981;13;2;;2;;2;2;2;6;;;4;;;1;1;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365342;1;1;1;10;;1;720.7365179;25;1;1;1;58;4;1964;1;3;;3;;2;2;2;6;;;4;;;1;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365342;1;2;1;10;;1;720.7365179;25;1;2;1;26;11;1996;3;2;;1;1;2;2;2;6;;;2;1;3;1;1;1;1;;;;;;;;;1;1;1;60000;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365342;1;3;1;10;;1;720.7365179;25;1;3;2;27;5;1995;7;3;;2;;2;2;2;6;;;2;1;2;;1;1;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;112;5;112;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365342;1;4;1;10;;1;720.7365179;25;1;4;2;6;4;2016;8;1;3;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;3;1;;;;;;;;;;;0;0;0
20230208;02;2023;7365342;1;5;1;10;;1;720.7365179;25;1;5;1;6;4;2016;8;1;3;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;3;1;;;;;;;;;;;0;0;0
20230208;02;2023;7365342;1;6;1;10;;1;720.7365179;25;1;6;2;4;1;2019;8;1;3;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;1;0;;;;;;;;;;;;;0
20230208;02;2023;7365343;1;1;1;10;;1;484.42744249;25;1;1;2;22;12;2000;1;2;;2;;1;;2;6;;;2;1;2;1;1;;;;;;;1;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365343;1;2;1;10;;1;484.42744249;25;1;2;1;22;7;2000;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365343;1;3;1;10;;1;484.42744249;25;1;3;1;1;11;2021;3;1;1;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365343;1;4;1;10;;1;484.42744249;25;1;4;1;17;3;2005;6;2;;2;;2;2;2;6;;;6;;;1;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;;;;;;;;0;0;0
20230208;02;2023;7365343;1;5;1;10;;1;484.42744249;25;1;5;1;15;9;2007;9;2;;2;;2;2;2;6;;;6;;;;;;;;;;;1;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;;;;;;0;0;0
20230208;02;2023;7365343;1;6;1;10;;1;484.42744249;25;1;6;2;13;1;2010;9;2;;2;;2;2;2;6;;;6;;;1;;;;;;;1;1;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;;;;;;0;0;0
20230208;02;2023;7365346;1;1;1;10;;1;1296.9051437;25;1;1;1;33;11;1989;1;2;;3;;1;;2;6;;;2;1;2;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365346;1;2;1;10;;1;1296.9051437;25;1;2;2;33;2;1990;2;2;;2;;2;2;2;6;;;2;1;1;1;;;;;;;;;;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365346;1;3;1;10;;1;1296.9051437;25;1;3;1;14;8;2008;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;4;3;;;;;;;;;;;0;0;0
20230208;02;2023;7365346;1;4;1;10;;1;1296.9051437;25;1;2;1;9;3;2013;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;4;;;;;;;;;;;0;0;0
20230208;02;2023;7365346;1;5;1;10;;1;1296.9051437;25;1;2;2;0;10;2022;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365347;1;1;1;10;;1;876.2264255;25;1;1;1;60;7;1962;1;2;;2;;1;;2;6;;;4;;;;1;;1;;;;;;;;;2;;;;4;4;4;4;3;4;4;4;1;2;;3;2;;;;2;1;1;0;;0;0;0;1;0
20230208;02;2023;7365348;1;1;1;10;;1;1796.2531201;25;1;1;2;32;5;1990;1;2;;2;;2;2;2;6;;;6;;;1;;;1;;;;;1;;;;1;1;1;82000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365348;1;2;1;10;;1;1796.2531201;25;1;2;2;14;5;2008;3;1;1;2;;2;2;2;6;;;6;;;1;;;;;;;1;;;;;1;2;5;;2;4;4;4;4;4;4;4;1;1;1;4;4;;;;;;;;;;;1;1;0
20230208;02;2023;7365350;1;1;1;10;;1;2683.4344559;25;1;1;2;33;3;1989;1;2;;2;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;1;140000;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;411;1;2;1;0;;0;0;0;0;0
20230208;02;2023;7365350;1;2;1;10;;1;2683.4344559;25;1;2;1;35;2;1988;2;2;;2;;2;2;2;6;;;3;1;1;1;;;1;;;;;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230208;02;2023;7365350;1;3;1;10;;1;2683.4344559;25;1;3;1;13;3;2009;3;1;1;1;2;2;2;2;6;;;6;;;1;;;;;;;1;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;4;3;;;;;;;;;;;0;0;0
20230208;02;2023;7365350;1;4;1;10;;1;2683.4344559;25;1;1;1;2;4;2020;3;1;1;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230208;02;2023;7365351;1;1;1;10;;1;2348.4692296;25;1;1;1;48;7;1974;1;2;;2;;1;;1;6;;;4;;;;;;;;1;1;;;;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;1
