DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
7000907;1;1;1;INVESTIGACION Y CONTROL DE ENTIDADES PUBLICAS;1;2;1;;1;;1;1;1;1;1;72;;1;1;1;1;2;13000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;1;98;1;1;6500000;1;13000000;1;6500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;10;7;;1;;1;2;1;23;1;1;1;0;180;1;;13;PORQUE PASO CONCURSO;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;1;2;2;5;10;1;1;15;2;8415;2611;84;13000000;03;20220309;15;1;76.252920052;5;1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000908;1;1;1;ASESORIAS JURIDICAS;2;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;1;2;2;;;;;;1;1;;;;;;3000000;1;;3;;3;2;10;40;;;40;;;1;1;;4;;1;1;2;10;1;2;1;0;18;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;14;;2;1;1;15;4;6910;2611;69;3000000;03;20220309;15;1;110.86328406;;;;;2;;;;;3;3000000;3000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000910;1;1;1;PRODUCCION DE PAPA;2;;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;2;;12;2;1;;;2;;;2;;0;1;;2;;3;2;12;30;2;;30;;;2;8;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;8;20;2;1;1;15;4;0113;6111;01;0;03;20220309;15;1;82.259891573;;;;;2;;;;;2;;;;;;;;;;;;;;;300000000;0;0;80000000;50000000;100000000;0;0;0;12000000;;12000000;;2022;60
7000911;1;1;1;SERVICIO DE TRANSPORTE DE CARGA PESADA;2;;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2022;1;1;;1;;3;;7;2;12;48;;;48;;;4;7;;1;;1;2;2;20;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;15;5;4923;1324;49;;03;20220309;15;1;91.399667211;;;;;1;6;6;0;0;2;;;;;;;;;98;98;98;0;0;98;;;;;;;;;;;;;;2022;60
7000911;1;2;1;COMERCIO DE REPUESTOS PARA VEHICULOS AL POR MENOR;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;98;;;;;;1;1;2022;1;1;;1;;3;;7;2;12;48;;;48;;;2;7;;1;;1;2;2;15;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;15;5;4530;1420;45;;03;20220309;15;1;91.399667211;;;;;1;1;1;0;0;3;;;;;;;;;98;1000000;98;98;98;0;;;;;;;;;;;;;;2022;60
7000914;1;1;1;RAMA JUDICIAL DE INVESTIGACION;1;2;1;;1;;1;1;1;1;1;150;;2;2;2;2;2;1114000;2;;;2;;2;;2;;2;;2;;;1;114000;1;2;;;2;;;2;;;2;;;1;500000;1;1000000;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;13;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;15;2;8424;4110;84;1114000;03;20220309;15;1;131.69177487;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000915;1;1;1;PAPAS FRITAS EMPAQUETADAS;1;1;;;1;;1;2;2;2;2;3;;1;1;9;1;2;450000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;40;;;40;;;4;11;EN UNA FABRICA;11;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;2;30;5;1;1;15;1;1089;9411;10;450000;03;20220309;15;1;96.923548491;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000916;1;2;1;PAPAS FRITAS;1;1;;;1;;1;2;2;2;2;12;;1;1;1;2;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;6;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;5;2;1;1;15;1;1089;8160;10;1000000;03;20220309;15;1;140.81987742;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000917;1;1;1;SERVICIOS DE EDUCACION BASICA Y SECUNDARIA;1;2;2;11;1;;1;1;1;1;1;108;;2;2;2;2;2;1114000;2;;;2;;2;;2;;2;;2;;;1;114000;1;2;;;2;;;2;;;2;;;1;500000;1;1000000;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;6;7;;1;;1;2;1;15;1;1;1;24;60;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;1;1;15;1;8530;9112;85;1114000;03;20220309;15;1;90.381753666;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000918;1;1;1;DIGITALIZACION DE INFORMACION DE ARQUITECTURA;1;2;1;;2;1;2;2;2;2;2;36;;1;1;1;1;2;3200000;1;98;1;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;2;;;;2;2;1;0;7;4;;8;;2;;;;;;1;3;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;3;2;3;1;1;15;1;8219;4110;82;3200000;03;20220309;15;1;115.08513217;1;1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000918;1;2;1;SERVICIOS DE ASESORIAS FINANCIERAS;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;1;2;2;;;;;;2;2;;;;;;1000000;1;;1;;3;2;9;48;;;48;;;1;7;;1;;3;;;;2;1;1;0;360;2;;4;;2;;;;;;1;4;1;1;1;1;1;2;1;2;1;2;2;2;1;1;1;1;1;2;1;1;3;2;10;1;1;15;4;7010;2412;70;1000000;03;20220309;15;1;115.08513217;;;;;2;;;;;2;1000000;1000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000919;1;1;1;FONOAUDIOLOGIA TERAPIAS HOSPITALIZACIONES;1;2;1;;1;;1;1;1;1;1;300;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;40;;;40;;;10;11;EN UNA CLINICA;1;;1;2;1;25;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;5;1;1;15;1;8610;4412;86;1000000;03;20220309;15;1;124.71781767;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000919;1;2;1;JAMON SALCHICHA;1;2;1;;2;1;1;1;1;1;1;36;;1;1;9;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;1;1000000;1;500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;48;;;48;;;4;7;;1;;1;1;1;9;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;2;2;35;5;1;1;15;1;1011;5223;10;1000000;03;20220309;15;1;124.71781767;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000919;1;3;1;SERVICIOS DE HISPITALIZACION ESPECIALIZADA;1;2;1;;1;;1;1;1;1;1;36;;1;1;1;1;2;1000000;1;200000;2;2;;2;;2;;2;;2;;;1;117712;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;48;;;48;;;9;11;En una clinica;1;;1;1;1;3;1;1;1;0;6;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;1;1;8;15;5;1;1;15;1;8720;2221;87;1000000;03;20220309;15;1;124.71781767;2;2;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000921;1;1;1;SERVICIOS DE EDUCACION PRIMARIA Y SECUNDARIA;1;1;;;1;;2;2;2;2;2;1;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;48;;;48;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;45;3;1;1;15;1;8530;9112;85;1000000;03;20220309;15;1;102.56009078;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000922;1;3;1;SERVICIOS DE CUIDADO DE LA PRIMERA INFANCIA;1;1;;;1;;2;2;2;2;2;2;;1;1;9;9;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;35;1;;35;;;2;7;;2;;2;;;;2;2;1;24;6;1;;5;;2;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;2;1;2;2;1;2;2;1;3;25;3;1;1;15;1;8891;9112;88;500000;03;20220309;15;1;127.90032847;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000924;1;1;1;REPARACION Y MANTENIMIENTO DE SILLAS Y TAPICES PARA VEHICULOS;2;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;500000;1;;3;;3;1;6;48;;;48;;;2;7;;7;;2;;;;2;2;1;12;24;1;;2;;2;;;;;;2;;;;1;1;1;1;2;2;2;1;2;2;2;1;1;2;2;2;2;1;3;2;9;1;1;15;4;4520;7532;45;500000;03;20220309;15;1;138.71868609;;;;;1;1;0;0;1;3;;;500000;500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000924;1;2;1;REPARACION Y MANTENIMIENTO DE SILLAS Y TAPICES PARA VEHICULOS;2;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;48;;;48;;;2;7;;7;;2;;;;2;2;1;24;56;3;;2;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;9;1;1;15;6;4520;7534;45;;03;20220309;15;1;138.71868609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000928;1;1;1;SERVICIOS DE EDUCACION;1;1;;;1;;2;2;2;2;2;1;;1;1;2;2;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;2;2;2;45;3;1;1;15;1;8530;9112;85;1000000;03;20220309;15;1;162.37763191;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000928;1;2;1;SERVICIOS DE GUARDAS DE SEGURIDAD;1;2;1;;1;;1;1;1;1;1;12;;1;1;9;9;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;450000;1;450000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;3;;1;;1;1;1;3;1;1;1;12;8;4;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;1;1;15;1;8010;5414;80;1000000;03;20220309;15;1;162.37763191;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000929;1;1;1;EDUCACION SUPERIOR;1;2;2;12;1;;2;1;1;1;2;72;;1;1;1;1;1;1600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;600000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;40;;;40;;;10;7;;1;;1;2;1;6;1;1;1;12;12;1;;1;;2;;;;;;1;4;2;1;2;;;;;;;;;;;;1;2;1;2;1;2;2;25;8;1;1;15;2;8544;3341;85;1600000;03;20220309;15;1;138.3857757;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000930;1;1;1;SERVICIO DE TRANSPORTE DE CARGA;2;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1600000;1;;3;;3;1;12;35;2;;35;;;2;4;;1;;2;;;;2;2;1;6;36;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;15;15;2;1;1;15;4;4923;8332;49;1600000;03;20220309;15;1;110.16924173;;;;;2;;;;;3;;;1600000;1600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000932;1;2;1;SERVICIOS DE MANTENIMIENTO;1;1;;;1;;1;2;2;2;2;36;;2;2;2;2;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;2;2;;2;;2;;;;2;2;1;3;58;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;2;1;1;15;1;4111;9313;41;1000000;03;20220309;15;1;87.849961772;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000932;1;5;1;MUESTRAS PATOLOGICAS;1;1;;;1;;1;2;2;2;2;8;;1;1;1;1;2;750000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;35;1;;35;;;4;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;2;1;1;15;1;8691;5329;86;750000;03;20220309;15;1;87.849961772;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000935;1;1;1;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES COSMETICOS Y DE TOCADOR;1;2;2;6;1;;1;1;1;1;1;3;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;1;36000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;56;;;56;;;8;4;;1;;1;1;1;2;1;1;1;3;6;1;;1;;2;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;3;5;9;1;1;15;1;4645;9621;46;1000000;03;20220309;15;1;107.39367529;1;1;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000935;1;4;1;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS MEDICINALES COSMETICOS Y DE TOCADOR;1;2;2;4;1;;2;2;1;1;1;12;;1;1;1;1;1;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;1;36000;2;2;;;2;;;2;;;2;;1;3940000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;7;;1;;1;1;1;1;1;1;2;;;;;;;2;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;1;1;2;2;1;2;2;2;3;5;8;1;1;15;1;4645;3313;46;1000000;03;20220309;15;1;107.39367529;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000936;1;1;1;PRODUCTOS DEl HOGAR;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;800000;1;;3;;1;1;12;48;;;48;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;3;60;8;1;1;15;4;4789;9520;47;800000;03;20220309;15;1;137.6873286;;;;;2;;;;;3;;;800000;800000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000937;1;1;1;VELAS ESENCIAS IMAGENES RELIGIOSAS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;20000;1;;3;;3;2;11;48;;;48;;;1;1;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;2;14;;5;1;1;15;4;4759;5221;47;20000;03;20220309;15;1;79.403265315;;;;;2;;;;;3;;;;;;;;;200000;0;100000;0;40000;40000;;;;;;;;;;;;;;2022;60
7000938;1;2;1;LATONERIA Y PINTURA;2;;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;1;2;2;;;;;;2;2;;;;;;100000;1;;3;;1;1;11;48;;;48;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;5;1;1;15;4;4520;7213;45;100000;03;20220309;15;1;64.098467914;;;;;2;;;;;2;;;1700000;1700000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000938;1;3;1;REPARACION DE VEHICULOS;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;1;2;2;;;;;;2;2;;;;;;120000;1;;3;;9;2;11;40;;;40;;;1;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;5;1;1;15;4;4520;7231;45;120000;03;20220309;15;1;64.098467914;;;;;2;;;;;2;;;850000;850000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000939;1;1;1;ASESORIAS JURIDICAS;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2022;1;1;1000000;1;;3;;3;2;12;48;;;48;;;1;1;;3;;2;;;;2;2;1;3;12;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;2;1;1;15;4;6910;2611;69;1000000;03;20220309;15;1;67.492806932;;;;;2;;;;;2;;;;;;;;;1000000;0;0;0;0;0;;;;;;;;;;;;;;2022;60
7000940;1;1;1;ROPA CALZADO VIVERES LICORES;1;2;1;;1;;1;1;1;1;1;48;;1;1;2;1;2;1000000;2;;;9;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1000000;1;500000;1;500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;4;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;5;1;1;15;1;4711;5223;47;1000000;03;20220309;15;1;157.67293927;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000940;1;2;1;SERVICIO DE LATONERIA  PINTURA AUTOMOTRIZ;2;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;;1;2;2;;;;;;2;2;;;;;;0;1;;3;;1;1;12;40;;;40;;;2;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;3;20;5;1;1;15;4;4520;7132;45;0;03;20220309;15;1;157.67293927;;;;;2;;;;;2;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000944;1;1;1;SERVICIO DE EDUCACION PRIMARIA Y SECUNDARIA;1;2;1;;1;;1;1;1;1;1;120;;1;1;2;2;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;5;7;;1;;1;1;1;4;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;2;2;2;2;2;35;5;1;1;15;1;8530;2330;85;;03;20220309;15;1;112.20244642;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000945;1;1;1;ACTIVIDADES DE ADMINISTRACION DE  JUNTA CONJUNTO RESIDENCIAL;1;2;1;;2;3;1;1;1;1;1;7;;9;9;9;9;2;1200000;2;;;2;;2;;2;;2;;2;;;1;117200;2;2;;;2;;;2;;;2;;;2;;1;1200000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;1;;1;2;1;12;1;2;1;0;96;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;10;5;1;1;15;1;6820;5414;68;1200000;03;20220309;15;1;84.986062621;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000945;1;2;1;FABRICACION DE PRODUCTOS DE BELLEZA;1;2;1;;2;3;1;1;1;1;1;2;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117200;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;48;;;48;;;6;5;;1;;1;2;1;7;1;2;1;7;48;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;60;5;1;1;15;1;2023;5223;20;1000000;03;20220309;15;1;84.986062621;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000948;1;1;1;VENTA DE LLANTAS;1;1;;;1;;1;2;2;2;2;1;;1;1;9;1;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;48;;;48;;;3;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;1;1;1;1;1;2;2;1;2;35;5;1;1;15;1;4520;7231;45;800000;03;20220309;15;1;97.185346413;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000949;1;1;1;SERVICIOS DE CONEXIONES ELECTRICAS DOMICILIARIAS;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1000000;1;;1;;1;2;12;48;;;48;;;1;2;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;2;15;3;1;1;15;4;4321;7411;43;1000000;03;20220309;15;1;93.926946393;;;;;2;;;;;3;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000949;1;2;1;VENTA DE CALZADO PARA TODA LA FAMILIA;1;2;2;12;1;;1;1;1;1;1;96;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;1;450000;1;450000;1;450000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;7;;1;;1;1;1;8;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;1;1;15;1;4772;5223;47;1000000;03;20220309;15;1;93.926946393;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000950;1;1;1;ARREGLOS DE ROPA INFANTIL;2;;;;;;;;;;;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;1;1;1500000;1;;3;;3;2;12;35;2;;38;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;2;1;1;15;4;9529;7531;95;1500000;03;20220309;15;1;53.476073802;;;;;2;;;;;3;;;;;;;;;2000000;0;350000;0;0;0;;;;;;;;;;;;;;2022;60
